"RJC1","Output10","TCU2","IMT3","GDJ4","USF5","FIW6","KYD7","DRF8","CRZ9"
32.489,"Class3",86,35.139,74.318,56.188,86.913,27.353,63.897,"K"
8.724,"Class2",60,83.197,31.49,31.53,80.545,25.473,59.57,"R"
39.069,"Class1",52,38.394,67.555,36.664,59.544,69.97,27.471,"D"
32.188,"Class1",56,83.214,76.258,34.289,112.205,77.337,25.474,"J"
43.458,"Class4",67,13.494,18.145,54.377,38.472,46.29,97.514,"F"
58.713,"Class1",59,76.027,69.664,44.124,-2.377,53.691,24.028,"V"
51.076,"Class4",69,NA,19.37,51.511,21.274,45.734,98.282,"G"
41.515,"Class4",53,43.869,18.137,70.195,72.851,77.326,90.455,"F"
53.512,"Class1",58,86.729,71.687,40.141,81.699,75.495,20.069,"H"
9.328,"Class4",73,31.793,18.464,71.404,56.631,65.772,87.991,NA
26.875,"Class4",57,39.773,18.544,63.725,32.46,74.379,96.726,"R"
18.287,"Class2",30,74.024,32.196,46.612,91.232,26.035,61.541,"R"
67.962,"Class3",76,62.178,68.086,45.024,55.565,23.12,57.014,"J"
22.392,"Class1",59,84.235,63.348,23.109,34.161,61.351,26.391,"D"
59.666,"Class3",76,38.004,59.584,74.005,66.404,28.965,42.563,"K"
1.228,"Class1",54,59.931,56.113,22.974,52.617,59.237,36.04,"V"
17.658,"Class2",51,85.864,31.467,30.093,67.193,25.727,48.296,"O"
26.697,"Class1",52,37.356,65.218,45.465,64.24,57.118,28.647,"J"
61.931,"Class3",81,42.303,73.787,87.764,68.531,35.053,54.266,"X"
23.933,"Class2",55,90.942,31.586,58.587,86.699,27.301,49.507,NA
30.923,"Class4",69,27.445,19.57,71.922,35.041,65.946,98.19,"C"
59.863,"Class3",70,18.817,30.923,63.672,67.124,24.731,91.382,"J"
21.8,"Class2",46,49.625,31.567,37.137,97.507,25.968,57.953,"R"
40.792,"Class4",79,11.953,19.419,61.124,53.441,54.419,90.909,"C"
7.024,"Class1",57,73.075,74.06,59.074,79.119,68.872,33.656,"J"
22.402,"Class2",56,61.869,31.843,41.949,67.998,25.74,54.509,"E"
34.281,"Class1",59,68.733,63.236,61.448,81.525,75.326,22.957,"H"
71.928,"Class3",79,65.104,42.922,59.27,66.312,23.959,71.562,"X"
53.42,"Class4",85,38.092,19.529,80.811,35.141,58.646,95.61,"R"
19,"Class4",97,NA,20.592,74.636,59.219,64.587,98.942,"F"
55.237,"Class1",56,55.911,81.23,21.151,55.463,76.722,31.78,"H"
41.057,"Class4",64,29.433,19.359,60.009,53.062,46.514,97.111,"F"
67.734,"Class3",91,34.51,60.125,84.2,36.279,30.267,67.692,"A"
12.073,"Class2",60,NA,31.479,47.726,76.445,25.808,54.125,"O"
35.354,"Class4",72,14.246,17.899,59.469,52.436,59.155,93.038,"T"
30.259,"Class1",59,54.417,84.36,50.286,45.432,70.964,33.901,NA
67.171,"Class3",80,20.351,57.499,52.686,62.618,24.037,66.619,"L"
13.032,"Class2",41,65.421,31.425,31.059,93.612,25.463,48.748,"R"
32.507,"Class1",52,63.1,80.177,26.731,72.728,58.356,21.02,"O"
56.878,"Class4",92,35.079,18.198,61.094,53.06,40.157,96.163,"R"
56.34,"Class3",90,37.735,58.474,59.207,65.622,28.085,60.904,"A"
32.802,"Class1",59,89.443,68.83,52.095,68.165,64.187,20.577,"D"
45.067,"Class1",56,NA,56.066,48.55,105.998,73.088,19.106,"J"
14.761,"Class2",56,92.218,31.737,49.073,77.004,27.173,54.369,"K"
70.586,"Class4",75,43.726,18.474,67.566,48.958,79.592,92.898,"F"
66.134,"Class3",82,26.992,76.449,97.164,78.617,24.407,55.678,"L"
34.771,"Class2",40,74.151,31.281,51.298,88.438,26.793,50.591,"K"
35.461,"Class1",50,62.365,72.448,16.783,31.837,67.698,36.383,"O"
37.727,"Class3",94,51.963,69.756,60.854,57.946,14.411,54.587,"L"
34.495,"Class4",61,23.615,18.649,75.316,80.575,46.425,87.812,"T"
-4.918,"Class1",57,70.012,65.134,15.851,41.78,65.908,30.577,"J"
20.125,"Class2",49,59.662,31.893,34.536,88.27,25.226,52.598,NA
18.081,"Class1",54,85.483,77.176,54.88,67.279,74.148,25.288,"V"
27.15,"Class2",28,92.651,31.548,44.493,90.945,26.633,49.627,"O"
4.348,"Class2",26,90.263,31.578,31.755,83.261,25.199,52.161,"O"
20.466,"Class2",40,91.167,31.995,58.967,74.749,27.18,60.638,"K"
15.884,"Class2",25,60.001,31.052,31.678,89.134,26.973,51.551,"R"
17.53,"Class2",29,78.525,31.627,58.129,66.843,25.928,55.675,"R"
34.88,"Class1",58,NA,85.907,22.109,54.602,65.537,22.403,"J"
28.962,"Class4",90,11.929,18.898,66.543,55.381,63.358,100.329,"G"
36.365,"Class1",50,37.165,74.15,52.942,65.382,72.637,29.934,"H"
40.694,"Class4",84,22.463,19.932,79.524,71.486,62.192,97.246,"F"
54.317,"Class4",54,37.191,19.205,57.246,74.072,58.792,100.142,"F"
-21.342,"Class1",54,85.776,72.511,37.873,67.882,75.842,27.756,"J"
36.749,"Class1",49,74.157,67.83,38.561,51.216,67.552,24.602,"D"
55.063,"Class3",77,21.143,89.122,48.647,67.475,31.151,75.182,"A"
20.444,"Class4",55,10.967,19.269,78.137,66.379,67.798,96.279,"T"
55.733,"Class3",88,53.996,63.924,55.781,50.714,23.505,57.905,"K"
49.186,"Class4",74,38.68,18.942,78.953,69.327,60.91,97.527,"T"
57.838,"Class4",65,29.34,18.665,69.532,58.06,39.61,99.601,"C"
58.182,"Class3",81,44.122,39.137,49.677,60.019,35.648,58.203,"A"
47.036,"Class1",57,71.229,78.954,20.552,16.241,72.455,39.441,"O"
26.145,"Class2",36,84.044,32.135,53.333,79.934,27.949,53.652,"E"
43.251,"Class4",79,27.018,18.923,59.255,48.931,39.896,92.694,"C"
37.202,"Class4",70,10.007,17.561,70.577,43.035,77.255,93.715,"R"
55.573,"Class3",93,42.263,75.686,72.702,62.406,34.693,62.616,"K"
27.677,"Class4",58,36.055,18.663,75.549,47.314,78.259,102.418,"F"
21.354,"Class2",31,65.597,31.845,43.214,81.904,26.493,58.46,"K"
1.615,"Class1",50,38.854,64.655,23.048,33.197,68.067,24.162,"V"
30.219,"Class2",39,79.172,31.074,47.628,61.683,26.684,57.061,"E"
11.917,"Class4",95,37.562,19.254,60.77,61.511,74.946,93.001,"T"
51.061,"Class3",94,35.814,56.252,97.971,49.218,29.96,45.116,"X"
33.339,"Class4",64,36.142,19.065,77.341,73.04,49.62,94.266,"G"
64.856,"Class3",95,59.738,73.966,86.505,42.635,29.881,67.512,"A"
69.602,"Class3",83,64.679,42.654,97.156,55.931,31.353,59.255,NA
24.984,"Class2",46,58.065,31.596,40.108,78.8,25.861,50.008,NA
32.668,"Class2",28,75.709,31.471,38.827,66.989,25.464,59.601,"E"
61.348,"Class3",93,61.04,50.638,60.109,69.051,13.834,67.507,"J"
38.046,"Class1",55,89.306,74.057,22.851,52.23,68.833,36.051,"H"
-4.481,"Class1",49,51.505,72.689,60.376,52.431,55.956,35.296,"J"
34.285,"Class1",47,38.444,67.645,55.838,61.616,67.24,27.323,"D"
65.292,"Class4",65,17.395,18.428,52.417,71.305,66.76,91.065,"F"
63.759,"Class1",54,44.504,57.499,49.339,75.799,64.095,37.424,"J"
73.24,"Class4",70,34.821,19.823,67.965,51.026,74.642,96.073,"R"
27.293,"Class1",47,31.158,77.41,59.516,55.456,55.944,32.556,"V"
55.446,"Class3",69,31.825,32.631,67.766,65.265,33.239,69.508,"X"
43.651,"Class4",71,23.468,17.957,77.908,33.987,39.942,97.428,"C"
36.715,"Class4",91,9.611,18.813,70.502,54.656,56.909,94.876,"T"
68.046,"Class3",83,24.876,113.571,74.932,73.91,16.509,67.086,"K"
59.045,"Class3",80,57.716,76.099,51.06,80.849,26.572,75.03,"K"
53.022,"Class3",73,34.79,36.964,86.905,60.563,26.705,68.337,"L"
56.493,"Class3",85,36.824,63.865,94.258,43.523,26.005,63.761,"A"
20.267,"Class2",58,87.005,31.746,50.86,69.433,27.867,49.704,"E"
65.511,"Class4",95,10.549,19.321,76.267,71.412,60.584,93.503,"R"
51.241,"Class3",93,45.068,86.175,50.893,47.419,17.772,54.596,"X"
46.206,"Class4",71,14.192,18.562,56.409,48.906,57.625,86.891,"R"
39.822,"Class3",73,61.193,66.601,86.505,52.681,34.147,68.056,"J"
24.431,"Class1",52,50.697,72.878,40.84,74.092,63.577,31.756,"V"
15.156,"Class2",30,NA,31.368,43.548,80.615,25.56,52.225,"K"
22.388,"Class4",97,NA,19.682,59.935,66.743,43.846,99.98,"G"
-4.074,"Class1",54,64.63,82.613,41.091,45.008,77.113,35.474,"J"
60.988,"Class3",85,55.849,67.632,91.002,58.128,27.451,39.068,"A"
40.437,"Class2",61,80.655,31.184,36.558,84.271,26.363,47.798,NA
78.993,"Class3",80,66.189,59.85,69.302,72.855,25.92,58.331,"K"
41.383,"Class3",85,60.479,58.76,72.87,52.668,30.561,62.216,"L"
35.06,"Class1",56,81.378,76.139,15.36,47.88,60.384,32.037,"D"
25.939,"Class2",52,89.05,31.622,38.106,90.789,27.233,53.523,"O"
60.665,"Class3",97,44.828,94.162,72.721,72.19,29.683,64.439,NA
49.965,"Class4",79,14.957,18.941,68.366,52.488,76.762,93.812,NA
60.907,"Class3",80,47.05,48.821,65.738,60.713,16.257,61.631,"K"
27.656,"Class2",49,NA,31.159,53.448,80.684,25.073,53.709,"Q"
63.599,"Class3",91,55.065,74.097,42.36,36.563,24.964,57.485,"K"
12.596,"Class2",52,75.696,31.701,30.765,92.363,25.004,52.705,"K"
24.759,"Class1",55,55.364,78.004,61.685,63.205,67.744,40.373,"O"
14.979,"Class2",41,68.141,31.317,44.266,89.921,26.24,56.98,"Q"
79.943,"Class3",74,28.689,76.157,92.385,56.018,32.02,50.638,"A"
46.569,"Class4",77,7.41,17.881,70.365,88.144,48.346,95.669,"T"
45.073,"Class4",54,29.57,19.005,78.146,58.098,38.633,88.4,"R"
47.107,"Class4",78,37.536,18.25,62.785,47.346,62.864,93.677,"R"
55.119,"Class3",77,26.482,111.746,89.414,75.236,26.036,53.74,"K"
12.506,"Class2",54,75.606,31.137,58.745,96.327,26.456,57.125,"Q"
53.561,"Class4",71,12.808,19.95,55.021,83.926,54.519,98.689,"R"
26.322,"Class1",59,33.215,81.66,30.706,51.187,66.213,40.723,"V"
5.627,"Class2",33,92.058,31.544,39.985,85.068,26.666,50.794,NA
35.816,"Class1",51,40.395,68.928,42.42,32.921,68.588,27.57,"V"
53.548,"Class3",69,25.901,63.139,42.314,67.27,27.827,75.445,"J"
36.423,"Class4",70,29.789,19.694,69.953,65.753,77.701,90.137,NA
30.398,"Class4",92,10.191,18.771,55.62,71.424,47.721,96.001,"C"
51.837,"Class4",88,16.521,19.284,71.298,44.23,53.31,98.633,"C"
61.099,"Class3",69,28.291,76.585,49.065,80.053,19.084,68.215,"K"
12.864,"Class1",50,25.813,75.436,45.533,27.958,62.575,26.899,"O"
26.346,"Class1",61,29.519,74.861,59.638,8.885,57.193,36.915,"J"
64.926,"Class3",86,58.517,50.816,89.211,67.685,31.706,82.864,"A"
50.155,"Class3",69,61.733,65.725,79.567,57.146,19.203,62.394,"J"
51.834,"Class3",69,25.527,52.73,89.666,65.032,18.339,51.093,"X"
41.913,"Class4",84,6.316,17.754,63.885,74.228,42.292,88.512,"R"
53.752,"Class4",73,22.515,18.955,77.07,57.418,56.245,94.68,"G"
36.725,"Class4",98,40.464,20.192,71.097,47.469,50.328,99.523,"T"
24.314,"Class2",32,71.268,31.359,49.045,100.726,25.618,54.88,"Q"
37.823,"Class1",54,52.584,68.86,50.563,85.282,73.123,24.859,"V"
65.892,"Class3",72,66.429,61.852,47.776,76.674,34.631,72.329,"A"
46.361,"Class3",80,55.826,72.947,97.338,74.915,20.571,78.756,"K"
63.249,"Class3",77,17.154,76.726,62.092,72.249,26.785,51.091,"K"
63.634,"Class3",89,49.045,58.796,76.892,37.769,28.945,75.551,"K"
22.448,"Class4",63,16.541,19.058,62.383,45.351,38.15,99.542,"R"
66.174,"Class1",51,70.643,79.452,32.639,61.929,61.526,37.483,"D"
49.871,"Class4",81,16.231,18.881,62.216,54.291,44.632,94.836,"C"
11.759,"Class2",59,72.067,32.006,42.859,86.34,26.146,51.741,"Q"
39.253,"Class1",58,44.671,78.365,24.069,40.76,61.514,28.191,"H"
39.548,"Class4",77,7.451,18.128,60.229,49.66,49.435,95.002,"G"
26.734,"Class2",26,49.145,31.383,59.328,87.626,26.153,55.901,"Q"
6.674,"Class1",48,44.11,72.846,37.216,65.184,69.565,32.56,"V"
69.445,"Class4",69,6.902,19.706,80.746,62.457,49.923,97.536,"R"
31.564,"Class4",57,5.175,18.883,72.688,43.68,63.965,97.625,"F"
15.443,"Class4",94,19.865,19.756,61.691,65.841,77.928,92.243,"F"
35.843,"Class1",51,62.703,62.286,47.136,53.49,62.221,41.958,"O"
33.531,"Class1",54,30.13,76.188,27.4,49.903,62.956,31.227,"J"
57.069,"Class3",80,48.888,73.18,87.194,25.579,18.557,47.541,"L"
26.832,"Class1",50,26.015,72.463,24.117,48.89,61.385,34.61,"J"
27.157,"Class4",56,15.835,18.544,69.1,39.784,62.026,93.342,"F"
32.196,"Class1",50,79.985,65.519,18.026,60.671,72.094,32.015,"D"
50.412,"Class4",92,13.749,19.657,64.241,43.592,40.62,95.913,"G"
51.723,"Class3",81,35.053,34.727,79.552,70.91,24.245,43.317,"L"
38.074,"Class4",93,NA,17.999,80.165,60.902,56.172,94.175,"C"
17.572,"Class1",61,90.535,77.638,58.568,34.322,61.936,26.013,"J"
26.159,"Class1",49,86.523,68.569,15.851,44.767,71.444,29.299,"V"
53.087,"Class3",86,41.282,63.968,58.619,55.5,30.148,63.138,"L"
17.481,"Class1",55,37.776,81.174,62.964,22.584,70.198,29.015,"J"
20.705,"Class2",30,93.147,31.565,33.789,98.815,25.5,55.656,"O"
41.255,"Class1",50,30.502,53.144,60.3,54.985,56.875,30.611,"H"
30.505,"Class4",57,20.829,19.743,75.19,55.326,54.227,91.699,"R"
22.205,"Class1",57,69.217,68.39,36.774,38.59,72.411,23.202,"O"
3.233,"Class2",60,48.657,31.196,34.82,100.228,26.865,51.29,"O"
37.581,"Class1",51,31.312,60.94,57.24,57.913,66.607,37.343,"O"
58.223,"Class3",94,49.374,56.08,98.593,74.207,24.277,54.596,"A"
21.656,"Class1",47,55.096,86.03,58.202,8.59,56.886,20.987,"V"
6.222,"Class2",51,68.184,31.378,58.22,76.159,25.976,52.313,"K"
17.279,"Class2",43,80.675,31.619,43.374,73.948,25.758,49.389,"R"
29.421,"Class4",63,7.792,18.615,61.08,47.634,56.775,96.675,NA
14.425,"Class4",65,8.3,19.682,67.281,62.998,67.752,100.038,"T"
40.802,"Class4",59,NA,19.493,69.777,44.328,75.336,94.379,"R"
32.557,"Class3",76,37.345,60.324,74.477,51.491,23.509,57.779,"K"
56.389,"Class3",97,59.811,73.435,43.823,71.266,22.242,83.662,"K"
70.394,"Class3",78,59.693,84.053,58.661,51.13,27.454,52.634,"J"
52.203,"Class1",58,78.172,76.579,41.55,43.688,62.813,28.609,"J"
65.113,"Class3",84,63.456,76.452,41.656,48.924,24.42,67.269,"K"
32.482,"Class1",50,56.398,66.036,20.02,22.143,61.506,27.706,"J"
51.012,"Class3",76,35.13,62.264,61.385,46.135,29.91,54.205,"L"
29.883,"Class1",53,58.72,71.485,22.507,37.441,68.06,35.95,"D"
23.886,"Class1",61,70.777,73.354,24.078,72.555,58.093,34.371,"H"
43.623,"Class1",56,30.655,68.308,20.141,58.638,70.063,18.777,"V"
34.989,"Class4",75,28.858,19.178,80.657,94.981,51.73,98.318,"T"
16.58,"Class2",26,54.84,31.815,58.959,86.087,26.278,61.809,"K"
21.515,"Class1",58,89.56,73.336,54.501,33.336,57.773,30.13,"H"
53.662,"Class3",80,26.071,86.223,92.322,75.803,14.067,50.044,"K"
48.441,"Class3",74,48.326,66.917,82.847,50.981,33.662,58.377,"K"
49.301,"Class3",83,53.673,77.268,58.318,82.297,30.703,79.854,"K"
57.636,"Class4",65,11.457,20.443,59.722,21.844,58.82,97.882,"T"
36.998,"Class4",87,30.408,18.248,63.931,36.454,48.993,93.389,"T"
42.064,"Class4",62,42.789,18.554,52.372,75.132,72.356,93.727,"R"
72.204,"Class3",73,33.292,92.064,71.024,55.292,32.231,51.608,NA
13.865,"Class1",55,60.34,78.412,28.088,36.45,64.041,28.799,"H"
72.102,"Class3",70,61.582,83.911,81.011,56.152,28.748,41.554,"L"
13.665,"Class2",49,78.352,30.746,53.375,67.331,26.289,56.808,"Q"
57.233,"Class3",71,16.386,94.903,51.533,74.723,13.134,67.794,"A"
12.815,"Class2",26,63.305,31.543,31.296,75.383,27.726,56.875,"K"
47.876,"Class4",94,28.99,19.573,55.188,52.497,63.8,93.803,"R"
24.765,"Class1",56,53.311,65.823,21.54,28.301,55.767,23.724,NA
19.908,"Class1",61,64.096,68.446,48.775,58.725,76.718,44.701,"V"
50.9,"Class1",52,85.408,57.452,24.653,56.474,54.681,35.375,"H"
57.868,"Class3",88,19.337,40.968,52.466,41.455,34.025,59.359,"L"
26.215,"Class2",25,76.74,31.236,37.71,75.434,27.767,56.337,"Q"
62.775,"Class3",95,39.43,25.514,67.277,47.723,26.62,78.764,"K"
57.724,"Class1",47,53.095,72.234,59.656,45.874,55.215,19.194,"H"
76.289,"Class3",73,33.771,60.518,68.476,71.105,30.163,66.349,"L"
37.818,"Class3",69,63.104,83.317,41.186,71.765,14.323,68.847,"L"
76.663,"Class4",64,8.393,18.964,60.309,53.345,49.314,93.169,"G"
19.996,"Class2",39,58.476,31.717,50.62,74.847,26.874,64.895,"O"
32.972,"Class1",61,72.223,61.816,51.685,27.702,70.151,31.93,"H"
25.885,"Class1",51,68.204,65.859,39.056,54.679,53.758,28.57,"H"
53.133,"Class3",90,46.914,59.941,95.628,76.965,29.157,56.457,"L"
41.868,"Class1",60,NA,83.15,19.564,72.983,77.478,18.8,"H"
60.056,"Class3",93,22.74,74.966,88.429,60.642,27.078,58.34,"K"
19.696,"Class1",49,43.689,56.275,34.343,59.541,69.315,34.707,"H"
38.863,"Class3",97,19.968,72.968,76.299,73.37,28.769,65.307,"J"
32.893,"Class1",49,67.622,74.615,45.195,75.902,54.948,31.4,"H"
15.097,"Class2",51,77.905,31.519,48.605,71.942,25.136,52.463,"O"
43.073,"Class1",59,90.516,64.369,61.148,53.951,53.921,38.486,"D"
4.254,"Class1",47,59.717,69.984,25.605,62.326,58.44,33.083,"O"
59.003,"Class3",90,58.029,62.303,46.452,55.809,21.701,51.6,"K"
61.647,"Class3",95,20.902,62.683,62.228,37.595,32.646,67.628,"L"
42.508,"Class4",96,NA,18.832,53.92,26.474,44.859,97.318,"R"
10.908,"Class2",36,58.874,31.001,30.543,89.679,26.114,48.406,"Q"
80.43,"Class4",60,34.48,18.597,62.746,40.934,66.122,97.794,"F"
22.164,"Class2",55,88.826,31.977,48.58,83.838,25.841,50.732,"R"
26.45,"Class4",73,11.579,19.346,61.124,35.373,75.568,99.929,"R"
28.418,"Class2",59,78.03,31.407,51.622,87.162,27.552,49.282,"Q"
52.878,"Class3",93,43.719,73.596,51.759,35.999,27.341,72.217,"K"
55.226,"Class3",74,37.633,83.124,56.833,56.736,20.704,48.046,"K"
47.919,"Class4",74,38.553,19.456,65.667,47.817,69.596,94.351,"G"
9.845,"Class1",52,42.503,69.093,54.847,41.888,74.723,38.887,"D"
56.772,"Class1",55,55.505,73.256,38.412,27.761,63.526,31.574,"V"
35.774,"Class4",90,42.995,18.42,67.677,63.031,48.095,97.241,"F"
21.479,"Class2",44,74.215,31.532,51.986,86.879,26.687,48.284,"R"
17.926,"Class1",51,69.016,58.786,44.412,43.918,58.49,26.282,"J"
33.22,"Class4",94,41.755,19.276,76.033,35.047,55.597,91.6,"R"
48.906,"Class3",75,67.08,99.739,92.533,52.205,26.483,53.73,"A"
22.846,"Class1",52,85.424,84.293,29.262,70.076,59.27,33.032,"V"
33.943,"Class1",51,61.199,77.568,53.846,48.641,76.045,26.376,"D"
15.958,"Class2",53,86.644,32.015,42.896,85.437,26.733,52.1,"O"
24.082,"Class2",26,78.38,31.324,34.914,72.664,25.939,57,"O"
48.681,"Class3",73,36.247,59.023,94.849,41.536,23.605,69.419,"A"
4.71,"Class1",53,30.41,60.307,43.882,54.82,69.723,14.638,"O"
31.555,"Class1",47,48.122,60.172,16.831,60.542,57.384,32.946,"H"
20.926,"Class1",53,NA,78.721,22.561,44.936,75.315,43.876,"D"
38.267,"Class4",89,21.987,20.515,64.959,52.308,50.295,91.761,"G"
19.861,"Class1",48,38.052,70.099,22.162,65.312,56.47,32.854,"O"
55.08,"Class4",65,24.914,17.746,73.975,56.869,60.774,93.772,"R"
26.951,"Class2",47,92.597,30.61,47.878,80.288,27.876,52.109,"Q"
20.481,"Class1",57,35.615,72.014,58.812,81.394,72.588,37.274,"D"
13.858,"Class1",57,41.979,75.584,38.098,51.451,74.744,30.534,"V"
56.335,"Class3",87,50.357,100.056,81.636,51.609,31.215,73.511,"X"
47.05,"Class4",92,18.817,18.426,62.36,34.408,69.746,95.335,NA
25.176,"Class1",54,37.406,76.24,53.616,27.529,56.064,34.975,"D"
42.517,"Class3",92,53.666,46.937,84.578,80.727,27.313,69.622,"K"
24.242,"Class2",58,95.409,31.049,48.902,73.957,25.678,55.759,"R"
52.16,"Class3",97,37.198,44.716,73.508,50.074,33.065,72.597,"A"
52.76,"Class3",86,65.025,66.194,91.422,50.213,13.861,63.518,"L"
80.267,"Class3",95,19.772,61.585,78.986,69.131,33.853,63.526,"K"
41.117,"Class2",46,62.575,31.496,55.551,76.265,26.238,48.019,"R"
27.333,"Class1",50,74.894,81.512,43.616,73.375,57.264,41.236,"H"
20.578,"Class4",94,19.566,18.131,72.585,78.635,80.4,95.689,"C"
25.748,"Class1",61,46.553,81.104,20.398,31.486,67.012,33.034,"D"
29.484,"Class4",69,7.798,18.999,78.854,68.704,53.644,96.732,"F"
51.499,"Class3",96,49.147,67.945,43.462,70.89,19.573,46.363,NA
28.984,"Class2",32,58.474,31.382,48.048,63.466,25.313,46.075,"O"
5.132,"Class2",44,86.854,31.391,54.519,89.727,25.926,57.856,"E"
20.687,"Class4",90,18.776,19.353,68.18,57.568,79.927,90.798,"T"
44.127,"Class1",50,70.367,70.554,55.804,57.384,55.602,35.616,"D"
27.31,"Class1",49,89.843,58.623,57.52,57.707,67.406,22.263,"V"
54.797,"Class4",53,10.006,18.921,62.334,62.386,42.166,94.746,"F"
19.788,"Class2",30,50.015,30.978,45.316,85.725,27.968,62.628,"E"
38.152,"Class1",51,40.519,74.651,15.61,49.294,53.169,23.107,"D"
55.137,"Class3",91,43.908,51.344,52.384,47.141,32.402,75.371,"X"
65.617,"Class3",78,29.857,75.61,69.907,57.703,26.888,46.53,"J"
21.776,"Class2",51,66.318,31.601,33.749,81.984,27.093,52.033,"O"
53.378,"Class3",93,48.203,68.569,90.929,55.728,27.204,68.958,"X"
37.493,"Class1",54,41.32,73.016,49.457,67.825,77.087,32.332,"O"
15.784,"Class1",54,NA,66.594,29.982,22.915,62.152,27.242,"H"
29.246,"Class2",37,59.272,31.313,43.13,81.957,25.431,42.362,"O"
50.086,"Class3",71,34.874,68.918,51.178,64.346,32.902,66.526,"L"
57.063,"Class1",48,NA,74.31,16.05,86.912,58.419,21.693,"H"
34.476,"Class4",64,NA,17.523,63.542,56.835,70.731,101.06,"R"
13.035,"Class2",48,84.914,31.213,53.516,81.937,26.188,54.35,"E"
44.688,"Class3",71,67.772,66.581,42.958,52.054,26.136,58.847,"L"
52.983,"Class3",78,23.548,81.631,63.834,64.537,32.461,63.235,"K"
69.747,"Class3",94,23.895,81.678,53.581,88.438,22.544,59.151,"J"
4.519,"Class1",57,61.016,60.604,24.779,68.241,57.302,14.812,"H"
56.288,"Class3",76,38.075,81.665,64.746,57.168,26.184,63.325,"X"
8.99,"Class2",33,57.787,31.606,52.089,93.622,26.911,53.921,"K"
64.05,"Class3",73,60.32,63.413,41.812,92.269,22.806,50.937,"L"
56.547,"Class4",63,24.884,18.071,68.944,47.114,80.015,95.428,NA
65.079,"Class1",55,67.855,62.832,25.541,71.495,55.96,33.465,"O"
42.314,"Class1",50,42.899,65.575,48.477,25.929,55.27,34.18,"O"
35.136,"Class4",54,13.148,19.322,70.179,57.077,67.994,95.925,"G"
12.402,"Class1",52,55.184,74.569,58.997,59.289,65.553,42.536,"D"
22.759,"Class4",75,34.029,18.508,51.894,1.774,61.583,89.049,"T"
16.2,"Class4",85,19.346,20.014,59.854,44.466,42.885,95.915,"T"
28.634,"Class2",28,52.545,31.691,43.665,57.09,26.729,53.534,"E"
57.643,"Class3",89,43.25,65.629,44.098,70.691,33.34,98.167,"X"
22.579,"Class2",26,75.292,31.062,38.139,55.3,25.713,53.133,"K"
21.665,"Class1",59,70.871,74.033,36.091,68.383,74.015,27.865,"D"
51.658,"Class1",61,88.28,85.497,37.121,58.755,58.168,41.224,"J"
44.939,"Class3",89,31.059,55.334,92.428,63.348,20.192,61.732,"J"
38.117,"Class4",90,10.891,18.708,72.086,57.64,68.07,90.964,"C"
25.457,"Class2",48,83.376,31.72,51.04,73.851,25.272,58.339,NA
23.937,"Class4",65,21.065,18.99,63.041,72.588,69.535,93.385,"F"
14.513,"Class4",98,41.615,20.457,59.387,57.72,67.447,94.255,"R"
46.03,"Class4",70,16.187,17.562,72.986,64.247,40.593,100.39,"F"
15.956,"Class2",54,51.08,32.076,38.241,79.551,26.926,48.97,"R"
10.602,"Class2",37,78.246,31.877,50.307,80.393,25.805,62.327,"K"
29.548,"Class4",91,16.967,19.051,70.881,40.409,50.926,96.422,"C"
85.758,"Class3",94,62.697,62.375,94.782,69.236,23.611,73.591,"X"
43.558,"Class4",65,33.57,19.284,58.445,47.633,76.835,100.767,"F"
9.209,"Class4",70,18.599,19.033,56.562,66.018,43.371,96.42,"T"
40.2,"Class4",84,5.908,18.416,52.853,48.355,47.601,98.174,"R"
75.064,"Class3",68,51.643,66.444,88.343,44.625,32.483,46.44,"A"
76.098,"Class3",88,40.747,54.862,94.443,60.014,16.854,74.242,"K"
18.084,"Class2",51,75.941,31.725,52.602,83.19,26.948,47.252,"E"
79.66,"Class3",88,29.212,37.348,92.777,68.139,32.795,69.041,"J"
20.857,"Class2",55,82.07,31,37.179,82.146,25.042,53.514,"R"
43.169,"Class4",96,34.724,19.009,66.47,41.812,49.951,94.8,"G"
30.424,"Class1",47,51.92,89.767,22.94,89.157,57.727,31.854,"J"
29.015,"Class4",82,16.063,18.957,59.732,43.757,60.542,95.493,"R"
13.992,"Class2",25,94.506,31.706,58.322,83.184,27.448,53.886,"O"
58.953,"Class4",62,30.608,19.154,73.945,65.359,39.008,99.924,"R"
28.809,"Class4",73,10.103,19.294,59.391,51.57,47.388,88.894,"C"
17.991,"Class2",37,53.166,31.955,43.19,79.013,27.524,56.733,"E"
55.848,"Class3",91,54.505,65.63,41.475,70.849,24.674,73.038,"X"
70.024,"Class4",64,7.95,20.581,74.165,51.661,64.783,100.527,"F"
8.596,"Class1",50,74.365,76.103,23.019,103.725,62.761,22.28,"H"
38.706,"Class1",55,84.806,67.13,56.511,44.214,69.93,39.302,"J"
22.096,"Class4",72,35.59,18.887,75.293,74.89,70,99.218,"F"
40.138,"Class4",94,15.947,17.95,69.776,41.405,38.367,97.049,"R"
51.88,"Class4",76,29.518,19.087,60.912,71.097,66.136,103.275,"C"
23.797,"Class2",57,87.869,30.022,38.513,77.718,27.746,57.43,"Q"
5.777,"Class1",54,53.33,83.488,24.341,75.756,72.805,25.522,"J"
49.155,"Class4",86,NA,19.497,60.763,47.318,71.4,93.2,"T"
