"HOS1","AZC2","ANQ3","YKF4","BSU5","XTJ6","ORD7","DUN8","BPU9","CPR10","Output3"
62.354,47.683,24.189,"P",65,35.396,60.576,46.7,65.74,32.146,"Class2"
53.376,27.313,50.856,"P",64,25.79,75.63,49.762,56.199,30.652,"Class2"
96.997,70.294,11.512,"V",37,89.283,19.873,25.693,59.156,86.548,"Class1"
63.33,38.944,47.979,"X",77,70.732,79.34,47.444,48.028,30.479,"Class2"
85.623,49.201,11.678,"B",38,73.267,18.538,33.198,64.471,84.239,"Class1"
58.877,37.939,39.532,"D",52,87.275,91.714,39.12,51.285,33,"Class2"
54.529,38.125,50.891,"C",36,59.385,62.03,43.342,47.344,32.81,"Class2"
85.663,33.289,11.847,"F",31,71.294,18.466,15.99,53.563,86.923,"Class1"
90.139,83.18,12.859,"F",43,56.982,18.342,19.664,71.661,86.246,"Class1"
82.354,62.035,12.124,"F",20,60.691,18.38,7.324,68.413,86.975,"Class1"
75.758,43.873,32.811,"P",48,67.264,88.084,53.707,49.258,29.358,"Class2"
57.891,41.08,21.123,"P",53,78.202,83.764,45.153,57.342,30.622,"Class2"
90.704,60.107,12.579,"K",21,73.023,18.649,6.365,65.776,84.569,"Class1"
88.758,50.985,13.611,"V",20,84.714,19.324,19.34,62.828,86.269,"Class1"
85.968,37.755,11.876,"F",51,87.096,18.695,23.001,58.902,84.595,"Class1"
65.96,30.316,47.805,"G",61,42.239,94.757,47.23,52.931,30.318,"Class2"
52.881,32.93,70.332,"G",55,28.574,77.042,41.752,57.449,33.862,"Class2"
76.625,40,31.232,"C",30,25.45,73.649,40.05,58.248,30.837,"Class2"
58.928,50.488,51.036,"G",78,46.174,86.237,44.261,39.652,30.685,"Class2"
92.413,40.872,NA,"K",21,60.166,18.638,22.661,64.019,84.801,"Class1"
92.952,80.784,12.15,"F",30,61.133,17.221,58.182,63.641,86.365,"Class1"
94.297,58.247,10.217,"G",48,86.357,17.618,28.407,53.523,84.556,"Class1"
91.962,64.195,NA,"F",45,56.115,16.283,20.684,61.345,85.497,"Class1"
88.63,39.005,11.583,"B",52,69.236,16.566,27.402,62.741,84.884,"Class1"
65.375,40.454,21.797,"G",38,89.513,65.809,47.813,87.76,29.047,"Class2"
66.441,55.39,38.717,"C",53,78.483,95.588,37.898,57.562,29.54,"Class2"
67.839,41.235,50.104,"P",16,36.028,70.7,52.569,53.033,30.265,"Class2"
91.401,71.289,NA,"K",42,57.071,17.382,38.189,50.615,86.068,"Class1"
96.766,41.736,12.709,"K",27,84.584,18.677,23.631,68.651,86.998,"Class1"
81.037,34.26,NA,"G",31,48.427,79.604,40.801,46.771,31.233,"Class2"
59.058,30.631,76.881,"X",31,NA,64.465,40.997,74.957,31.125,"Class2"
89.12,65.619,12.448,"V",34,77.802,16.684,23.612,67.625,84.927,"Class1"
59.937,37.868,33.931,"X",25,17.954,60.701,37.968,48.407,30.762,"Class2"
80.71,46.604,11.519,"K",21,88.311,17.592,27.877,64.371,84.749,"Class1"
90.099,86.38,12.823,"V",27,82.64,16.873,24.382,68.586,84.083,"Class1"
89.314,83.199,13.027,"B",39,67.373,17.339,10.154,68.425,84.521,"Class1"
56.212,24.033,49.3,"X",29,49.373,68.212,43.996,16.76,33.534,"Class2"
63.547,24.799,47.254,"D",73,27.271,62.598,42.434,45.625,30.126,"Class2"
75.042,48.054,32.061,"X",44,27.185,83.256,42.388,71.184,32.992,"Class2"
88.84,83.666,11.11,"F",37,81.858,17.944,3.454,66.007,86.71,"Class1"
68.301,41.127,21.935,"P",25,20.628,61.113,45.995,51.978,30.886,"Class2"
65.506,29.962,40.706,"X",44,29.225,73.277,43.727,49.283,31.544,"Class2"
90.979,82.675,10.736,"G",46,65.738,18.122,8.57,53.125,86.822,"Class1"
90.957,72.658,12.741,"K",39,87.149,18.493,11.87,51.796,85.063,"Class1"
67.999,44.249,64.072,"G",31,55.106,88.951,39.355,51.375,30.479,"Class2"
58.592,49.53,27.832,"P",33,80.995,89.801,41.877,44.826,32.457,"Class2"
43.156,45.87,63.115,"X",77,88.916,55.754,43.075,56.281,30.529,"Class2"
84.339,80.271,11.235,"V",26,77.859,18.56,18.204,55.531,84.901,"Class1"
96.046,68.237,11.952,"B",42,56.984,17.001,6.268,63.388,84.396,"Class1"
63.829,29.983,47.056,"P",63,33.442,72.175,47.533,48.815,32.101,"Class2"
75.574,41.466,22.563,"X",66,79.959,91.292,44.179,66.199,33.514,"Class2"
85.368,60.434,12.24,"K",50,69.08,17.133,21.155,60.547,86.047,"Class1"
64.186,46.012,NA,"C",13,32.241,58.652,40.534,47.591,31.129,"Class2"
80.783,39.628,12.042,"K",21,74.707,17.025,-2.891,59.384,85.753,"Class1"
76.789,69.642,11.187,"F",20,52.801,17.543,24.197,56.96,86.192,"Class1"
60.907,49.362,35.755,"D",54,49.829,87.338,51.062,67.069,31.175,"Class2"
63.7,43.001,51.904,"X",47,82.201,95.18,48.84,46.702,33.151,"Class2"
93.833,70.266,12.517,"G",45,91.362,16.225,28.709,64.291,86.478,"Class1"
51.259,46.109,54.588,"C",19,26.042,88.456,40.877,58.175,29.346,"Class2"
58.205,36.276,39.954,"G",63,67.359,85.413,36.948,46.734,32.147,"Class2"
60.689,31.786,21.711,"G",46,74.581,67.485,37.401,56.236,32.767,"Class2"
65.24,43.577,47.488,"D",50,NA,85.954,54.288,57.295,31.991,"Class2"
63.104,37.296,54.922,"X",45,74.912,70.184,49.575,59.789,29.28,"Class2"
68.423,53.301,7.988,"D",25,91.755,71.004,42.305,51.481,29.704,"Class2"
55.19,33.252,59.905,"C",58,53.878,84.209,45.017,47.756,30.419,"Class2"
62.066,37.917,42.365,"D",17,75.575,57.563,44.072,48.206,29.31,"Class2"
87.249,46.506,11.829,"K",40,80.963,18.206,16.319,49.81,85.941,"Class1"
86.717,35.615,11.854,"V",42,60.19,18.32,1.876,58.781,84.046,"Class1"
86.145,63.399,NA,"G",24,56.147,18.503,47.221,61.968,84.374,"Class1"
82.553,59.59,11.706,"V",47,NA,16.928,17.58,70.4,86.874,"Class1"
84.543,46.099,12.94,"K",38,65.082,18.984,22.42,61.86,84.398,"Class1"
87.462,44.523,12.221,"V",37,83.147,19.568,43.603,61.218,86.227,"Class1"
62.257,43.944,57.13,"G",59,21.074,75.375,53.894,59.707,30.833,"Class2"
58.915,48.992,35.662,"G",52,45.88,89.272,51.266,65.544,30.917,"Class2"
60.138,39.224,60.855,"P",73,49.032,54.645,49.813,46.106,32.267,"Class2"
59.64,51.404,51.4,"D",73,68.462,85.076,42.814,65.92,30.51,"Class2"
85.846,76.732,12.222,"G",55,72.496,18.849,21.476,67.808,84.832,"Class1"
61.676,46.939,NA,"P",72,53.172,96.707,44.129,62.349,33.685,"Class2"
93.562,40.177,13.384,"F",42,63.943,16.557,48.66,66.94,84.383,"Class1"
73.372,51.543,25.329,"C",58,39.146,82.765,41.938,67.268,29.077,"Class2"
65.375,52.426,41.62,"X",35,82.503,69.404,42.548,41.116,32.632,"Class2"
91.004,69.319,11.446,"B",29,50.173,19.749,10.225,63.142,86.17,"Class1"
79.48,63.136,11.306,"K",52,84.348,19.476,9.02,58.818,86.12,"Class1"
68.885,45.092,28.056,"X",70,48.585,82.891,44.723,54.905,31.313,"Class2"
100.602,44.962,11.964,"F",53,70.611,19.02,17.829,57.714,86.395,"Class1"
96.14,81.961,12.866,"V",53,68.928,17.582,27.479,55.737,84.589,"Class1"
85.802,38.934,11.468,"B",20,67.618,17.193,6.961,67.22,86.408,"Class1"
64.786,49.17,46.701,"D",43,46.867,82.071,42.359,52.2,29.901,"Class2"
91.436,84.124,11.941,"K",36,64.266,18.875,16.344,54.108,86.419,"Class1"
93.923,35.807,13.659,"G",41,63.581,17.483,27.602,71.15,85.241,"Class1"
63.556,51.259,46.146,"C",48,93.335,94.852,52.945,68.328,31.362,"Class2"
48.612,37.772,NA,"X",32,14.576,78.148,35.974,46.324,29.505,"Class2"
69.507,36.764,24.07,"X",72,49.788,57.817,40.722,65.11,29.931,"Class2"
87.177,36.992,12.429,"B",53,84.509,17.349,53.157,60.82,84.98,"Class1"
99.452,43.367,12.068,"B",46,69.293,17.451,24.075,63.762,86.403,"Class1"
55.059,56.911,53.122,"G",18,38.976,56.891,41.852,51.427,32.155,"Class2"
94.785,69.79,11.751,"K",22,57.898,19.766,24.887,40.311,84.651,"Class1"
68.241,47.387,61.9,"P",36,87.646,95.46,44.583,50.437,32.15,"Class2"
59.3,57.158,45.749,"D",33,68.44,56.232,44.082,45.351,30.948,"Class2"
90.256,82.72,12.573,"F",36,78.4,18.536,4.604,67.287,85.425,"Class1"
86.226,54.81,12.788,"V",40,80.24,17.41,30.597,53.081,86.608,"Class1"
85.231,71.536,12.532,"G",41,81.866,17.748,13.335,62.072,86.05,"Class1"
82.674,57.072,10.774,"G",30,84.272,16.606,8.418,66.313,84.446,"Class1"
93.359,77.724,12.331,"B",47,64.118,17.813,39.156,75.905,86.544,"Class1"
81.059,86.896,11.569,"B",50,90.757,17.765,6.072,63.576,85.101,"Class1"
64.332,43.557,18.715,"C",76,21.324,66.997,41.579,85.31,32.57,"Class2"
96.963,64.73,11.831,"K",56,65.51,16.051,36.521,49.16,84.299,"Class1"
88.325,50.913,12.264,"V",23,53.153,17.312,12.153,59.587,86.913,"Class1"
62.029,44.44,43.202,"G",42,41.829,61.879,56.752,52.806,29.824,"Class2"
62.138,50.266,66.478,"P",45,84.99,77.515,42.48,58.854,33.625,"Class2"
87.161,56.546,NA,"B",38,74.791,16.202,7.744,63.009,84.893,"Class1"
49.355,44.876,28.966,"G",9,12.614,85.245,52.964,54.285,33.93,"Class2"
100.098,57.645,11.469,"G",26,89.744,17.894,7.05,63.743,86.565,"Class1"
95.586,64.76,12.197,"F",34,81.535,19.763,23.258,63.325,86.403,"Class1"
87.775,53.207,11.785,"F",22,85.995,16.519,34.51,58.767,84.633,"Class1"
71.056,52.489,16.136,"D",61,58.439,54.152,46.736,43.122,33.493,"Class2"
88.026,41.712,12.601,"B",23,62.539,16.362,14.385,57.438,85.637,"Class1"
62.773,36.983,48.119,"X",28,60.569,54.486,44.02,54.568,30.075,"Class2"
92.629,81.859,11.279,"F",36,66.674,17.87,19.286,60.781,86.747,"Class1"
65.469,47.947,43.504,"P",65,NA,96.642,47.221,50.451,31.637,"Class2"
58.986,57.38,41.518,"P",24,79.975,73.546,51.372,40.63,33.047,"Class2"
83.558,72.434,12.931,"V",26,81.68,16.712,22.562,59.583,85.013,"Class1"
70.344,37.81,59.624,"C",52,75.251,74.47,47.827,46.268,29.628,"Class2"
87.344,45.038,49.554,"C",65,88.901,61.818,44.476,60.279,33.942,"Class2"
69.384,46.737,68.507,"C",63,38.996,93.3,42.553,63.468,30.95,"Class2"
63.289,48.332,33.993,"C",66,19.125,62.455,41.364,51.584,29.46,"Class2"
53.16,37.215,29.428,"X",34,39.375,77.763,45.36,68.385,30.802,"Class2"
78.885,47.395,13.024,"K",24,91.595,19.458,24.603,63.5,84.434,"Class1"
68.674,39.699,47.225,"D",55,42.829,78.559,44.537,51.214,32.079,"Class2"
93.794,70.464,12.008,"B",36,71.133,16.901,10.848,55.31,84.633,"Class1"
70.255,57.819,61.249,"X",9,52.25,54.912,49.878,67.392,33.653,"Class2"
87.481,54.582,11.751,"B",48,82.508,18.434,26.532,57.535,86.742,"Class1"
71.308,37.889,45.484,"D",56,27.775,92.385,44.201,47.647,30.024,"Class2"
93.858,40.912,11.7,"V",54,56.692,16.341,24.224,55.884,84.606,"Class1"
51.36,53.399,NA,"X",74,45.401,93.736,39.873,46.528,32.684,"Class2"
80.887,81.726,12.038,"V",54,79.758,19.628,11.848,57.337,84.697,"Class1"
90.284,78.832,11.694,"G",33,51.826,19.292,13.8,62.836,84.982,"Class1"
79.986,80.85,11.753,"G",55,82.629,16.994,28.85,51.702,85.969,"Class1"
91.063,60.557,11.581,"G",56,87.603,19.677,12.448,64.376,85.597,"Class1"
94.048,40.625,12.925,"G",20,72.101,17.695,12.162,63.157,85.641,"Class1"
61.16,25.014,NA,"D",70,56.49,81.095,42.913,38.896,29.412,"Class2"
94.367,58.492,12.383,"G",35,NA,19.331,10.595,56.07,84.722,"Class1"
95.515,34.565,NA,"K",43,88.79,18.873,13.402,67.408,85.897,"Class1"
64.677,45.517,24.177,"X",42,33.749,87.407,46.722,55.461,30.509,"Class2"
48.742,34.48,47.732,"G",73,13.965,66.092,47.139,73.504,30.095,"Class2"
90.714,75.403,12.247,"V",27,78.243,19.809,18.734,66.283,85.411,"Class1"
88.732,65.615,11.827,"B",55,55.098,18.712,34.461,61.679,86.205,"Class1"
62.516,54.575,40.925,"C",31,14.876,88.754,43.897,61.035,30.344,"Class2"
66.399,34.984,26.206,"C",53,33.414,65.37,46.241,58.143,29.277,"Class2"
89.307,76.501,12.588,"B",49,91.328,17.101,28.856,67.682,85.35,"Class1"
98.364,82.609,12.427,"F",22,NA,17.358,25.26,68.192,86.693,"Class1"
67.059,24.681,30.74,"X",21,60.682,89.135,46.076,62.632,31.903,"Class2"
73.172,37.914,27.204,"C",37,22.702,93.731,40.603,73.473,31.6,"Class2"
91.593,66.552,11.648,"B",26,90.507,17.75,17.492,63.811,85.965,"Class1"
70.86,52.545,35.105,"X",59,32.546,81.703,40.575,30.848,30.903,"Class2"
94.136,52.737,12.998,"F",45,54.713,17.927,27.272,63.217,85.798,"Class1"
86.375,69.396,10.905,"B",33,55.951,17.469,28.108,62.11,84.766,"Class1"
87.41,33.439,12.157,"G",55,76.983,19.002,11.053,50.522,86.846,"Class1"
85.201,85.212,11.591,"K",42,61.903,16.199,27.646,50.627,84.951,"Class1"
86.092,72.344,11.958,"G",46,64.98,16.907,2.265,61.129,86.145,"Class1"
98.747,50.251,13.305,"B",38,70.498,18.782,32.639,63.91,84.048,"Class1"
51.866,29.008,37.361,"D",75,15.44,79.264,46.192,80.336,31.096,"Class2"
64.209,47.153,29.934,"P",48,74.838,77.429,42.273,55.854,31.214,"Class2"
95.911,81.763,12.563,"F",29,76.091,16.083,8.817,55.56,84.879,"Class1"
69.526,37.068,36.847,"P",40,71.673,72.778,45.541,46.11,32.812,"Class2"
70.508,30.683,52.116,"X",47,14.524,84.47,42.447,71.907,33.967,"Class2"
88.201,77.75,11.736,"G",47,56.697,17.163,37.584,66.411,86.321,"Class1"
58.91,36.387,29.433,"D",30,52.749,79.451,38.279,62.733,32.853,"Class2"
90.39,36.1,12.172,"B",53,88.868,17.322,17.668,64.191,84.349,"Class1"
62.84,46.826,19.676,"G",10,41.393,61.118,51.944,58.952,32.195,"Class2"
68.552,30.627,44.122,"C",42,78.555,95.738,49.281,55.214,29.929,"Class2"
49.55,49.528,10.636,"X",66,92.519,83.248,39.355,50.136,31.024,"Class2"
90.842,73.573,12.332,"F",48,91.363,17.421,32.221,72.253,86.992,"Class1"
90.425,84.524,11.59,"B",44,66.678,17.885,20.965,68.6,84.276,"Class1"
89.869,59.849,11.675,"B",57,NA,19.946,16.125,60.055,86.253,"Class1"
92.559,50.327,12.117,"G",45,80.328,17.537,26.931,60.275,85.329,"Class1"
61.766,36.885,64.54,"G",28,69.436,67.676,48.999,46.403,31.781,"Class2"
82.215,64.311,11.739,"F",31,61.777,17.207,35.135,58.425,86.33,"Class1"
66.265,32.621,31.52,"P",64,18.268,72.432,47.684,55.882,29.483,"Class2"
97.054,40.398,11.781,"K",39,54.221,17.454,9.88,66.476,86.104,"Class1"
72.704,37.414,NA,"X",20,52.042,59.231,47.063,60.216,29.327,"Class2"
67.46,40.397,54.182,"X",28,50.648,75.875,45.403,70.871,30.295,"Class2"
94.156,59.289,12.429,"K",41,87.577,18.1,27.052,62.02,84.017,"Class1"
85.402,77.367,11.133,"B",32,71.24,18.951,31.674,62.57,86.655,"Class1"
60.409,29.813,48.31,"P",37,79.576,75.296,42.933,61.894,30.177,"Class2"
65.434,38.508,16.316,"X",70,15.356,88.65,50.127,87.466,32.037,"Class2"
85.649,40.449,12.008,"G",57,64.949,18.583,3.55,58.161,84.493,"Class1"
86.372,57.118,12.45,"K",34,74.342,18.893,39.051,68.082,85.869,"Class1"
86.517,74.495,11.469,"K",20,77.563,17.905,-11.984,58.184,84.608,"Class1"
83.829,40.326,12.059,"K",47,55.298,18.673,28.579,60.669,84.801,"Class1"
69.358,27.511,52.383,"G",29,18.898,92.764,47.603,66.524,31.143,"Class2"
91.406,41.114,12.501,"K",43,69.205,16.906,31.661,62.906,84.377,"Class1"
90.358,71.535,12.039,"F",37,68.435,17.893,29.142,62.134,84.617,"Class1"
64.072,41.552,40.866,"X",15,34.684,77.645,45.396,63.838,30.221,"Class2"
60.094,43.199,44.724,"D",50,52.052,54.83,43.959,34.692,31.564,"Class2"
75.097,27.334,31.035,"D",65,NA,59.511,45.965,47.676,32.051,"Class2"
86.438,82.704,12.577,"F",49,62.796,18.367,27.924,62.625,86.43,"Class1"
59.345,29.212,40.391,"C",72,32.181,87.032,45.693,73.579,31.838,"Class2"
96.461,67.476,10.972,"F",49,69.335,16.789,37.868,54.911,86.332,"Class1"
87.196,54.343,10.967,"F",54,81.701,17.464,23.475,66.377,84.611,"Class1"
90.124,83.281,11.345,"B",26,76.787,19.596,17.007,67.375,86.612,"Class1"
72.076,27.252,26.834,"C",43,49.249,86.235,45.859,53.964,33.276,"Class2"
90.624,86.512,NA,"B",55,56.395,16.787,17.925,64.008,84.901,"Class1"
88.307,79.472,10.861,"F",49,88.927,18.608,21.889,61.893,85.245,"Class1"
67.958,46.411,70.933,"C",23,26.389,71.392,43.183,63.125,32.077,"Class2"
66.804,25.115,30.419,"P",54,32.176,81.848,41.508,34.876,29.283,"Class2"
91.981,35.11,10.929,"B",31,80.335,18.246,25.905,60.403,84.428,"Class1"
51.586,37.662,13.626,"G",16,31.799,86.151,44.066,50.367,30.048,"Class2"
64.303,39.402,20.055,"D",28,75.618,63.006,42.248,66.151,33.33,"Class2"
89.946,78.904,12.262,"G",30,75.711,17.835,17.979,65.748,84.036,"Class1"
69.057,37.246,14.925,"D",65,44.701,62.715,47.859,59.121,31.913,"Class2"
60.327,38.893,29.716,"C",73,NA,81.88,46.523,66.199,31.835,"Class2"
66.47,34.797,37.613,"X",41,17.842,60.103,40.438,56.156,31.854,"Class2"
63.811,41.331,45.112,"P",25,41.052,74.294,47.416,54.415,31.116,"Class2"
90.342,63.975,12.418,"G",56,52.089,17.27,12.915,66.522,85.88,"Class1"
93.161,85.26,11.453,"F",50,59.378,17.399,33.347,59.54,86.578,"Class1"
64.231,35.518,55.748,"P",21,77.634,59.126,47.25,58.745,29.01,"Class2"
69.098,25.416,38.759,"D",74,57.689,81.428,43.851,47.314,31.335,"Class2"
60.083,25.976,38.903,"P",24,56.112,81.408,43.042,57.743,30.456,"Class2"
82.245,58.277,12.501,"B",38,53.623,16.642,27.398,63.116,84.265,"Class1"
94.585,57.053,13.214,"G",42,59.648,17.585,17.81,62.283,86.666,"Class1"
88.831,57.387,12.12,"F",39,NA,17.944,3.293,62.689,85.546,"Class1"
83.902,65.689,12.198,"K",34,70.515,16.062,31.371,54.478,84.484,"Class1"
58.813,25.787,46.298,"G",28,50.212,71.31,48.549,35.913,30.224,"Class2"
73.847,55.342,27.644,"P",57,62.403,84.546,49.394,61.246,33.587,"Class2"
91.038,63.883,11.569,"G",54,87.102,18.613,13.626,57.807,86.154,"Class1"
86.518,81.851,11.784,"G",49,62.226,17.11,28.064,56.665,85.419,"Class1"
65.544,51.406,17.731,"X",41,25.458,55.974,46.985,51.899,29.442,"Class2"
65.35,26.589,73.915,"G",30,28.11,71.467,46.133,29.376,30.51,"Class2"
86.665,43.037,11.731,"F",54,85.221,17.044,35.519,55.811,86.387,"Class1"
93.566,61.538,11.6,"V",26,80.749,16.772,13.338,69.084,86.517,"Class1"
85.323,60.926,12.752,"V",36,76.934,17.245,32.823,55.287,86.509,"Class1"
91.73,68.812,11.352,"F",48,84.176,18.378,-0.975,64.25,85.998,"Class1"
64.596,27.412,49.815,"P",13,NA,80.491,44.121,54.227,32.593,"Class2"
60.544,26.126,20.375,"G",62,56.376,96.678,44.504,50.883,32.256,"Class2"
67.796,41.253,41.105,"D",71,67.716,54.57,49.52,53.903,32.429,"Class2"
85.23,80.66,12.465,"F",51,68.633,18.706,33.182,61.256,85.494,"Class1"
66.814,26.747,56.024,"C",57,40.042,69.178,41.927,61.757,33.652,"Class2"
68.062,41.475,51.117,"D",15,30.849,74.63,42.197,50.228,31.618,"Class2"
93.573,52.067,12.57,"F",40,86.802,16.399,39.581,57.625,85.195,"Class1"
91.874,44.054,10.79,"F",50,70.581,16.548,16.081,61.668,84.459,"Class1"
99.811,55.783,NA,"K",50,74.703,18.728,28.349,69.412,84.6,"Class1"
95.244,49.758,11.442,"V",39,53.099,18.793,6.372,66.824,86.681,"Class1"
67.748,29.621,52.62,"P",72,82.881,87.423,53.036,63.429,31.342,"Class2"
94.147,68.444,11.146,"V",50,63.86,17.368,15.395,57.668,85.376,"Class1"
87.602,81.187,11.606,"V",46,83.774,18.698,2.856,60.315,84.918,"Class1"
80.56,35.125,12.449,"F",55,87.384,16.328,34.511,52.159,86.11,"Class1"
59.045,46.256,50.067,"D",49,34.094,57.573,43.558,63.539,29.355,"Class2"
69.083,25.14,38.103,"X",15,78.839,79.453,44.318,51.67,33.309,"Class2"
63.154,40,28.429,"C",17,59.637,86.442,55.44,46.454,32.438,"Class2"
93.474,45.127,11.536,"F",26,58.091,19.974,30.359,70.213,85.732,"Class1"
89.677,37.38,12.529,"F",47,83.819,17.956,32.404,60.403,86.939,"Class1"
95.566,71.061,11.221,"V",52,59.573,16.375,25.461,55.288,84.016,"Class1"
50.796,36.689,37.625,"P",59,59.293,82.928,43.681,63.095,29.206,"Class2"
59.676,42.428,34.428,"G",61,NA,64.944,43.926,47.439,31.923,"Class2"
96.168,55.708,12.482,"K",20,83.058,18.041,13.738,59.973,85.282,"Class1"
91.486,40.675,12.202,"K",20,55.446,18.722,21.715,63.931,84.592,"Class1"
84.702,70.016,11.8,"F",28,75.092,16.429,24.617,59.108,86.373,"Class1"
96.893,38.564,11.507,"V",54,81.944,19.707,33.74,59.353,85.748,"Class1"
89.169,84.582,12.058,"V",53,85.495,16.891,16.673,62.559,86.261,"Class1"
46.792,47.79,54.269,"P",19,81.965,67.684,50.64,44.342,30.404,"Class2"
72.039,30.21,43.114,"X",56,21.958,62.166,46.395,63.367,32.007,"Class2"
82.051,72.337,12.61,"V",25,58.802,19.193,21.318,64.205,85.058,"Class1"
65.049,33.626,46.164,"P",76,23.412,84.218,51.793,64.434,29.026,"Class2"
52.389,45.456,NA,"G",18,45.734,77.697,40.95,56.614,30.531,"Class2"
90.887,73.61,11.433,"B",29,NA,17.699,21.291,69.012,86.761,"Class1"
97.573,70.983,12.776,"B",50,83.197,17.489,35.418,61.656,84.89,"Class1"
66.675,47.382,63.961,"X",33,37.579,62.215,57.762,41.13,31.898,"Class2"
85.353,72.608,11.578,"B",20,58.676,17.217,21.093,58.505,86.096,"Class1"
72.467,43.896,46.412,"X",64,79.901,66.383,44.345,41.63,32.629,"Class2"
62.644,41.679,37.914,"P",68,36.306,59.548,40.997,72.462,33.897,"Class2"
93.394,50.064,12.748,"V",26,77.329,16.141,2.244,46.586,85.814,"Class1"
75.464,29.823,59.427,"C",50,39.582,72.142,49.923,57.72,31.824,"Class2"
74.336,40.864,15.276,"X",9,89.477,84.964,42.446,68.954,33.773,"Class2"
93.047,51.984,11.129,"V",50,52.73,16.435,20.472,49.938,84.927,"Class1"
56.444,29.084,41.027,"C",43,13.396,55.332,43.99,47.259,31.832,"Class2"
57.026,28.02,51.816,"X",10,60.387,96.06,42.8,65.795,30.9,"Class2"
64.963,54.97,25.507,"C",67,30.885,82.367,51.489,58.489,33.033,"Class2"
62.44,42.917,36.004,"C",26,32.499,71.652,48.047,61.533,31.172,"Class2"
64.898,50.261,NA,"X",39,10.808,58.477,46.563,60.942,31.475,"Class2"
56.396,34.727,39.559,"G",31,46.533,70.4,42.893,40.123,33.654,"Class2"
63.037,40.65,58.537,"X",60,44.332,86.038,38.381,44.242,30.673,"Class2"
57.681,56.648,3.656,"G",65,NA,84.699,49.142,65.787,30.317,"Class2"
54.082,35.25,24.432,"X",55,60.959,85.181,38.954,66.859,33.255,"Class2"
68.914,36.107,39.65,"C",36,18.311,68.678,39.867,66.262,31.989,"Class2"
88.686,65.099,12.773,"B",48,76.17,17.562,10.809,55.375,85.336,"Class1"
83.233,54.102,11.528,"K",23,73.22,19.745,27.507,58.548,85.958,"Class1"
51.998,36.994,38.097,"P",14,20.633,78.526,53.399,60.347,29.273,"Class2"
55.423,43.247,16.453,"P",73,13.992,68.023,50.55,45.087,30.2,"Class2"
55.971,54.522,43.435,"C",52,77.004,74.728,51.795,61.232,29.949,"Class2"
64.187,47.586,43.931,"D",71,76.8,83.713,50.719,56.027,31.902,"Class2"
83.072,57.7,10.896,"F",54,NA,18.324,16.31,60.094,85.115,"Class1"
101.667,54.722,12.025,"G",45,55.495,19.073,24.965,62.817,84.68,"Class1"
58.484,50.046,27.267,"P",74,25.967,75.146,44.981,54.597,30.594,"Class2"
89.259,36.171,11.508,"K",27,56.997,17.152,30.853,60.407,84.604,"Class1"
60.55,27.851,25.737,"G",72,39.786,64.168,52.123,62.741,32.002,"Class2"
71.86,32.264,60.164,"P",18,66.734,73.328,45.846,57.803,29.988,"Class2"
69.4,48.812,14.619,"D",13,44.646,77.509,51.329,48.796,30.453,"Class2"
80.4,56.402,11.291,"V",45,56.941,19.663,33.147,61.789,86.213,"Class1"
74.379,35.955,61.969,"C",35,84.328,67.725,42.792,46.471,32.097,"Class2"
89.485,69.522,11.053,"V",23,68.697,17.512,44.319,67.586,85.604,"Class1"
55.337,36.123,NA,"C",51,81.487,68.007,46.758,47.455,30.163,"Class2"
52.175,55.655,NA,"G",61,30.013,57.252,52.694,33.566,31.715,"Class2"
60.16,46.703,42.626,"C",30,63.446,80.756,46.181,45.27,30.61,"Class2"
66.572,54.331,50.391,"C",57,31.244,78.055,52.388,62.372,33.126,"Class2"
92.19,84.754,12.178,"B",38,77.718,16.344,17.266,63.099,85.433,"Class1"
92.768,60.275,10.655,"K",40,73.618,19.374,29.207,61.791,85.903,"Class1"
68.423,31.604,37.764,"X",68,80.44,56.552,44.318,62.934,31.894,"Class2"
65.683,43.315,8.644,"G",72,40.56,58.071,49.061,46.284,32.002,"Class2"
89.12,72.431,11.643,"V",50,63.998,19.608,6.131,67.716,85.731,"Class1"
89.536,53.914,12.134,"F",48,69.185,19.223,20.298,62.493,85.361,"Class1"
59.067,24.697,24.892,"C",61,39.62,85.651,50.451,61.114,33.967,"Class2"
93.331,74.321,12.221,"K",25,60.951,18.123,12.884,57.679,86.037,"Class1"
86.385,74.031,12.084,"K",30,89.214,17.277,18.757,61.78,86.974,"Class1"
58.841,56.107,41.293,"X",37,37.102,93.24,42.559,50.6,31.999,"Class2"
60.598,53.602,22.366,"X",19,58.919,77.339,49.197,59.291,32.428,"Class2"
93.636,74.552,12.783,"G",34,64.126,16.594,23.595,59.827,85.695,"Class1"
100.591,79.337,12.202,"K",47,50.903,18.961,4.116,56.536,84.46,"Class1"
82.68,80.265,12.651,"K",41,55.33,16.267,34.49,52.599,85.519,"Class1"
98.892,62.658,NA,"B",44,73.117,19.339,29.338,49.768,85.352,"Class1"
93.093,84.468,12.377,"G",55,NA,16.251,34.297,65.699,85.05,"Class1"
60.214,42.35,40.769,"C",54,85.404,58.963,45.405,66.697,31.258,"Class2"
87.319,34.173,11.365,"G",27,NA,16.49,23.355,55.684,85.006,"Class1"
88.988,68.418,12.032,"G",29,79.47,18.021,4.497,55.437,84.507,"Class1"
57.166,36.098,41.442,"P",58,23.854,62.28,52.58,54.343,30.301,"Class2"
