"OEI1","XDL2","BID3","NDM4","GJN5","NEF6","HVA7","LJK8","NPV9","DQP10","Output23","IQO11"
65.526,92.382,66.493,55.66,77.339,40.691,55,92.649,"E",55.196,"Class2","K"
74.423,52.668,48.743,72.045,35.503,74.043,24,90.694,"E",34.221,"Class1","C"
60.989,72.076,73.912,67.449,82.718,39.215,71,82.329,"K",59.757,"Class2","R"
NA,15.485,102.758,77.381,45.527,78.876,17,39.79,"B",25.962,"Class3","M"
57.034,68.385,71.89,57.289,75.534,39.969,56,77.667,"N",62.985,"Class2","R"
66.258,46.268,54.229,47.764,22.344,66.057,16,95.809,"D",28.396,"Class1","Z"
78.535,54.689,83.861,82.069,41.013,79.862,18,46.473,"N",37.929,"Class3","Q"
65.644,69.519,89.917,80.12,45.117,79.322,24,69.448,"N",43.588,"Class3","Q"
59.146,53.019,33.937,30.389,15.426,89.617,19,85.393,"E",12.431,"Class1","Y"
63.18,69.501,65.622,31.037,70.453,40.898,57,98.252,"B",65.265,"Class2","I"
71.183,48.809,27.016,38.595,17.35,73.975,20,92.987,"E",28.275,"Class1","Y"
77.49,50.36,28.795,46.543,20.451,82.25,16,85.065,"D",32.572,"Class1","Z"
65.219,71.091,69.121,14.798,85.836,42.769,59,76.91,"B",58.193,"Class2","R"
67.877,45.397,91.36,87.58,46.432,77.214,17,40.176,"X",52.999,"Class3","M"
71.217,72.713,60.342,56.867,75.16,39.2,62,67.238,"K",61.281,"Class2","G"
78.052,90.732,84.218,86.312,32.72,77.229,21,62.888,"B",49.165,"Class3","X"
68.324,56.289,102.324,77.606,56.622,82.847,17,47.855,"B",44.215,"Class3","M"
NA,58.176,50.579,71.635,26.042,92.75,24,77.323,"G",22.708,"Class1","Y"
77.611,5.455,83.631,78.931,47.666,83.785,17,99.296,"D",30.913,"Class3","B"
77.904,75.518,51.628,60.469,86.771,40.799,68,65.178,"K",58.567,"Class2","K"
79.486,83.092,86.07,72.873,59.103,78.949,13,82.846,"X",47.209,"Class3","B"
63.591,56.962,103.552,79.053,63.061,82.844,26,114.479,"B",NA,"Class3","Q"
81.678,9.853,88.664,84.437,48.17,82.202,20,29.35,"B",50.115,"Class3","Q"
68.104,54.367,80.098,75.837,40.971,76.872,23,45.222,"K",56.861,"Class3","B"
65.377,37.579,29.887,67.203,34.296,71.309,17,87.84,"M",27.893,"Class1","Z"
81.2,80.014,74.872,19.39,85.88,43.394,64,72.293,"N",64.24,"Class2","R"
58.779,46.595,29.257,78.754,52.333,76.199,19,91.049,"D",21.704,"Class1","C"
77.375,49.164,55.155,47.177,44.589,75.987,17,90.603,"M",14.411,"Class1","C"
61.5,53.836,24.961,52.583,29.115,86.372,21,90.969,"G",20.77,"Class1","Y"
67.047,70.87,88.797,54.403,69.466,41.371,73,75.435,"K",64.184,"Class2","L"
61.602,47.215,31.287,41.579,29.294,84.601,17,92.902,"M",36.047,"Class1","Z"
70.727,45.826,6.892,69.371,22.002,82.914,22,96.96,"G",20.911,"Class1","Y"
67.365,84.902,82.101,26.6,70.014,40.54,57,65.085,"E",58.263,"Class2","R"
72.901,12.417,79.121,97.155,35.633,79.222,27,25.101,"X",41.353,"Class3","B"
NA,47.236,27.839,55.196,24.683,77.146,24,99.58,"G",33.044,"Class1","H"
68.687,41.101,93.429,79.895,38.125,84.787,16,78.484,"N",38.226,"Class3","X"
80.164,77.575,82.695,70.716,44.65,84.328,23,61.113,"D",56.26,"Class3","X"
74.161,53.339,83.984,80.553,57.666,81.581,25,80.597,"B",45.771,"Class3","M"
72.472,93.816,91.567,71.909,80.841,39.866,56,88.655,"B",60.854,"Class2","I"
NA,39.906,89.737,85.561,46.949,82.532,27,131.649,"B",37.241,"Class3","Z"
61.136,41.593,27.582,73.597,50.809,85.901,18,97.773,"G",27.653,"Class1","Z"
72.86,10.331,92.238,85.551,53.61,82.55,20,35.119,"K",27.996,"Class3","M"
63.236,72.763,63.9,70.021,71.142,38.71,56,95.292,"N",62.05,"Class2","K"
78.044,15.988,93.287,83.043,55.244,81.085,25,54.193,"X",32.752,"Class3","X"
67.949,82.523,83.995,51.817,85.463,39.881,66,74.822,"B",64.109,"Class2","K"
81.369,16.829,98.36,73.543,61.229,80.428,13,114.22,"N",37.878,"Class3","X"
64.71,72.642,79.529,89.554,52.198,84.889,26,82.953,"K",27.755,"Class3","Z"
87.133,50.479,35.792,85.275,36.638,73.371,20,87.909,"G",15.384,"Class1","Z"
66.834,93.578,77.376,58.506,84.808,40.372,64,60.217,"K",57.448,"Class2","K"
64.22,37.813,88.523,78.496,55.903,77.621,23,56.842,"D",47.59,"Class3","X"
90.46,59.486,24.455,59.7,50.444,85.258,21,80.947,"E",15.953,"Class1","Y"
70.593,17.634,85.349,83.576,34.622,80.918,27,41.219,"X",NA,"Class3","M"
58.269,62.761,89.941,98.479,64.642,82.751,19,67.982,"K",34.29,"Class3","B"
62.634,77.585,85.437,30.334,81.972,38.998,71,70.157,"N",57.374,"Class2","G"
72.944,81.442,99.769,38.577,72.213,39.073,54,86.893,"K",60.929,"Class2","I"
77.759,74.537,85.686,78.262,42.841,76.642,24,59.851,"B",58.211,"Class3","B"
71.861,56.717,88.857,74.281,49.74,80.255,18,36.456,"X",27.679,"Class3","X"
65.401,91.065,82.014,24.076,85.834,40.475,60,84.054,"K",65.854,"Class2","G"
74.356,48.609,88.972,76.049,34.658,79.233,25,65.885,"K",48.387,"Class3","Z"
61.313,28.807,94.815,95.499,61.801,79.73,27,63.978,"D",55.548,"Class3","M"
72.032,35.651,27.937,68.22,54.018,87.318,17,79.641,"E",19.745,"Class1","Y"
77.758,83.743,79.622,59.654,73.982,40.24,67,80.693,"K",64.818,"Class2","K"
72.864,48.08,81.153,66.963,36.116,80.849,24,12.91,"X",38.247,"Class3","M"
89.65,82.613,64.152,57.654,87.034,43.603,72,75.078,"N",65.102,"Class2","G"
78.154,82.36,93.307,97.718,54.772,82.824,24,64.247,"N",48.075,"Class3","Q"
60.915,78.742,104.558,60.914,88.504,40.423,61,90.419,"G",58.223,"Class2","R"
56.008,67.033,70.279,66.439,80.318,41.359,62,76.348,"G",57.689,"Class2","R"
58.11,57.695,19.107,58.016,32.377,80.569,18,83.202,"E",26.204,"Class1","H"
NA,85.705,58.254,37.864,87.996,39.028,71,79.586,"K",64.693,"Class2","G"
56.971,83.361,98.686,97.755,63.951,77.31,23,37.66,"D",NA,"Class3","Z"
NA,78.321,82.434,93.01,45.743,81.15,18,44.919,"K",42.686,"Class3","B"
69.732,38.785,30.877,82.554,28.68,68.509,22,91.537,"G",34.99,"Class1","C"
64.98,21.707,86.996,97.41,33.952,79.302,16,81.379,"K",49.714,"Class3","Z"
76.951,20.703,81.844,87.165,36.824,76.868,27,64.987,"N",36.112,"Class3","X"
67.683,87.794,80.448,63.664,77.013,40.645,63,89.196,"B",58.301,"Class2","I"
82.041,37.904,20.759,53.024,50.254,88.741,19,101.935,"M",21.196,"Class1","Z"
74.301,8.022,83.395,73.719,61.295,78.37,27,57.877,"K",40.056,"Class3","Q"
46.03,81.004,50.726,71.174,70.129,41.484,63,57.295,"B",59.838,"Class2","G"
60.014,39.948,95.74,82.664,46.56,78.597,15,82.227,"B",31.732,"Class3","X"
56.524,95.345,71.355,43.877,76.348,38.092,62,93.063,"E",62.67,"Class2","G"
79.717,82.071,83.285,55.611,87.176,41.289,58,68.996,"G",63.718,"Class2","G"
71.82,71.37,76.988,91.961,52.505,78.82,26,30.933,"N",46.911,"Class3","Z"
53.154,41.605,44.136,30.774,35.397,88.165,16,86.885,"F",35.644,"Class1","Z"
68.108,77.185,59.748,65.89,71.971,43.445,69,78.632,"G",55.614,"Class2","L"
66.473,88.939,63.454,34.328,76.686,39.872,63,68.698,"G",65.36,"Class2","R"
72.385,90.945,90.151,68.653,44.133,81.272,19,56.147,"N",40.31,"Class3","B"
80.588,87.299,59.973,42.5,69.338,43.504,74,53.39,"B",56.488,"Class2","L"
63.485,55.231,14.168,79.897,31.283,82.576,19,88.678,"D",20.678,"Class1","Y"
62.713,71.6,77.698,56.09,87.511,39.01,57,75.403,"N",60.952,"Class2","K"
67.296,87.243,74.491,64.299,76.344,38.805,57,98.391,"G",62.89,"Class2","R"
76.533,7.22,92.84,98.322,32.3,80.582,20,83.324,"D",30.748,"Class3","M"
NA,92.694,85.693,44.696,84.518,38.805,61,77.002,"G",57.005,"Class2","G"
81.566,35.248,55.908,74.371,21.918,72.001,17,85.305,"G",19.739,"Class1","O"
71.004,47.582,37.708,34.534,44.759,80.062,19,74.044,"F",29.961,"Class1","O"
NA,89.147,91.738,28.123,69.408,42.523,74,67.607,"G",63.074,"Class2","L"
71.221,66.803,90.489,92.45,52.522,82.194,23,50.852,"N",27.163,"Class3","X"
68.687,46.965,33.516,82.85,29.95,72.277,18,94.081,"F",37.268,"Class1","H"
82.407,71.473,72.453,36.039,84.752,41.303,68,96.919,"K",59.604,"Class2","I"
53.777,83.402,87.4,42.893,76.759,41.39,70,78.196,"K",61.2,"Class2","L"
66.656,73.831,84.586,88.409,59.37,82.769,17,73.018,"K",29.34,"Class3","M"
63.461,67.871,66.069,12.884,85.778,40.253,70,87.311,"G",63.439,"Class2","R"
83.818,74.863,86.281,46.071,71.684,39.084,58,78.669,"K",62.847,"Class2","I"
66.982,50.329,32.557,59.442,54.479,90.143,19,100.171,"F",33.182,"Class1","C"
73.974,40.867,49.038,69.162,19.141,80.751,18,80.399,"G",11.1,"Class1","Z"
77.356,46.745,14.067,47.127,32.383,78.118,22,82.626,"G",36.361,"Class1","C"
61.258,43.481,40.954,46.119,46.43,85.769,20,93.458,"G",21.916,"Class1","Z"
57.429,90.716,78.37,23.781,88.941,39.842,68,63.53,"N",NA,"Class2","L"
82.77,42.988,56.07,69.129,49.685,87.095,21,83.749,"M",31.728,"Class1","H"
67.095,59.628,36.864,49.755,17.843,73.563,20,78.666,"E",14.932,"Class1","C"
68.526,56.881,19.454,52.419,24.609,82.273,18,79.787,"D",37.26,"Class1","Y"
62.642,90.68,63.034,31.633,83.513,39.331,61,62.22,"G",60.739,"Class2","L"
59.396,77.063,79.31,53.799,74.57,38.763,63,78.889,"N",64.233,"Class2","G"
89.959,56.876,41.355,51.853,41.433,81.472,24,87.969,"F",30.833,"Class1","Y"
73.316,42.293,101.172,80.708,49.599,75.864,14,60.143,"B",53.278,"Class3","X"
84.605,54.055,40.174,40.351,38.162,79.42,17,94.768,"D",34.773,"Class1","Y"
66.733,70.783,96.056,89.541,46.126,82.202,13,98.783,"N",35.208,"Class3","X"
76.241,37.933,97.056,68.145,48.819,78.083,27,72.554,"B",52.58,"Class3","M"
NA,39.588,30.384,34.108,19.748,86.54,17,89.137,"E",26.326,"Class1","Z"
59.432,77.022,92.25,92.654,59.57,78.843,16,52.769,"B",59.147,"Class3","X"
76.512,95.345,59.78,59.416,80.663,41.845,74,74.953,"G",61.9,"Class2","R"
59.009,48.254,92.876,89.465,59.819,80.004,13,64.44,"D",31.761,"Class3","X"
59.928,36.448,37.609,41.96,24.967,75.562,21,83.954,"E",11.863,"Class1","Z"
67.889,95.427,106.091,14.491,79.525,38.206,73,74.533,"E",60.942,"Class2","L"
70.535,41.493,39.878,29.784,27.788,85.834,23,91.964,"F",16.438,"Class1","C"
64.034,71.389,75.67,58.711,80.786,40.79,68,91.955,"K",64.762,"Class2","R"
70.147,26.618,83.581,68.697,48.96,79.501,27,42.162,"B",33.882,"Class3","M"
60.271,86.588,83.768,55.286,69.389,42.198,66,71.33,"K",57.177,"Class2","R"
85.831,51.083,48.278,53.666,32.388,78.159,20,85.743,"E",32.748,"Class1","Y"
79.247,5.577,93.171,81.636,32.403,82.132,15,105.524,"D",56.874,"Class3","Q"
68.534,36.656,45.282,64.635,32.429,85.478,22,87.663,"D",31.356,"Class1","H"
74.396,75.385,70.171,68.636,71.505,41.233,70,87.945,"N",57.495,"Class2","R"
74.498,19.876,89.927,88.93,60.004,80.119,21,56.165,"N",57.781,"Class3","Q"
78.582,46.735,43.53,84.452,28.461,75.661,18,90.455,"F",30.443,"Class1","Z"
79.904,81.563,85.96,18.423,77.436,43.168,64,88.338,"G",59.708,"Class2","L"
60.116,88.782,72.673,23.07,72.885,41.176,63,79.566,"K",62.863,"Class2","L"
76.192,57.019,44.496,72.167,17.981,84.117,24,90.83,"M",37.019,"Class1","O"
80.553,83.935,61.697,39.518,71.1,42.566,63,69.459,"N",63.733,"Class2","G"
51.145,43.691,59.543,65.39,41.445,78.003,17,80.351,"M",18.812,"Class1","C"
63.548,51.751,23.539,56.251,28.216,76.669,17,104.348,"F",33.6,"Class1","Z"
73.014,75.922,99.178,88.38,37.903,82.335,16,32.356,"N",57.555,"Class3","Z"
64.116,86.744,48.855,56.074,87.112,39.249,57,75.713,"K",64.01,"Class2","I"
75.295,74.854,75.751,45.824,74.109,41.593,63,91.588,"N",57.519,"Class2","R"
80.222,85.81,95.135,40.319,81.976,38.839,54,77.898,"E",59.419,"Class2","K"
71.061,85.684,57.148,40.967,78.37,40.199,63,72.164,"B",65.3,"Class2","G"
76.954,9.803,93.232,87.217,57.928,80.861,23,33.298,"X",46.813,"Class3","X"
51.25,78.054,81.357,22.266,69.778,37.747,67,67.558,"E",60.843,"Class2","I"
63.94,94.56,75.234,39.117,78.527,39.023,72,82.383,"N",57.903,"Class2","R"
71.517,63.413,68.711,96.835,58.331,80.746,15,25.529,"D",58.824,"Class3","X"
64.932,26.032,80.542,67.333,46.075,79.324,27,53.683,"X",42.273,"Class3","X"
69.133,68.704,112.945,35.174,70.797,41.282,56,67.948,"E",NA,"Class2","L"
79.08,45.719,38.824,32.078,34.527,80.807,24,85.88,"G",32.234,"Class1","Z"
61.607,92.86,86.883,46.29,76.112,41.5,68,73.207,"E",61.815,"Class2","I"
71.384,89.081,83.945,87.029,64.016,86.778,13,22.568,"X",24.631,"Class3","X"
69.298,39.517,44.554,78.051,27.015,87.198,22,92.394,"G",17.397,"Class1","Z"
40.118,49.318,41.231,75.709,41.05,72.516,20,91.944,"D",37.601,"Class1","Y"
71.382,55.843,98.3,69.105,44.47,78.837,21,67.32,"N",41.503,"Class3","M"
79.963,55.805,36.552,34.527,46.684,76.187,19,79.506,"D",12.581,"Class1","Z"
54.223,67.934,97.769,69.537,35.351,78.742,21,51.969,"N",46.68,"Class3","M"
88.297,80.923,61.885,73.293,74.462,40.705,66,85.339,"N",59.904,"Class2","R"
55.327,72.532,72.611,48.799,73.477,37.591,59,59.865,"K",63.219,"Class2","G"
61.513,89.698,88.321,20.041,80.499,40.398,69,73.155,"N",64.378,"Class2","I"
80.402,42.017,34.281,48.197,23.045,72.348,20,90.693,"F",30.145,"Class1","Y"
86.844,95.694,37.876,70.001,80.37,37.23,69,107.143,"B",62.713,"Class2","K"
71.214,38.694,39.808,38.975,15.154,87.185,21,97.266,"M",17.932,"Class1","C"
66.855,79.717,81.733,48.471,81.34,38.709,58,92.368,"B",65.414,"Class2","L"
64.199,36.127,28.793,71.022,24.543,78.407,17,87.258,"F",18.309,"Class1","O"
67.271,17.937,92.678,76.655,33.81,81.744,17,98.624,"X",61.642,"Class3","Z"
63.694,94.657,72.419,43.172,88.537,42.313,66,70.72,"E",56.028,"Class2","G"
73.748,65.028,98.676,95.834,53.112,82.045,22,37.118,"B",35.296,"Class3","M"
69.229,11.228,89.595,91.83,50.646,82.486,27,21.875,"B",61.257,"Class3","M"
NA,49.447,34.943,47.836,38.728,79.932,17,81.921,"M",26.204,"Class1","H"
78.799,5.112,105.02,69.936,49.824,80.318,17,46.802,"K",29.765,"Class3","B"
69.905,37.906,88.611,76.258,52.363,83.871,17,37.76,"D",51.39,"Class3","M"
63.935,58.913,18.144,60.186,54.813,79.718,18,83.555,"M",13.129,"Class1","Y"
66.214,70.825,67.891,49.918,73.263,39.628,66,68.324,"B",62.838,"Class2","R"
71.831,59.016,42.99,42.487,24.798,87.145,22,87.999,"D",23.292,"Class1","H"
63.358,83.734,90.775,41.39,71.674,40.903,68,92.46,"B",64.333,"Class2","G"
65.422,44.413,89.229,71.694,33.654,83.008,23,64.501,"B",35.235,"Class3","Z"
80.864,58.151,38.442,57.095,32.443,68.561,18,92.313,"D",31.858,"Class1","H"
70.885,38.43,102.432,77.794,51.124,80.975,20,64.932,"X",37.932,"Class3","M"
80.51,36.941,28.951,76.938,20.509,88.888,22,98.852,"G",22.555,"Class1","O"
70.928,89.676,95.515,61.792,74.932,36.4,65,72.642,"G",NA,"Class2","I"
48.989,83.637,70.727,28.898,86.566,40.093,74,70.171,"K",56.447,"Class2","K"
82.676,91.533,67.962,10.927,69.763,40.619,71,57.463,"B",62.16,"Class2","R"
67.995,74.396,103.785,56.898,73.477,37.617,74,64.485,"E",60.395,"Class2","R"
NA,42.428,17.224,58.1,24.709,79.086,24,93.275,"M",25.62,"Class1","Z"
52.48,48.151,33.032,52.056,43.189,72.461,21,77.525,"G",NA,"Class1","O"
75.78,82.623,90.499,66.561,85.584,44.925,66,86.935,"E",57.717,"Class2","L"
71.862,10.018,100.236,78.445,44.073,81.744,22,7.547,"N",44.923,"Class3","Q"
72.149,50.737,27.238,34.143,33.656,78.55,16,83.201,"E",33.377,"Class1","Z"
87.74,92.023,89.61,60.799,69.882,42.094,64,94.54,"G",62.46,"Class2","G"
69.246,44.304,40.064,79.605,29.619,84.126,23,76.869,"E",23.793,"Class1","C"
63.302,84.76,60.557,59.521,81.955,42.477,57,74.567,"K",59.808,"Class2","G"
79.633,43.975,34.9,32.895,46.581,81.113,22,80.178,"G",34.764,"Class1","H"
79.033,67.966,56.693,37.647,88.125,41.691,61,70.552,"K",59.531,"Class2","G"
71.428,47.616,55.151,85.071,30.948,76.214,16,83.064,"D",33.601,"Class1","H"
79.491,56.444,33.724,31.016,31.451,77.964,17,90.911,"M",24.613,"Class1","C"
81.674,77.989,76.89,42.82,77.058,40.3,73,95.972,"B",57.727,"Class2","R"
77.481,15.308,97.934,83.765,40.715,81.991,14,55.007,"D",32.596,"Class3","B"
72.162,46.128,28.118,36.538,20.388,74.963,19,78.103,"D",NA,"Class1","O"
81.067,73.689,75.675,77.865,37.512,77.848,26,53.874,"N",NA,"Class3","Z"
72.526,89.348,72.601,35.462,85.698,39.241,57,82.007,"B",61.827,"Class2","G"
83.686,45.359,15.486,55.889,43.355,97.412,23,85.476,"D",23.128,"Class1","H"
66.413,50.316,36.84,66.928,36.453,72.656,18,99.325,"F",20.02,"Class1","C"
57.679,52.759,31.104,54.624,54.249,81.194,22,97.009,"D",28.003,"Class1","O"
62.983,54.403,48.23,69.097,42.529,80.978,20,95.288,"E",12.046,"Class1","Y"
74.342,47.844,26.481,77.412,48.798,75.76,24,91.547,"F",22.551,"Class1","O"
72.034,68.338,90.673,88.534,57.237,80.648,16,79.49,"B",47.732,"Class3","B"
77.27,68.807,70.491,24.59,83.602,41.29,71,47.898,"E",55.081,"Class2","L"
58.95,16.385,91.088,88.229,63.836,76.116,17,54.269,"D",47.387,"Class3","B"
71.8,41.808,59.13,74.235,45.444,82.807,19,92.099,"G",20.536,"Class1","O"
79.419,52.125,79.683,70.819,62.499,80.041,22,62.912,"B",55.823,"Class3","M"
78.235,26.982,94.92,95.52,52.435,80.632,20,63.928,"D",54.344,"Class3","Z"
62.862,80.401,90.17,42.521,74.423,41.15,57,77.301,"K",58.098,"Class2","L"
52.245,39.741,21.748,35.177,37.522,84.81,17,83.748,"D",NA,"Class1","C"
49.963,43.006,42.999,85.061,18.354,88.843,20,89.749,"F",30.387,"Class1","O"
72.53,68.194,103.63,65.188,70.826,39.083,57,75.694,"G",64.466,"Class2","R"
63.222,89.973,85.473,36.889,69.715,42.081,70,75.468,"K",61.24,"Class2","K"
58.695,68.334,100.079,43.228,83.893,40.954,64,76.866,"G",57.006,"Class2","L"
88.254,45.25,41.919,51.092,53.305,85.758,21,84.31,"E",32.801,"Class1","C"
74.221,54.352,90.722,73.502,36.726,82.114,23,43.712,"K",51.312,"Class3","M"
75.014,36.397,89.539,97.813,60.529,83.351,19,95.447,"K",41.133,"Class3","B"
94.711,46.923,30.26,35.597,44.1,79.432,22,76.333,"G",14.509,"Class1","Y"
69.104,36.541,23.446,48.713,31.298,83.31,24,92.726,"M",13.982,"Class1","Y"
65.497,82.893,85.311,81.38,56.615,81.853,26,55.064,"N",27.326,"Class3","Q"
54.522,84.861,75.503,22.045,71.579,43.721,62,55.929,"G",64.668,"Class2","K"
94.929,82.968,91.897,28.935,69.11,39.528,57,76.077,"N",60.086,"Class2","R"
62.235,93.927,73.558,31.928,86.034,43.122,64,91.017,"K",57.492,"Class2","K"
71.456,82.051,82.557,52.665,83.944,41.389,55,85.685,"K",65.876,"Class2","K"
69.161,68.111,97.452,73.758,57.281,76.742,25,54.617,"K",27.468,"Class3","Q"
74.926,59.136,62.579,66.339,16.439,74.476,17,83.722,"D",27.751,"Class1","C"
69.596,78.213,70.73,67.501,69.387,42.603,64,105.986,"E",58.835,"Class2","K"
77.887,72.484,95.555,96.15,41.302,80.797,17,47.171,"B",24.5,"Class3","Q"
67.94,84.998,93.049,79.041,37.889,80.292,25,94.457,"N",31.147,"Class3","X"
69.162,76.444,95.802,94.883,37.615,78.551,27,19.309,"K",56.109,"Class3","B"
73.225,43.83,57.615,35.338,52.738,89.381,21,81.071,"G",19.098,"Class1","C"
73.031,71.32,101.49,46.274,87.048,38.662,74,73.297,"N",58.645,"Class2","I"
66.692,54.21,82.938,68.427,46.513,77.52,15,56.049,"D",55.135,"Class3","Q"
87.282,48.835,52.041,59.142,32.979,82.508,23,92.959,"D",28.91,"Class1","Z"
77.767,57.797,33.755,39.083,15.161,81.311,20,91.954,"E",18.392,"Class1","Y"
66.543,86.958,71.217,59.483,87.624,42.09,55,68.59,"B",58.873,"Class2","G"
68.757,52.589,41.987,80.344,28.125,81.364,16,89.209,"F",30.821,"Class1","O"
58.452,81.998,73.91,37.998,80.898,40.274,60,72.165,"K",56.551,"Class2","L"
71.084,7.965,91.082,93.273,44.914,81.366,20,41.012,"N",41.057,"Class3","M"
84.273,49.697,44.312,40.263,51.997,76.96,19,89.056,"F",30.824,"Class1","C"
81.257,78.368,85.453,74.267,60.52,79.415,20,28.55,"D",25.062,"Class3","M"
57.129,66.211,90.579,76.896,35.964,80.304,18,69.569,"N",28.171,"Class3","Z"
73.363,26.509,92.607,81.165,54.69,79.874,13,51.901,"D",41.163,"Class3","B"
82.17,50.727,94.666,83.681,43.089,83.153,14,30.732,"D",27.29,"Class3","B"
54.037,74.68,78.396,44.654,76.269,42.75,67,71.167,"N",NA,"Class2","L"
63.921,51.856,41.239,74.612,40.884,73.271,24,83.44,"M",26.477,"Class1","Y"
79.997,40.744,23.903,46.521,26.031,63.643,16,89.078,"D",32.47,"Class1","C"
80.109,38.638,50.652,50.111,37.984,79.6,24,83.059,"M",25.947,"Class1","Y"
72.021,38.149,86.477,86.383,52.389,80.714,22,66.199,"B",27.341,"Class3","Z"
82.955,58.774,38.815,34.927,27.08,80.481,16,79.941,"E",18.908,"Class1","Y"
NA,48.67,42.819,61.223,21.988,74.314,20,93.277,"E",31.976,"Class1","Z"
NA,10.89,87.091,91.292,51.943,79.501,25,6.458,"B",49.33,"Class3","Z"
45.803,79.716,43.133,55.2,84.165,39.693,64,76.876,"K",65.432,"Class2","K"
64.689,70.921,91.941,64.689,80.687,38.345,67,58.796,"G",55.381,"Class2","R"
70.244,70.842,69.521,43.794,75.457,38.635,57,69.133,"G",61.419,"Class2","R"
66.444,22.51,86.255,84.53,51.298,80.247,21,35.987,"K",43.404,"Class3","Q"
78.071,7.485,90.226,78.364,57.224,84.113,18,53.523,"B",27.88,"Class3","M"
85.621,42.374,45.686,75.364,24.132,77.809,17,91.214,"F",25.398,"Class1","Z"
68.203,29.078,89.418,88.548,50.134,77.395,14,64.002,"K",27.263,"Class3","M"
58.923,18.922,91.407,74.554,40.376,80.228,27,48.989,"B",56.048,"Class3","Z"
75.684,27.437,95.994,81.343,56.854,83.94,13,61.726,"X",29.984,"Class3","B"
71.865,43.473,25.203,42.61,31.311,75.781,22,92.82,"G",18.111,"Class1","H"
53.818,58.125,25.49,68.455,28.849,68.709,19,77.214,"G",28.96,"Class1","O"
77.946,72.417,71.678,77.302,61.505,77.083,19,43.889,"D",60.708,"Class3","Z"
59.504,37.476,40.732,62.719,43.59,76.388,23,89.277,"D",21.259,"Class1","Z"
86.998,45.892,23.262,29.969,29.873,84.571,18,92.255,"M",31.495,"Class1","C"
71.995,22.578,80.963,76.479,44.773,79.093,23,69.145,"K",50.315,"Class3","Q"
71.614,92.94,59.344,64.547,74.695,43.346,57,78.944,"E",55.611,"Class2","K"
89.097,91.774,69.031,71.714,87.361,39.288,59,84.487,"E",61.298,"Class2","G"
74.241,7.362,93.694,66.718,61.134,78.8,13,37.992,"N",52.421,"Class3","Q"
72.506,45.732,100.726,87.312,63.788,78.288,17,-8.282,"N",27.108,"Class3","B"
60.565,55.067,34.776,43.765,28.235,90.087,20,85.956,"M",12.263,"Class1","C"
77.799,38.334,20.359,73.465,47.984,70.863,17,80.824,"E",11.656,"Class1","O"
90.18,51.417,83.744,67.65,36.693,80.218,15,64.619,"B",45.344,"Class3","B"
79.728,51.162,23.45,75.409,17.999,82.992,22,82.851,"D",29.609,"Class1","O"
68.917,57.178,86.228,86.723,62.857,79.376,19,51.326,"K",47.034,"Class3","B"
64.157,58.853,32.437,46.933,35.852,84.933,20,79.718,"E",11.085,"Class1","Y"
89.069,89.128,88.185,50.082,72.026,36.863,59,63.114,"N",62.511,"Class2","K"
44.131,42.894,34.939,34.878,37.003,70.551,17,92.593,"M",13.534,"Class1","O"
84.103,21.714,84.938,84.326,33.684,86.754,15,34.98,"X",33.768,"Class3","M"
71.821,72.289,78.635,71.643,71.347,41.31,57,86.745,"B",63.932,"Class2","I"
74.607,72.576,106.302,43.637,79.75,38.625,67,75.59,"E",58.818,"Class2","K"
77.046,84.497,82.793,24.089,81.197,38.229,68,75.999,"E",60.84,"Class2","K"
72.677,59.341,37.305,61.998,34.17,70.435,21,95.252,"E",26.142,"Class1","Y"
70.199,9.19,84.885,98.466,36.515,78.179,22,81.574,"N",47.402,"Class3","B"
72.845,54.673,48.222,61.834,40.368,71.548,18,79.9,"F",28.701,"Class1","C"
71.838,49.709,29.642,49.453,44.902,83.857,16,82.821,"D",33.577,"Class1","Y"
68.709,35.195,41.444,30.283,30.956,74.892,19,88.42,"G",11.937,"Class1","Z"
62.522,73.765,62.205,31.827,76.994,39.485,58,74.735,"G",56.326,"Class2","I"
64.265,48.732,56.612,46.399,53.055,78.009,16,82.171,"F",19.374,"Class1","H"
83.994,7.185,82.847,82.149,56.821,78.969,23,67.721,"X",29.179,"Class3","X"
74.799,80.186,84.924,91.545,64.382,78.892,26,101.851,"K",45.477,"Class3","M"
93.631,46.704,24.128,79.303,42.451,79.36,23,82.687,"F",16.64,"Class1","Y"
64.23,86.71,81.881,44.133,79.569,40.628,64,77.791,"E",65.731,"Class2","I"
76.41,46.006,29.034,73.149,48.92,83.265,16,86.236,"E",29.978,"Class1","O"
75.542,89.363,83.418,73.195,63.58,79.089,15,47.979,"B",NA,"Class3","Q"
42.812,52.845,37.147,78.578,33.353,79.163,24,93.401,"E",29.162,"Class1","C"
72.917,39.424,77.698,72.148,44.9,75.988,16,74.543,"K",46.06,"Class3","M"
57.818,52.402,29.865,47.697,28.946,78.937,24,92.279,"F",12.146,"Class1","O"
63.584,83.23,80.193,13.579,77.104,37.926,72,78.958,"E",64.651,"Class2","G"
74.296,5.067,95.926,98.794,58.459,79.326,19,70.121,"B",50.609,"Class3","X"
75.801,59.499,34.527,31.272,47.254,92.472,19,86.674,"G",22.456,"Class1","C"
74.478,66.114,85.675,19.087,78.04,43.203,70,75.456,"K",60.319,"Class2","G"
