"GCJ1","TRK2","TYC3","AMI4","QRO5","HGF6","UVL7","ZBR8","CAO9","ZFV10","Output17","JQX11"
45.31,"N",62.494,94,24.329,40.726,51.085,"W",65.872,65,"Class1",15.523
66.961,"D",26.188,58,26.593,35.263,25.157,"D",57.097,68,"Class2",41.951
80.324,"U",-5.966,56,16.637,59.619,25.008,"P",39.94,60,"Class2",43.14
43.06,"U",38.466,54,21.797,54.572,28.709,"P",65.749,62,"Class2",40.16
76.931,"N",108.353,51,32.508,28.718,25.584,"O",72.267,51,"Class2",60.114
68.928,"D",63.368,92,12.564,25.627,7.464,"N",17.225,49,"Class1",89.786
57.533,"G",48.988,88,17.109,53.784,81.042,"C",69.598,38,"Class1",92.115
67.326,"L",77.628,60,35.693,13.429,27.826,"I",35.174,41,"Class2",53.058
47.14,"D",23.43,56,35.138,58.759,26.062,"P",34.36,33,"Class2",57.417
39.313,"K",50.508,90,16.137,28.232,14.903,"W",54.077,18,"Class1",61.628
69.367,"K",70.677,73,14.34,31.188,43.316,"C",15.684,23,"Class1",91.5
78.52,"T",47.533,54,31.565,41.91,21.572,"I",100.996,70,"Class2",35.496
69.798,"D",NA,57,20.888,32.881,23.367,"H",24.262,66,"Class2",43.834
44.255,"O",61.039,83,11.976,26.764,28.18,"U",50.804,65,"Class1",23.655
65.894,"D",37.858,52,29.102,39.219,23.11,"D",25.028,40,"Class2",62.771
85.435,"T",5.309,53,24.924,44.706,33.999,"P",68.209,54,"Class2",63.503
85.704,"T",42.027,54,39.532,52.442,23.919,"I",77.395,45,"Class2",64.19
61.017,"D",18.968,52,34.166,48.305,25.836,"O",90.093,27,"Class2",54.112
55.841,"L",67.318,51,31.688,18.064,21.754,"D",58.399,61,"Class2",39.906
58.436,"L",74.452,56,24.239,33.002,29.746,"D",39.885,68,"Class2",32.263
87.336,"D",66.204,78,25.933,13.363,49.132,"O",65.671,12,"Class1",84.917
65.673,"L",58.879,62,32.304,25.022,24.273,"O",71.037,34,"Class2",45.733
13.937,"U",46.889,60,43.109,30.194,27.8,"P",66.001,26,"Class2",36.994
43.569,"U",18.785,51,35.198,20.437,25.578,"P",27.652,26,"Class2",64.96
83.54,"D",66.067,86,15.132,44.842,43.591,"W",48.355,45,"Class1",71.976
81.919,"U",68.078,61,15.612,80.211,21.666,"I",36.012,38,"Class2",32.644
76.627,"T",34.99,55,22.509,3.198,29.438,"H",67.884,55,"Class2",35.766
17.579,"U",22.359,53,24.696,25.077,25.35,"P",57.191,55,"Class2",63.758
23.597,"L",88.232,54,31.938,19.793,31.25,"D",53.586,30,"Class2",56.737
47.198,"N",74.049,82,27.725,39.582,50.3,"U",76.34,38,"Class1",65.25
45.568,"D",56.753,54,27.401,52.055,28.376,"I",79.592,49,"Class2",66.034
45.28,"D",71.545,81,43.293,22.711,32.285,"U",91.501,22,"Class1",11.603
50.646,"D",70.61,88,39.205,36.234,67.614,"C",100.59,27,"Class1",49.23
41.604,"N",65.582,97,43.934,15.642,43.151,"N",39.964,9,"Class1",58.025
83.215,"N",NA,54,39.704,41.389,22.99,"D",33.9,52,"Class2",54.787
43.626,"K",56.93,91,26.89,21.601,13.59,"N",66.462,75,"Class1",84.546
75.674,"T",37.261,55,32.157,39.695,25.008,"I",58.261,52,"Class2",41.327
58.256,"L",46.19,60,22.963,39.332,23.889,"H",62.64,28,"Class2",32.988
80.06,"N",74.328,87,19.4,31.329,19.387,"C",39.259,48,"Class1",66.519
56.851,"G",65.862,89,18.167,39.398,78.71,"N",68.842,45,"Class1",22.626
78.17,"K",73.017,78,34.905,16.001,31.794,"U",46.544,54,"Class1",43.96
59.558,"G",NA,78,29.693,25.673,61.913,"C",74.579,52,"Class1",85.456
80.732,"D",51.331,52,43.84,18.541,29.683,"H",80.765,40,"Class2",37.08
72.749,"U",36.246,54,34.604,40.792,23.797,"H",31.447,32,"Class2",51.713
61.658,"K",74.217,76,41.874,56.476,33.29,"O",25.842,51,"Class1",47.571
91.096,"D",63.41,95,24.504,43.186,66.23,"N",70.808,21,"Class1",20.332
86.47,"N",59.178,91,42.6,41.848,12.567,"W",76.711,5,"Class1",NA
78.371,"L",19.847,60,30.977,49.831,23.163,"O",100.197,28,"Class2",30.966
77.151,"D",56.476,87,12.347,28.578,-13.486,"O",26.402,53,"Class1",41.069
23.732,"U",53.008,53,36.45,41.283,20.427,"D",55.429,59,"Class2",30.57
33.421,"L",73.284,60,37.545,40.075,32.199,"H",45.903,49,"Class2",32.861
76.854,"O",71.593,88,43.623,28.177,75.109,"W",90.789,53,"Class1",21.538
45.827,"L",50.415,60,21.226,51.494,27.282,"I",75.842,34,"Class2",41.226
58.354,"D",76.776,89,17.934,34.93,22.288,"C",41.715,43,"Class1",88.97
71.631,"D",31.833,54,39.861,22.326,22.71,"D",48.932,65,"Class2",38.714
87.73,"L",51.874,52,29.751,59.092,25.937,"I",76.207,45,"Class2",45.363
77.271,"O",68.424,88,33.295,30.556,22.735,"C",62.081,11,"Class1",70.893
35.169,"N",39.505,58,15.095,43.836,33.164,"D",63.603,53,"Class2",62.55
29.804,"T",80.679,59,27.853,29.915,26.639,"I",109.949,47,"Class2",62.694
69.906,"U",65.362,51,19.733,33.243,22.743,"H",-0.217,59,"Class2",61.75
96.511,"K",63.032,84,27.195,23.711,26.927,"N",23.662,57,"Class1",16.268
53.297,"N",56.968,52,32.297,47.87,24.107,"H",66.126,42,"Class2",NA
42.896,"K",63.488,80,37.341,35.111,3.678,"C",53.855,54,"Class1",90.787
67.06,"N",70.57,86,30.51,39.133,51.927,"O",98.829,64,"Class1",91.962
69.833,"D",59.527,91,30.147,23.444,59.317,"U",39.689,6,"Class1",66.859
75.2,"K",66.435,87,21.85,43.678,22.194,"C",85.058,29,"Class1",NA
55.651,"O",56.182,78,42.167,36.141,56.595,"C",34.227,64,"Class1",93.754
64.322,"T",79.035,53,45.318,27.101,30.573,"I",63.804,36,"Class2",45.07
82.286,"D",62.747,60,44.575,37.495,24.134,"I",30.991,68,"Class2",53.431
76.216,"O",56.285,92,38.363,1.817,1.429,"W",36.676,27,"Class1",80.595
13.52,"L",45.97,62,28.489,60.632,27.583,"O",25.02,53,"Class2",44.367
34.917,"N",1.224,61,24.883,67.781,31.168,"P",113.817,33,"Class2",36.528
51.431,"U",58.385,55,27.524,37.412,24.876,"D",29.102,38,"Class2",42.9
93.808,"O",71.269,73,19.879,18.484,39.047,"O",90.057,47,"Class1",93.808
95.864,"D",57.217,94,19.951,33.076,64.669,"O",71.272,51,"Class1",56.293
70.524,"K",71.249,74,36.838,33.38,69.463,"W",6.307,32,"Class1",62.283
67.056,"N",89.759,61,31.097,31.63,26.797,"I",30.158,69,"Class2",55.319
87.52,"D",59.024,89,18.301,33.619,31.931,"U",57.08,57,"Class1",52.506
26.172,"N",52.6,54,18.599,42.786,27.24,"O",34.669,65,"Class2",62.141
33.603,"U",48.327,55,45.183,39.032,24.635,"H",102.795,42,"Class2",40.092
37.765,"O",53.079,87,43.131,9.49,87.789,"U",79.843,70,"Class1",52.139
85.543,"U",79.584,61,37.819,48.83,28.914,"D",73.832,63,"Class2",42.12
45.102,"D",NA,86,35.595,15.195,-0.14,"N",82.875,9,"Class1",77.131
62.481,"N",55.544,54,37,10.25,18.645,"P",97.915,59,"Class2",31.204
77.927,"D",51.158,53,25.182,62.285,23.974,"H",52.467,28,"Class2",42.484
65.786,"N",68.575,81,18.124,42.677,29.098,"W",87.116,25,"Class1",92.964
85.223,"N",65.669,86,25.87,43.121,29.436,"C",123.45,33,"Class1",22.276
14.129,"L",28.371,56,44.153,41.811,23.08,"I",47.345,48,"Class2",52.826
95.298,"K",68.725,83,24.193,2.225,44.936,"O",49.742,59,"Class1",88.863
78.151,"G",67.486,87,38.686,60.031,29.279,"N",40.666,50,"Class1",40.421
62.596,"D",74.379,83,11.876,43.433,68.337,"U",98.476,57,"Class1",13.458
74.301,"L",75.731,62,41.031,40.998,23.727,"P",49.001,27,"Class2",30.657
67.324,"G",73.467,93,28.226,41.48,33.095,"W",57.472,71,"Class1",78.44
59.672,"N",16.846,53,29.042,42.929,26.69,"H",94.143,50,"Class2",59.237
68.896,"N",69.321,58,26.447,38.574,25.244,"H",25.63,43,"Class2",30.7
95.015,"N",61.374,84,35.657,36.176,95.777,"U",77.548,73,"Class1",40.586
87.126,"G",72.495,96,25.302,37.397,23.321,"N",44.217,72,"Class1",86.742
53.106,"L",28.129,60,41.95,41.405,25.005,"D",45.749,55,"Class2",NA
61.952,"K",63.836,87,32.992,26.997,69.199,"N",55.649,18,"Class1",49.676
75.325,"D",74.296,55,30.879,48.472,23.132,"P",55.349,27,"Class2",61.531
35.688,"N",58.565,59,26.433,34.518,27.73,"I",48.742,45,"Class2",58.72
85.426,"D",36.959,58,42.276,48.352,26.39,"H",42.62,59,"Class2",58.638
54.932,"L",NA,51,35.402,25.714,29.702,"P",14.757,37,"Class2",51.757
48.667,"O",64.301,80,26.979,35.324,25.131,"N",60.272,37,"Class1",25.06
45.809,"D",32.711,56,41.78,5.13,25.673,"O",30.818,61,"Class2",42.126
68.428,"N",43.948,59,32.96,43.556,25.961,"P",79.186,42,"Class2",46.553
82.28,"N",31.857,58,32.208,39.577,25.958,"H",76.052,67,"Class2",59.447
39.491,"N",67.709,92,24.999,42.984,73.28,"N",59.801,58,"Class1",52.057
95.553,"N",59.189,80,27.043,14.934,92.015,"C",39.414,23,"Class1",54.614
83.131,"D",69.952,87,30.309,41.413,65.267,"C",81.648,26,"Class1",38.064
91.789,"O",67.328,73,21.818,15.251,56.648,"O",104.081,32,"Class1",45.629
85.327,"T",57.97,61,17,54.836,23.223,"H",23.172,43,"Class2",48.707
74.574,"K",NA,92,38.869,17.381,57.354,"C",45.516,20,"Class1",78.987
87.628,"U",61.008,52,19.78,25.779,17.995,"I",47.625,32,"Class2",48.162
73.362,"D",64.815,75,34.584,51.732,35.526,"W",48.724,73,"Class1",15.043
50.236,"N",49.664,56,16.652,26.477,24.058,"H",80.064,69,"Class2",34.117
23.832,"N",70.314,51,33.19,40.938,23.961,"I",72.846,27,"Class2",53.811
81.284,"G",73.025,79,17.67,15.744,30.584,"N",31.434,69,"Class1",93.898
89.452,"D",40.958,53,44.925,39.04,27.701,"P",-15.141,43,"Class2",56.908
15.029,"L",75.499,53,24.869,33.413,31.494,"O",28.329,32,"Class2",62.654
36.41,"G",63.758,95,42.244,13.539,41.799,"O",43.954,23,"Class1",25.719
38.776,"N",38.344,55,37.946,16.834,22.663,"P",51.113,32,"Class2",36.102
90.988,"G",60.731,82,31,29.423,62.285,"N",85.649,72,"Class1",74.907
29.312,"N",61.236,60,16.564,72.551,22.52,"O",22.021,35,"Class2",57.719
28.208,"L",48.138,56,28.839,63.32,24.488,"D",55.44,61,"Class2",53.706
49.734,"U",41.546,58,17.781,48.638,30.55,"H",41.935,61,"Class2",59.164
30.087,"D",40.414,53,44.95,53.974,24.961,"O",54.123,39,"Class2",61.841
71.208,"L",41.79,57,25.093,48.707,27.54,"P",57.536,62,"Class2",53.274
54.455,"G",75.28,76,40.832,35.397,18.555,"U",40.911,7,"Class1",26.179
52.39,"G",64.624,93,14.616,36.739,60.836,"U",59.49,49,"Class1",57.106
60.882,"O",72.978,93,16.611,32.134,86.483,"U",103.495,8,"Class1",51.306
52.541,"N",27.607,58,16.568,37.525,35.776,"D",33.907,37,"Class2",36.425
66.024,"D",61.652,89,34.171,29.642,33.383,"W",45.116,62,"Class1",77.036
82.605,"K",73.543,96,36.524,20.609,44.554,"O",69.753,53,"Class1",42.218
40.78,"G",71.871,78,14.267,28.112,21.722,"U",70.7,16,"Class1",74.939
86,"N",61.831,94,12.751,34.35,33.449,"U",78.439,25,"Class1",79.773
47.647,"N",50.731,77,19.682,38.863,30.882,"N",56.161,32,"Class1",38.649
77.872,"T",66.19,54,38.352,53.288,23.691,"P",54.354,33,"Class2",36.236
46.264,"K",65.444,83,16.926,46.134,8.876,"O",56.44,13,"Class1",27.577
38.452,"D",74.251,62,43.504,35.974,23.237,"P",58.486,43,"Class2",34.087
96.761,"K",63.109,73,32.234,32.075,59.185,"U",44.729,14,"Class1",37.733
56.785,"D",69.056,96,25.121,39.252,21.886,"U",85.267,67,"Class1",31.809
45.583,"D",13.358,61,16.088,60.591,20.667,"H",61.596,44,"Class2",46.822
42.713,"D",70.898,96,46.903,58.259,54.062,"C",104.615,23,"Class1",66.597
37.288,"T",54.17,61,41.495,66.911,20.851,"I",39.557,38,"Class2",32.837
54.992,"N",22.432,61,45.581,36.635,29.054,"O",61.11,31,"Class2",63.511
49.022,"N",66.664,76,42.534,44.002,49.626,"N",90.517,49,"Class1",NA
91.518,"N",55.362,79,24.856,24.417,67.54,"U",82.87,17,"Class1",59.539
67.824,"K",69.706,91,26.806,23.855,11.563,"O",49.274,70,"Class1",54.409
70.316,"T",NA,58,17.52,32.986,28.656,"P",42.846,42,"Class2",48.278
65.185,"O",NA,76,31.263,51.977,21.903,"C",65.011,11,"Class1",63.254
41.326,"D",57.989,61,23.002,34.48,24.536,"O",42.387,52,"Class2",39.253
92.566,"O",55.209,89,27.574,24.824,17.622,"O",66.899,37,"Class1",28.289
93.823,"K",75.357,94,39.343,33.72,-0.29,"C",74.73,40,"Class1",12.119
82.945,"N",NA,82,28.285,32.655,54.8,"O",56.162,60,"Class1",83.746
88.166,"T",NA,59,42.191,35.075,26.189,"I",27.691,59,"Class2",56.11
79.77,"G",58.674,82,13.931,35.298,30.869,"N",72.462,11,"Class1",93.389
67.428,"K",66.805,93,11.926,27.287,28.752,"W",45.407,61,"Class1",37.905
75.638,"N",57.174,75,29.708,21.106,51.368,"U",60.66,64,"Class1",NA
79.458,"L",31.212,53,33.28,48.815,24.396,"H",19.772,37,"Class2",62.846
60.109,"T",42.55,53,38.807,8.037,30.298,"D",110.138,52,"Class2",29.151
83.238,"U",14.407,59,36.419,48.085,28.041,"H",99.332,37,"Class2",48.03
39.552,"N",77.482,76,27.371,25.485,33.264,"C",34.437,74,"Class1",81.402
56.203,"U",32.17,52,29.13,39.626,32.209,"P",34.605,49,"Class2",55.578
83.806,"N",65.155,82,16.57,40.824,36.977,"O",-0.347,41,"Class1",42.329
71.949,"N",1.327,62,27.751,13.954,24.151,"O",41.675,47,"Class2",54.281
47.696,"N",NA,55,36.271,33.797,37.747,"H",51.039,30,"Class2",42.43
80.874,"L",42.266,62,15.178,34.272,26.011,"P",29.505,31,"Class2",54.886
66.927,"K",66.41,72,35.716,37.006,-16.125,"C",28.054,30,"Class1",36.648
65.641,"D",70.712,77,16.28,52.122,26.131,"C",67.325,38,"Class1",45.329
48.18,"G",64.95,94,22.406,-0.822,33.891,"U",64.643,41,"Class1",23.073
82.226,"N",NA,55,39.149,31.92,24.195,"D",58.516,54,"Class2",51.891
42.56,"G",NA,80,25.539,28.584,32.917,"U",68.572,5,"Class1",74.784
85.441,"T",48.596,56,39.651,39.649,25.414,"I",69.635,27,"Class2",57.034
41.82,"O",67.593,93,23.207,29.459,76.393,"N",74.005,59,"Class1",33.479
64.627,"K",72.484,96,21.281,22.527,18.447,"W",45.616,75,"Class1",41.394
46.953,"U",29.799,53,23.121,32.127,20.283,"O",67.651,62,"Class2",49.176
58.222,"O",71.292,86,20.576,30.791,34.446,"W",73.991,19,"Class1",82.026
37.112,"N",76.746,96,38.415,25.185,-23.693,"O",22.814,45,"Class1",80.125
68.71,"T",NA,57,36.384,57.773,26.512,"O",52.683,47,"Class2",NA
71.047,"G",73.54,76,41.362,26.946,40.555,"W",55.105,64,"Class1",67.529
48.835,"N",60.859,52,35.885,60.655,29.543,"H",87.274,40,"Class2",36.641
42.201,"G",NA,84,18.602,16.696,-18.037,"U",81.737,9,"Class1",79.741
88.297,"L",80.677,61,15.327,39.099,25.479,"D",43.103,54,"Class2",47.111
47.16,"U",48.649,60,16.899,43.013,27.556,"O",83.161,47,"Class2",66.156
13.809,"U",53.837,62,17.793,31.295,27.191,"P",100.811,60,"Class2",30.981
92.524,"K",74.249,74,32.453,21.829,40.509,"O",0.573,17,"Class1",89.448
51.191,"G",66.743,93,30.447,31.612,34.367,"U",38.759,34,"Class1",15.399
53.807,"D",68.786,89,14.297,25.796,35.44,"W",73.622,25,"Class1",80.39
73.818,"D",79.518,61,31.634,50.356,25.048,"D",69.281,42,"Class2",59.17
61.461,"G",70.764,89,22.724,48.378,34.286,"C",88.622,6,"Class1",68.287
70.587,"G",66.74,84,25.159,13.079,57.367,"W",53.73,64,"Class1",49.612
38.133,"N",27.652,54,25.222,20.643,30.372,"P",77.71,59,"Class2",52.088
72.514,"K",60.226,89,17.257,45.389,49.446,"U",53.229,5,"Class1",21.766
65.392,"K",67.084,92,14.687,31.701,25.778,"C",60.349,45,"Class1",91.445
70.311,"K",74.535,91,16.213,27.321,50.471,"W",63.627,37,"Class1",35.718
57.405,"O",59.978,91,39.08,3.789,43.481,"W",36.635,39,"Class1",67.811
56.708,"L",80.943,58,28.569,61.771,29.709,"P",60.019,58,"Class2",66.003
39.5,"D",119.61,57,44.185,26.563,27.796,"D",82.646,62,"Class2",46.387
45.471,"L",86.344,59,33.179,64.314,28.411,"H",62.243,42,"Class2",40.845
86.584,"N",51.522,51,19.654,44.097,21.615,"D",123.282,65,"Class2",35.604
66.028,"N",67.243,80,14.728,11.986,49.232,"O",84.543,46,"Class1",28.649
50.403,"N",23.224,57,25.325,33.177,21.731,"I",2.376,48,"Class2",46.157
96.875,"G",NA,87,25.011,33.674,1.25,"U",47.156,12,"Class1",42.083
71.583,"K",75.689,94,27.351,40.159,56.232,"U",60.552,47,"Class1",NA
67.269,"D",63.673,87,46.066,46.69,67.093,"W",27.574,73,"Class1",61.991
28.861,"D",41.369,57,44.995,76.156,24.186,"D",47.259,37,"Class2",52.547
91.749,"O",66.414,86,26.599,13.343,64.896,"C",45.951,41,"Class1",18.199
79.762,"G",61.287,75,24.802,25.254,56.691,"U",4.629,8,"Class1",56.353
81.492,"N",72.559,84,28.706,60.733,59.923,"W",78.712,35,"Class1",55.751
86.804,"D",56.995,62,16.835,57.138,25.455,"H",71.345,45,"Class2",56.418
86.589,"T",55.853,60,33.541,31.348,25.353,"I",42.751,58,"Class2",48.143
51.286,"N",64.703,91,17.634,36.495,78.6,"U",26.768,50,"Class1",71.358
48.048,"O",55.306,95,20.899,31.57,74.778,"N",20.935,48,"Class1",68.639
47.846,"D",3.405,60,23.783,37.586,25.97,"D",91.288,52,"Class2",63.29
44.58,"D",58.75,85,22.554,27.585,43.886,"N",83.35,28,"Class1",9.535
52.088,"D",33.455,59,43.696,36.099,22.535,"I",77.237,35,"Class2",29.468
41.778,"D",65.622,76,36.096,22.11,77.767,"C",65.463,74,"Class1",54.882
84.838,"T",52.85,59,16.022,41.432,19.262,"I",13.035,61,"Class2",62.102
66.615,"G",74.433,72,20.478,46.426,84.934,"O",55.191,33,"Class1",57.549
41.401,"T",58.95,61,45.968,20.035,19.015,"O",84.253,46,"Class2",42.475
54.656,"D",41.185,62,35.602,29.153,29.235,"H",18.219,31,"Class2",32.51
59.905,"O",67.979,72,38.702,23.704,48.505,"N",43.627,66,"Class1",70.706
70.898,"N",65.684,80,20.379,19.606,31.967,"C",55.665,6,"Class1",65.118
38.069,"N",52.783,89,27.942,31.562,32.559,"W",115.771,48,"Class1",14.93
71.836,"D",34.004,61,19.499,44.876,21.737,"H",33.244,35,"Class2",35.36
14.179,"T",87.278,55,34.532,55.88,24.426,"I",34.261,61,"Class2",59.8
79.812,"K",74.425,78,33.582,37.661,49.506,"C",21.605,9,"Class1",18.807
72.023,"D",69.89,86,40.222,20.638,24.997,"O",66.132,66,"Class1",63.161
85.029,"D",56.384,80,41.186,34.025,68.192,"W",53.623,66,"Class1",19.385
58.695,"N",75.276,53,21.642,60.212,29.472,"I",34.552,35,"Class2",38.165
54.901,"N",17.858,52,16.356,34.153,26.011,"D",36.757,35,"Class2",43.576
13.407,"T",3.524,62,16.843,24.468,24.196,"P",54.44,42,"Class2",65.008
69.847,"N",67.414,93,14.43,12.433,24.99,"W",47.796,46,"Class1",61.333
72.223,"K",80.271,72,32.936,46.456,49.007,"W",50.946,25,"Class1",54.078
18.925,"N",57.378,58,15.104,43.41,24.263,"D",83.921,68,"Class2",32.909
28.882,"L",94.864,62,29.912,39.799,26.408,"D",47.033,30,"Class2",61.994
81.147,"N",72.568,73,25.478,13.302,23.043,"C",41.4,7,"Class1",NA
89.25,"O",63.03,82,31.814,1.09,74.898,"W",80.327,34,"Class1",28.63
77.824,"N",85.112,59,25.222,31.583,32.903,"O",75.04,56,"Class2",NA
66.844,"G",63.927,82,40.727,42.889,30.358,"U",70.714,6,"Class1",54.506
58.634,"D",73.866,89,18.945,36.903,55.325,"C",67.629,46,"Class1",60.751
65.019,"O",62.986,93,26.832,33.239,17.451,"N",2.124,5,"Class1",37.83
81.27,"O",72.124,90,34.929,36.768,86.387,"O",65.995,61,"Class1",36.02
75.521,"T",52.916,52,30.736,24.568,24.825,"H",18.783,48,"Class2",34.701
42.027,"D",62.059,94,17.475,35.578,85.049,"C",77.669,21,"Class1",36.953
38.371,"G",56.321,90,23.83,42.985,107.594,"C",72.024,49,"Class1",23.034
64.432,"D",65.998,58,31.11,49.891,26.348,"I",102.932,61,"Class2",65.629
49.15,"G",70.918,79,12.583,44.694,48.571,"N",46.416,71,"Class1",31.669
26.235,"U",26.858,59,34.91,37.518,29.979,"P",53.699,28,"Class2",40.576
52.411,"N",63.002,89,20.263,25.244,47.372,"O",22.492,27,"Class1",21.302
66.315,"G",64.608,81,45.132,11.351,22.193,"U",52.104,14,"Class1",82.823
78.715,"K",64.143,93,14.71,32.889,53.475,"O",63.94,65,"Class1",12.701
53.415,"O",68.224,72,32.227,19.263,78.99,"C",76.607,11,"Class1",38.007
45.718,"N",-1.138,59,35.373,59.042,24.72,"D",53.238,45,"Class2",60.022
67.21,"K",70.011,96,37.946,19.322,47.516,"U",56.408,52,"Class1",50.736
63.461,"N",37.649,62,42.509,60.789,26.283,"D",39.252,62,"Class2",50.181
80.751,"O",63.978,76,45.771,41.052,54.277,"O",42.037,48,"Class1",62.786
69.579,"L",38.883,54,25.531,42.982,23.576,"O",94.77,69,"Class2",62.823
67.016,"T",84.74,62,30.659,51.123,29.942,"O",33.283,63,"Class2",53.586
62.474,"O",61.434,89,31.309,36.636,63.359,"U",80.958,12,"Class1",68.144
91.163,"D",59.659,85,15.563,23.896,45.948,"U",48.876,11,"Class1",23.463
93.042,"K",61.679,86,26.995,38.13,59.779,"W",106.599,66,"Class1",86.072
39.804,"U",24.305,56,24.102,51.05,26.232,"I",30.181,30,"Class2",44.796
82.83,"N",41.881,58,31.796,39.627,32.34,"O",67.381,53,"Class2",53.399
57.428,"T",52.788,59,41.301,28.378,23.603,"O",41.197,69,"Class2",45.979
73.582,"T",42.609,59,26.034,38.619,30.657,"H",34.945,61,"Class2",31.634
56.388,"K",76.167,89,46.564,11.635,81.844,"U",51.461,44,"Class1",47.693
74.089,"G",54.067,72,35.633,19.996,27.056,"N",59.059,39,"Class1",NA
40.769,"D",62.361,97,18.384,23.323,11.488,"N",62.057,18,"Class1",72.149
61.556,"N",63.179,78,35.213,15.141,32.917,"N",32.388,52,"Class1",37.131
96.358,"D",70.549,76,30.552,49.095,32.923,"N",71.054,36,"Class1",64.477
20.397,"L",NA,57,34.191,46.978,23.616,"H",36.233,67,"Class2",39.043
67.989,"U",NA,51,18.649,38.584,28.571,"P",108.888,28,"Class2",31.605
81.256,"T",45.253,53,27.029,32.923,25.838,"O",38.698,26,"Class2",64.716
66.251,"N",105.196,62,41.085,51.975,29.88,"D",14.019,64,"Class2",30.09
73.02,"D",69.322,80,40.001,12.305,58.161,"U",47.644,22,"Class1",21.11
30.258,"U",34.638,53,16.63,32.99,25.728,"H",28.092,28,"Class2",29.698
40.81,"D",60.255,97,26.315,36.105,58.86,"U",76.42,33,"Class1",NA
65.671,"K",50.376,80,16.118,46.721,20.774,"W",69.949,76,"Class1",68.664
49.231,"L",67.768,55,25.342,43.99,26.39,"O",69.239,39,"Class2",31.722
83.873,"N",31.382,55,17.683,49.824,29.185,"D",-28.863,47,"Class2",63.434
30.466,"N",25.237,57,29.828,46.959,23.866,"I",82.186,35,"Class2",62.172
60.965,"G",62.355,73,36.307,29.19,38.1,"W",49.569,44,"Class1",55.047
69.212,"K",66.542,88,24.587,12.366,59.053,"N",49.171,59,"Class1",24.109
67.9,"T",NA,54,18.518,52.535,26.466,"O",25.172,48,"Class2",53.654
81.08,"D",60.74,88,33.522,28.442,4.27,"U",18.591,71,"Class1",NA
66.935,"N",35.271,57,24.788,53.271,34.303,"H",32.233,28,"Class2",33.778
86.71,"O",74.12,87,26.081,15.027,54.352,"U",61.916,39,"Class1",9.83
56.509,"L",61.073,60,44.018,54.609,23.134,"D",66.256,47,"Class2",45.339
28.028,"L",47.751,59,39.626,47.538,23.755,"D",49.803,59,"Class2",50.121
24.01,"N",83.529,52,45.499,54.586,18.662,"I",47.252,26,"Class2",43.803
63.203,"N",60.713,82,12.818,28.113,-4.052,"N",114.847,31,"Class1",92.226
29.145,"L",26.082,54,31.724,9.859,24.222,"D",71.164,34,"Class2",29.613
88.124,"L",63.515,59,41.832,43.02,31.035,"O",35.351,39,"Class2",40.519
96.351,"O",60.953,82,39.281,42.592,75.87,"U",27.919,37,"Class1",20.206
62.827,"O",68.222,77,28.913,31.076,94.065,"U",57.866,38,"Class1",84.021
77.735,"N",32.965,60,23.283,31.992,23.663,"H",77.284,51,"Class2",48.791
93.412,"O",64.174,96,39.105,38.55,58.719,"W",90.281,51,"Class1",54.522
61.978,"D",84.499,95,32.671,47.38,7.575,"N",44.253,35,"Class1",83.211
22.145,"D",47.797,52,21.87,45.443,28.432,"O",57.81,30,"Class2",58.868
90.162,"O",78.48,74,28.751,23.745,18.565,"O",39.202,9,"Class1",25.792
76.868,"N",58.646,91,46.59,34.734,26.962,"N",48.697,49,"Class1",71.757
47.245,"O",64.714,75,18.315,13.273,46.386,"O",28.341,13,"Class1",14.941
57.152,"D",71.399,90,15.671,24.487,44.506,"W",22.468,27,"Class1",42.113
89.198,"L",-3.41,57,15.258,20.538,30.647,"D",30.104,45,"Class2",46.872
38.445,"T",20.213,57,29.191,49.52,25.307,"I",36.475,38,"Class2",53.544
54.334,"N",55.304,56,22.563,67.627,22.892,"P",67.063,45,"Class2",52.064
27.709,"L",33.654,58,36.427,33.176,27.674,"D",20.095,27,"Class2",65.061
88.45,"N",90.846,51,36.196,39.663,27.843,"D",12.406,50,"Class2",41.063
31.824,"L",44.722,57,40.308,25.267,29.552,"D",64.89,53,"Class2",29.092
64.899,"D",60.59,51,24.113,46.433,23.868,"D",96.04,39,"Class2",35.367
85.403,"U",54.462,60,30.99,36.606,24.194,"D",48.438,38,"Class2",52.153
73.592,"K",75.563,75,17.624,37.558,27.586,"C",24.727,72,"Class1",45.623
69.178,"K",82.213,97,13.474,25.939,90.625,"O",77.917,72,"Class1",28.547
63.93,"D",0.206,56,18.959,50.671,25.489,"D",90.686,56,"Class2",36.03
36.587,"G",NA,96,27.515,39.579,45.798,"N",57.121,76,"Class1",19.226
88.519,"D",68.206,94,28.914,43.428,34.678,"U",64.303,51,"Class1",10.068
43.781,"N",51.894,83,18.221,46.98,34.969,"C",84.664,59,"Class1",55.678
32.457,"L",34.788,58,26.121,41.728,23.82,"D",103.806,66,"Class2",29.317
27.212,"N",2.971,62,31.452,31.135,31.134,"D",84.798,30,"Class2",50.323
78.465,"T",61.608,56,34.964,36.453,28.988,"D",20.789,62,"Class2",60.888
74.57,"T",60.591,54,26.689,48.415,24.35,"P",47.363,42,"Class2",42.732
41.176,"N",68.247,87,11.292,38.355,49.51,"N",38.657,26,"Class1",45.075
