"PCX1","UYL2","SCG3","LUM4","LRN5","Output12","USH6","UNA7","PIG8","BYQ9","XJG10","QVC11"
55.087,"L","N",25.77,56.718,"Class2",37.909,24,40.128,11.176,88.812,18.977
43.867,"E","R",27.273,9.785,"Class1",75.683,68,85.449,60.445,49.857,38.442
59.077,NA,"K",50.114,NA,"Class2",40.506,31,51.83,7.624,83.221,11.923
72.494,"E","Q",28.063,10.227,"Class1",64.703,76,89.614,60.405,48.594,54.349
69.478,"D","N",53.705,57.089,"Class2",44.536,25,35.849,8.027,83.047,30.019
24.775,"G","S",43.231,15.845,"Class3",79.066,93,11.911,16.295,64.785,56.306
79.081,NA,"S",2.91,58.226,"Class2",45.712,25,45.98,10.699,94.751,13.038
98.246,"N","C",29.446,11.698,"Class1",81.833,80,89.408,65.293,45.418,33.224
13.942,"G","S",43.777,15.412,"Class3",79.815,96,9.575,28.552,71.219,49.396
70.217,"L","P",19.368,57.139,"Class2",45.866,28,33.044,8.823,79.382,6.991
54.631,"E","E",30.066,5.339,"Class1",79.663,71,70.329,60.655,45.2,37.675
19.4,"Q","C",44.004,10.941,"Class3",79.318,94,11.76,19.078,78.713,65.564
119.569,"D","N",8.085,57.976,"Class2",36.057,32,36.512,11.727,69.191,13.934
39.087,"E","Q",28.677,3.434,"Class1",91.512,59,76.623,59.192,45.341,39.177
64.431,"L","Q",29.357,8.609,"Class1",58.285,76,78.647,67.564,49.852,19.561
17.615,"W","S",44.861,9.037,"Class3",79.02,93,4.943,27.553,70.255,39.029
81.759,"I","E",34.792,3.847,"Class1",84.831,67,93.835,68.771,45.936,74.706
37.641,"I","E",29.885,9.889,"Class1",71.81,77,68.162,55.788,45.252,46.287
14.921,"X","I",43.398,16.069,"Class3",79.428,94,9.694,34.549,63.915,54.137
66.237,"D","S",48.119,58.164,"Class2",44.605,25,50.359,11.6,54.632,15.843
64.728,"M","V",67.53,56.354,"Class2",42.164,25,33.365,15.484,68.318,24.12
22.195,"J","O",41.507,11.341,"Class3",79.252,94,8.146,26.042,81.229,48.49
61.08,"L","S",10.515,57.854,"Class2",42.443,34,40.232,17.039,54.831,30.218
19.299,"W","K",45.038,12.893,"Class3",79.887,95,12.27,27.849,66.351,65.166
59.282,"L","C",29.355,4.73,"Class1",77.418,60,93.803,69.04,50.357,12.19
95.802,"E","C",32.423,NA,"Class1",67.84,66,75.218,72.521,50.457,71.266
19.004,"J","I",44.694,13.811,"Class3",79.453,96,2.045,38.227,78.959,46.402
17.714,"W","I",43.033,13.258,"Class3",79.17,96,12.757,20.1,59.15,55.736
29.216,"X","C",44.895,13.004,"Class3",79.695,96,14.965,16.064,76.362,59.951
20.067,"G","K",42.19,14.224,"Class3",79.338,91,11.155,16.708,72.092,48.25
62.687,"B","E",30.933,6.744,"Class1",90.337,59,62.994,68.132,55.762,31.686
93.727,"U","V",-4.985,56.776,"Class2",35.122,29,41.605,11.873,55.743,28.677
66.933,"E","J",29.6,8.764,"Class1",78.126,63,77.468,59.522,55.933,40.466
20.446,"Q","K",43.078,10.843,"Class3",79.181,91,5.481,27.677,54.606,55.373
71.132,"M","K",36.831,56.369,"Class2",38.354,34,45.653,12.785,56.841,23.344
76.94,"Q","S",46.072,58.711,"Class2",37.811,29,45.82,9.423,80.703,8.714
84.789,NA,"N",32.872,57.017,"Class2",45.066,32,47.452,13.429,74.952,9.281
18.865,"Q","O",46.03,6.075,"Class3",79.725,94,15.386,33.386,65.225,62.687
51.798,"N","E",29.367,6.394,"Class1",89.409,75,75.79,57.578,48.271,13.785
20.866,"Q","O",43.427,16.922,"Class3",79.456,92,4.103,46.247,53.408,36.663
22.793,"W","C",42.734,14.393,"Class3",79.761,93,12.553,22.91,81.4,46.125
74.43,"U","S",42.273,57.402,"Class2",39.035,24,37.824,15.194,96.228,18.039
60.932,"E","E",36.028,4.025,"Class1",95.932,77,93.534,56.529,55.591,66.843
58.064,"L","V",24.75,58.108,"Class2",46.359,28,51.36,15.016,62.685,21.817
73.462,"I","Q",29.458,4.223,"Class1",92.49,60,65.103,65.226,47.657,45.086
74.909,"M","N",25.335,57.981,"Class2",46.53,32,34.018,16.996,62.289,28.447
89.004,"L","E",30.454,4.765,"Class1",98.739,77,65.224,61.871,50.679,65.983
78.247,"M","K",6.974,57.761,"Class2",35.061,33,43.043,10.925,77.762,21.976
14.45,"J","O",43.237,15.594,"Class3",79.779,92,1.019,35.874,78.967,66.968
11.789,"J","I",45.049,15.473,"Class3",79.332,95,2.721,32.323,54.802,66.203
68.693,"B","Q",32.605,9.074,"Class1",82.445,70,66.485,65.395,46.481,22.568
72.205,"Q","P",46.86,59.388,"Class2",39.592,33,38.639,19.997,79.507,25.18
112.279,"N","Q",27.54,4.408,"Class1",89.056,62,89.828,67.55,45.555,63.259
89.648,"U","V",41.8,58.619,"Class2",35.59,26,48.629,12.888,57.927,26.221
81.343,"I","E",30.771,8.36,"Class1",66.047,74,75.18,64.249,51.956,52.793
88.078,"L","P",31.463,58.789,"Class2",39.723,33,37.293,10.026,75.475,6.066
20.279,"X","K",43.037,9.213,"Class3",79.987,92,6.326,26.798,81.973,52.704
19.016,"X","K",42.527,15.475,"Class3",79.212,97,11.532,43.319,63.796,50.586
48.903,"M","P",10.821,57.172,"Class2",41.075,33,48.226,13.22,74.981,25.446
84.806,"E","R",33.212,10.097,"Class1",60.147,81,89.926,57.911,52.01,35.984
25.514,"W","S",44.775,19.154,"Class3",79.511,96,12.686,29.938,61.524,34.993
65.953,"D","S",48.222,58.057,"Class2",41.308,24,51.535,13.955,82.026,27.121
28.78,"Q","O",45.717,12.548,"Class3",79.39,92,12.217,19.225,67.463,65.686
55.699,"N","Q",32.229,NA,"Class1",96.166,74,69.922,72.72,49.275,66.093
58.884,"U","N",7.193,57.51,"Class2",41.461,29,50.718,8.294,62.316,9.9
55.051,"D","N",27.536,58.567,"Class2",38.993,34,43.938,12.345,57.937,23.829
48.844,"E","J",31.338,4.176,"Class1",89.661,81,64.318,63.501,47.465,34.157
83.06,"B","E",29.95,9.043,"Class1",90.814,59,77.284,65.16,49.429,48.1
47.561,"N","J",27.926,3.54,"Class1",70.396,70,84.135,59.436,54.479,12.593
53.94,"I","J",29.569,6.581,"Class1",76.193,71,85.236,72.8,54.089,49.485
78.166,NA,"S",39.468,56.711,"Class2",42.638,25,40.181,15.294,63.241,27.922
18.296,"J","C",45.144,13.715,"Class3",79.527,91,3.942,38.747,79.877,48.509
13.803,"X","S",43.498,9.625,"Class3",79.93,96,3.365,21.604,68.103,34.327
36.167,"B","E",33.223,5.143,"Class1",70.987,64,87.409,63.449,46.979,37.028
45.843,"E","R",30.832,5.877,"Class1",97.824,78,80.027,58.035,48.591,40.111
11.68,"X","O",42.961,13.498,"Class3",79.302,94,10.279,14.307,57.939,67.054
17.894,"G","O",42.965,4.424,"Class3",79.731,95,9.412,35.701,53.504,63.252
28.644,"E","J",27.468,4.625,"Class1",79.928,74,87.56,67.93,47.36,43.327
69.526,"Q","K",-3.298,58.438,"Class2",43.025,27,37.914,6.225,50.521,19.139
92.511,"I","C",26.205,6.846,"Class1",81.004,62,77.85,69.677,50.733,10.478
54.794,"L","P",1.528,56.902,"Class2",41.371,26,33.041,18.591,82.145,30.955
82.966,"L","C",27.743,5.632,"Class1",56.275,75,70.987,65.412,54.878,19.534
69.118,"L","R",34.065,13.443,"Class1",54.279,62,77.112,64.729,53.041,29.473
11.382,"J","K",44.514,16.956,"Class3",79.497,94,11.113,29.671,60.287,52.636
110.38,"I","R",29.152,10.269,"Class1",58.033,77,65.274,67.725,53.583,76.331
49.152,"E","E",29.186,6.08,"Class1",99.714,68,77.977,64.424,47.55,50.41
28.049,"Q","O",44.431,13.209,"Class3",79.881,96,5.104,44.157,76.209,66.01
20.74,"G","K",44.1,15.721,"Class3",79.356,97,12.124,34.019,80.051,37.586
61.554,"M","V",18.757,57.95,"Class2",45.445,25,40.776,10.915,60.515,15.66
20.423,"B","J",25.795,4.859,"Class1",88.859,82,86.193,60.575,54.824,44.806
55.618,"U","S",37.903,59.147,"Class2",39.682,31,52.789,12.796,56.086,11.844
87.776,"D","S",46.497,55.792,"Class2",39.412,29,45.744,10.93,79.519,11.417
76.213,"B","R",33.096,8.313,"Class1",63.298,66,80.329,66.423,49.652,70.338
34.376,"N","R",30.182,NA,"Class1",69.264,59,81.439,64.044,45.691,63.1
33.446,"I","J",31.872,4.839,"Class1",70.187,65,75.974,67.873,54.851,32.097
47.07,"E","E",34.115,3.447,"Class1",83.944,78,85.359,66.396,48.52,42.163
57.895,"E","R",27.438,11.167,"Class1",79.474,74,69.6,60.922,55.048,46.861
21.051,"X","K",43.997,14.272,"Class3",79.072,94,15.383,34.224,68.839,47.693
65.147,"D","K",59.916,56.542,"Class2",39.924,31,37.708,3.561,87.431,19.003
76.582,"I","C",26.256,4.478,"Class1",82.27,61,59.409,61.607,53.163,23.395
19.548,"Q","K",43.529,15.404,"Class3",79.619,95,10.354,36.075,70.574,52.485
67.535,"Q","S",53.07,60.272,"Class2",37.908,27,37.824,17.409,83.285,26.655
24.552,"J","I",43.88,17.536,"Class3",79.129,97,3.795,26.041,55.092,62.047
20.829,"Q","K",43.703,11.18,"Class3",79.243,94,2.084,47.82,68.769,55.32
11.204,"J","S",44.068,11.512,"Class3",79.403,93,3.98,37.59,59.139,55.384
20.417,"J","K",44.885,10.537,"Class3",79.872,91,12.489,9.915,74.352,40.275
35.689,"I","R",29.286,5.729,"Class1",62.959,60,83.634,67.523,53.097,26.191
64.637,"L","C",28.105,7.486,"Class1",65.543,78,75.745,55.816,51.195,34.582
75.898,"L","R",30.31,8.879,"Class1",68.402,69,78.872,72.653,48.902,64.875
61.5,"E","J",30.838,10.731,"Class1",60.509,60,79.249,58.731,54.325,34.655
14.258,"Q","K",46.492,13.028,"Class3",79.116,96,4.207,39.06,73.232,40.632
67.586,"E","J",30.314,6.495,"Class1",81.063,64,91.141,65.933,46.78,26.528
91.618,"M","V",33.398,56.409,"Class2",45.846,29,51.646,15.835,86.389,31.733
53.501,"L","E",32.154,1.803,"Class1",61.319,77,77.637,73.315,46.292,52.637
27.172,"G","O",42.262,14.886,"Class3",79.525,96,10.719,12.544,52.042,60.846
72.192,"U","N",15.532,57.847,"Class2",37.54,30,41.017,13.713,93.009,26.555
43.864,"B","Q",28.899,6.526,"Class1",92.167,83,83.886,62.56,52.898,23.783
71.587,"M","K",24,58.333,"Class2",46.744,27,32.365,11.213,71.172,23.114
70.038,"L","P",27.295,56.949,"Class2",39.006,31,40.024,11.302,93.369,27.644
102.822,"I","C",30.181,10.702,"Class1",59.424,63,83.056,63.589,51.481,59.304
62.801,"L","K",23.627,56.425,"Class2",38.477,29,43.063,6.754,93.221,32.918
62.533,"E","R",30.892,4.797,"Class1",97.8,63,91.258,63.313,48.168,31.102
22.244,"G","C",43.755,10.723,"Class3",79.359,92,10.644,32.336,64.296,54.135
76.602,"E","C",31.848,8.827,"Class1",66.107,75,61.715,67.239,49.021,66.726
49.062,"E","R",28.235,2.885,"Class1",86.023,61,59.118,60.48,46.07,63.047
82.423,"L","V",49.099,55.478,"Class2",42.969,33,52.609,11.438,50.918,16.563
24.948,NA,"S",45.594,9.958,"Class3",79.64,91,2.014,39.988,57.34,48.656
85.607,"D","K",61.455,NA,"Class2",46.941,28,43.258,19.938,84.659,31.993
55.531,"N","J",26.373,6.783,"Class1",96.889,62,93.443,72.585,53.789,12.999
79.306,"M","S",-26.67,NA,"Class2",45.797,27,47.466,9.909,85.265,14.462
71.259,"U","S",41.238,57.386,"Class2",35.734,25,37.777,8.748,93.536,14.659
20.933,"X","S",42.82,16.518,"Class3",79.709,97,10.346,35.79,72.135,44.576
51.418,"U","S",41.354,58.584,"Class2",43.317,27,44.609,6.053,62.145,29.393
18.787,"X","S",46.105,11.818,"Class3",79.49,92,6.969,46.109,66.821,44.562
53.746,"I","Q",32.004,7.395,"Class1",85.295,85,89.616,64.304,49.752,4.828
44.139,"E","J",31.419,4.194,"Class1",60.538,64,85.869,61.385,53.089,19.828
79.233,"B","E",32.812,2.191,"Class1",71.484,76,70.861,59.485,50.374,4.041
62.298,"U","K",17.871,57.219,"Class2",37.139,31,34.913,12.381,83.136,15.526
21.82,"G","C",44.646,5.817,"Class3",79.529,91,2.568,35.95,69.573,49.461
106.664,"L","S",1.158,56.931,"Class2",41.392,28,43.702,12.073,88.164,15.534
50.91,"N","R",30.517,9.144,"Class1",74.385,76,59.596,65.873,46.643,42.017
73.926,"M","K",33.358,56.021,"Class2",46.002,28,41.08,10.554,62.513,23.643
10.526,"X","I",45.853,9.528,"Class3",79.091,91,10.09,22.26,52.964,37.562
57.203,"L","K",38.337,56.049,"Class2",46.691,29,44.395,9.999,71.046,10.301
47.457,"E","E",31.039,2.712,"Class1",55.762,74,88.386,63.058,49.502,12.376
12.873,"W","K",43.283,11.332,"Class3",79.228,93,6.1,20.237,73.928,50.216
75.56,"M","P",51.312,55.749,"Class2",45.685,32,41.642,21.34,95.829,14.436
71.825,"Q","N",44.074,NA,"Class2",45.334,32,38.031,9.525,65.633,19.586
98.272,"B","J",30.681,6.203,"Class1",67.373,82,60.855,64.206,51.017,69.728
62.233,"U","N",8.576,57.797,"Class2",44.628,31,46.964,17.041,57.8,16.943
76.678,"Q","P",15.744,56.718,"Class2",36.115,33,33.873,13.438,67.159,29.362
16.137,"Q","I",43.934,12.417,"Class3",79.444,95,6.626,26.828,72.565,56.104
22.928,"X","O",45.47,12.115,"Class3",79.386,94,4.431,33.738,55.494,46.152
21.39,"G","S",43.736,10.822,"Class3",79.981,97,15.964,37.244,60.814,43.711
17.323,"J","K",43.329,18.705,"Class3",79.652,95,4.232,27.717,52.911,64.538
63.105,"B","C",31.244,9.422,"Class1",84.287,72,73.046,64.978,45.738,35.811
90.184,"B","R",34.148,5.354,"Class1",99.539,72,91.528,64.798,45.19,9.353
68.511,"D","N",27.647,57.831,"Class2",40.845,28,38.632,18.323,86.577,23.364
83.468,"Q","K",37.696,57.607,"Class2",39.769,28,36.105,13.118,50.328,11.961
21.346,"X","K",43.893,9.193,"Class3",79.151,94,3.447,27.448,70.443,33.052
49.386,"N","C",31.993,7.265,"Class1",57.882,74,77.874,55.629,53.88,65.754
89.668,"U","P",-7.985,58.536,"Class2",40.151,29,45.379,16.845,58.269,16.202
72.254,"E","J",32.594,2.94,"Class1",64.475,67,82.242,63.843,47.347,20.785
69.403,NA,"J",31.783,6.331,"Class1",87.226,67,93.911,68.446,50.812,49.441
97.47,"D","N",10.478,57.738,"Class2",43.448,29,44.396,12.449,65.365,9.64
71.796,"B","E",28.473,5.346,"Class1",65.076,65,92.703,68.531,47.874,6.898
21.29,"J","I",45.188,8.445,"Class3",79.254,96,10.828,68.611,64.391,57.612
81.481,"I","R",31.99,NA,"Class1",58.597,71,76.67,61.968,51.364,54.008
62.781,"B","J",30.72,7.197,"Class1",94.396,75,67.826,58.802,48.819,62.929
54.062,"I","C",27.212,5.306,"Class1",67.142,69,73.774,64.259,46.184,31.67
51.591,"E","R",30.634,4.227,"Class1",99.012,70,89.51,66.36,49.894,23.448
40.348,"B","R",30.301,6.288,"Class1",98.11,64,83.709,68.641,54.875,28.101
18.558,"Q","S",44.052,NA,"Class3",79.537,93,12.973,24.856,65.676,42.809
69.677,"D","P",6.208,60.035,"Class2",39.988,34,41.014,7.982,96.92,13.452
60.479,"D","S",29.114,57.055,"Class2",38.085,31,42.793,3.567,74.609,14.8
84.252,"L","K",49.73,56.881,"Class2",36.255,24,46.092,13.742,80.007,6.248
57.973,"Q","S",49.522,57.802,"Class2",44.595,24,43.302,7.993,81.287,23.294
46.391,"B","J",29.627,8.551,"Class1",65.881,81,69.767,59.978,50.157,34.354
65.108,"L","V",44.382,56.958,"Class2",42.188,27,42.204,12.418,79.886,32.211
20.361,NA,"I",44.474,14.886,"Class3",79.907,91,1.178,13.607,56.717,40.042
19.595,"W","S",43.915,3.5,"Class3",79.753,93,12.878,22.522,54.123,59.63
76.368,"I","J",27.836,10.159,"Class1",97.347,74,87.899,65.349,47.037,46.714
80.564,"Q","V",-37.045,56.573,"Class2",45.254,28,47.193,4.615,73.876,25.373
16.835,"J","I",46.774,14.702,"Class3",79.135,95,9.287,26.416,75.164,53.784
21.033,"X","S",45.829,15.567,"Class3",79.087,91,9.176,35.365,67.921,44.529
90.087,NA,"V",25.8,57.478,"Class2",37.163,24,32.959,12.421,74.734,8.134
20.497,NA,"C",44.467,10.041,"Class3",79.783,96,11.789,33.982,59.984,36.401
14.311,"J","O",44.929,19.212,"Class3",79.808,95,8.476,13.516,63.742,56.96
16.815,"X","O",42.599,13.649,"Class3",79.001,94,4.762,26.087,63.909,45.022
94.942,"N","Q",30.253,6.357,"Class1",86.759,65,73.003,63.604,54.794,71.425
16.598,"X","O",44.674,8.391,"Class3",79.474,92,3.006,25.387,64.844,60.244
60.2,"I","Q",29.049,8.013,"Class1",63.882,82,74.801,60.302,47.329,70.558
92.954,"M","N",13.673,56.947,"Class2",38.388,31,42.886,14.705,90.47,19.054
19.017,"W","C",44.987,11.013,"Class3",79.326,93,13.8,48.933,81.143,56.15
86.16,"L","R",33.464,5.873,"Class1",57.86,84,76.197,70.479,51.925,62.313
62.241,"U","K",6.556,58.706,"Class2",36.019,29,44.491,13.716,64.833,8.801
61.883,"B","Q",28.856,8.859,"Class1",89.606,64,59.721,65.049,47.782,17.616
87.762,"L","J",31.031,4.966,"Class1",71.14,62,92.897,69.808,52.298,26.572
18.696,"G","O",45.819,12.844,"Class3",79.729,92,4.257,33.831,78.896,56.138
62.628,"L","N",36.428,58.227,"Class2",42.019,28,46.351,9.371,64.117,31.261
76.292,"L","S",53.57,58.671,"Class2",35.03,25,46.741,-0.566,76.116,15.348
64.415,"D","S",45.01,57.944,"Class2",41.697,26,42.293,9.159,76.182,23.843
70.837,"I","J",29.546,12.03,"Class1",79.228,79,69.202,61.022,49.391,13.845
24.913,"Q","C",45.517,8.328,"Class3",79.224,96,2.119,32.731,55.078,38.043
66.321,"Q","P",-3.154,59.799,"Class2",37.001,24,33.645,7.37,94.229,8.47
54.563,"B","R",31.253,9.854,"Class1",86.186,77,57.268,67.477,54.916,51.253
50.438,"L","P",23.972,56.708,"Class2",37.295,28,46.012,11.105,67.724,26.606
44.002,"N","J",30.54,5.669,"Class1",54.092,61,89.41,62.111,49.771,54.536
74.206,"Q","V",40.764,56.845,"Class2",39.564,24,36.342,12.927,64.198,31.494
80.218,"D","K",30.473,58.318,"Class2",35.654,33,41.572,19.096,62.834,32.012
56.193,"U","N",52.73,58.313,"Class2",43.375,26,43.095,13.423,85.983,31.363
82.026,"D","V",17.12,58.559,"Class2",39.111,32,48.531,10.881,56.466,22.529
102.546,"D","K",47.843,58.147,"Class2",45.536,29,49.435,18.079,94.631,30.008
74.082,"B","R",32.048,5.978,"Class1",86.972,84,63.272,65.413,46.686,55.536
52.879,"L","J",31.619,3.948,"Class1",94.568,78,85.702,63.457,47.245,70.88
14.954,"Q","S",44.486,13.495,"Class3",79.506,95,2.569,20.998,75.137,36.594
66.608,"Q","P",28.019,57.675,"Class2",40.771,32,46.361,11.634,60.61,29.498
88.315,"Q","K",24.444,58.866,"Class2",44.055,27,41.214,19.35,94.472,22.591
20.71,"J","K",45.632,4.351,"Class3",79.946,94,14.553,20.561,53.547,39.154
45.561,"L","C",28.953,4.579,"Class1",98.479,79,68.952,71.878,49.427,16.987
13.008,"G","K",45.809,14.68,"Class3",79.989,94,10.011,25.724,78.024,45.614
22.34,"G","O",45.884,13.826,"Class3",79.229,96,10.471,32.336,77.549,46.72
16.134,"Q","S",43.425,14.879,"Class3",79.397,96,2.895,13.869,76.812,63.143
68.095,"M","S",27.203,57.709,"Class2",39.937,28,32.279,10.118,84.434,25.255
66.705,"D","K",53.925,57.218,"Class2",41.136,30,36.507,14.997,55.991,26.901
71.993,"Q","N",52.698,56.731,"Class2",44.882,25,52.752,18.109,79.521,7.236
72.396,"U","N",-3.539,58.036,"Class2",46.973,30,45.938,10.695,49.008,9.918
31.583,"L","Q",29.883,NA,"Class1",54.213,85,57.059,69.25,55.895,54.631
71.167,"B","E",33.221,2.461,"Class1",60.535,58,91.917,61.617,45.147,63.746
72.915,"L","S",43.724,58.748,"Class2",41.214,32,35.803,10.843,88.503,7.523
115.153,"L","Q",30.22,9.774,"Class1",75.585,64,63.056,62.631,48.442,15.736
22.478,"X","C",44.128,NA,"Class3",79.769,95,12.646,38.039,58.237,37.653
17.572,"G","C",44.564,13.952,"Class3",79.295,93,10.155,23.316,78.924,47.792
36.901,"B","R",31.538,4.208,"Class1",97.317,64,80.188,69.329,53.292,20.276
14.286,"G","C",42.552,13.371,"Class3",79.323,91,11.453,28.235,71.079,42.299
13.778,"J","O",43.353,15.936,"Class3",79.53,96,7.152,6.913,69.022,45.496
23.021,"Q","K",44.805,14.015,"Class3",79.925,92,15.23,32.127,74.402,65.052
104.248,"E","C",28.675,7.541,"Class1",88.492,83,60.113,58.82,46.4,21.578
63.228,"U","N",-5.03,57.946,"Class2",39.724,33,48.584,19.373,65.52,25.341
17.044,"G","O",43.42,10.267,"Class3",79.437,91,9.957,38.668,75.239,50.738
14.701,"X","S",42.428,3.043,"Class3",79.427,93,2.445,17.166,59.569,41.957
23.989,"W","C",43.303,12.406,"Class3",79.313,95,9.713,34.117,55.229,54.554
14.684,"X","K",43.151,5.504,"Class3",79.823,92,4.791,15.801,73.47,39.659
16.178,"G","C",44.827,12.538,"Class3",79.655,91,6.168,22.893,68.239,61.784
63.125,"E","E",32.931,5.458,"Class1",89.512,77,72.275,64.076,52.185,31.182
14.298,"G","K",43.562,8.808,"Class3",79.774,91,8.039,40.02,65.772,56.18
20.688,"Q","C",46.025,11.545,"Class3",79.693,95,8.371,0.948,76.69,67.877
68.274,"D","P",18.071,57.754,"Class2",40.511,27,37.682,10.443,84.114,15.744
26.304,"J","C",46.653,14.627,"Class3",79.966,92,5.003,30.881,65.714,44.523
77.466,"I","Q",31.258,9.38,"Class1",66.438,78,64.56,70.217,54.443,25.104
47.717,"M","N",22.837,58.032,"Class2",44.81,26,51.028,11.553,66.158,12.833
95.634,"M","K",40.188,57.517,"Class2",45.262,31,41.61,6.989,67.355,26.463
13.01,"Q","K",45.789,NA,"Class3",79.794,95,4.431,3.878,81.274,48.212
64.018,"Q","P",2.876,57.732,"Class2",40.625,26,48.992,14.971,54.459,19.81
21.206,"Q","C",41.949,12.578,"Class3",79.186,94,4.937,13.283,68.199,53.868
27.979,"I","Q",31.722,6.685,"Class1",75.38,85,73.445,62.264,46.637,50.483
22.962,"G","S",46.359,NA,"Class3",79.038,94,1.516,23.192,81.702,62.697
82.264,"L","J",30.474,6.162,"Class1",99.687,85,83.818,59.564,45.966,34.6
60.136,"D","K",38.772,56.005,"Class2",44.167,29,49.959,20.537,80.232,31.041
21.425,"W","O",42.994,15.586,"Class3",79.97,94,8.397,29.671,72.141,66.285
98.258,"U","S",14.81,58.486,"Class2",41.439,29,36.651,10.598,57.62,21.307
29.129,"I","R",34.219,8.146,"Class1",93.426,80,60.032,69.781,52.902,60.028
20.82,"X","C",44.61,14.176,"Class3",79.495,94,3.061,34.499,57.301,51.585
85.617,"D","S",21.599,56.607,"Class2",44.564,28,51.949,2.394,51.967,11.037
17.171,"G","O",45.763,8.668,"Class3",79.028,95,13.59,28.979,56.197,60.176
16.48,"W","S",43.559,13.187,"Class3",79.642,96,5.653,22.951,80.759,59.237
14.664,"J","O",43.721,8.299,"Class3",79.885,93,9.479,21.02,72.351,48.829
60.326,"L","S",22.669,58.468,"Class2",42.451,33,48.517,9.2,64.797,32.458
76.557,"Q","P",26.542,56.024,"Class2",35.246,33,42.273,9.701,63.227,16.135
73.175,"M","K",23.318,57.306,"Class2",37.821,31,38.264,15.386,86.17,12.047
65.147,"M","P",18.234,58.415,"Class2",41.966,27,45.77,14.664,79.321,11.093
20.913,"X","C",42.826,3.776,"Class3",79.214,95,5.02,36.97,71.662,53.757
15.852,"J","I",45.89,12.545,"Class3",79.346,96,12.417,10.683,72.621,62.92
60,"L","C",32.585,7.398,"Class1",60.128,84,92.657,70.173,53.827,6.635
91.881,"D","K",19.854,57.564,"Class2",39.507,32,47.138,17.181,68.293,7.943
55.052,"M","N",2.594,59.156,"Class2",40.77,29,36.845,14.603,73.078,16.37
62.98,"D","K",73.736,57.872,"Class2",44.882,31,44.845,15.024,78.034,26.018
76.334,"L","S",32.352,58.753,"Class2",45.623,30,41.264,11.22,96.717,26.09
57.446,"D","V",61.02,56.551,"Class2",44.527,29,35.058,10.89,53.674,11.183
67.76,"U","K",43.08,57.583,"Class2",40.258,31,50.837,13.681,65.603,21.902
64.577,"N","C",29.039,7.512,"Class1",69.972,61,86.472,60.698,53.92,58.35
98.148,"L","E",31.35,6.446,"Class1",84.752,75,71.964,64.543,52.27,27.711
83.727,"B","E",31.696,6.995,"Class1",62.008,80,77.495,52.975,49.216,66.463
72.123,"N","Q",28.37,6.4,"Class1",94.877,62,89.602,62.722,47.707,73.019
29.683,"N","Q",31.864,8.678,"Class1",55.622,73,91.404,61.863,52.966,21.427
31.617,"I","E",33.631,11.425,"Class1",56.258,74,89.909,64.168,54.738,37.554
56.262,"B","J",30.429,6.944,"Class1",69.656,62,79.566,62.971,48.285,55.835
69.197,"Q","K",42.713,56.729,"Class2",41.906,27,48.501,11.257,91.614,18.539
21.925,"W","K",43.239,9.992,"Class3",79.215,93,2.924,7.54,55.824,44.966
11.684,"J","K",43.586,18.895,"Class3",79.02,96,15.158,25.859,66.089,45.036
69.009,"L","Q",35.843,8.132,"Class1",65.404,83,75.069,63.109,48.186,70.924
17.651,"G","I",41.584,19.945,"Class3",79.81,91,6.882,26.266,70.732,59.519
100.324,"U","N",-36.68,58.779,"Class2",44.867,26,41.585,15.359,69.662,9.926
70.677,"D","K",31.582,57.23,"Class2",43.656,32,44.214,13.387,80.942,16.942
66.972,"M","K",57.873,57.163,"Class2",40.657,27,44.755,16.615,51.74,31.738
82.988,"E","Q",29.083,6.942,"Class1",94.077,81,80.549,62.042,45.271,76.041
63.533,"Q","N",10.867,57.838,"Class2",45.553,27,49.421,12.865,89.631,31.458
57.753,"L","S",43.291,58.356,"Class2",35.529,28,50.366,13.632,95.31,11.105
83.771,"D","V",40.823,57.696,"Class2",36.961,25,46.144,7.326,80.655,19.517
12.788,"W","O",42.711,16.985,"Class3",79.284,96,11.591,19.013,72.682,41.583
16.689,"G","S",46.489,6.452,"Class3",79.042,96,14.581,50.634,54.64,35.449
78.854,"L","N",-0.339,57.22,"Class2",46.568,27,48.593,2.336,94.158,25.549
87.137,"U","S",44.692,55.942,"Class2",37.841,30,50.486,7.161,89.564,31.334
32.102,"I","C",28.372,8.786,"Class1",59.176,63,59.39,65.318,47.461,30.783
26.486,"J","O",45.07,NA,"Class3",79.973,93,11.792,18.445,65.187,66.016
21.915,"L","R",32.377,4.298,"Class1",92.069,61,89.268,62.555,47.389,60.27
18.55,"G","S",47.414,5.613,"Class3",79.431,91,13.992,1.772,79.245,55.613
21.851,"Q","I",44.892,15.737,"Class3",79.825,91,6.824,42.733,62.732,55.74
20.631,"W","K",44.545,19.19,"Class3",79.697,95,6.103,25.598,52.193,62.6
57.758,"L","E",30.081,7.916,"Class1",89.353,64,93.414,65.262,45.681,38.117
52.424,"L","K",46.096,57.511,"Class2",43.992,26,37.526,8.947,69.554,29.456
12.007,"L","C",30.998,7.476,"Class1",79.297,62,67.725,67.283,54.367,3.033
42.308,"N","C",26.85,6.462,"Class1",90.824,78,74.234,57.962,55.782,76.212
13.936,"W","C",44.08,19.37,"Class3",79.164,91,13.617,42.979,69.062,35.58
14.205,"W","O",42.923,15.174,"Class3",79.99,91,15.756,15.99,68.271,37.703
