"OHJ1","KDH2","WHB3","PGJ4","ZLP5","JUH6","DCF7","Output9","HJC8","IMD9","UWR10"
26.206,34.665,79.752,55.894,66,23.395,67.354,"Class1","E",83,30.7
28.246,18.647,31.781,52.64,21,48.017,29.542,"Class3","Q",75,84.783
19.573,46.003,57.375,45.837,22,14.777,25.845,"Class3","R",75,87.69
57.604,53.104,40.73,62.038,93,79.627,67.449,"Class2","A",7,21.423
83.331,54.801,57.419,30.533,42,84.428,37.03,"Class4","A",67,-0.516
19.457,49.484,51.367,13.594,8,30.315,27.039,"Class3","V",74,89.493
21.826,46.51,34.677,57.235,14,37.576,25.032,"Class3","R",71,85.033
39.387,67.372,45.258,63.866,86,84.2,61.604,"Class2","H",11,27.205
78.152,53.757,65.073,39.088,41,85.078,49.639,"Class4","A",87,19.951
28.601,35.317,36.529,21.21,66,39.176,61.837,"Class1","B",84,37.076
21.836,43.02,32.384,24.753,22,-7.16,30.841,"Class3","R",74,NA
60.761,59.244,38.682,65.536,93,93.633,65.01,"Class2","X",29,-4.013
21.209,37.369,82.629,34.67,67,44.896,65.572,"Class1","B",82,9.863
23.387,34.912,62.139,22.929,65,41.956,66.179,"Class1","I",83,69.716
29.742,31.982,63.889,43.741,83,49.731,59.988,"Class1","P",86,11.001
25.926,23.021,36.717,31.715,80,55.748,57.93,"Class1","I",83,NA
24.639,25.496,24.866,97.782,22,28.727,31.941,"Class3","S",71,84.678
84.736,54.714,63.876,22.074,30,93.798,54.957,"Class4","R",67,-5.507
96.931,57.68,35.415,51.79,79,86.74,72.597,"Class2","V",20,40.262
84.271,65.603,36.395,NA,84,79.625,75.282,"Class2","X",11,NA
27.484,32.144,41.066,45.749,61,38.288,68.237,"Class1","P",83,66.604
26.158,33.992,44.147,42.858,10,47.843,28.075,"Class3","R",70,88.934
27.588,34.223,31.164,25.104,71,27.897,54.329,"Class1","E",83,59.737
85.301,53.501,49.021,35.678,38,88.868,26.319,"Class4","J",86,41.688
20.718,64.282,39.656,58.82,89,82.144,65.971,"Class2","H",31,16.926
23.19,25.037,26.383,34.891,83,37.153,58.194,"Class1","B",82,15.205
29.555,33.814,58.842,NA,16,50.948,30.252,"Class3","V",74,92.457
73.671,56.745,44.389,56.734,94,87.249,78.355,"Class2","M",24,48.586
68.176,65.423,36.921,64.934,78,83.517,67.886,"Class2","X",4,46.092
28.43,34.381,25.325,36.711,8,26.614,31.554,"Class3","Q",71,85.246
27.308,35.858,31.698,38.447,83,49.542,62.842,"Class1","B",82,55.801
26.108,27.577,81.165,37.341,81,42.888,64.773,"Class1","P",84,21.958
32.818,30.122,57.743,18.497,79,38.778,62.468,"Class1","B",84,41.886
26.45,32.878,52.817,39.394,87,22.704,63.678,"Class1","H",85,30.123
24.288,22.359,73.225,30.044,58,36.263,66.197,"Class1","B",85,41.324
28.793,33.681,56.067,65.695,77,32.682,53.643,"Class1","E",85,41.737
38.698,61.552,41.457,51.399,88,92.043,77.536,"Class2","A",11,37.267
83.184,55.92,66.156,24.595,34,96.712,45.566,"Class4","V",86,NA
23.148,28.514,53.407,59.873,8,4.215,29.099,"Class3","Q",70,84.143
86.319,54.602,66.396,26.194,29,89.551,37.982,"Class4","R",86,38.074
85.858,54.758,56.53,23.237,36,87.588,41.933,"Class4","J",85,20.848
87.13,54.139,50.199,35.485,13,86.854,19.043,"Class4","J",87,38.327
25.878,19.379,33.054,54.454,13,42.701,27.983,"Class3","V",73,90.673
27.032,22.644,48.514,45.209,12,49.115,26.624,"Class3","S",71,89.148
25.551,18.75,45.731,-26.584,10,33.942,25.323,"Class3","V",73,82.21
3.561,62.684,45.111,53.754,82,85.476,65.177,"Class2","M",3,22.758
24.175,43.736,39.498,76.298,12,57.512,31.585,"Class3","S",68,87.064
25.581,22.376,32.332,79.13,16,77.596,31.525,"Class3","S",74,88.714
94.353,54.029,59.206,34.866,43,90.707,49.067,"Class4","A",76,-22.752
23.665,42.296,62.49,26.35,15,31.987,26.581,"Class3","L",74,87.911
21.448,49.553,31.385,18.371,18,24.204,26.365,"Class3","L",74,89.368
28.33,41.638,45.227,82.466,23,34.471,26.389,"Class3","V",67,87.145
32.672,54.243,41.479,73.4,80,82.338,74.238,"Class2","A",32,51.475
73.825,55.995,55.131,34.512,27,93.821,14.076,"Class4","A",71,8.205
24.626,37.906,75.082,48.931,58,32.064,62.178,"Class1","P",87,9.126
85.54,53.641,42.474,25.248,25,91.498,49.503,"Class4","A",73,10.975
26.965,30.727,47.269,32.304,67,31.556,53.571,"Class1","I",85,39.992
25.751,24.701,34.685,NA,6,34.796,27.584,"Class3","R",70,86.298
26.131,45.307,51.508,88.315,16,45.95,28.311,"Class3","S",73,87.603
26.782,42.353,33.581,49.927,5,19.162,31.551,"Class3","L",73,85.39
34.292,61.306,38.137,62.216,90,86.861,68.543,"Class2","A",21,42.16
81.309,55.233,44.846,34.721,17,87.347,37.277,"Class4","I",75,25.412
22.886,27.265,61.45,33.092,16,7.295,27.687,"Class3","L",70,85.684
109.674,55.443,38.221,51.208,92,79.903,70.911,"Class2","H",35,15.961
40.737,63.866,35.231,66.4,82,85.457,76.399,"Class2","H",30,19.066
27.962,27.242,67.198,30.125,70,28.42,52.413,"Class1","E",87,44.864
74.681,53.562,44.657,27.613,30,86.691,42.813,"Class4","R",90,0.282
81.612,55.509,54.481,30.912,44,87.794,27.387,"Class4","R",65,19.48
74.803,53.72,49.739,26.442,20,88.327,27.264,"Class4","A",83,9.062
65.983,61.474,39.678,73.218,94,83.806,74.425,"Class2","V",23,30.489
25.862,41.541,65.608,56.673,9,10.353,27.562,"Class3","L",72,86.648
25.423,38.341,84.898,27.355,64,40.324,64.744,"Class1","H",87,37.606
25.589,34.685,54.3,30.696,71,28.031,67.317,"Class1","E",84,32.871
22.611,46.825,36.857,5.418,20,16.886,29.251,"Class3","V",70,90.081
28.917,33.756,57.702,28.281,72,38.156,60.855,"Class1","P",85,44.518
62.776,65.607,44.754,54.897,79,90.447,73.214,"Class2","V",24,17.285
44.473,58.629,42.798,71.233,84,74.166,60.574,"Class2","A",6,13.531
49.951,66.192,37.885,55.885,78,87.895,77.043,"Class2","V",9,32.173
45.999,65.841,44.396,43.423,92,83.212,75.467,"Class2","V",29,19.601
77.177,64.848,45.005,61.181,89,87.624,61.224,"Class2","X",29,25.743
29.417,23.978,66.907,27.823,72,21.961,66.315,"Class1","I",83,74.872
25.006,34.509,41.511,26.325,58,31.379,56.427,"Class1","B",87,48.28
23.58,21.772,42.63,22.367,17,34.453,27.705,"Class3","R",67,85.939
28.433,26.271,74.535,3.246,59,38.435,60.996,"Class1","H",87,-10.06
22.309,21.162,81.401,26.182,76,36.378,59.787,"Class1","P",86,24.069
24.607,29.27,32.912,NA,57,41.471,52.169,"Class1","H",85,67.203
22.798,30.659,22.151,55.553,12,35.299,30.855,"Class3","V",75,86.631
3.677,53.336,43.664,57.293,78,80.347,72.488,"Class2","X",23,38.328
24.335,34.633,67.539,44.236,81,35.873,52.556,"Class1","E",82,27.208
20.738,37.072,52.5,84.568,23,4.136,25.37,"Class3","R",72,90.913
24.122,21.51,68.958,41.519,82,41.669,55.174,"Class1","I",85,30.883
24.309,38.98,28.289,35.797,60,39.006,65.499,"Class1","E",86,45.866
33.916,37.067,56.041,13.546,23,58.236,30.228,"Class3","Q",73,90.933
89.108,53.867,66.086,36.396,21,92.832,12.966,"Class4","I",82,0.455
25.247,36.128,27.517,39.373,60,48.814,64.923,"Class1","I",85,37.405
25.151,34.55,56.79,35.784,19,59.075,25.409,"Class3","Q",69,86.902
82.005,55.396,64.49,37.107,17,87.04,44.107,"Class4","A",75,3.975
24.376,31.743,49.244,84.325,22,57.399,29.063,"Class3","L",71,81.831
26.05,31.046,65.103,5.946,17,21.899,31.284,"Class3","L",74,94.199
35.596,45.678,39.786,94.37,12,14.577,28.265,"Class3","L",69,84.163
43.02,63.11,36.984,52.699,79,80.623,60.759,"Class2","A",8,NA
43.48,67.87,45.081,69.439,86,88.78,78.059,"Class2","M",28,40.217
89.264,55.12,65.33,36.355,10,91.697,12.13,"Class4","A",73,18.381
90.377,53.805,43.938,25.412,26,92.047,36.528,"Class4","R",66,30.928
46.478,64.577,43.665,43.155,88,88.237,61.31,"Class2","X",21,33.438
74.846,54.322,56.799,36.774,42,85.979,23.937,"Class4","R",70,39.599
75.253,54.106,64.305,22.318,39,89.23,21.461,"Class4","J",68,16.277
31.399,31.116,36.125,12.617,17,55.523,27.516,"Class3","R",68,87.097
27.839,38.827,63.772,37.515,59,37.846,64.715,"Class1","H",87,27.711
36.497,66.357,38.441,68.1,88,79.713,77,"Class2","V",15,52.06
81.97,55.598,55.339,27.788,15,87.72,53.776,"Class4","R",73,33.985
77.765,53.559,48.501,32.486,29,88.001,44.619,"Class4","A",67,14.395
23.214,20.679,60.248,46.297,74,42.356,65.427,"Class1","H",87,12.597
27.353,31.168,38.545,80.953,21,9.67,28.709,"Class3","L",75,81.175
27.035,33.312,51.517,NA,64,29.156,56.66,"Class1","P",86,45.614
82.025,53.629,52.112,22.725,27,85.988,15.602,"Class4","A",79,NA
25.755,31.499,66.212,40.458,77,27.306,56.898,"Class1","E",83,52.481
81.464,54.435,57.583,27.271,12,86.706,36.072,"Class4","J",89,32.005
46.648,55.423,45.373,85.314,89,83.379,65.037,"Class2","H",4,11.627
21.623,29.458,31.84,43.593,86,45.725,66.001,"Class1","P",83,97.021
22.099,21.564,39.139,75.642,8,38.35,25.826,"Class3","V",73,90.282
52.873,64.892,44.885,79.82,77,92.833,73.166,"Class2","H",15,19.095
74.909,55.842,48.085,25.797,41,89.286,18.336,"Class4","V",86,35.921
76.331,53.21,50.288,32.824,38,90.099,41.87,"Class4","R",84,9.879
85.668,55.764,38.573,30.526,34,92.21,24.798,"Class4","R",83,24.118
30.168,47.243,54.755,124.015,4,37.3,26.457,"Class3","L",68,91.126
22.794,43.906,50.671,70.299,11,50.182,26.226,"Class3","S",67,82.944
28.543,47.923,40.307,-7.977,15,61.488,31.125,"Class3","R",75,84.589
61.606,58.737,44.594,57.645,79,72.371,64.976,"Class2","X",34,47.636
55.124,59.049,44.238,77.503,88,84.385,64.199,"Class2","X",28,20.786
78.32,53.639,59.043,NA,13,92.223,10.428,"Class4","A",84,NA
29.464,17.708,25.573,29.983,13,13.117,27.346,"Class3","Q",68,88.463
22.126,20.316,38.641,18.794,74,43.177,65.92,"Class1","I",83,27.487
22.191,40.635,23.519,36.326,7,87.468,26.935,"Class3","Q",71,90.158
81.626,55.615,65.459,21.853,45,93.652,32.198,"Class4","A",86,-9.335
26.906,28.793,84.28,42.213,59,44.554,55.981,"Class1","P",86,53.411
82.53,53.456,44.837,24.663,22,92.258,21.082,"Class4","R",75,29.474
79.275,55.434,49.257,30.368,20,91.623,48.28,"Class4","J",77,NA
26.613,34.844,47.48,46.948,91,39.79,56.87,"Class1","E",85,44.97
84.095,54.117,49.06,NA,39,89.617,46.01,"Class4","I",66,2.897
16.636,64.294,40.368,58.821,91,82.676,61.556,"Class2","M",27,48.186
25.273,25.605,71.851,10.529,69,24.454,58.597,"Class1","B",83,48.206
93,60.338,43.405,65.747,85,85.429,78.632,"Class2","M",18,35.173
29.936,26.559,78.627,44.204,72,34.959,53.569,"Class1","H",84,65.733
41.028,67.044,43.783,65.18,93,80.561,75.136,"Class2","X",2,NA
31.075,31.388,78.524,37.891,58,46.241,61.308,"Class1","I",83,3.045
71.725,65.721,35.583,60.299,94,85.997,62.024,"Class2","V",25,26.119
62.869,62.483,44.875,70.296,81,83.942,61.967,"Class2","A",12,52.103
85.656,55.887,64.43,36.17,43,88.41,32.472,"Class4","A",89,34.33
28.991,25.301,54.79,19.773,90,36.62,63.536,"Class1","P",87,51.844
27.119,30.253,58.68,31.418,61,40.142,62.177,"Class1","I",87,17.66
74.498,53.328,56.787,31.311,42,91.335,37.29,"Class4","R",72,7.462
24.433,49.387,53.306,80.356,8,11.187,25.818,"Class3","R",73,82.664
22.907,39.198,54.048,95.27,14,52.663,25.578,"Class3","S",71,90.34
10.963,55.079,35.61,40.846,78,80.952,69.372,"Class2","X",13,26.551
78.447,53.189,59.878,31.44,28,90.332,28.08,"Class4","R",86,17.64
26.832,49.007,40.505,85.468,4,41.54,30.343,"Class3","Q",68,80.339
87.598,55.061,60.268,31.3,17,86.543,43.817,"Class4","R",80,10.721
64.587,59.195,35.759,61.108,91,82.002,61.065,"Class2","M",2,33.403
84.977,55.764,46.682,29.838,44,84.974,17.743,"Class4","I",85,-5.858
29.484,37.641,64.084,36.742,14,45.448,26.251,"Class3","V",69,83.212
15.718,56.4,40.717,43.521,86,78.666,66.137,"Class2","M",8,35.307
71.416,56.987,38.252,48.603,88,77.503,62.907,"Class2","A",35,47.024
37.553,42.189,60.411,91.504,12,42.61,25.285,"Class3","S",74,90.907
28.043,18.083,63.603,-12.31,7,33.275,31.563,"Class3","R",70,87.81
82.781,60.218,35.415,57.529,87,82.912,71.928,"Class2","M",22,40.744
32.992,58.837,38.469,NA,93,84.193,62.788,"Class2","V",17,41.738
82.168,55.565,39.599,23.731,21,93.757,43.975,"Class4","I",82,15.959
27.15,30.213,60.582,NA,79,31.235,56.89,"Class1","B",87,22.868
25.717,23.715,48.82,29.86,91,54.346,58.443,"Class1","E",87,-1.99
29.125,24.508,81.254,56.925,87,20.894,68.353,"Class1","I",87,55.731
29.63,34.252,55.101,41.692,72,43.14,59.033,"Class1","P",86,42.08
40.65,64.388,43.325,49.807,86,80.656,68.344,"Class2","M",21,34.55
25.967,32.06,62.282,55.146,62,42.314,56.714,"Class1","I",87,8.007
25.989,20.462,60.111,18.85,18,35.003,29.007,"Class3","R",68,88.362
21.925,38.756,56.416,61.39,14,39.829,25.399,"Class3","V",72,85.893
82.321,54.113,59.836,23.969,21,82.492,13.794,"Class4","J",78,31.015
27.179,37.499,36.662,31.449,77,43.041,55.336,"Class1","E",82,18.519
91.823,54.538,67.474,NA,44,87.619,21.118,"Class4","J",85,NA
24.462,29.68,82.82,39.434,78,31.494,60.429,"Class1","B",83,32.905
50.206,66.304,43.52,44.244,93,80.594,63.247,"Class2","V",30,48.49
27.716,21.026,54.518,45.077,89,37.315,66.101,"Class1","E",82,18.148
25.778,20.571,42.874,1.778,9,40.894,29.119,"Class3","Q",74,86.297
28.233,27.179,51.896,40.467,91,33.11,63.822,"Class1","B",83,82.608
65.906,57.962,38.114,58.093,87,80.165,72.649,"Class2","X",15,59.157
10.923,65.148,37.904,66.637,94,77.774,67.765,"Class2","X",31,39.692
28.696,23.371,46.057,12.797,64,40.441,56.874,"Class1","B",85,-7.414
83.719,54.821,47.902,34.888,15,87.014,38.836,"Class4","R",82,24.084
24.753,26.023,21.264,57.52,13,37.824,29.864,"Class3","S",70,83.664
59.221,57.324,39.732,NA,79,80.404,66.852,"Class2","V",7,59.419
78.888,64.162,41.878,60.993,92,86.595,69.031,"Class2","A",18,33.652
27.946,31.898,40.977,25.988,82,27.036,57.754,"Class1","I",82,50.983
27.041,20.457,56.756,NA,24,42.811,31.928,"Class3","R",73,85.242
45.311,60.305,38.235,50.593,77,84.83,64.219,"Class2","H",7,48.901
82.772,55.668,56.019,28.275,40,88.152,15.992,"Class4","V",76,27.704
56.459,66.397,44.519,37.365,89,92.883,69.587,"Class2","V",18,56.024
81.212,55.905,38.61,27.67,22,87.071,22.864,"Class4","R",74,16.061
36.87,60.427,44.965,57.141,85,79.54,74.126,"Class2","M",13,15.045
84.84,55.423,38.592,32.829,11,91.606,43.252,"Class4","A",73,-12.08
92.459,57.324,38.459,64.234,79,96.519,67.725,"Class2","H",16,55.249
52.946,60.658,38.653,75.07,77,82.956,63.122,"Class2","H",10,28.756
23.301,28.464,27.109,49.299,85,40.595,61.564,"Class1","E",82,23.878
26.53,19.894,43.318,89.211,13,34.341,26.012,"Class3","L",71,91.932
26.187,28.546,62.221,22.126,57,32.71,55.075,"Class1","I",82,78.405
27.435,26.213,45.366,35.362,60,27.122,59.632,"Class1","E",85,84.149
39.753,63.311,40.121,56.352,84,84.625,67.28,"Class2","A",24,45.861
37.813,54.645,38.642,72.433,93,80.163,63.371,"Class2","A",9,65.759
26.645,66.606,43.65,73.016,87,92.673,61.362,"Class2","A",33,53.625
30.024,34.256,47.686,25.179,17,62.055,26.957,"Class3","L",69,91.129
20.2,29.063,30.198,71.85,15,39.971,25.586,"Class3","V",67,84.6
24.876,29.628,34.244,32.536,86,26.734,56.241,"Class1","I",84,31.78
80.039,53.112,52.571,31.039,32,89.47,31.033,"Class4","J",89,2.649
83.32,55.654,46.387,25.348,25,86.574,26.019,"Class4","A",73,7.954
83.813,55.002,59.919,19.406,26,88.718,30.467,"Class4","I",62,12.787
51.324,63.527,36.349,61.805,87,83.376,72.737,"Class2","X",13,32.349
20.792,44.371,44.258,37.055,15,42.314,28.836,"Class3","L",70,81.744
86.914,53.616,48.954,29.748,23,89.336,18.578,"Class4","R",81,1.467
87.826,55.466,40.401,27.715,36,90.094,44.739,"Class4","I",62,31.681
77.147,54.577,60.556,26.967,10,91.554,12.171,"Class4","J",73,36.272
29.624,30.236,29.057,78.221,22,1.952,30.214,"Class3","Q",69,88.822
20.901,64.031,37.558,53.852,76,95.465,69.792,"Class2","H",9,41.086
-0.987,65.665,45.605,56.023,80,83.949,70.675,"Class2","H",19,44.071
83.857,54.18,43.195,33.954,24,90.024,23.201,"Class4","V",90,6.341
14.839,67.789,37.972,75.886,89,90.116,71.45,"Class2","X",31,41.226
72.433,55.614,67.045,34.392,25,89.12,49.361,"Class4","I",63,12.643
25.658,36.924,60.767,10.527,20,37.987,31.392,"Class3","S",75,90.577
30.651,30.08,55.276,0.237,24,78.372,31.377,"Class3","R",68,90.789
65.748,58.739,40.693,62.616,91,88.267,65.155,"Class2","M",24,50.172
25.384,25.442,58.941,NA,85,32.4,59.198,"Class1","P",83,15.202
83.957,55.638,56.745,33.948,38,88.62,34.618,"Class4","V",90,2.942
65.557,55.287,59.071,29.791,37,91.663,33.356,"Class4","I",68,51.49
28.003,38.581,68.71,55.608,65,44.08,64.958,"Class1","P",86,18.009
23.292,36.974,54.99,30.844,58,26.401,57.655,"Class1","I",85,103.945
84.861,55.255,48.17,33.472,43,89.237,35.769,"Class4","J",90,20.09
78.21,54.976,64.552,26.89,18,89.852,24.759,"Class4","J",72,38.638
87.664,53.499,65.325,28.717,25,87.708,14.339,"Class4","I",84,4.12
24.86,27.386,32.973,37.595,57,52.772,52.877,"Class1","H",82,20.12
26.36,26.953,41.779,39.704,89,52.095,67.944,"Class1","I",82,64.764
20.426,48.815,35.985,81.225,20,7.075,29.093,"Class3","S",73,92.21
27.989,35.956,35.75,51.364,69,41.681,67.946,"Class1","B",84,30.077
23.26,24.861,45.477,33.152,5,15.618,28.968,"Class3","S",71,NA
22.04,20.111,26.983,31.114,74,44.07,53.808,"Class1","B",86,44.954
20.644,27.247,48.88,72.145,10,33.919,29.189,"Class3","V",75,80.332
20.033,48.795,62.4,55.364,6,30.265,30.397,"Class3","R",73,87.785
81.112,54.497,60.157,38.284,27,92.246,32.621,"Class4","J",69,24.026
26.02,32.001,77.894,24.485,73,29.858,67.381,"Class1","H",86,28.901
50.986,63.103,40.624,67.419,94,88.252,75.829,"Class2","M",5,69.118
85.009,54.502,63.278,27.04,11,88.563,49.035,"Class4","I",68,17.229
78.651,53.656,42.645,34.012,37,91.803,27.887,"Class4","I",78,34.421
21.996,32.666,57.289,42.753,69,51.216,53.403,"Class1","B",83,108.951
85.931,54.938,38.246,33.839,46,85.044,53.993,"Class4","J",68,19.694
26.296,37.901,56.499,NA,88,44.926,59.626,"Class1","I",85,44.096
23.279,22.098,42.935,72.774,14,31.568,26.095,"Class3","L",71,90.555
22.238,47.193,46.377,89.615,9,69.646,26.495,"Class3","V",68,89.438
28.954,21.941,76.364,37.536,70,42.607,56.386,"Class1","I",86,22.675
79.992,54.249,64.532,31.368,43,88.966,11.414,"Class4","V",80,29.447
10.07,60.014,42.463,54.642,90,94.174,62.068,"Class2","H",14,12.567
84.052,54.198,57.009,25.268,13,89.578,34.095,"Class4","I",78,36.61
28.101,49.108,65.827,29.568,8,21.582,25.049,"Class3","S",72,88.412
87.073,54.498,52.471,24.78,24,89.659,20.332,"Class4","I",71,13.089
29.61,42.697,20.588,113.027,16,39.901,25.266,"Class3","Q",71,92.079
74.69,57.282,43.244,46.78,79,89.865,71.069,"Class2","X",32,23.169
24.909,49.446,53.501,85.038,14,22.228,29.481,"Class3","V",70,91.183
30.155,23.903,71.53,43.653,81,39.208,52.712,"Class1","I",84,52.213
83.712,54.368,66.946,31.514,36,94.628,42.343,"Class4","J",69,NA
24.362,30.026,47.191,51.298,91,29.718,55.554,"Class1","H",87,NA
77.711,59.033,38.56,80.285,79,91.041,65.994,"Class2","M",18,12.208
47.032,67.641,40.571,70.838,76,83.895,62.039,"Class2","H",6,34.273
16.16,49.923,55.904,54.216,17,53.363,28.257,"Class3","L",73,87.046
29.581,31.047,36.538,40.14,65,37.468,56.139,"Class1","B",83,35.729
84.889,53.717,42.428,28.91,25,92.712,28.253,"Class4","V",74,34.481
49.716,65.213,37.087,50.139,80,79.262,77.48,"Class2","H",22,27.46
75.485,54.364,67.831,31.663,22,88.72,27.596,"Class4","R",77,25.216
50.462,53.51,41.445,69.528,78,90.505,61.482,"Class2","A",35,64.553
27.156,20.883,67.007,26.042,70,51.361,64.324,"Class1","P",84,55.934
30.194,38.147,58.649,22.156,84,32.152,61.937,"Class1","I",85,-1.572
33.042,25.449,26.547,38.253,9,15.625,26.195,"Class3","Q",71,87.875
19.791,37.723,23.463,45.87,13,47.09,29.961,"Class3","L",70,88.658
77.038,54.822,49.994,31.72,41,88.733,15.22,"Class4","J",74,-1.776
86.06,54.694,39.858,22.343,35,87.232,15.431,"Class4","J",74,39.38
25.183,35.437,64.719,39.248,61,40.16,64.533,"Class1","B",87,25.293
26.08,26.475,29.85,47.238,88,42.377,58.758,"Class1","E",85,48.085
48.372,57.239,39.54,59.75,78,81.559,78.638,"Class2","A",31,22.813
17.754,66.283,38.456,64.004,93,81.395,63.821,"Class2","A",10,31.196
1.182,59.998,44.22,42.922,79,88.442,63.499,"Class2","A",14,37.756
58.54,63.406,37.342,50.513,89,83.67,63.186,"Class2","M",25,16.933
37.603,53.864,37.479,71.075,89,94.767,69.994,"Class2","X",33,33.905
88.401,55.021,64.036,24.457,16,87.763,37.284,"Class4","R",82,22.35
55.756,59.588,38.144,78.798,82,83.22,72.038,"Class2","A",22,11.721
30.116,34.315,78.785,25.929,61,36.798,62.611,"Class1","I",83,25.311
28.631,45.47,34.749,52.586,23,35.389,29.827,"Class3","L",69,84.533
23.938,32.655,82.381,11.689,68,27.375,57.204,"Class1","I",85,76.891
28.113,20.278,26.571,39.242,63,41.989,67.607,"Class1","B",86,21.261
27.87,30.055,69.67,45.992,64,32.842,55.785,"Class1","B",84,18.058
81.315,54.575,58.651,28.295,25,90.673,23.465,"Class4","J",78,-19.022
28.692,21.069,39.981,15.189,7,69.275,28.249,"Class3","S",68,86.701
23.891,48.678,43.748,92.511,11,48.143,31.879,"Class3","S",75,82.413
17.828,30.318,27.644,81.8,22,54.016,26.338,"Class3","R",74,79.446
26.404,29.296,78.944,44.618,59,31.362,67.723,"Class1","E",82,8.034
27.455,48.025,30.743,29.726,10,30.215,28.684,"Class3","V",67,79.737
27.52,35.661,46.326,38.833,84,52.365,55.685,"Class1","H",85,NA
21.872,45.666,51.683,NA,16,15.086,26.346,"Class3","R",68,83.659
31.586,37.768,63.106,14.722,67,29.491,58.486,"Class1","I",82,65.242
33.579,61.305,36.241,78.812,84,79.799,76.225,"Class2","M",14,57.41
20.772,27.597,32.011,49.75,88,43.24,57.24,"Class1","I",84,48.984
31.304,33.012,53.509,26.834,85,25.401,67.605,"Class1","H",82,2.748
84.44,53.892,64.655,24.642,30,86.542,53.698,"Class4","J",70,-1.095
86.078,55.994,63.621,31.538,29,92.963,25.567,"Class4","I",68,10.282
72.794,54.823,43.662,NA,44,86.641,36.777,"Class4","J",89,11.602
29.254,23.92,22.457,16.617,5,67.512,29.911,"Class3","L",72,93.677
86.545,54.185,47.742,29.302,17,88.038,49.198,"Class4","V",65,-5.378
77.624,55.861,56.536,33.809,30,91.841,31.929,"Class4","I",62,6.321
30.681,20.326,31.401,42.118,74,40.349,52.247,"Class1","P",86,19.462
24.244,23.343,31.446,36.979,70,35.208,55.981,"Class1","P",84,NA
29.551,57.031,38.297,41.898,86,75.934,72.438,"Class2","A",26,18.796
33.194,22.473,22.466,84.811,14,28.223,28.201,"Class3","R",70,85.549
23.566,16.391,43.638,86.057,8,22.427,29.991,"Class3","L",68,86.652
24.278,39.775,65.183,59.338,19,37.967,30.484,"Class3","Q",70,85.248
27.035,34.1,40.229,33.365,91,38.337,66.735,"Class1","I",85,-5.448
79.029,54.646,55.103,20.923,43,87.715,29.47,"Class4","J",80,28.851
27.58,18.517,49.585,45.355,4,39.037,27.234,"Class3","Q",71,84.793
82.802,56.082,35.34,NA,80,84.056,67.264,"Class2","X",20,30.531
29.299,22.933,63.055,45.758,20,41.318,25.751,"Class3","L",74,81.297
66.148,59.452,36.293,48.929,86,85.68,69.697,"Class2","A",6,NA
28.663,38.841,58.237,41.707,76,28.08,63.089,"Class1","P",82,31.805
74.454,53.091,63.182,25.602,44,93.504,28.464,"Class4","V",83,34.049
82.446,54.794,48.314,33.998,13,89.027,17.976,"Class4","V",80,NA
79.675,53.13,44.83,29.122,12,92.887,34.75,"Class4","J",85,25.687
32.202,23.76,80.603,38.103,77,40.202,58.684,"Class1","H",84,63.986
30.072,46.865,28.558,84.866,18,46.922,26.38,"Class3","Q",71,77.255
27.423,30.432,74.15,44.956,68,29.071,60.862,"Class1","P",82,46.994
26.24,22.36,33.76,45.513,57,37.854,64.817,"Class1","E",84,54.71
22.875,21.698,29.283,49.2,68,25.788,65.415,"Class1","B",82,73.984
29.111,29.845,46.466,13.46,59,31.362,53.651,"Class1","P",86,7.934
27.492,38.97,76.079,31.017,86,38.779,56.722,"Class1","B",82,4.215
23.578,39.104,51.822,43.854,4,13.123,30.707,"Class3","L",75,83.967
23.825,48.638,45.423,82.72,9,35.535,28.391,"Class3","L",72,83.425
21.01,22.031,74.71,60.845,67,21.406,68.722,"Class1","I",85,NA
67.141,60.546,39.018,59.171,81,77.73,69.842,"Class2","M",24,52.327
31.138,25.874,38.272,50.671,85,51.23,52.025,"Class1","P",87,13.444
66.86,54.971,36.532,72.093,92,84.128,70.414,"Class2","V",31,37.061
79.633,55.124,65.599,28.823,26,92.435,25.276,"Class4","A",79,38.768
31.251,24.116,80.711,32.787,73,44.389,65.313,"Class1","P",82,69.657
32.721,36.464,50.372,72.968,22,23.665,29.372,"Class3","V",69,87.67
24.371,24.288,29.338,38.136,74,28.662,56.722,"Class1","H",86,70.118
25.556,33.903,43.932,NA,9,34.36,28.585,"Class3","S",67,89.712
72.622,57.562,43.492,70.207,83,92.033,60.626,"Class2","H",14,16.594
24.515,28.366,23.054,20.802,9,84.893,29.977,"Class3","V",73,NA
29.274,37.961,30.545,32.129,18,37.126,29.32,"Class3","R",72,90.016
20.573,44.384,65.807,46.106,23,30.024,31.851,"Class3","S",71,88.254
20.699,29.723,42.912,49.387,80,26.007,60.203,"Class1","I",82,32.774
86.531,54.019,66.352,32.758,40,89.762,54.43,"Class4","A",79,30.336
14.948,63.796,41.585,41.631,87,86.05,74.596,"Class2","M",6,20.933
27.22,29.225,56.444,33.729,65,43.675,60.233,"Class1","H",87,9.268
82.338,55.016,48.545,33.616,43,89.606,38.961,"Class4","I",74,5.774
24.8,28.102,54.717,54.329,7,0.986,28.461,"Class3","L",72,87.739
61.877,61.993,38.488,60.925,88,84.423,77.688,"Class2","H",6,24.539
