"SDK1","URA2","SEY3","CEO4","PFR5","BEK6","LGB7","BZS8","Output26","PTE9","KPA10","CID11"
48.46,"T",95.341,60,23.392,29.236,16.821,93.928,"Class2",50.168,18,41.893
48.518,"K",44.451,50,50.755,45.873,54.841,78.641,"Class3",25.757,33,77.648
19.19,"C",30.839,39,26.894,12.736,25.539,64.497,"Class1",15.688,65,65.229
24.024,"Z",31.218,44,18.977,46.114,33.906,71.38,"Class1",49.594,NA,40.888
65.48,"V",65.171,68,43.99,22.282,32.638,25.575,"Class4",55.212,51,42.262
57.584,"Q",58.374,57,34.826,51.15,70.535,78.32,"Class3",43.91,29,79.446
65.709,"J",104.752,52,NA,48.975,53.989,74.721,"Class3",28.469,35,73.032
32.005,"O",20.872,43,45.056,33.288,13.997,55.399,"Class1",8.995,57,45.199
17.789,"O",23.729,47,18.93,54.915,28.146,69.498,"Class1",41.18,NA,78.219
63.715,"K",49.804,55,47.917,47.746,61.883,74.96,"Class3",34.566,32,64.975
28.886,"Z",32.934,35,20.468,25.62,33.436,52.214,"Class1",38.516,NA,33.872
63.47,"Q",78.101,50,28.893,46.08,64.953,72.135,"Class3",38.138,30,69.453
62.455,"I",65.21,61,-0.161,34.101,36.154,41.511,"Class4",30.894,41,44.997
51.984,"V",36.38,28,26.592,42.108,5.867,76.332,"Class2",60.305,16,46.857
68.822,"R",65.47,67,NA,31.941,33.982,32.344,"Class4",64.079,42,42.15
50.72,"E",98.86,27,25.728,13.68,14.633,86.702,"Class2",55.146,35,43.645
20.829,"O",40.119,44,23.406,1.169,35.378,64.204,"Class1",22.993,59,43.88
66.872,"R",65.389,61,25.523,46.059,31.983,31.054,"Class4",72.548,48,43.98
28.916,"A",37.042,49,25.986,45.328,66.413,66.796,"Class1",42.991,59,70.447
73.158,"X",65.56,70,37.528,10.635,4.327,36.002,"Class4",70.796,NA,42.475
70.891,"V",65.803,56,26.207,59.913,12.384,29.744,"Class4",30.428,37,48.802
69.822,"R",65.689,65,14.863,35.407,3.047,33.261,"Class4",36.432,26,47.793
67.976,"X",65.436,76,32.995,16.763,33.797,16.963,"Class4",27.258,54,47.175
73.229,"R",65.899,67,34.423,68.025,9.981,32.396,"Class4",40.283,29,44.06
51.344,"Q",75.241,54,37.472,48.026,72.629,82.176,"Class3",38.485,30,87.001
67.051,"V",65.775,57,34.79,17.293,4.222,30.018,"Class4",41.662,46,43.961
49.305,"I",25.696,44,24.08,25.174,35.721,62.688,"Class2",48.529,36,42.466
73.208,"X",65.366,54,15.246,6.378,43.04,32.638,"Class4",29.479,43,48.377
51.275,"V",91.819,13,22.818,42.001,14.065,85.734,"Class2",46.098,NA,47.347
50.995,"P",121.899,60,22.979,36.947,26.382,66.545,"Class2",53.538,11,47.418
66.41,"X",65.5,52,23.42,14.089,4.827,35.411,"Class4",49.394,53,44.258
70.502,"L",65.947,65,NA,54.1,25.869,19.496,"Class4",39.964,28,47.149
51.853,"E",95.271,37,23.075,47.749,29.888,83.118,"Class2",54.76,43,39.922
28.809,"A",25.004,38,NA,30.376,17.776,70.053,"Class1",30.977,61,68.834
49.636,"P",48.898,54,24.615,44.642,9.141,88.817,"Class2",55.971,43,47.244
55.241,"K",53.619,54,47.86,51.959,41.714,79.026,"Class3",24.025,30,83.639
50.375,"V",49.871,38,25.744,47.43,30.316,93.482,"Class2",55.856,24,40.751
49.184,"C",18.82,47,62.391,53.748,42.685,82.481,"Class3",25.999,35,63.14
28.879,"A",31.364,55,41.237,30.582,29.197,53.756,"Class1",51.231,70,60.8
60.212,"I",3.655,50,NA,45.118,65.662,75.277,"Class3",35.252,35,94.694
64.43,"C",32.825,56,41.43,53.353,74.103,75.985,"Class3",39.07,30,67.355
52.272,"K",61.617,55,47.505,46.154,68.001,72.807,"Class3",27.057,36,99.61
24.519,"C",38.93,41,43.339,45.238,46.851,68.449,"Class1",23.47,56,60.276
69.588,"C",60.549,49,66.171,43.447,41.863,73.6,"Class3",54.379,28,99.214
66.612,"Q",47.117,52,29.508,48.9,50.175,76.739,"Class3",36.877,35,74.931
50.548,"T",71.544,38,27.523,31.987,21.561,85.191,"Class2",46.338,NA,40.298
49.205,"E",59.642,67,25.808,30.252,31.621,66.292,"Class2",53.03,19,43.486
35.257,"A",47.633,52,30.44,36.392,31.227,50.437,"Class1",32.006,59,62.91
55.377,"Q",41.493,58,27.829,47.378,39.332,72.848,"Class3",31.335,34,82.264
28.125,"C",43.251,35,29.133,35.478,37.798,50.509,"Class1",8.809,67,63.099
33.699,"Z",24.415,29,29.897,26.686,67.361,64.886,"Class1",16.724,59,34.028
25.377,"F",32.817,41,22.153,33.544,64.455,71.552,"Class1",10.879,71,39.905
48.298,"V",76.154,35,23.342,14.466,27.842,83.958,"Class2",57.586,23,39.458
63.574,"X",65.157,64,17.768,69.716,41.081,33.224,"Class4",60.271,40,47.668
94.681,"J",48.711,48,29.185,46.484,48.215,72.929,"Class3",32.531,32,93.642
20.012,"F",36.409,49,38.793,6.625,23.727,56.318,"Class1",52.728,69,68.132
50.781,"T",67.011,55,25.745,47.276,26.013,79.198,"Class2",52.266,28,46.607
50.371,"K",54.301,53,57.386,52.528,71.824,74.562,"Class3",46.25,29,69.683
30.622,"C",38.886,37,26.55,47.534,85.63,55.803,"Class1",34.327,69,27.937
27.96,"O",32.8,39,NA,10.201,43.379,53.809,"Class1",46.852,56,48.15
50.385,"T",43.57,30,25.239,16.492,9.034,71.437,"Class2",52.181,19,39.436
76.819,"I",72.079,48,48.103,52.787,58.726,81.248,"Class3",24.919,30,77.743
44.382,"K",25.96,50,42.517,48.783,66.824,81.243,"Class3",41.915,32,89.594
19.601,"O",14.772,31,25.399,50.102,59.785,67.087,"Class1",32.5,NA,40.09
52.795,"J",61.588,48,59.797,50.187,57.679,80.627,"Class3",33.763,36,72.263
66.319,"I",65.015,59,-3.835,61.452,24.67,19.74,"Class4",64.009,41,45.903
48.957,"I",76.618,41,25.325,38.861,26.789,91.861,"Class2",56.958,27,40.776
68.406,"I",65.919,74,24.439,27.749,22.058,32.596,"Class4",41.887,25,43.341
32.046,"F",29.379,47,38.719,32.007,46.359,62.313,"Class1",18.144,56,25.692
67.402,"K",69.178,52,36.744,45.551,50.495,79.598,"Class3",51.64,34,70.718
64.938,"V",65.037,62,28.718,50.025,43.615,32.774,"Class4",45.391,45,48.886
73.598,"K",64.161,57,54.822,52.939,55.221,78.124,"Class3",42.804,NA,66.94
64.431,"X",65.326,76,20.838,40.354,30.306,21.797,"Class4",39.263,46,47.418
29.415,"Z",35.721,50,19.568,32.036,39.773,66.42,"Class1",42.578,71,68.34
23.256,"F",19.815,41,20.436,8.799,68.108,58.326,"Class1",45.051,72,41.663
49.239,"P",70.801,44,24.291,17.784,9.606,79.459,"Class2",59.024,24,40.25
75.412,"I",65.405,50,43.174,47.583,67.248,74.997,"Class3",54.43,30,75.333
61.262,"K",11.563,54,50.078,45.963,42.217,70.76,"Class3",46.478,31,79.667
79.935,"K",48.95,57,35.879,49.827,58.323,72.153,"Class3",32.868,32,74.101
66.428,"I",65.132,62,23.643,60.996,47.886,14.927,"Class4",68.717,51,43.36
70.884,"V",65.625,56,38.588,62.995,48.994,35.386,"Class4",70.343,NA,44.902
30.822,"A",19.64,36,27.554,44.911,24.894,63.211,"Class1",53.899,68,48.489
60.257,"X",65.185,72,46.693,61.858,34.284,24.323,"Class4",74.153,42,48.459
73.931,"J",45.143,49,47.681,44.327,66.882,79.004,"Class3",30.006,31,90.205
49.834,"E",93.116,31,25.949,9.171,9.054,70.635,"Class2",45.874,NA,46.669
73.772,"J",61.045,56,60.482,52.155,44.269,74.1,"Class3",48.125,28,72.433
18.758,"C",38.154,49,25.25,15.265,45.053,62.484,"Class1",13.889,NA,38.591
34.27,"C",42.722,51,45.198,51.309,72.949,75.171,"Class3",50.963,30,75.62
18.864,"F",32.72,34,27.347,30.436,82.195,61.376,"Class1",36.705,69,18.793
51.12,"T",80.973,45,26.93,39.724,18.041,81.896,"Class2",57.854,35,49.952
56.667,"C",61.9,47,64.967,45.204,38.683,76.059,"Class3",46.276,33,77.097
67.571,"I",64.172,51,65.726,52.877,38.772,76.629,"Class3",56.793,30,76.144
52.068,"T",60.25,66,24.056,38.863,16.624,85.368,"Class2",52.232,21,41.886
22.804,"F",23.509,38,30.472,12.728,60.842,59.508,"Class1",38.453,59,79.524
50.205,"I",62.663,40,24.786,13.698,32.563,94.323,"Class2",46.493,34,47.795
41.383,"C",65.536,49,63.968,43.914,73.922,73.679,"Class3",45.902,33,95.897
68.073,"V",64.649,72,9.607,15.265,40.095,30.064,"Class4",76.572,54,42.294
64.543,"R",64.993,50,-1.186,71.922,49.039,33.291,"Class4",72.997,53,45.457
63.901,"I",65.056,50,39.527,46.228,11.74,40.987,"Class4",62.038,38,43.076
25.147,"O",38.072,34,34.479,49.802,35.906,60.921,"Class1",42.414,62,45.227
54.781,"Q",60.283,49,52.944,53.962,71.766,81.337,"Class3",55.078,29,71.172
50.067,"T",84.473,69,26.054,29.008,31.789,70.96,"Class2",47.133,45,46.223
17.161,"A",39.234,31,18.9,31.782,47.929,53.444,"Class1",26.73,70,83.483
32.753,"F",27.279,42,36.419,55.42,32.129,52.166,"Class1",14.291,NA,35.172
52.186,"P",66.383,56,25.827,23.637,10.322,89.346,"Class2",54.137,59,46.229
32.391,"Z",35.314,42,30.931,41.937,15.325,51.042,"Class1",14.301,57,65.377
69.43,"X",65.621,74,20.244,44.098,30.846,24.104,"Class4",49.559,50,45.365
51.127,"T",48.873,42,23.349,25.779,21.832,81.024,"Class2",51.059,28,48.342
24.535,"F",27.499,48,16.958,29.221,28.736,58.389,"Class1",11.605,72,64.515
64.3,"L",64.664,74,44.808,52.989,48.731,35.711,"Class4",60.25,50,44.832
28.127,"C",41.856,34,31.775,49.768,58.14,69.608,"Class1",30.054,60,68.594
66.008,"L",65.752,52,24.001,56.249,44.57,35.868,"Class4",40.334,32,47.97
68.651,"K",19.081,51,40.65,48.294,49.934,74.465,"Class3",25.59,28,93.033
28.96,"F",33.249,53,14.648,42.864,50.974,60.071,"Class1",11.222,70,50.877
51.47,"I",49.34,31,24.864,27.504,27.519,81.931,"Class2",46.684,60,42.26
28.239,"C",22.499,38,27.232,53.691,78.557,51.209,"Class1",44.383,63,35.087
51.879,"P",27.154,53,25.93,43.081,21.694,99.897,"Class2",55.444,54,43.229
50.542,"P",86.818,50,25.216,53.682,32.706,70.375,"Class2",53.828,37,42.011
66.17,"R",65.189,73,62.171,16.598,10.999,34.116,"Class4",50.771,28,43.841
90.509,"I",100.355,55,69.979,52.523,43.541,79.813,"Class3",42.716,29,62.136
33.583,"Z",18.485,55,15.529,33.251,22.156,72.429,"Class1",41.711,57,30.885
68.756,"J",33.612,49,49.24,53.797,56.988,78.531,"Class3",44.559,30,76.778
50.288,"V",66.174,50,26.73,51.103,25.246,96.666,"Class2",54.846,51,48.42
27.516,"C",18.959,46,22.443,29.452,59.41,59.731,"Class1",43.159,60,48.78
50.929,"P",31.222,25,24.536,31.992,34.853,48.535,"Class2",53.793,46,40.723
68.305,"X",65.931,58,39.81,33.122,24.789,31.978,"Class4",27.414,36,47.36
49.664,"P",81.061,22,25.959,33.25,14.512,77.714,"Class2",54.831,59,42.393
63.988,"X",65.238,67,52.699,21.615,17.907,23.179,"Class4",28.35,26,46.436
38.983,"Q",34.791,47,62.58,53.016,41.421,68.948,"Class3",26.442,31,74.37
70.344,"V",65.323,53,40.932,15.252,43.782,23.78,"Class4",49.278,53,45.617
49.973,"V",76.924,34,24.173,18.316,8.362,79.949,"Class2",54.506,14,44.927
49.389,"V",104.455,36,25.024,16.311,30.538,77.617,"Class2",52.836,24,44.481
50.354,"I",33.462,56,56.089,53.851,43.046,87.31,"Class3",28.239,34,64.373
28.098,"C",27.469,29,27.034,55.608,67.329,64.458,"Class1",49.525,58,29.172
25.915,"Z",35.384,39,20.47,2.678,23.16,64.793,"Class1",18.386,NA,53.563
49.311,"T",59.189,44,25.61,45.426,27.314,48.781,"Class2",46.766,43,48.797
25.143,"O",33.224,32,26,12.532,21.167,65.377,"Class1",17.704,68,72.074
26.637,"Z",19.49,30,14.212,11.339,57.021,63.832,"Class1",26.061,59,73.045
64.943,"I",65.424,53,16.434,28.624,42.82,28.982,"Class4",42.274,30,46.129
49.002,"P",78.955,14,23.48,27.481,12.07,93.579,"Class2",52.599,52,41.383
68.847,"V",65.025,76,-8.024,8.739,27.166,27.504,"Class4",26.685,33,47.329
68.442,"R",65.185,54,46.825,54.181,21.027,31.836,"Class4",71.468,30,48.688
26.226,"F",33.525,53,23.556,13.703,79.282,54.923,"Class1",45.166,63,21.82
64.973,"J",19.889,47,23.886,45.333,40.925,74.162,"Class3",46.887,33,81.375
52.493,"T",46.243,20,23.402,28.711,17.058,81.775,"Class2",60.981,16,42.998
68.513,"R",65.278,59,36.848,61.844,8.084,31.222,"Class4",41.1,31,48.182
72.137,"V",65.617,57,NA,9.104,41.378,18.686,"Class4",54.668,52,48.109
71.964,"L",66.141,76,6.476,55.157,45.815,36.885,"Class4",70.199,35,46.889
50.932,"P",76.885,53,25.09,47.609,9.25,61.435,"Class2",46.122,60,48.943
51.285,"T",67.007,39,23.98,46.201,34.744,63.29,"Class2",50.128,7,49.913
51.337,"V",50.595,31,26.803,29.984,28.468,62.195,"Class2",60.886,52,40.793
34.793,"A",21.859,40,22.853,40.509,55.552,72.585,"Class1",41.244,61,32.923
49.313,"I",43.31,53,25.048,47.417,24.394,87.31,"Class2",49.419,10,40.617
48.957,"I",91.073,24,24.224,45.296,21.732,78.929,"Class2",49.85,NA,41.674
56.668,"I",33.611,51,62.938,48.702,76.973,79.595,"Class3",46.461,35,75.825
65.045,"X",65.451,54,9.283,57.593,15.332,38.963,"Class4",26.508,54,48.387
46.868,"Q",65.542,50,57.31,43.601,72.786,72.12,"Class3",29.591,29,61.387
58.481,"J",42.055,55,54.41,52.839,58.052,73.947,"Class3",56.67,28,97.553
32.9,"F",41.51,45,33.236,30.003,48.088,70.387,"Class1",14.534,69,20.957
49.285,"I",43.273,56,52.969,53.027,61.096,79.2,"Class3",50.035,36,86.989
47.294,"C",80.489,55,57.152,48.347,71.111,81.853,"Class3",35.516,33,92.589
68.249,"V",65.863,76,56.489,2.838,47.564,27.903,"Class4",34.251,44,42.494
50.346,"E",95.401,39,23.172,29.052,23.606,65.138,"Class2",45.667,45,42.201
26.933,"A",29.447,43,16.155,32.545,57.184,62.089,"Class1",13.641,67,79.219
51.855,"V",39.25,37,24.448,50.249,20.261,91.674,"Class2",55.93,18,42.493
51.368,"I",70.156,46,25.067,25.802,28.949,109.362,"Class2",47.265,53,49.578
62.636,"I",65.54,65,21.534,32.605,19.327,31.387,"Class4",47.411,47,42.385
68.5,"I",65.232,57,46.72,59.558,38.267,30.598,"Class4",31.71,27,48.176
31.812,"O",42.659,46,20.304,14.177,78.235,67.203,"Class1",20.568,62,32.824
66.631,"I",64.933,62,12.544,6.521,10.812,22.66,"Class4",42.664,35,48.632
49.121,"V",96.912,38,25.287,42.519,6.984,60.454,"Class2",45.463,43,46.33
51.127,"T",60.597,20,24.406,52.416,33.828,84.85,"Class2",53.953,53,45.961
51.089,"V",82.8,22,27.325,15.609,9.209,67.229,"Class2",53.432,48,49.253
67.638,"L",65.429,71,17.338,68.288,31.031,30.852,"Class4",28.971,46,48.205
50.545,"V",79.639,55,24.287,38.117,3.917,98.236,"Class2",47.962,22,44.823
28.093,"A",37.728,44,24.479,1.434,66.606,56.251,"Class1",24.501,67,67.811
28.653,"O",31.861,41,31.138,12.302,40.662,63.923,"Class1",47.235,70,26.465
49.46,"I",93.988,23,24.347,9.364,32.696,84.789,"Class2",52.06,40,41.776
69.812,"L",65.262,62,18.331,27.16,47.536,27.629,"Class4",66.417,31,44.753
27.183,"A",22.192,29,44.681,14.002,31.788,52.712,"Class1",24.169,68,25.137
24.357,"A",31.68,29,30.072,26.514,25.642,60.722,"Class1",14.571,63,61.633
69.615,"L",65.362,61,25.554,53.605,16.324,43.776,"Class4",47.454,27,48.33
25.768,"Z",39.678,37,26.209,10.445,66.15,50.917,"Class1",26.279,65,80.346
62.284,"L",65.53,57,10.415,67.454,21.349,15.714,"Class4",75.516,47,44.201
64.132,"X",65.966,52,32.58,40.371,25.048,23.408,"Class4",70.175,55,43.312
57.658,"I",8.491,54,36.577,44.562,72.198,73.067,"Class3",48.493,29,64.546
23.428,"Z",34.845,49,30.719,7.502,32.49,57.505,"Class1",34.186,59,85.076
50.708,"J",55.327,54,53.86,45.479,76.636,81.894,"Class3",47.83,35,74.474
69.16,"R",65.529,66,27.567,43.633,49.133,22.812,"Class4",64.744,40,47.275
67.6,"X",65.461,76,20.947,70.538,12.681,40.61,"Class4",72.551,55,44.708
67.83,"R",66.299,66,37.56,51.871,16.013,23.146,"Class4",32.272,36,42.612
67.452,"I",65.288,74,20.739,37.483,40.08,28.918,"Class4",37.151,28,45.436
52.478,"T",73.728,40,24.776,22.508,13.316,69.198,"Class2",54.398,34,40.115
75.273,"J",79.747,54,44.23,49.01,38.22,74.325,"Class3",35.911,29,91.915
74.212,"V",66.195,76,32.892,34.349,38.143,35.08,"Class4",32.307,36,42.39
30.09,"F",19.258,43,22.419,31.225,16.519,67.577,"Class1",25.703,61,50.402
68.418,"V",65.934,54,6.956,51.424,16.72,24.031,"Class4",55.816,38,42.537
54.48,"I",43.715,53,32.847,51.433,42.992,76.859,"Class3",40.062,30,93.348
71.924,"I",42.018,48,43.883,46.046,68.41,75.567,"Class3",22.975,35,61.934
64.803,"R",65.856,50,0.188,5.552,20.444,26.34,"Class4",26.211,37,44.165
48.692,"T",54.018,68,NA,41.96,17.757,97.242,"Class2",52.918,16,44.301
78.816,"C",75.797,49,51.968,48.3,57.936,74.53,"Class3",48.83,29,76.602
51.078,"E",84.756,40,26.63,49.474,31.491,84.056,"Class2",52.251,7,46.76
50.585,"E",98.428,33,27.564,42.084,17.067,77.363,"Class2",52.736,26,41.248
48.812,"V",88.537,50,27.409,52.176,7.324,97.1,"Class2",52.398,33,44.018
64.263,"V",65.903,59,NA,43.065,7.128,29.996,"Class4",32.471,NA,45.698
49.976,"I",35.507,52,24.28,53.16,9.615,90.721,"Class2",46.371,15,39.257
51.307,"P",56.614,36,26.462,44.599,25.554,63.404,"Class2",48.789,17,47.989
26.103,"O",33.44,45,20.688,10.053,68.592,66.066,"Class1",30.225,69,29.299
67.047,"V",65.946,71,21.353,2.543,38.318,33.793,"Class4",52.96,51,45.698
49.984,"I",10.796,41,24.157,25.733,4.688,90.855,"Class2",57.589,51,42.477
23.831,"A",23.95,55,14.868,36.069,70.353,76.076,"Class1",35.855,72,57.723
51.052,"I",51.202,61,24.294,47.427,21.119,69.343,"Class2",54.25,21,41.85
69.844,"V",65.824,60,45.562,27.247,34.894,38.034,"Class4",40.27,27,47.142
50.163,"P",74.991,56,27.393,35.657,20.622,71.312,"Class2",55.582,28,46.364
76.532,"J",38.975,53,46.542,52.944,52.22,76.855,"Class3",47.228,28,77.684
50.692,"E",55.911,66,23.174,23.013,23.637,91.228,"Class2",58.206,35,48.094
65.182,"I",52.605,55,NA,53.668,51.097,73.983,"Class3",53.19,33,66.336
67.049,"X",65.596,65,29.312,61.843,34.159,34.098,"Class4",61.268,37,44.062
50.181,"T",66.074,65,23.129,40.76,6.66,95.057,"Class2",48.067,47,42.265
78.974,"C",30.073,57,58.74,44.479,59.021,79.699,"Class3",32.506,34,80.988
73.616,"K",33.195,54,65.177,51.355,38.161,77.516,"Class3",51.107,32,60.717
51.606,"I",44.755,48,NA,47.74,56.588,80.292,"Class3",47.022,28,62.415
50.213,"I",53.756,17,24.6,37.898,20.22,66.92,"Class2",60.017,41,49.044
25.268,"A",31.493,48,31.182,30.888,38.057,71.613,"Class1",34.764,70,32.294
63.054,"L",65.151,70,27.429,17.602,25.166,16.002,"Class4",69.42,35,48.838
82.083,"J",58.632,58,53.772,50.645,46.604,79.131,"Class3",39.321,32,96.078
24.007,"O",48.919,49,24.508,47.77,26.186,67.328,"Class1",24.365,67,81.975
65.851,"L",65.254,71,28.396,29.543,44.148,28.102,"Class4",42.29,48,44.994
70.23,"J",65.893,49,37.171,44.902,45.376,75.244,"Class3",39.607,29,78.065
50.69,"P",66.346,25,26.465,45.164,6.579,84.458,"Class2",50.642,58,42.829
47.118,"I",54.679,53,36.15,46.112,49.825,77.789,"Class3",36.065,35,96.808
47.044,"K",43.383,50,40.252,46.329,50.652,81.705,"Class3",45.197,33,73.268
29.111,"F",40.241,38,28.635,36.505,41.844,52.92,"Class1",31.375,61,27.326
24.837,"C",28.434,54,6.987,13.356,23.083,80.914,"Class1",18.564,67,50.736
69.452,"K",50.848,56,37.963,52.858,61.396,77.809,"Class3",27.198,32,86.526
30.705,"C",39.802,44,41.276,22.197,42.366,56.71,"Class1",20.18,68,53.397
69.386,"K",53.724,55,19.398,53.363,68.983,78.412,"Class3",40.023,32,71.416
63.009,"L",65.358,69,38.694,39.254,42.388,23.054,"Class4",75.907,48,46.728
26.578,"Z",28.207,42,40.155,18.731,56.991,57.313,"Class1",31.142,59,64.638
60.053,"L",64.877,64,NA,10.004,16.648,21.412,"Class4",60.2,40,47.605
68.285,"L",65.256,66,51.144,40.691,25.401,26.688,"Class4",27.448,26,47.256
25.145,"A",21.984,33,24.605,1.283,79.064,61.739,"Class1",38.877,66,62.926
27.643,"A",30.168,31,40.609,33.242,36.255,68.5,"Class1",14.785,59,52.507
40.299,"K",34.863,55,60.725,50.072,50.387,79.778,"Class3",23.99,30,57.447
25.27,"A",24.655,42,22.904,14.935,29.2,64.051,"Class1",12.681,62,70.603
31.009,"F",22.485,33,33.861,25.738,38.483,48.948,"Class1",44.58,58,65.369
50.556,"E",74.845,20,27.772,19.314,9.71,60.846,"Class2",50.724,14,39.331
50.342,"P",53.004,32,22.537,36.761,35.267,92.21,"Class2",50.059,10,45.521
62.863,"L",65.893,58,NA,29.828,7.916,23.89,"Class4",40.724,37,44.667
27.767,"C",18.614,52,38.37,39.275,23.187,54.424,"Class1",18.269,59,66.236
24.464,"C",28.254,38,15.846,17.433,20.471,53.561,"Class1",40.646,57,25.89
66.87,"V",66.226,69,47.497,34.911,11.86,25.789,"Class4",46.275,52,42.308
69.215,"V",65.305,76,42.59,18.958,3.06,32.212,"Class4",51.857,32,45.108
68.782,"R",65.335,50,NA,57.698,30.307,18.663,"Class4",73.126,49,43.813
71.33,"X",64.996,72,44.337,12.306,4.92,38.916,"Class4",28.208,39,42.836
67.873,"R",65.28,75,48.371,68.557,49.15,39.328,"Class4",33.1,43,47.65
68.379,"V",65.067,65,22.876,15.878,4.524,28.171,"Class4",42.414,52,44.906
61.195,"J",43.747,51,62.191,53.524,48.16,76.233,"Class3",23.942,34,98.431
49.62,"C",37.785,56,72.953,46.249,55.7,77.356,"Class3",36.426,36,57.138
51.304,"I",82.774,27,26.014,11.724,2.254,76.064,"Class2",55.465,23,49.77
49.9,"T",63.563,22,26.815,32.624,14.303,80.634,"Class2",52.848,39,41.534
30.312,"C",38.54,34,24.63,18.677,82.915,48.958,"Class1",39.949,65,59.872
32.498,"C",34.83,39,31.508,52.095,43.058,63.183,"Class1",21.736,63,52.664
64.329,"X",65.711,67,NA,41.914,33.352,33.028,"Class4",71.513,30,45.83
65.819,"I",65.613,62,37.657,36.929,17.605,27.555,"Class4",64.875,34,46.324
70.423,"C",39.854,53,33.691,53.319,52.502,72.21,"Class3",57.012,29,79.798
74.236,"I",44.879,57,52.486,49.007,42.643,73.36,"Class3",52.733,35,94.308
51.792,"K",58.612,53,60.49,52.744,44.307,79.477,"Class3",24.001,33,79.333
50.666,"E",60.834,30,26.131,34.165,2.277,70.015,"Class2",53.617,NA,44.721
30.139,"A",23.917,39,NA,0.293,26.567,54.66,"Class1",46.157,72,36.323
64.788,"I",65.594,70,46.61,23.574,42.203,27.341,"Class4",40.93,30,48.136
75.651,"Q",55.188,47,35.473,44.021,44.995,79.296,"Class3",47.581,NA,90.958
51.014,"V",67.864,22,NA,23.024,21.179,76.666,"Class2",55.792,20,45.59
67.305,"I",65.81,63,21.794,35.529,28.922,17.178,"Class4",72.553,31,42.976
64.66,"I",65.369,71,45.034,70.148,26.381,20.624,"Class4",34.607,42,43.755
48.181,"T",62.005,60,26.741,53.732,14.002,56.802,"Class2",57.966,35,39.542
50.228,"I",58.399,38,23.542,21.303,22.326,97.053,"Class2",54.732,36,47.797
51.391,"I",51.516,14,23.523,19.455,10.497,85.845,"Class2",47.917,11,46.632
68.778,"J",38.069,51,56.041,51.483,71.555,76.57,"Class3",55.073,31,94.28
65.275,"L",65.316,70,-5.987,23.954,39.452,37.088,"Class4",57.418,50,46.738
26.641,"A",44.092,29,24.89,11.691,29.359,64.381,"Class1",11.2,68,60.587
69.921,"L",65.069,63,53.15,45.261,26.999,36.242,"Class4",73.527,41,47.254
63.141,"R",65.847,54,29.873,4.673,37.615,24.948,"Class4",58.83,41,43.485
49.038,"E",92.723,27,25.265,10.231,35.23,82.855,"Class2",50.888,NA,41.001
47.944,"P",63.184,32,NA,48.363,33.122,73.815,"Class2",56.288,28,48.842
69.745,"V",65.362,53,NA,26.005,49.925,15.095,"Class4",27.43,28,43.662
61.676,"J",7.945,57,51.931,52.61,63.745,78.907,"Class3",23.688,34,76.338
39.21,"J",71.731,48,42.954,53.89,61.034,77.51,"Class3",59.226,35,72.334
49.703,"E",64.437,14,26.974,44.66,29.199,49.246,"Class2",47.808,14,41.284
72.75,"Q",35.852,53,35.449,50.237,56.493,74.826,"Class3",50.588,30,85.82
66.747,"C",44.928,47,47.454,48.673,54.772,77.739,"Class3",44.862,30,80.821
62.661,"I",65.035,71,31.412,48.63,30.374,32.318,"Class4",49.311,34,44.372
26.111,"F",48.001,33,11.465,22.101,42.435,56.858,"Class1",11.42,63,54.284
66.272,"V",65.778,59,9.859,69.129,18.474,24.103,"Class4",74.358,26,45.786
66.372,"L",65.814,55,41.725,37.124,11.925,27.346,"Class4",75.021,32,43.499
51.39,"P",77.102,15,23.889,23.297,7.991,55.349,"Class2",60.978,25,42.358
26.09,"F",30.874,52,23.365,13.333,31.726,59.595,"Class1",37.243,59,18.186
44.317,"K",25.656,53,53.417,43.639,72.351,76.672,"Class3",23.536,31,86.957
25.466,"Z",35.328,52,33.448,9.462,57.735,51.982,"Class1",12.89,57,55.688
72.588,"V",65.296,68,39.542,13.292,8.007,19.742,"Class4",29.659,49,48.753
31.309,"A",23.998,39,18.856,27.961,43.239,65.88,"Class1",48.446,69,66.716
56.712,"Q",27.091,51,43.229,43.043,39.857,77.325,"Class3",32.074,35,57.416
49.812,"E",62.592,61,27.648,41.2,3.537,91.36,"Class2",54.552,18,48.162
54.105,"I",14.633,58,57.23,44.665,72.509,70.726,"Class3",32.602,31,79.303
24.71,"O",41.616,50,NA,51.263,69.602,64.625,"Class1",38.645,64,19.363
28.043,"A",35.964,55,7.479,30.39,71.948,54.923,"Class1",28.353,66,31.622
21.793,"F",27.394,38,NA,56.981,60.629,52.86,"Class1",40.441,61,85.314
25.673,"F",36.555,42,27.677,5.529,50.923,55.027,"Class1",32.02,71,67.473
94.864,"C",47.93,54,39.619,43.602,70.052,78.989,"Class3",45.112,29,89.832
30.01,"C",44.837,43,25.938,46.596,85.489,68.576,"Class1",29.349,64,39.098
71.012,"L",65.093,75,56.674,27.43,14.538,23.832,"Class4",63.084,27,42.235
49.868,"P",80.558,74,24.796,51.288,24.053,75.397,"Class2",53.746,NA,48.216
30.613,"A",36.555,32,13.204,29.604,73.581,61.144,"Class1",32.301,67,71.568
69.254,"J",54.913,48,66.117,50.275,67.576,71.722,"Class3",59.342,34,85.997
69.21,"R",65.802,60,33,9.537,15.433,34.623,"Class4",36.323,25,45.344
