"GZQ1","WKS2","JDK3","VQU4","XVR5","DIY6","VSW7","Output6","QVW8","YML9","PYZ10","XJS11"
49.77,58.887,38.28,"I",41.767,44.231,25.273,"Class2","O",76.85,81,51.066
55.162,50.007,57.018,"S",26.129,48.013,20.223,"Class1","T",88.125,56,78.783
66.051,49.845,58.348,"I",70.737,43.773,68.587,"Class1","N",63.412,52,68.022
44.211,47.392,36.021,"S",61.699,137.42,48.902,"Class2","X",42.473,80,51.875
17.274,59.224,71.807,"M",42.653,39.208,13.515,"Class2","J",-3.424,70,52.113
49.606,54.13,57.039,"I",4.075,46.327,68.776,"Class1","F",80.6,46,46.476
17.09,22.402,55.673,"X",30.367,40.873,35.145,"Class2","J",37.679,72,52.721
58.248,52.846,60.566,"I",2.454,28.098,59.561,"Class1","F",94.978,26,64.607
55.863,52.057,57.847,"V",5.467,39.769,64.027,"Class1","R",82.117,54,86.128
41.958,17.593,33.884,"M",39.684,72.734,28.939,"Class2","J",68.689,NA,52.94
56.328,54.588,58.516,"E",28.705,43.937,40.885,"Class1","T",76.856,32,78.339
26.011,45.058,78.606,"I",50.824,64.287,24.974,"Class2","I",80.117,68,53.023
52.176,54.163,56.073,"I",26.551,33.958,26.319,"Class1","F",67.686,49,72.052
48.775,20.582,54.193,"S",47.428,56.712,20.998,"Class2","J",61.937,85,52.171
55.02,50.171,60.091,"W",42.311,30.595,83.648,"Class1","H",76.523,48,63.045
58.399,48.257,58.697,"E",40.954,67.617,53.751,"Class1","N",82.569,48,64.888
59.043,12.523,68.512,"S",57.198,50.667,38.514,"Class2","J",11.459,77,51.112
65.918,53.407,56.207,"V",45.213,55.65,72.808,"Class1","N",71.819,25,32.464
59.355,54.706,57.055,"S",55.23,43.477,24.383,"Class1","N",87.424,28,94.398
71.684,48.643,56.135,"E",46.11,46.652,1.911,"Class1","F",77.691,50,73.571
50.595,49.366,56.237,"I",18.34,67.479,31.01,"Class1","H",80.393,36,53.044
24.595,56.107,60.156,"M",72.654,52.344,9.888,"Class2","P",83.641,64,51.985
67.604,52.488,58.494,"E",45.306,54.61,38.892,"Class1","R",78.096,40,34.579
70.705,54.496,60.711,"W",82.081,54.145,57.733,"Class1","N",84.544,26,58.867
16.666,27.925,44.487,"X",60.659,58.918,60.781,"Class2","I",104.291,83,52.27
59.214,48.961,55.689,"I",57.534,57.175,11.782,"Class1","N",84.755,25,49.472
66.226,54.446,58.66,"E",73.93,26.727,7.257,"Class1","H",80.934,49,41.418
49.107,54.543,60.762,"V",76.274,43.883,39.904,"Class1","T",81.817,21,82.808
33.767,38.975,59.316,"M",38.658,38.302,35.274,"Class2","X",50.659,63,53.482
49.176,49.435,58.276,"S",25.2,61.237,46.884,"Class1","N",77.127,56,77.325
15.715,54.017,65.471,"M",60.688,62.175,28.449,"Class2","X",34.473,90,50.082
61.126,52.301,56.977,"V",50.385,63.778,13.284,"Class1","F",83.078,52,53.951
38.231,44.628,64.622,"I",36.473,46.059,13.653,"Class2","X",12.924,79,51.129
64.811,54.496,55.275,"I",56.043,55.436,43.42,"Class1","N",82.99,29,53.014
61.419,53.414,59.376,"W",10.668,53.591,27.337,"Class1","R",75.559,22,73.659
26.1,37.979,78.622,"X",55.133,46.091,25.855,"Class2","P",83.108,64,53.392
64.586,53.555,55.242,"S",26.145,50.714,33.664,"Class1","N",80.365,23,79.826
49.669,48.747,58.288,"E",43.03,49.582,50.18,"Class1","R",83.421,26,88.855
18.608,56.177,34.387,"X",69.929,21.47,34.424,"Class2","P",27.77,60,51.994
56.015,48.907,57.378,"E",19.893,43.672,23.229,"Class1","R",93.78,34,64.709
48.382,13.308,55.487,"M",46.47,71.28,62.072,"Class2","X",51.658,60,53.072
31.543,4.137,72.689,"Y",55.151,17.157,44.011,"Class2","O",-5.082,59,50.165
45.194,30.344,70.282,"Y",46.617,40.624,52.502,"Class2","J",48.045,NA,51.671
63.647,53.666,60.986,"E",14.334,55.221,27.422,"Class1","H",79.891,43,40.933
28.072,45.573,46.556,"X",63.273,69.65,11.957,"Class2","J",9.794,69,51.248
33.689,56.693,69.094,"X",54.175,50.347,76.491,"Class2","J",60.566,86,51.677
58.812,51.658,55.433,"E",6.105,37.728,37.816,"Class1","R",82.555,44,91.405
56.12,13.09,55.724,"S",30.119,67.222,32.55,"Class2","J",32.661,83,50.799
15.585,14.429,77.497,"I",72.016,60.208,17.048,"Class2","P",46.418,59,53.464
20.497,54.361,57.293,"Y",47.72,108.269,15.659,"Class2","J",68.096,81,52.921
58.117,48.704,58.667,"S",55.764,34.718,47.24,"Class1","T",88.29,23,65.878
41.929,32.527,60.401,"Y",53.312,55.516,23.561,"Class2","J",45.185,85,51.047
64.683,48.32,59.797,"E",69.933,47.095,28.168,"Class1","T",86.373,53,64.91
40.367,42.863,60.504,"Y",34.349,81.188,12.441,"Class2","X",58.965,62,49.989
36.733,51.537,55.583,"I",62.24,32.231,56.109,"Class2","J",35.43,79,52.497
38.891,57.587,45.051,"Y",61.054,35.337,37.32,"Class2","P",32.829,90,50.84
50.949,49.3,58.651,"I",60.218,42.449,43.777,"Class1","T",77.654,21,26.604
30.687,27.341,57.625,"Y",47.153,63.177,26.736,"Class2","P",64.222,NA,52.022
67.021,50.874,56.899,"I",84.861,74.829,55.608,"Class1","N",80.397,36,63.814
62.608,53.615,58.884,"V",12.165,71.526,48.915,"Class1","H",73.595,21,1.726
24.178,6.927,44.825,"M",63.115,62.881,47.764,"Class2","P",36.291,79,54.433
51.433,52.904,59.467,"I",42.954,50.807,25.467,"Class1","R",71.999,27,94.54
35.348,59.738,38.497,"M",61.89,60.29,35.12,"Class2","X",7.071,63,53.453
53.828,13.746,60.439,"Y",64.214,57.235,11.081,"Class2","O",73.742,57,52.257
39.342,20.808,79.137,"S",63.049,59.65,34.591,"Class2","O",45.766,59,52.817
64.555,49.993,56.945,"I",80.152,66.611,30.834,"Class1","N",81.757,29,109.433
53.058,51.259,57.323,"V",81.355,28.14,51.316,"Class1","H",85.826,52,84.02
32.176,46.167,55.664,"M",37.733,53.621,50.802,"Class2","O",55.016,71,52.702
25.179,5.825,48.141,"I",59.584,36.713,65.811,"Class2","J",69.817,83,54.967
70.125,50.619,55.823,"W",28.967,55.147,29.06,"Class1","T",79.201,52,91.478
25.029,32.397,40.657,NA,65.371,71.036,31.017,"Class2","X",55.144,57,52.127
55.788,54.967,56.438,"S",18.391,41.091,72.177,"Class1","H",79.73,48,65.241
26.156,43.265,54.808,"X",37.687,70.035,30.088,"Class2","J",49.769,73,49.991
49.455,48.713,56.184,"E",28.01,56.305,29.05,"Class1","T",88.681,29,75.833
68.282,54.556,58.65,"I",81.711,17.034,45.779,"Class1","N",81.327,NA,50.901
59.729,48.94,60.27,"W",73.311,42.547,45.564,"Class1","H",92.913,50,71.661
33.018,42.063,68.774,"X",43.02,34.774,55.804,"Class2","O",43.844,76,51.77
56.369,49.183,55.376,"V",62.376,75.98,38.648,"Class1","H",78.331,41,56.326
15.751,36.565,70.095,"S",36.835,46.388,51.385,"Class2","I",86.087,64,47.78
51.774,52.28,60.524,"S",10.555,48.711,35.951,"Class1","F",84.406,51,58.417
52.778,17.601,39.228,"M",72.576,98.332,30.722,"Class2","I",74.785,79,51.919
69.502,54.172,59.139,"S",38.144,44.712,21.136,"Class1","H",83.943,51,74.857
28.288,31.595,59.417,"X",32.27,58.563,21.312,"Class2","I",8.238,78,52.569
39.733,24.495,57.114,"Y",59.021,108.36,55.446,"Class2","O",72.117,89,52.229
61.039,51.393,60.342,"S",76.249,59.402,48.759,"Class1","N",68.078,30,67.742
33.949,8.093,36.2,"Y",46.716,65.208,36.763,"Class2","O",62.597,90,52.437
52.659,45.996,48.283,"S",66.916,4.036,24.452,"Class2","P",71.277,68,49.098
56.316,52.853,59.603,"I",0.116,43.146,50.389,"Class1","N",92.507,44,79.429
69.283,53.228,58.081,"W",81.923,56.251,84.232,"Class1","R",83.279,40,59.5
26.642,42.871,66.647,"Y",46.612,59.266,44.351,"Class2","J",20.029,62,53.689
54.855,53.907,55.918,"S",76.31,43.777,28.538,"Class1","R",77.628,48,55.524
61.965,38.18,52.681,"S",37.148,48.483,47.213,"Class2","O",105.122,72,53.584
25.369,36.87,66.486,"Y",33.233,22.733,14.101,"Class2","J",33.8,69,51.356
52.855,54.265,58.381,"V",50.987,32.353,44.006,"Class1","F",70.738,23,96.179
42.109,52.363,66.327,"X",45.288,52.664,54.559,"Class2","X",48.23,57,51.282
43.4,11.485,78.378,"X",53.366,53.751,22.201,"Class2","J",5.728,62,51.412
55.649,50.718,59.677,"S",75.409,34.78,38.281,"Class1","H",75.989,38,71.043
64.571,52.168,58.213,"W",9.572,60.488,84.633,"Class1","H",86.446,37,72.784
34.594,51.81,36.076,"M",65.014,49.399,40.987,"Class2","P",27.583,61,51.136
17.616,50.598,54.576,"S",72.211,13.446,35.901,"Class2","J",28.961,78,50.739
47.272,52.208,60.34,"V",58.722,69.344,47.364,"Class1","R",77.469,46,47.101
66.425,51.855,55.004,"W",60.826,52.627,34.841,"Class1","H",75.202,40,53.524
65.674,52.342,57.967,"E",6.443,57.253,22.514,"Class1","R",72.47,48,95.465
59.938,54.214,57.782,"E",45.803,31.79,21.765,"Class1","N",71.565,30,77.934
25.047,25.169,73.85,"M",30.231,46.153,48.186,"Class2","I",42.926,74,52.059
55.751,47.512,53.174,"M",47.163,38.705,44.82,"Class2","O",13.591,72,52.033
59.571,51.726,56.675,"V",43.268,44.294,-13.85,"Class1","T",85.325,35,54.003
55.598,48.766,59.653,"V",46.5,53.382,56.084,"Class1","H",76.503,31,37.836
56.048,52.397,57.076,"S",27.572,51.919,57.672,"Class1","R",74.108,51,56.916
66.334,49.636,60.004,"I",2.107,49.553,16.156,"Class1","R",76.801,24,75.844
66.618,53.917,56.044,"E",81.553,46.965,0.2,"Class1","T",77.424,25,38.634
65.461,50.55,55.111,"I",51.216,41.431,30.253,"Class1","N",91.877,39,76.534
58.014,52.706,55.872,"S",68.692,72.784,69.233,"Class1","H",86.371,39,54.134
49.349,53.317,59.757,"V",4.253,28.486,62.183,"Class1","H",72.044,22,70.946
50.415,23.441,46.72,"M",33.356,43.85,38.487,"Class2","P",32.079,85,53.626
53.393,22.405,68.471,"X",62.469,71.728,12.174,"Class2","J",76.07,NA,50.373
64.35,49.759,55.606,"V",43.507,60.791,12.363,"Class1","T",71.857,34,67.877
62.172,49.887,57.264,"S",18.988,64.468,22.761,"Class1","N",84.366,25,80.682
54.547,50.829,55.09,"W",70.484,59.458,54.967,"Class1","N",88.065,54,68.77
70.921,49.83,60.592,"V",26.51,35.236,21.17,"Class1","R",92.004,43,40.456
52.101,49.935,46.892,"S",39.203,20.848,40.248,"Class2","O",72.629,NA,52.179
58.687,49.601,57.163,"W",35.99,11.414,65.519,"Class1","H",76.678,54,63.113
67.957,48.414,57.227,"I",55.721,51.823,15.955,"Class1","R",84.02,39,25.778
57.198,50.704,57.168,"S",11.892,54.711,41.797,"Class1","H",82.25,37,61.17
49.489,54.695,56.446,"W",81.326,64.901,30.091,"Class1","T",74.113,50,80.36
46.088,8.685,72.537,NA,72.968,97.213,25.21,"Class2","X",45.815,88,50.197
38.688,26.304,39.421,"S",61.704,59.786,55.514,"Class2","J",21.665,85,51.583
65.848,5.484,63.232,"X",60.389,26.479,25.519,"Class2","I",53.355,61,53.773
55.381,51.398,55.508,"I",75.687,55.853,14.365,"Class1","F",73.795,57,83.641
57.872,53.12,58.159,"I",48.29,37.124,20.808,"Class1","F",77.937,36,84.074
66.711,54.643,55.838,"W",6.602,23.349,39.97,"Class1","F",93.319,28,55.812
58.672,53.821,55.098,"V",19.61,37.974,46.711,"Class1","H",78.753,46,58.02
40.654,14.234,53.788,"Y",54.978,39.598,61.912,"Class2","X",54.635,84,52.317
24.747,39.816,34.348,"S",56.711,38.905,43.449,"Class2","O",92.036,90,51.066
52.064,6.827,56.784,"S",59.147,42.738,52.95,"Class2","J",73.722,78,52.927
31.124,54.207,72.921,"X",47.313,61.089,50.955,"Class2","X",65.329,67,52.109
54.467,48.36,57.875,"S",9.457,64.291,59.819,"Class1","R",85.365,45,112.793
20.259,46.588,57.861,"S",30.229,16.929,25.51,"Class2","P",45.064,67,53.864
53.954,60.859,37.719,"X",49.405,58.774,32.915,"Class2","I",36.25,85,52.168
70.853,49.968,56.261,"V",20.949,37.937,65.018,"Class1","N",67.113,51,65.824
41.395,19.488,35.383,"X",57.412,73.326,29.153,"Class2","P",-6.816,80,49.183
55.271,52.247,56.356,"E",12.924,60.491,56.406,"Class1","T",77.51,54,122.259
59.767,50.051,56.593,"V",62.843,55.896,63.768,"Class1","R",78.575,35,63.516
53.306,40.951,59.013,"Y",69.027,36.258,31.057,"Class2","X",40.232,56,53.151
48.243,50.619,56.856,"I",7.586,58.592,20.352,"Class1","F",76.389,22,88.264
47.045,57.6,69.866,"S",48.138,69.879,15.43,"Class2","P",110.183,68,53.833
68.256,50.574,58.568,"W",60.574,48.889,50.948,"Class1","H",76.102,31,78.368
21.448,34.585,72.045,"I",56.885,15.14,31.153,"Class2","X",43.203,80,51.87
25.264,20.551,46.281,"S",34.726,86.054,36.159,"Class2","O",51.783,74,49.811
70.928,48.831,58.851,"W",29.853,35.62,59.353,"Class1","F",77.635,54,103.15
49.796,48.987,56.202,"W",20.279,31.55,27.314,"Class1","F",74.606,50,60.153
53.396,52.817,58.852,"W",14.668,38.218,50.621,"Class1","H",77.62,55,58.905
48.789,50.412,58.175,"V",57.057,39.292,34.606,"Class1","F",92.848,24,101.363
18.577,22.06,44.06,"Y",38.682,74.524,42.38,"Class2","P",42.49,89,53.539
63.565,54.4,60.229,"E",38.157,55.428,32.236,"Class1","H",84.028,32,33.591
66.263,49.762,60.136,"W",43.158,48.295,47.907,"Class1","H",82.75,39,64.724
52.871,54.806,60.012,"S",9.346,23.359,21.308,"Class1","H",76.72,45,54.233
56.975,53.914,60.978,"I",16.846,53.585,48.976,"Class1","N",84.273,32,60.076
51.467,29.723,45.833,"I",51.143,62.764,60.388,"Class2","P",29.934,58,53.839
56.131,49.124,60.527,"S",61.736,36.814,33.102,"Class1","N",81.139,NA,50.351
30.449,3.828,41.336,"S",70.438,28,17.246,"Class2","X",73.983,60,52.228
62.759,60.135,59.559,"M",59.664,41.821,61.717,"Class2","J",36.48,90,50.236
29.077,42.42,50.699,"M",33.133,78.986,44.87,"Class2","P",54.758,72,53.353
53.99,51.573,59.056,"E",70.917,45.129,56.462,"Class1","F",69.686,26,101.604
70.339,54.005,59.069,"I",44.15,53.484,9.816,"Class1","R",73.375,34,18.551
56.904,49.301,56.318,"S",27.805,46.149,95.027,"Class1","R",71.433,55,51.326
51.356,51.269,57.771,"I",50.958,46.66,38.289,"Class1","N",78.282,38,107.613
53.181,49.54,56.754,NA,20.135,51.912,53.942,"Class1","R",82.454,55,49.3
50.914,54.601,57.214,NA,45.934,47.775,32.183,"Class1","H",91.001,35,91.904
54.517,53.858,59.961,"I",20.953,43.331,2.853,"Class1","T",78.067,57,71.246
62.78,60.758,53.976,"Y",65.838,67.372,32.38,"Class2","I",50.915,62,50.632
65.245,51.249,57.409,"W",64.076,37.694,11.793,"Class1","R",92.622,33,95.312
42.185,13.272,47.396,NA,48.843,117.318,15.577,"Class2","I",64.431,88,53.999
19.567,11.78,65.623,"M",69.583,75.393,47.233,"Class2","I",57.268,72,50.41
61.988,51.149,58.26,"V",54.252,50.899,36.465,"Class1","T",82.796,35,73.087
54.495,51.552,56.489,"S",44.491,38.133,8.468,"Class1","N",86.254,38,33.262
49.341,54.46,60.152,"S",48.406,47.097,45.232,"Class1","H",83.52,36,47.525
40.983,27.188,79.935,"X",64.597,85.8,26.044,"Class2","O",52.255,84,50.998
61.602,52.615,60.453,NA,56.589,54.172,17.115,"Class1","N",86.573,31,41.761
67.427,50.468,58.997,"E",65.809,42.327,56.719,"Class1","T",76.948,28,53.27
71.869,51.52,57.758,"V",73.498,35.357,44.267,"Class1","R",82.984,52,82.896
37.212,45.706,72.166,"M",68.22,59.042,26.583,"Class2","J",58.345,74,50.016
59.211,51.24,58.502,"V",37.435,41.1,45.248,"Class1","H",84.982,53,41.194
35.577,38.861,35.525,"I",52.207,93.367,45.578,"Class2","P",54.975,58,49.712
64.405,48.665,56.453,NA,41.039,56.882,22.465,"Class1","T",82.788,30,23.968
31.06,35.147,64.261,"X",52.473,64.247,32.516,"Class2","O",60.443,72,50.539
52.678,59.76,66.748,"M",53.799,11.076,17.257,"Class2","I",58.973,73,50.796
69.53,48.823,56.931,"W",8.663,52.815,36.364,"Class1","F",86.405,35,68.131
50.046,51.991,54.697,"M",41.272,36.358,35.264,"Class2","J",91.817,82,51.786
63.278,51.685,55.478,"E",43.744,50.139,25.629,"Class1","T",74.306,35,73.628
61.689,41.893,54.385,"S",42.353,32.693,44.696,"Class2","P",54.209,87,55.193
64.957,49.948,58.199,"E",81.655,46.648,11.74,"Class1","T",67.982,33,101.502
22.289,37.9,65.13,"I",46.411,90.696,22.016,"Class2","P",73.015,76,51.067
30.792,36.909,36.669,"I",38.664,44.967,31.682,"Class2","X",36.697,58,51.366
61.65,50.336,57.848,"E",31.873,40.591,57.737,"Class1","H",66.457,39,61.358
61.434,57.599,35.475,"Y",55.813,73.642,44.136,"Class2","X",72.291,88,52.161
46.063,23.654,41.839,"I",57.352,108.073,40.223,"Class2","P",77.817,87,51.113
60.881,51.318,55.97,"I",50.943,52.37,57.826,"Class1","F",84.701,55,101.798
71.838,48.348,56.758,NA,26.256,59.169,21.165,"Class1","H",77.33,30,62.463
27.234,29.139,49.692,"M",61.878,73.437,48.877,"Class2","O",54.524,74,49.728
69.524,52.676,60.416,"E",64.385,56.772,41.388,"Class1","T",83.689,23,67.353
60.831,54.314,59.901,"S",31.268,44.228,54.38,"Class1","N",85.499,28,67.858
50.056,48.07,58.926,NA,29.46,50.543,75.368,"Class1","N",83.494,30,75.275
61.575,23.177,72.917,NA,61.431,76.821,37.183,"Class2","O",71.813,80,52.128
68.117,52.863,57.865,"E",42.133,73.528,24.208,"Class1","H",72.716,23,70.037
61.925,40.985,63.878,"X",36.713,61.408,63.716,"Class2","J",49.805,68,51.86
16.419,16.187,54.852,"I",66.876,7.875,42.877,"Class2","I",52.474,72,53.606
59.939,51.918,56.18,"W",54.131,71.356,48.264,"Class1","F",76.446,22,56.714
61.17,53.36,60.125,"E",27.885,55.639,-4.31,"Class1","N",88.974,49,28.752
65.335,9.651,63.38,"M",43.359,44.572,9.629,"Class2","X",34.107,NA,52.416
64.684,54.025,57.918,"E",46.244,59.165,48.074,"Class1","R",87.202,31,87.006
53.501,49.57,57.006,"V",10.054,44.075,64.934,"Class1","T",83.777,39,87.592
35.143,10.246,53.122,"M",32.435,55.504,51.575,"Class2","I",70.988,73,50.317
29.19,19.78,63.974,"I",38.593,50.441,48.745,"Class2","P",19.624,87,55.707
42.193,23.924,44.674,"S",49.278,54.029,36.584,"Class2","J",82.608,66,52.502
66.602,50.576,57.859,"S",17.137,46.968,58.251,"Class1","R",87.407,30,67.582
48.133,48.825,55.99,"I",46.097,50.691,34.51,"Class1","R",86.202,36,91.526
53.6,50.256,58.419,"I",12.605,48.333,27.025,"Class1","R",74.59,49,78.556
43.73,38.606,80.266,"X",44.23,19.564,18.71,"Class2","J",73.588,NA,51.576
54.82,38.565,73.55,"I",51.596,47.016,35.172,"Class2","X",93.006,83,53.255
63.523,43.987,35.119,"S",57.07,43.379,38.065,"Class2","P",61.834,72,52.615
52.474,35.549,46.569,"I",58.237,70.297,29.963,"Class2","O",64.258,61,52.943
64.04,51.494,55.786,"E",45.247,28.457,12.802,"Class1","N",87.256,36,82.938
53.528,54.49,60.911,"S",19.124,39.701,54.828,"Class1","T",81.626,25,73.991
25.433,39.86,49.146,"M",53.382,39.64,29.624,"Class2","I",79.937,63,49.02
63.596,48.937,58.305,"I",58.057,43.696,47.736,"Class1","N",86.584,25,80.634
59.772,49.607,56.162,NA,54.182,34.971,24.982,"Class1","N",86.461,24,70.736
51.962,7.33,76.938,"I",59.308,15.962,39.508,"Class2","J",67.611,61,52.415
35.842,45.718,61.115,"M",60.892,75.744,4.794,"Class2","X",66.215,77,52.77
36.155,9.657,77.394,"M",39.68,55.894,13.006,"Class2","J",38.339,69,50.582
47.641,52.411,59.647,"I",59.072,66.865,26.018,"Class1","R",82.757,22,91.543
33.84,40.245,44.977,"Y",41.503,14.209,60.076,"Class2","I",12.992,58,51.696
45.072,60.918,40.673,"X",36.683,51.127,53.68,"Class2","O",-6.673,86,52.935
63.825,49.531,56.568,"E",45.629,43.62,54.222,"Class1","T",82.68,32,8.2
61.709,9.082,80.593,"S",50.977,55.945,40.36,"Class2","X",91.393,70,48.253
56.727,54.514,58.895,"W",63.138,43.285,66.412,"Class1","H",66.586,50,78.85
55.02,49.257,59.022,"W",27.352,38.659,61.233,"Class1","H",74.999,47,84.047
62.292,52.219,48.882,"I",34.155,21.789,28.006,"Class2","J",58.436,57,50.956
57.405,41.532,42.538,"S",49.572,26.768,27.283,"Class2","J",76.731,80,53.341
53.443,48.858,59.815,"W",54.251,27.425,34.397,"Class1","F",76.897,44,78.945
49.127,51.401,59.056,"E",8.397,33.877,33.223,"Class1","H",79.71,37,72.792
61.703,49.957,58.691,"E",17.839,47.409,56.232,"Class1","F",85.598,37,32.397
28.115,60.541,59.116,"X",70.31,69.917,45.107,"Class2","J",113.205,87,50.264
58.703,54.578,57.531,"W",75.067,58.095,66.619,"Class1","N",89.477,28,81.232
41.09,34.524,33.599,"I",46.301,46.365,32.554,"Class2","X",-9.816,66,53.798
67.36,50.697,58.517,"W",9.244,44.588,10.824,"Class1","H",77.167,33,74.635
56.01,36.748,77.864,"M",33.939,66.894,30.342,"Class2","P",44.148,61,51.835
54.153,50.004,58.406,"I",1.048,37.157,55.318,"Class1","F",79.159,52,24.33
37.018,39.047,39.031,"Y",43.615,59.069,28.932,"Class2","P",-1.666,60,54.213
35.34,9.618,52.857,"M",51.779,42.2,46.131,"Class2","O",75.736,69,55.018
63.54,50.118,60.591,"E",73.57,50.15,33.157,"Class1","N",72.883,28,107.636
60.577,46.222,69.815,"S",45.22,37.94,49.713,"Class2","P",46.849,72,51.073
28.984,46.816,39.196,"Y",46.836,77.232,30.883,"Class2","J",57.945,80,52.604
48.864,42.05,36.382,"Y",33.305,52.696,33.84,"Class2","P",17.867,65,51.839
52.216,48.863,56.003,"I",37.347,46.406,83.443,"Class1","T",83.372,27,61.741
29.408,54.39,77.483,"X",49.972,53.559,39.482,"Class2","J",44.793,83,52.956
71.694,54.559,56.631,"E",47.943,51.171,27.575,"Class1","R",83.484,51,65.423
24.208,39.625,70.981,"X",46.15,83.707,33.326,"Class2","P",49.833,74,53.33
70.652,50.93,56.825,"I",55.475,39.687,69.044,"Class1","F",71.565,NA,54.873
25.712,58.695,69.887,"M",60.023,12.93,22.197,"Class2","I",33.671,75,52.524
63.123,53.734,59.34,"W",17.02,58.774,19.439,"Class1","H",72.126,48,81.626
40.087,48.386,34.228,"I",62.345,41.309,17.522,"Class2","X",35.168,85,53.742
49.874,26.451,42.373,"Y",65.209,71.34,11.642,"Class2","O",22.104,71,50.719
47.94,5.941,76.243,NA,38.061,74.579,36.221,"Class2","X",40.707,74,51.874
64.467,48.036,62.547,"M",36.747,68.566,22.052,"Class2","X",71.841,61,52.074
17.501,42.648,52.243,"I",61.656,65.453,45.449,"Class2","I",97.611,58,54.173
39.955,33.878,66.632,"S",39.732,62.419,19.949,"Class2","P",68.952,58,53.439
59.168,52.063,57.92,"S",71.809,49.889,39.498,"Class1","T",85.324,53,71.65
63.861,48.296,55.621,"W",8.525,44.46,44.092,"Class1","R",83.162,34,89.144
48.708,49.069,59.479,"E",23.471,53.115,63.693,"Class1","T",79.583,43,95.627
54.277,52.088,60.497,"V",13.067,43.395,12.064,"Class1","H",75.003,26,59.121
57.741,54.987,59.075,"V",43.758,36.195,52.07,"Class1","F",79.821,35,70.31
53.087,36.895,59.422,"M",67.231,59.156,50.647,"Class2","P",51.521,56,50.976
53.08,51.44,58.382,"I",45.342,51.834,16.119,"Class1","N",80.298,36,63.799
61.845,42.043,67.856,"M",36.374,74.375,49.696,"Class2","O",73.583,61,52.269
71.486,51.057,58.534,"W",28.789,37.493,11.319,"Class1","R",81.977,53,79.924
52.32,54.833,55.39,"S",37.584,40.09,74.819,"Class1","H",63.669,49,112.932
55.244,52.936,57.901,"S",47.146,34.721,74.285,"Class1","R",78.854,34,67.169
24.257,54.645,54.002,"Y",64.374,58.508,27.317,"Class2","X",40.445,72,52.544
64.654,50.654,57.645,"V",48.129,50.287,22.635,"Class1","F",87.984,45,29.187
60.034,52.978,55.931,"W",13.915,51.558,27.49,"Class1","H",74.727,47,35.64
51.093,48.933,55.13,"I",9.554,43.401,19.059,"Class1","F",74.807,52,96.983
20.61,5.217,76.123,"S",64.036,87.541,33.495,"Class2","O",79.053,62,53.297
68.379,54.714,55.845,"E",82.298,36.058,11.416,"Class1","F",78.043,25,72.899
57.344,50.967,55.337,"I",2.237,63.911,21.562,"Class1","F",93.835,47,54.238
30.1,7.052,72.387,"Y",46.755,60.674,30.602,"Class2","J",26.423,79,55.073
55.74,50.144,60.677,"V",57.289,43.255,-2.359,"Class1","T",83.726,46,80.847
65.853,48.143,55.082,"S",51.61,48.017,63.791,"Class1","T",84.768,44,81.15
47.288,49.757,57.609,"E",35.184,57.659,30.858,"Class1","T",81.727,38,71.732
55.262,50.541,58.301,"I",13.931,56.143,69.56,"Class1","H",70.939,35,37.688
52.249,48.801,58.326,"E",53.782,46.702,20.511,"Class1","T",80.77,47,82.916
59.334,53.779,56.074,"I",34.876,58.268,42.811,"Class1","H",72.82,25,64.558
70.553,53.371,58.688,"S",49.905,47.554,35.195,"Class1","R",80.193,53,62.882
52.07,47.283,64.13,"X",48.005,39.606,51.712,"Class2","J",94.538,73,53.044
49.671,60.131,67.173,"S",49.457,39.372,45.63,"Class2","X",18.18,83,54.664
65.379,29.541,67.1,"S",70.241,77.839,36.901,"Class2","P",21.752,90,51.111
23.563,48.776,57.146,"I",45.268,18.267,28.995,"Class2","O",34.515,70,53.606
59.666,60.152,39.753,"M",59.684,14.245,64.133,"Class2","J",57.613,59,52.747
50.303,53.329,55.164,"V",56.375,62.744,55.304,"Class1","N",75.931,26,40.027
50.265,50.179,58.273,"S",54.07,48.319,6.071,"Class1","H",84.055,39,42.987
17.476,44.924,74.994,"Y",41.572,96.085,42.352,"Class2","P",11.287,77,51.949
50.697,50.229,59.697,"S",48.075,41.606,14.257,"Class1","F",78.982,36,50.728
57.119,8.969,51.897,"Y",54.778,63.808,32.245,"Class2","O",-33.359,74,51.676
52.519,33.307,72.289,"I",60.403,88.524,66.212,"Class2","X",21.087,81,52.642
60.001,49.902,58.792,"W",55.647,50.998,92.853,"Class1","R",85.01,31,117.729
27.561,28.055,49.278,"Y",35.81,3.182,35.537,"Class2","I",104.553,73,52.937
48.701,51.611,56.507,"W",76.947,31.09,47.28,"Class1","R",83.331,NA,82.656
36.151,21.848,68.905,"Y",66.616,54.766,41.112,"Class2","P",49.788,62,50.655
31.319,56.856,61.642,"X",60.189,67.564,26.418,"Class2","I",31.32,83,51.692
63.148,48.933,58.936,"S",74.197,59.207,38.391,"Class1","T",74.731,40,83.11
27.412,6.017,45.177,"M",41.367,90.768,43.152,"Class2","X",23.846,57,51.909
26.679,27.004,33.19,"Y",30.079,69.208,66.155,"Class2","I",82.806,74,53.122
24.703,50.829,61.175,"M",34.062,86.363,62.623,"Class2","O",45.678,81,53.257
67.336,48.093,57.406,"E",24.417,48.235,49.622,"Class1","T",82.582,22,53.397
48.421,51.99,60.152,"W",12.371,53.695,29.159,"Class1","R",74.627,21,80.297
