"UZX1","AFT2","TRB3","QCZ4","Output14","YGC5","MQV6","LYM7","RIK8","IKQ9","NLX10","FJL11"
51.85,"Q",33,36.885,"Class2",21.149,59.436,41.603,53.427,52.677,46.763,67
NA,"H",74,76.259,"Class3",NA,72.092,46.839,55.76,50.496,88.272,61
115.632,"B",62,9.795,"Class2",20.441,62.956,41.953,73.349,72.383,33.104,61
47.825,"Y",80,74.357,"Class3",18.372,74.204,54.302,66.235,47.715,60.513,66
46.516,"E",60,79.11,"Class1",43.662,75.869,65.921,41.92,77.08,57.806,65
76.051,"B",73,89.675,"Class2",27.224,85.482,40.907,53.783,85.519,38.532,64
NA,"G",72,44.211,"Class1",42.964,44.596,65.012,33.748,83.224,39.322,55
32.004,"L",19,62.735,"Class1",44.52,76.397,63.692,38.451,78.995,46.958,53
32.043,"Y",66,72.536,"Class3",24.331,70.121,16.719,69.398,50.704,74.294,62
25.039,"V",45,81.192,"Class3",34.543,74.654,37.196,74.863,33.302,85.505,59
40.684,"Z",18,57.995,"Class1",42.143,62.918,58.493,29.713,81.19,50.642,52
34.705,"E",2,9.739,"Class2",42.065,63.032,40.004,47.276,68.844,42.986,30
24.516,"V",72,80.881,"Class3",58.577,71.97,63.488,55.589,40.512,75.958,61
105.568,"B",23,51.506,"Class2",NA,76.641,42.156,66.322,86.272,36.954,57
96.253,"L",12,58.299,"Class1",42.951,56.68,61.215,35.673,79.832,119.836,51
88.205,"B",23,21.969,"Class2",16.241,81.657,41.828,48.238,76.471,44.179,43
64.164,"J",58,38.38,"Class1",41.989,62.418,64.282,32.251,70.095,44.549,63
55.165,"B",16,60.768,"Class2",72.068,53.584,41.267,66.06,76.661,43.174,53
48.651,"H",69,88.797,"Class3",39.487,69.232,43.567,74.259,42.077,92.309,63
56.814,"Q",57,42.872,"Class2",12.071,89.147,41.121,71,78.424,39.886,53
36.401,"J",12,43.398,"Class1",47.51,48.209,67.397,27.702,80.688,40.062,51
39.262,"U",54,69.631,"Class3",32.268,77.814,68.026,61.273,35.828,85.798,64
41.843,"G",31,44.965,"Class1",47.286,65.643,64.801,44.787,76.476,47.994,64
52.713,"E",28,51.993,"Class1",41.245,50.546,67.425,37.255,76.974,61.177,64
28.365,"L",32,78.824,"Class1",40.326,76.295,61.596,29.904,69.072,50.391,57
1.567,"Y",55,77.584,"Class3",45.401,72.137,61.382,59.281,18.628,110.754,71
33.795,"Y",67,76.18,"Class3",33.675,75.041,27.447,68.246,16.638,81.736,71
35.187,"U",47,71.293,"Class3",44.586,68.336,-1.132,57.895,54.015,78.06,65
63.452,"E",58,83.991,"Class1",46.259,55.641,56.024,45.064,68.392,73.58,52
23.47,"L",28,66.208,"Class1",NA,55.22,61.374,43.756,84.876,102.03,53
NA,"E",52,76.36,"Class1",43.053,43.372,67.895,42.785,79.761,47.843,62
87.42,"Q",70,71.823,"Class2",24.266,72.203,42.458,47.729,93.361,27.819,50
34.642,"J",18,60.255,"Class1",41.249,51.312,66.113,41.544,74.517,-1.578,59
70.454,"G",28,44.228,"Class1",42.702,65.826,60.058,38.282,70.47,49.408,56
43.768,"Y",74,73.516,"Class3",38.202,75.046,63.926,64.767,16.318,87.191,63
NA,"Y",49,87.698,"Class3",31.713,64.004,35.767,65.988,43.214,82.237,68
71.093,"B",49,57.275,"Class2",32.276,59.28,40.785,41.901,77.369,37.288,50
49.477,"E",40,78.776,"Class2",47.482,65.078,41.276,66.195,52.836,38.167,69
83.072,"E",1,43.496,"Class2",35.474,57.359,40.476,59.233,70.449,42.169,59
38.921,"Y",51,68.59,"Class3",22.378,76.97,56.08,69.185,44.281,87.588,69
26.357,"E",59,83.203,"Class1",41.329,45.986,63.892,31.884,80.344,20.422,53
38.736,"Y",72,75.329,"Class3",30.795,73.957,27.334,71.024,37.287,74.497,62
26.934,"G",51,67.171,"Class1",41.646,44.726,66.72,30.182,80.153,25.538,60
NA,"L",57,45.099,"Class1",44.459,73.822,61.149,33.548,87.229,72.254,58
95.907,"B",9,19.536,"Class2",14.523,58.743,39.999,62.336,84.772,47.717,36
22.552,"W",83,73.678,"Class3",29.451,67.584,33.238,68.865,18.377,80.682,66
56.092,"J",49,60.848,"Class1",44.38,43.93,61.369,32.664,85.356,45.343,53
50.717,"W",75,90.371,"Class3",28.82,70.714,44.401,70.409,46.822,72.97,71
34.496,"W",48,88.334,"Class3",29.539,72.078,25.244,73.745,54.445,74.581,61
7.406,"C",57,35.985,"Class2",12.441,79.395,42.61,72.198,95.523,29.609,52
61.956,"J",66,57.804,"Class1",40.869,64.338,63.226,30.36,73.196,60.765,63
39.553,"B",24,53.627,"Class2",30.605,78.773,41.831,74.019,78.84,35.2,46
47.48,"H",49,74.809,"Class3",31.267,76.181,26.444,62.052,21.212,79.647,67
11.194,"H",63,84.287,"Class3",27.569,72.969,35.347,70.58,18.488,78.42,64
80.938,"E",20,8.622,"Class2",44.843,84.191,40.431,73.128,69.518,33.34,64
44.965,"U",61,88.073,"Class3",18.09,66.624,61.282,70.633,42.73,85.072,68
43.131,"E",25,79.488,"Class1",44.894,46.913,61.625,42.165,68.067,94.182,58
22.674,"W",64,74.784,"Class3",32.631,66.605,70.528,65.335,46.287,99.836,68
26.237,"E",24,37.697,"Class1",41.1,47.003,61.006,28.536,80.618,71.992,54
36.768,"Q",18,76.284,"Class2",27.48,57.689,40.761,71.048,68.112,30.114,67
35.396,"U",64,72.279,"Class3",28.559,71.549,39.082,68.214,47.569,86.038,61
40.189,"O",1,53.934,"Class2",70.474,52.01,40.267,57.212,89.121,45.416,65
38.219,"H",58,90.612,"Class3",26.614,69.336,37.883,55.514,48.843,78.246,68
53.669,"C",17,85.377,"Class2",38.764,70.098,41.788,69.934,93.008,28.938,61
42.925,"E",66,42.542,"Class1",41.203,45.707,62.814,30.714,79.986,31.664,64
44.803,"H",66,84.473,"Class3",40.269,64.268,44.149,65.341,48.93,104.578,71
37.608,"V",64,87.402,"Class3",NA,74.173,41.322,64.308,38.989,56.237,65
15.507,"E",16,20.267,"Class2",58.918,72.68,40.89,58.223,55.725,35.409,68
NA,"E",67,66.358,"Class1",38.633,50.473,65.745,30.635,72.028,11.578,61
50.835,"L",31,54.028,"Class1",43.57,68.486,63.341,27.621,84.461,103.046,57
59.415,"C",37,34.716,"Class2",58.008,74.043,41.611,64.53,64.48,43.1,66
34.168,"H",57,78.92,"Class3",60.481,75.668,38.716,59.032,20.924,87.407,70
55.206,"Z",75,53.843,"Class1",41.526,46.825,62.779,30.43,86.766,80.001,54
59.745,"C",63,74.156,"Class2",69.389,82.729,40.442,53.185,58.177,53.255,63
32.146,"H",73,83.184,"Class3",36.39,72.456,49.797,67.85,28.244,95.013,63
53.752,"E",4,64.421,"Class2",27.032,75.241,41.043,55.336,84.712,32.149,70
26.97,"U",53,74.935,"Class3",39.488,77.465,70.674,65.723,54.802,76.558,71
47.046,"U",62,72.403,"Class3",55.678,75.125,61.97,56.406,49.324,74.343,69
69.706,"J",55,61.199,"Class1",43.122,61.008,64.368,30.204,81.508,59.061,55
64.33,"Q",19,35.087,"Class2",12.234,57.4,41.801,62.498,65.625,34.819,69
42.694,"H",47,82.843,"Class3",28.419,66.973,102.129,64.559,15.453,92.655,62
61.829,"E",31,51.431,"Class2",53.696,69.774,41.528,45.097,55.143,37.724,70
63.33,"O",69,29.069,"Class2",57.416,75.546,41.455,44.366,69.79,40.664,46
58.533,"L",31,66.41,"Class1",41.119,62.714,65.809,37.495,72.906,51.761,60
NA,"Z",24,81.932,"Class1",44.989,61.626,61.279,33.502,70.329,21.184,59
46.089,"B",13,59.659,"Class2",NA,86.367,41.624,42.41,59.347,44.018,46
76.941,"J",32,36.32,"Class1",42.197,69.501,61.706,38.791,85.306,42.869,65
NA,"U",68,77.561,"Class3",8.039,64.792,62.979,72.418,53.897,80.843,64
33.631,"V",58,82.306,"Class3",43.352,68.536,11.443,58.317,17.805,89.922,66
52.01,"C",36,57.775,"Class2",29.42,82.114,42.123,74.684,65.633,37.694,54
56.801,"O",54,58.192,"Class2",-8.586,65.658,42.136,67.503,83.862,37.089,40
36.151,"H",82,91.098,"Class3",34.629,72.312,72.758,64.101,38.203,82.095,64
48.862,"U",52,90.596,"Class3",49.667,72.113,36.469,56.822,26.543,79.504,68
55.555,"E",68,64.873,"Class1",42.156,48.306,62.947,36.375,87.69,60.28,64
25.547,"U",76,79.721,"Class3",39.813,74.056,21.247,67.02,47.148,77.666,64
70.809,"B",32,51.864,"Class2",73.642,65.731,40.294,55.275,70.473,36.534,37
53.896,"U",69,76.542,"Class3",30.782,70.96,40.96,57.81,16.324,73.221,65
NA,"U",61,82.066,"Class3",30.158,71.81,28.418,58.772,46.529,82.391,70
35.852,"V",55,88.441,"Class3",40.955,69.121,15.153,58.419,29.669,81.052,61
NA,"O",59,4.924,"Class2",53.731,59.245,41.677,51.815,65.542,39.016,63
63.054,"O",61,15.358,"Class2",15.754,80.978,40.867,62.727,90.081,40.514,64
61.413,"J",33,63.957,"Class1",NA,59.926,56.653,36.614,76.29,25.161,52
53.587,"J",67,68.593,"Class1",38.85,43.693,64.981,42.029,82.453,83.855,58
60.482,"Z",51,80.034,"Class1",43.188,48.322,61.66,46.445,76.367,59.904,60
33.601,"E",66,76.598,"Class1",38.36,67.842,62.084,32.068,71.854,18.248,59
55.153,"E",19,78.845,"Class1",41.584,69.56,62.589,30.874,79.723,32.285,62
55.816,"E",39,84.087,"Class2",73.753,65.063,41.067,65.987,93.188,57.108,42
36.614,"Q",53,78.192,"Class2",33.958,69.213,40.504,60.731,75.367,40.698,57
35.454,"J",73,76.298,"Class1",45.371,65.973,68.798,27.598,76.121,22.083,62
88.608,"B",28,39.542,"Class2",11.64,81.662,41.432,68.453,58.232,37.933,49
46.728,"G",42,72.907,"Class1",41.863,69.337,64.421,30.558,69.051,97.309,52
55.496,"W",62,81.914,"Class3",17.868,75.505,-4.051,56.494,23.284,87.889,70
36.457,"H",76,81.167,"Class3",NA,75.903,21.495,69.777,55.628,96.999,63
50.267,"W",62,77.452,"Class3",31.18,76.99,54.127,60.341,46.686,77.766,69
47.889,"B",35,17.587,"Class2",52.768,78.662,41.744,64.397,60.617,43.679,31
42.89,"Y",55,82.078,"Class3",14.293,64.131,69.7,70.717,52.293,76.904,61
33.983,"H",69,86.153,"Class3",NA,65.572,-17.21,62.089,29.949,80.683,68
25.393,"U",71,89.238,"Class3",NA,66.018,43.189,70.553,29.545,90.608,61
31.847,"Q",60,69.913,"Class2",76.876,66.069,39.171,63.46,80.774,35.361,41
34.033,"H",76,69.396,"Class3",31.74,65.26,74.831,68.845,56.225,88.85,70
53.549,"E",23,65.73,"Class1",43.516,49.935,63.28,29.234,80.521,94.265,61
64.482,"O",60,7.918,"Class2",-14.787,61.316,41.065,68.852,57.562,40.705,38
48.666,"E",50,41.329,"Class2",47.03,51.947,40.787,72.696,82.484,32.878,61
16.17,"E",23,55.463,"Class2",-6.788,88.189,40.133,60.082,88.898,33.005,56
NA,"B",2,68.355,"Class2",37.674,77.915,41.607,44.176,74.833,44.646,60
23.234,"L",27,50.624,"Class1",44.836,75.022,63.41,43.311,72.827,27.568,53
30.54,"H",59,88.625,"Class3",41.087,74.921,46.012,58.153,39.27,79.81,67
NA,"B",16,37.365,"Class2",54.56,86.678,40.04,72.303,58.646,34.966,41
19.847,"G",17,66.735,"Class1",NA,76.523,63.125,32.726,77.274,73.401,66
25.312,"U",63,83.633,"Class3",38.091,74.821,33.703,56.446,25.361,95.288,67
39.889,"W",57,80.383,"Class3",25.392,67.581,9.777,69.659,37.526,78.071,64
38.419,"W",58,89.736,"Class3",45.465,75.47,56.96,73.521,25.684,105.323,62
45.247,"L",33,37.496,"Class1",40.869,69.649,59.63,27.993,76.431,64.409,60
31.05,"Y",68,90.698,"Class3",32.891,75.778,44.736,55.652,43.64,97.577,60
38.095,"V",60,90.686,"Class3",48.292,66.437,46.107,71.382,52.036,83.202,69
94.329,"E",33,53.104,"Class2",57.828,74.055,41.831,74.297,71.448,36.62,35
NA,"V",45,74.784,"Class3",44.626,75.267,113.817,61.343,53.404,83.652,63
39.97,"W",82,85.589,"Class3",33.644,70.558,64.737,72.304,50.211,83.234,65
31.157,"W",68,76.117,"Class3",47.122,66.318,35.25,70.939,29.911,83.996,64
43.973,"J",52,59.466,"Class1",42.238,64.207,60.202,36.456,81.066,70.977,57
13.756,"Q",50,20.768,"Class2",25.699,51.006,42.08,41.259,70.556,41.702,35
69.422,"Q",27,24.763,"Class2",63.158,74.889,42.036,42.576,88.435,34.934,29
63.281,"E",25,92.116,"Class2",9.619,68.957,40.667,66.318,84.005,39.557,64
4.285,"J",42,80.463,"Class1",42.147,49.419,65.267,38.214,83.815,109.538,53
29.296,"H",62,88.683,"Class3",34.913,64.724,34.65,69.685,16.632,74.356,69
22.987,"Z",36,69.417,"Class1",44.301,58.605,58.563,36.12,80.074,63.013,62
37.583,"E",28,1.323,"Class2",28.794,90.097,39.934,50.438,62.868,31.774,32
44.693,"U",67,81.98,"Class3",NA,70.378,65.435,68.042,28.482,68.174,69
20.932,"U",70,89.242,"Class3",24.937,68.195,14.808,66.713,27.7,88.962,67
47.124,"J",48,82.974,"Class1",37.696,64.536,62.734,34.456,69.008,51.772,52
35.638,"B",48,92.969,"Class2",53.956,83.576,40.522,57.116,53.375,36.722,61
39.209,"U",53,85.007,"Class3",19.204,77.972,62.693,58.918,33.804,84.64,63
59.922,"L",68,69.075,"Class1",46.719,72.946,62.881,31.613,76.011,113.479,58
NA,"Q",72,29.505,"Class2",3.526,80.205,41.985,56.988,94.996,31.745,56
45.53,"H",44,87.295,"Class3",15.616,68.767,91.295,61.398,39.661,85.994,61
36.44,"C",59,57.991,"Class2",40.533,73.66,41.11,74.401,68.843,37.375,33
58.689,"H",78,89.754,"Class3",25.606,73.743,99.149,60.133,51.854,86.721,70
51.541,"L",20,37.508,"Class1",40.877,68.694,66.977,27.721,76.358,46.337,60
22.788,"Y",57,81.347,"Class3",33.639,65.506,34.566,71.772,28.859,68.575,64
60.638,"Q",53,80.943,"Class2",65.688,51.168,40.397,66.022,74.308,37.956,37
24.131,"E",25,77.893,"Class1",44.783,71.129,64.795,46.016,81.557,79.782,57
60.796,"G",33,60.815,"Class1",45.302,70.028,60.328,44.201,83.165,99.976,63
45.537,"H",60,91.918,"Class3",49.517,65.004,17.226,55.408,28.605,81.404,64
75.293,"Q",21,3.819,"Class2",49.74,64.745,39.959,44.75,79.847,39.543,63
23.53,"E",31,82.427,"Class1",45.146,65.435,61.832,43.594,71.831,55.355,54
NA,"W",64,88.217,"Class3",29.249,76.767,2.337,72.634,18.284,81.299,64
61.268,"Q",63,78.476,"Class2",20.798,60.116,41.656,60.824,64.026,43.892,52
77.611,"J",13,62.211,"Class1",41.213,76.403,61.038,32.997,87.005,81.68,66
16.507,"Y",49,85.301,"Class3",25.759,64.971,50.359,56.313,40.692,76.321,60
31.046,"L",46,52.56,"Class1",40.993,43.845,64.513,33.645,70.306,83.556,53
26.055,"G",39,59.593,"Class1",42.841,76.312,64.334,36.769,69.832,90.308,66
47.918,"Z",28,52.4,"Class1",37.938,43.791,61.454,30.525,71.514,89.497,55
NA,"Q",44,65.679,"Class2",16.568,88.621,40.7,69.71,95.527,46.501,50
30.406,"E",52,37.218,"Class1",45.187,73.12,58.93,32.429,87.264,79.226,65
29.021,"J",57,66.339,"Class1",43.009,71.598,64.47,32.559,68.76,67.696,65
49.471,"U",72,73.715,"Class3",48.253,64.623,45.411,63.387,46.852,85.116,70
52.076,"J",59,81.728,"Class1",38.197,56.07,65.97,37.096,81.292,22.093,56
77.438,"O",19,45.779,"Class2",48.684,56.077,41.565,71.605,64.607,40.476,52
62.021,"Q",24,1.31,"Class2",53.448,69.547,40.996,61.459,83.03,33.77,45
16.008,"V",68,91.036,"Class3",45.87,65.263,68.812,61.414,21.682,83.282,60
33.161,"L",75,41.476,"Class1",44.87,54.492,65.855,45.614,76.528,54.955,51
27.883,"U",54,89.815,"Class3",25.239,67.192,3.16,62.845,33.523,80.044,64
14.181,"J",64,78.474,"Class1",38.255,70.702,60.884,34.477,82.795,56.684,65
38.785,"B",16,89.396,"Class2",34.711,88.447,41.988,52.674,59.312,43.842,42
10.49,"G",71,64.592,"Class1",43.199,47.34,60.841,33.193,81.236,44.553,63
32.109,"H",56,84.693,"Class3",47.41,64.411,35.609,74.372,25.751,76.714,63
42.298,"E",46,36.509,"Class1",41.739,48.06,59.751,44.975,68.503,52.688,54
46.313,"H",55,80.404,"Class3",47.115,64.6,69.877,64.525,45.338,96.294,65
87.344,"G",59,83.961,"Class1",37.463,64.324,61.983,41.974,83.05,43.576,64
74.334,"C",34,64.459,"Class2",5.837,52.4,39.796,72.583,77.647,34.74,34
32.004,"Y",60,82.691,"Class3",53.28,68.907,22.944,70.129,21.154,77.443,68
17.122,"V",68,86.258,"Class3",17.356,75.664,85.471,60.207,49.978,87.17,59
61.571,"L",50,64.768,"Class1",44.074,63.619,64.7,29.433,86.892,65.545,59
27.307,"U",48,85.525,"Class3",36.34,65.163,44.068,57.222,49.17,79.247,69
38.397,"O",68,79.364,"Class2",0.984,62.651,40.866,61.575,63.977,41.136,32
82.353,"O",38,29.616,"Class2",25.957,65.873,42.357,66.064,66.745,41.212,67
42.073,"Y",67,81.733,"Class3",NA,68.657,66.852,70.416,26.534,86.813,61
105.666,"O",58,31.427,"Class2",56.472,53.218,41.212,44.932,93.65,40.519,65
14.102,"Q",69,86.167,"Class2",-26.2,87.051,40.583,73.239,86.837,37.083,69
36.637,"V",67,69.76,"Class3",42.384,69.931,79.181,64.321,44.722,69.681,68
55.498,"C",42,46.147,"Class2",56.99,53.8,41.961,60.199,53.388,38.845,30
99.096,"E",67,41.937,"Class2",19.812,71.555,40.142,60.833,52.688,44.431,41
69.297,"E",16,59.027,"Class1",43.917,61.373,62.666,34.52,74.884,53.166,55
40.213,"J",70,56.446,"Class1",38.607,59.106,66.092,40.78,75.633,27.327,52
18.654,"Y",75,82.547,"Class3",35.936,77.293,77.28,56.889,17.067,97.692,67
56.104,"Z",67,75.418,"Class1",45.774,67.66,66.009,27.627,76.959,53,55
23.457,"L",63,48.991,"Class1",43.375,66.335,61.299,37.569,72.454,67.073,55
83.742,"J",68,77.48,"Class1",46.063,43.057,66.896,41.071,74.4,-0.372,60
38.788,"U",78,87.05,"Class3",53.432,71.755,6.386,70.707,25.108,71.796,61
47.16,"Z",60,75.152,"Class1",43.16,73.245,61.192,27.8,81.774,71.429,51
64.678,"J",50,38.573,"Class1",41.828,68.801,60.902,42.84,70.389,65.578,66
41.249,"E",64,24.688,"Class2",40.331,90.331,42.191,62.49,76.847,42.378,50
78.347,"B",19,54.983,"Class2",28.428,69.487,41.104,74.105,68.973,39.557,69
24.064,"W",65,81.393,"Class3",26.702,77.183,49.137,63.843,32.037,79.712,65
47.347,"J",15,51.209,"Class1",42.731,75.516,63.476,42.446,83.013,95.207,58
35.295,"H",81,75.075,"Class3",30.542,76.063,73.836,55.787,52.507,86.86,71
73.166,"B",36,34.409,"Class2",24.218,72.564,41.548,72.505,79.469,34.277,44
80.56,"E",74,66.116,"Class2",51.851,90.461,41.152,44.404,61.408,41.965,46
48.686,"V",67,68.718,"Class3",25.185,71.582,38.891,57.333,24.068,87.483,70
35.301,"Y",53,78.628,"Class3",26.811,68.524,61.53,74.16,33.032,72.252,68
64.687,"E",5,11.489,"Class2",40.247,85.23,40.882,54.56,64.648,33.887,68
60.72,"O",56,44.678,"Class2",77.554,71.307,41.142,45.517,72.135,38.505,36
32.655,"W",56,70.853,"Class3",28.501,73.846,83.131,73.426,28.939,88.463,59
27.724,"Y",67,82.628,"Class3",50.67,70.279,79.932,72.644,42.537,79.567,62
83.796,"Z",47,70.409,"Class1",38.879,74.942,65.948,40.238,74.945,95.947,53
95.429,"Q",12,48.449,"Class2",37.176,85.349,41.664,48.439,58.206,34.057,62
14.886,"W",78,80.11,"Class3",53.327,66.732,66.229,72.509,27.49,87.105,62
44.394,"E",63,52.948,"Class2",38.7,89.864,41.576,68.411,54.601,40.961,34
21.94,"V",59,79.3,"Class3",38.496,74.347,87.736,58.053,29.896,72.987,67
NA,"L",60,38.472,"Class1",47.334,62.306,61.275,33.696,86.537,-4.375,53
40.148,"H",52,79.646,"Class3",32.071,73.712,55.351,65.754,22.898,82.997,68
31.396,"V",51,69.489,"Class3",11.438,74.072,76.49,64.897,49.123,88.41,71
47.547,"Q",4,64.084,"Class2",16.081,69.404,41.707,67.093,80.238,36.392,38
50.612,"Z",52,73.883,"Class1",37.329,62.463,60.682,37.353,76.584,88.155,62
34.719,"V",55,72.88,"Class3",27.919,71.019,43.128,59.213,30.383,70.177,66
61.851,"G",12,59.284,"Class1",42.182,50.355,57.228,43.6,80.544,12.74,51
100.132,"J",48,42.137,"Class1",44.42,74.712,59.117,35.702,80.552,29.466,66
76.706,"C",31,86.864,"Class2",67.769,67.277,40.852,58.879,69.301,36.719,56
41.943,"V",71,70.018,"Class3",41.73,70.224,35.066,70.525,16.963,91.84,66
59.104,"Q",45,22.829,"Class2",34.59,79.404,41.403,46.577,88.963,29.214,34
37.335,"H",65,80.466,"Class3",19.695,65.413,64.03,63.244,26.938,80.82,61
NA,"C",10,49.935,"Class2",36.107,82.73,40.596,55.742,76.787,33.221,31
38.405,"L",50,84.261,"Class1",40.668,43.388,63.709,40.554,79.156,31.649,61
47.67,"W",60,69.998,"Class3",46.837,71.855,51.929,56.751,26.972,72.686,64
36.962,"C",72,10.808,"Class2",44.2,52.841,40.368,48.055,65.35,35.403,70
57.042,"Q",57,65.271,"Class2",30.732,60.195,40.675,47.895,90.261,44.063,47
NA,"W",68,76.705,"Class3",53.428,74.199,56.396,58.324,34.378,75.477,70
86.573,"E",50,43.175,"Class1",41.325,43.21,64.243,28.981,70.332,64.346,54
76.523,"E",74,51.022,"Class1",40.197,66.151,62.068,30.599,70.776,30.448,66
35.884,"U",76,78.471,"Class3",24.604,70.086,17.647,60.102,29.09,64.637,59
35.918,"G",75,57.825,"Class1",42.903,45.331,69.588,43.146,84.791,100.779,51
45.711,"E",49,56.911,"Class1",45.252,74.343,57.158,39.212,84.82,51.686,55
19.942,"J",17,46.942,"Class1",49.154,54.597,61.504,32.786,84.448,45.601,55
61.031,"B",50,28.691,"Class2",-5.374,62.119,41.844,42.672,60.853,40.019,53
47.534,"H",71,81.984,"Class3",48.917,69.554,56.029,62.427,49.169,86.76,66
44.761,"H",55,75.632,"Class3",40.696,73.353,59.036,64.774,21.205,86.126,65
34.259,"W",48,89.426,"Class3",45.381,69.228,120.934,72.393,46.453,91.923,66
89.812,"G",73,61.325,"Class1",45.089,64.429,61.279,46.639,75.912,25.736,55
59.549,"U",75,83.587,"Class3",35.437,67.222,43.211,68.444,22.407,81.907,67
21.403,"Q",13,16.743,"Class2",45.62,84.655,41.048,44.581,83.633,41.443,66
18.538,"O",34,36.482,"Class2",38.16,63.864,40.965,59.525,80.302,40.513,59
23.7,"V",77,68.37,"Class3",46.544,72.221,63.795,70.752,38.556,90.112,68
78.439,"E",47,70.894,"Class1",44.231,41.095,61.717,38.794,84.577,53.608,60
16.797,"H",54,80.804,"Class3",34.205,73.618,104.846,61.562,22.548,89.383,60
32.36,"V",48,79.544,"Class3",36.817,70.649,86.893,73.362,40.148,82.864,69
73.268,"B",19,18.672,"Class2",6.368,80.841,40.783,54.619,90.322,40.584,59
89.922,"B",41,10.033,"Class2",71.427,70.705,41.346,72.562,52.235,33.953,57
NA,"H",60,90.438,"Class3",28.77,68.976,60.131,58.313,29.779,69.477,63
33.069,"U",82,89.893,"Class3",18,64.055,10.272,60.6,30.783,77.566,65
35.561,"E",20,52.071,"Class1",40.265,41.047,60.686,43.763,77.555,33.108,55
31.445,"V",53,73.135,"Class3",53.507,76.924,33.75,73.569,48.792,85.641,67
51.78,"J",61,55.136,"Class1",43.529,54.94,61.382,39.12,80.881,36.75,52
43.747,"V",70,72.612,"Class3",NA,73.534,39.608,58.31,41.564,88.733,68
19.497,"W",74,71.137,"Class3",47.757,69.848,72.858,72.982,33.931,80.663,64
48.998,"C",28,11.61,"Class2",52.991,59.735,41.692,49.791,84.833,50.354,66
61.915,"Q",51,4.946,"Class2",28.967,67.394,40.613,65.375,57.593,46.661,41
0.483,"L",30,65.444,"Class1",44.559,73.481,69.072,38.381,74.723,82.018,54
22.908,"U",49,81.08,"Class3",13.109,76.281,49.621,72.042,17.001,70.046,63
48.766,"W",55,80.283,"Class3",30.328,66.249,21.664,59.429,21.983,68.331,71
24.876,"J",22,45.303,"Class1",42.825,46.35,61.228,30.038,83.805,84.895,62
80.999,"Q",62,13.769,"Class2",50.946,70.944,41.46,41.472,62.075,37.554,38
30.778,"Z",14,79.698,"Class1",41.472,70.584,62.005,43.652,68.666,47.46,64
34.706,"H",79,79.339,"Class3",NA,76.028,76.694,71.082,55.883,74.903,65
103.698,"Q",34,23.638,"Class2",14.823,75.607,40.035,42.706,80.961,44.182,51
18.501,"U",73,71.952,"Class3",24.701,75.708,81.046,56.102,28.072,97.569,66
30,"H",50,81.758,"Class3",25.046,64.365,71.314,55.067,29.047,85.288,59
70.16,"C",30,83.633,"Class2",10.802,89.548,40.784,58.611,52.536,36.089,31
23.812,"Y",63,77.839,"Class3",41.243,66.711,14.171,72.4,22.886,75.89,64
36.221,"O",69,31.678,"Class2",9.749,63.783,40.019,68.757,91.891,46.078,32
27.142,"Y",73,73.772,"Class3",48.901,69.915,73.706,58.631,40.487,80.176,63
56.048,"Q",24,26.369,"Class2",27.331,55.732,42.429,44.969,94.839,42.044,38
64.021,"Z",37,59.729,"Class1",46.755,60.921,60.816,27.225,76.333,40.831,56
34.179,"E",63,18.757,"Class2",46.827,51.681,41.234,66.907,58.558,39.832,43
55.803,"E",23,45.745,"Class2",20.331,62.397,40.322,45.896,62.055,32.886,66
68.629,"E",2,32.731,"Class2",23.235,61.965,40.927,73.857,95.113,38.19,37
54.72,"E",69,48.345,"Class2",30.453,69.905,40.485,72.228,74.715,33.839,69
67.471,"B",74,76.864,"Class2",38.215,51.868,41.746,46.743,77.306,34.145,58
58.869,"J",33,83.814,"Class1",44.268,67.294,59.907,42.626,77.213,75.971,54
60.634,"L",16,43.055,"Class1",39.526,43.848,59.862,29.046,69.319,49.396,66
73.887,"B",67,4.497,"Class2",40.853,53.195,40.525,71.61,94.877,51.252,51
65.446,"C",63,39.399,"Class2",10.991,88.193,42.213,52.688,90.374,43.444,66
34.967,"V",52,83.619,"Class3",36.044,77.675,31.04,57.638,30.561,79.39,59
NA,"Q",69,92.613,"Class2",39.064,89.078,39.573,53.927,79.26,41.023,35
29.054,"W",59,72.579,"Class3",33.147,70.499,63.668,70.73,47.402,85.654,71
NA,"J",12,72.193,"Class1",40.474,64.835,66.782,27.757,77.798,76.293,55
39.321,"E",44,73.698,"Class2",-4.214,57.664,40.845,55.214,56.128,33.993,43
NA,"H",54,73.404,"Class3",18.74,72.339,42.039,74.181,22.49,62.486,70
11.549,"V",66,85.147,"Class3",27.884,68.306,30.435,55.036,27.807,79.616,69
31.516,"C",50,81.96,"Class2",43.39,66.123,41.15,47.213,87.174,37.57,67
64.671,"O",54,86.163,"Class2",13.836,62.811,40.793,68.315,90.381,47.913,40
55.165,"C",10,54.692,"Class2",29.87,66.571,39.946,71.325,90.202,35.215,65
79.2,"J",61,50.343,"Class1",38.313,56.722,59.887,38.577,87.117,15.33,62
30.643,"H",77,87.319,"Class3",65.188,74.687,46.338,57.67,32.922,86.872,64
NA,"L",20,39.971,"Class1",39.559,61.684,66.167,33.803,79.539,66.157,59
30.195,"H",66,70.195,"Class3",42.359,67.342,36.206,59.186,55.102,93.026,69
NA,"E",67,47.103,"Class2",70.955,73.93,40.161,53.197,77.636,38.65,40
