"AMD1","ZGR2","YOI3","COQ4","BYR5","YRE6","XYF7","Output11","FHN8","JOB9","GUC10","MRT11","AGX12"
59.845,44.809,46.294,"P",15.724,85.152,20.72,"Class3",48,59.369,62.297,"D",9
36.745,89.632,57.153,"K",40.765,35.878,50.265,"Class1",58,32.996,0.395,NA,73
99.257,36.628,54.464,"U",21.489,51.748,18.242,"Class3",48,45.816,66.249,"Z",8
84.031,78.782,47.332,"Z",68.327,12.364,61.079,"Class5",39,63.31,35.916,"S",49
32.512,48.444,77.612,"D",45.863,65.405,19.103,"Class4",58,57.642,27.567,"W",33
32.348,36.692,28.566,"R",19.541,19.63,6.328,"Class2",73,13.335,48.566,"A",45
70.519,67.128,51.762,"B",20.143,76.371,32.2,"Class3",59,78.078,59.888,"G",1
42.495,36.044,77.297,"B",52.812,70.022,22.462,"Class4",60,45.12,28.689,"U",35
31.675,38.49,77.761,"U",46.512,68.839,12.426,"Class4",61,71.254,6.204,"N",29
82.422,51.756,46.55,"A",21.381,63.257,20.911,"Class3",58,60.373,65.025,"G",5
36.487,44.184,77.001,"B",42.617,55.997,18.385,"Class4",65,60.078,26.633,"N",38
71.93,35.038,26.994,"U",27.255,35.235,7.746,"Class2",65,46.608,31.069,"E",49
79.949,78.356,56.299,"N",61.529,8.918,77.855,"Class5",29,74.484,68.991,"G",30
74.443,NA,43.083,"P",19.679,56.496,-1.701,"Class3",49,94.542,67.928,"D",9
89.672,NA,60.127,"Z",60.051,9.613,77.754,"Class5",25,43.809,42.291,"S",44
31.274,14.151,60.013,"Y",69.57,10.894,56.955,"Class1",35,80.734,5.037,NA,73
81.555,NA,49.781,"A",18.323,18.806,25.914,"Class3",47,87.246,50.114,"G",5
70.673,77.151,56.277,"N",75.13,7.142,76.235,"Class5",36,51,26.636,"Y",31
32.75,49.306,54.95,"Y",66.017,13.816,50.15,"Class1",46,78.938,2.909,"E",70
66.027,63.915,41.109,"U",16.864,76.945,29.923,"Class3",48,63.108,65.778,"Z",1
41.165,30.004,27.428,"Q",29.509,83.04,5.931,"Class2",83,19.167,53.972,"X",29
29.315,40.205,77.011,"U",43.886,65.368,83.57,"Class4",63,44.479,45.147,"N",33
34.438,54.764,60.552,"P",68.284,21.869,51.803,"Class1",33,65.964,4.229,"L",66
69.96,77.154,46.199,"V",47.422,9.921,71.398,"Class5",12,70.569,45.513,"F",46
34.4,39.044,77.743,"D",57.335,70.939,88.439,"Class4",71,61.476,37.458,"Q",26
62.477,78.251,40.526,"X",77.588,16.657,78.841,"Class5",51,57.847,16.82,"M",40
44.556,36.342,47.038,"U",22.753,66.32,5.54,"Class3",45,88.591,55.369,NA,2
32.052,75.195,57.09,"K",58.258,34.492,57.147,"Class1",39,64.175,1.147,"N",73
23.362,48.864,77.108,"U",49.795,77.205,89.904,"Class4",63,60.386,47.669,"O",37
33.302,NA,77.324,"C",46.686,51.556,54.946,"Class4",55,53.291,37.5,"Q",29
33.809,46.142,54.663,"N",62.704,1.246,53.785,"Class1",43,83.846,3.101,"U",63
49.931,38.615,23.541,"F",42.998,90.637,-5.328,"Class2",69,65.177,44.65,"A",80
55.68,78.585,54.1,"X",71.643,14.974,68.993,"Class5",11,37.396,9.829,"Y",42
52.497,44.818,29.412,"Q",48.977,86.16,8.996,"Class2",76,10.129,61.153,"F",97
73.143,42.167,42.967,"B",21.233,41.048,7.762,"Class3",50,53.661,57.365,"Z",2
36.487,40.92,24.397,"Q",25.612,46.993,11.261,"Class2",78,40.252,44.04,"X",62
37.962,44.099,55.354,"P",65.776,31.429,53.84,"Class1",47,55.157,3.091,"N",64
57.21,45.319,53.849,"P",22.085,48.729,31.194,"Class3",44,62.795,44.165,"Z",1
20.143,40.97,24.498,"R",18.043,68.972,15.112,"Class2",73,31.353,73.773,"Q",64
42.362,45.423,77.498,"R",42.12,43.968,26.131,"Class4",44,67.1,50.358,"Q",27
36.729,36.947,77.815,"D",56.728,60.172,53.036,"Class4",44,57.936,23.665,"U",29
32.348,56.545,59.73,"Y",72.071,27.715,53.144,"Class1",50,27.035,2.68,"U",75
28.098,35.413,77.168,"D",49.308,71.776,29.313,"Class4",66,71.976,28.517,"N",29
33.616,43.825,77.719,"U",49.767,43.183,48.04,"Class4",70,72.978,58.945,"W",34
71.905,78.736,44.799,"Z",56.729,17.891,71.221,"Class5",33,90.127,71.882,"M",29
38.519,48.982,77.601,"B",56.734,58.666,60.427,"Class4",69,62.504,31.19,"Q",44
62.015,57.341,56.616,"L",14.542,65.021,2.06,"Class3",59,86.488,45.913,"N",5
88.632,42.485,23.139,"H",27.195,51.98,10.707,"Class2",68,33.35,63.867,"E",99
33.654,35.629,60.029,"W",65.73,39.373,53.371,"Class1",54,67.447,2.311,"N",70
83.146,64.406,51.224,"A",15.544,42.764,21.767,"Class3",48,69.068,48.162,"G",8
35.185,71.506,55.834,"K",73.458,40.318,51.995,"Class1",59,39.206,3.152,"K",71
60.574,43.354,24.075,"F",28.179,22.467,12.929,"Class2",78,21.012,60.626,"E",95
74.956,52.561,47.527,"A",17.134,31.393,29.637,"Class3",47,88.509,54.548,"X",8
36.563,44.701,77.848,"C",43.965,60.519,51.553,"Class4",69,70.658,52.832,"Q",26
36.264,53.299,57.872,"N",34.306,19.241,54.849,"Class1",56,40.923,3.594,"E",70
67.01,60.82,43.781,"P",18.628,97.96,26.22,"Class3",55,72.526,72.312,"N",7
79.928,34.672,54.843,"L",17.423,56.792,13.914,"Class3",43,95.474,61.922,"G",7
66.684,78.378,59.942,"Z",51.02,14.82,75.143,"Class5",31,90.185,15.849,"S",35
13.682,42.934,25.687,"Q",33.266,91.294,3.231,"Class2",74,37.06,58.441,"F",34
78.657,78.205,37.342,"N",74.999,15.697,68.431,"Class5",9,73.152,57.084,"G",33
75.957,78.454,57.454,"V",74.085,13.335,74.241,"Class5",53,87.046,4.435,"S",32
31.638,64.146,58.425,"W",61.873,36.792,53.132,"Class1",40,33.714,2.252,"L",74
36.28,58.878,55.538,"P",42.8,38.219,54.301,"Class1",58,79.598,2.724,NA,73
46.63,32.839,24.854,"H",28.031,32.204,15.368,"Class2",82,58.105,60.412,"X",34
77.43,78.148,47.908,"V",70.056,16.359,67.021,"Class5",55,33.012,21.805,"Y",30
84.954,77.444,52.38,"Z",64.419,16.87,83.677,"Class5",42,44.333,28.048,"S",28
85.336,44.255,26.968,"Q",18.497,46.876,15.286,"Class2",82,59.842,42.03,"A",53
69.639,50.393,41.78,"B",14.561,88.36,12.671,"Class3",43,65.194,57.108,"D",8
60.854,68.614,53.714,"A",22.378,54.266,20.118,"Class3",43,92.666,73.002,"G",5
67.574,77.821,46.788,"N",49.361,12.595,77.029,"Class5",39,31.496,33.699,"F",31
61.497,31.785,26.399,"Q",34.816,44.327,19.296,"Class2",66,63.981,58.098,"A",31
51.931,49.951,43.974,"L",21.876,50.172,21.065,"Class3",46,51.672,40.715,"G",9
67.368,NA,47.967,"B",15.041,78.056,42.079,"Class3",49,87.503,62.413,"X",9
92.82,41.993,54.758,"B",15.629,69.193,19.078,"Class3",47,67.635,52.871,"X",6
33.566,43.893,24.849,"F",15.233,11.105,4.205,"Class2",80,17.919,40.328,"Q",46
68.815,78.178,41.117,"G",68.418,10.747,76.147,"Class5",39,81.55,78.965,"S",29
81.414,77.552,45.138,"X",58.792,18.986,80.818,"Class5",11,32.258,5.73,"G",37
35.242,96.487,54.199,"P",33.519,26.863,53.41,"Class1",38,35.24,3.685,"L",62
30.383,47.319,77.275,"B",45.734,92.323,6.191,"Class4",64,54.093,23.666,"W",28
35.424,46.802,77.901,"B",56.002,58.001,28.171,"Class4",62,42.452,41.985,"O",33
51.995,43.872,26.386,"R",29.944,75.302,9.768,"Class2",80,47.761,32.652,"F",34
31.956,35.053,77.284,"C",57.713,55.198,-2.486,"Class4",54,72.485,36.319,"U",35
29.68,34.038,77.826,"U",55.562,87.811,34.596,"Class4",59,47.619,23.801,"O",42
36.147,40.107,77.976,"R",52.093,51.124,42.256,"Class4",44,42.384,43.359,"O",37
71.02,47.61,40.055,"U",19.561,50.759,32.158,"Class3",54,62.9,62.675,"X",2
70.258,77.427,57.263,"Z",46.084,13.068,73.205,"Class5",13,88.055,37.069,"S",32
73.505,35.495,26.981,"F",31.323,52.91,11.074,"Class2",71,64.715,60.963,"Q",52
36.01,58.293,54.044,"N",65.369,22.442,49.674,"Class1",55,44.992,3.973,"K",70
67.995,78.51,53.196,"G",49.791,10.885,74.06,"Class5",12,71.165,62.715,"Y",38
60.387,51.499,45.042,"U",18.643,49.043,3.783,"Class3",50,87.462,52.372,"Z",9
68.639,78.523,37.129,"X",72.759,16.016,72.459,"Class5",31,46.49,36.35,"F",30
22.509,36.8,28.917,"R",47.527,45.4,19.35,"Class2",83,25.339,49.786,"Q",86
33.098,15.311,57.955,"W",73.627,18.32,50.327,"Class1",49,29.334,2.632,"U",68
65.127,NA,23.126,"F",23.604,67.072,0.55,"Class2",60,15.155,50.26,NA,83
36.887,59.166,54.445,"N",51.478,19.219,52.652,"Class1",32,61.795,3.857,NA,74
47.315,NA,26.718,"F",15.435,2.006,10.208,"Class2",73,16.48,49.909,"Q",61
34.166,62.943,59.802,"W",57.401,37.422,49.435,"Class1",35,70.082,3.288,"N",71
63.84,47.433,40.318,"P",19.26,44.384,41.277,"Class3",53,52.327,66.039,"Z",5
33.039,73.919,60.635,"W",55.715,40.506,50.218,"Class1",51,59.516,2.442,"K",71
36.919,47.88,77.625,"B",58.701,59.01,54.406,"Class4",55,58.897,31.301,"U",37
63.763,69.345,44.893,"B",24.895,47.91,14.631,"Class3",50,61.722,49.83,"D",1
70.797,77.869,54.588,"G",56.577,16.749,79.633,"Class5",47,65.158,30.657,"M",42
79.681,77.696,48.897,"X",73.392,10.446,76.47,"Class5",45,82.652,54.905,"F",28
31.805,NA,59.863,"W",41.809,30.3,45.704,"Class1",38,84.519,4.949,"N",66
30.631,43.618,77.895,"C",50.592,75.876,25.097,"Class4",64,48.563,15.173,"O",29
66.416,55.922,53.522,"B",21.214,54.066,11.878,"Class3",45,44.625,61.358,"Z",1
31.267,27.305,57.371,"K",36.521,19.78,53.712,"Class1",35,64.888,1.852,"K",61
35.262,49.847,77.581,"C",51.659,67,59.848,"Class4",44,45.55,19.928,"U",41
27.903,34.456,77.337,"U",44.224,70.842,37.509,"Class4",58,51.979,14.509,"W",34
39.779,31.683,27.461,"H",42.324,78.245,15.114,"Class2",76,26.421,60.236,"F",54
96.145,37.573,24.918,"Q",29.341,17.203,2.312,"Class2",85,15.065,58.487,"E",82
69.773,77.971,47.478,"G",71.359,12.925,75.004,"Class5",9,67.598,-33.525,"S",39
31.489,41.403,77.238,"B",57.617,61.413,46.731,"Class4",68,53.634,30.554,"N",31
33.687,86.819,55.79,"W",82.701,26.854,50.308,"Class1",57,42.369,1.732,"N",73
34.154,38.064,77.661,"C",51.757,72.349,59.161,"Class4",43,63.765,21.987,"Q",29
30.698,36.696,77.533,"U",56.598,62.744,9.539,"Class4",66,71.831,41.414,"U",34
32.196,83.59,58.207,"Y",67.385,43.544,52.699,"Class1",38,30.375,3.699,"E",70
32.611,21.215,54.976,"K",85.599,38.269,47.148,"Class1",30,38.978,3.206,"E",63
74.385,NA,52.128,"B",16.402,82.609,9.871,"Class3",52,60.385,41.164,"N",7
60.508,44.88,52.507,"U",15.842,51.84,28.685,"Class3",54,63.451,78.507,"N",5
49.47,36.151,27.084,"U",16.779,33.854,11.983,"Class2",72,50.446,59.469,"A",44
78.266,77.385,50.293,"N",78.093,13.834,67.227,"Class5",28,73.476,56.635,"G",39
93.175,37.224,26.909,"H",30.95,68.158,2.17,"Class2",75,32.203,33.95,"X",42
34.527,65.148,56.311,"K",86.85,7.502,52.785,"Class1",58,40.353,2.126,"N",77
38.765,42.842,27.403,"F",27.534,61.716,3.848,"Class2",71,60.251,36.238,"X",58
30.214,52.233,59.37,"Y",51.268,23.768,53.083,"Class1",34,56.728,2.187,"L",72
33.387,38.107,77.041,"D",54.771,57.598,37.51,"Class4",50,54.42,28.768,"U",37
41.347,42.818,28.15,"U",37.307,0.169,14.7,"Class2",81,35.755,51.282,NA,69
72.421,77.451,45.32,"X",75.565,13.03,70.505,"Class5",44,74.677,49.231,"F",46
75.316,41.69,55.454,"A",21.059,71.669,30.986,"Class3",56,69.174,50.493,"Z",9
79.848,77.453,52.998,"Z",60.05,6.767,78.278,"Class5",29,40.163,30.847,"F",39
35.233,43.066,77.454,"R",45.427,75.369,29.866,"Class4",52,60.226,21.021,"O",41
67.576,77.993,52.019,"Z",63.713,4.707,71.825,"Class5",39,56.082,41.651,"Y",41
52.061,39.044,24.755,"Q",17.791,31.749,10.154,"Class2",73,33.999,61.411,"X",31
31.917,74.076,58.529,"N",41.435,11.196,57.594,"Class1",33,82.587,3.499,"K",77
57.178,36.587,28.526,"Q",16.292,11.709,-3.985,"Class2",63,56.336,41.927,"F",88
74.033,77.456,49.627,"Z",50.04,15.495,76.481,"Class5",23,56.047,-9.493,"M",30
38.126,48.054,77.414,"U",49.557,60.898,43.476,"Class4",73,53.122,23.61,"Q",33
81.409,47.994,56.587,"U",18.292,78.264,31.028,"Class3",48,49.755,51.308,"D",6
34.625,47.4,56.831,"K",44.101,24.81,47.406,"Class1",35,83.813,5.566,"K",69
24.173,40.747,77.17,"B",50.719,62.119,39.562,"Class4",72,49.957,40.592,"N",30
59.09,34.059,28.708,"R",30.806,34.262,8.436,"Class2",64,39.157,36.255,"A",99
67.88,30.316,28.077,"Q",24.633,57.239,4.443,"Class2",68,29.03,39.565,"E",55
79.135,47.98,50.789,"U",23.911,50.826,20.149,"Class3",49,46.604,54.685,"N",4
43.276,39.462,77.335,"B",53.393,70.361,44.657,"Class4",61,55.2,40.085,"W",44
58.841,62.192,52.24,"A",20.758,73.068,18.886,"Class3",47,77.314,71.259,"G",9
33.061,92.662,60.889,"W",84.561,14.602,56.841,"Class1",40,13.096,3,"E",74
71.309,77.419,58.931,"X",68.483,14.041,75.341,"Class5",56,34.509,43.713,"F",37
27.541,42.391,29.73,"R",25.983,62.553,13.086,"Class2",80,19.849,39.192,"F",23
78.831,77.977,42.795,"V",52.078,14.26,75.571,"Class5",38,38.365,36.886,"G",34
70.415,47.514,40.458,"P",19.906,40.593,10.751,"Class3",47,69.633,54.569,"D",7
41.697,34.627,24.856,"F",21.276,69.368,20.788,"Class2",65,34.87,44.358,"X",24
53.156,69.478,49.5,"B",25.212,46.914,21.023,"Class3",52,46.793,61.607,"G",8
80.029,77.7,40.591,"V",71.528,13.082,68.615,"Class5",29,57.059,33.93,"F",41
49.01,36.913,23.865,"Q",19.979,17.283,6.608,"Class2",65,49.18,61.104,"Q",36
47.826,72.157,47.552,"P",20.535,48.253,4.924,"Class3",46,43.988,65.584,"X",4
30.225,19.178,59.006,"Y",42.904,-7.428,51.458,"Class1",56,84.006,2.168,NA,70
39.862,39.278,77.855,"C",58.002,63.847,31.121,"Class4",54,44.583,31.937,"Q",27
31.885,10.361,60.995,"Y",83.545,50.37,55.192,"Class1",43,73.98,1.524,"U",68
34.659,30.164,58.842,"K",34.898,33.246,49.937,"Class1",44,10.694,1.623,"L",75
35.013,36.464,77.175,"U",43.26,79.337,56.073,"Class4",58,66.987,30.152,"U",42
78.124,77.39,45.095,"Z",78.361,12.688,84.735,"Class5",49,68.959,51.189,"G",44
33.285,33.376,77.379,"D",58.859,66.561,21.746,"Class4",39,65.723,39.264,"W",32
41.903,37.835,77.256,"C",58.592,61.418,54.523,"Class4",71,61.942,30.159,"U",40
67.112,55.317,49.668,"U",15.469,19.318,35.875,"Class3",56,89.282,56.469,"N",4
35.365,49.241,77.535,"B",51.326,76.8,76.255,"Class4",67,43.201,34.867,NA,42
35.054,36.006,77.716,"D",44.878,70.118,27.1,"Class4",69,65.403,34.674,"U",29
81.781,78.425,58.098,"G",50.315,11.381,77.292,"Class5",47,41.858,52.634,"G",29
84.757,78.676,46.198,"Z",64.84,7.559,79.22,"Class5",21,93.067,31.583,"F",40
35.969,50.087,77.459,"B",49.505,57.652,61.363,"Class4",42,61.728,28.883,"Q",41
34.693,73.531,58.974,"K",39.227,29.158,50.83,"Class1",31,10.893,2.256,"U",70
79.028,77.186,46.353,"G",64.574,14.368,62.719,"Class5",12,86.714,55.106,"F",30
36.686,89.472,58.697,"P",83.684,27.139,49.234,"Class1",55,37.538,3.442,"U",65
56.664,36.936,54.125,"P",16.711,58.631,-5.631,"Class3",51,87.788,29.96,"X",8
64.901,36.793,25.014,"H",26.96,50.23,2.266,"Class2",82,58.453,42.536,"X",30
64.424,46.544,53.948,"P",16.244,38.895,13.038,"Class3",43,43.724,52.014,"X",9
36.829,91.95,57.777,"W",33.368,23.054,53.122,"Class1",59,63.306,2.839,"N",62
77.421,77.255,43.595,"Z",60.127,15.407,71.229,"Class5",28,58.747,11.283,"Y",42
40.082,49.028,77.506,"D",46.15,67.033,7.465,"Class4",45,64.038,35.248,"O",40
84.541,77.623,37.261,"N",75.233,15.58,78.778,"Class5",50,34.623,25.963,"S",48
72.22,NA,37.928,"N",72.027,15.009,83.809,"Class5",32,83.761,-2.342,"M",36
32.219,10.673,59.608,"W",77.588,44.07,51.457,"Class1",46,19.811,3.176,"U",63
30.308,31.122,59.411,"N",55.739,18.574,54.226,"Class1",59,24.684,4.334,"L",72
67.751,35.519,55.562,"U",18.491,33.665,65.68,"Class3",51,59.622,61.75,"X",7
72.788,78.493,48.704,"V",59.848,13.18,65.33,"Class5",19,89.169,51.095,"Y",32
35.823,43.857,77.387,"U",47.148,72.035,56.955,"Class4",63,59.6,24.822,"N",38
78.036,77.46,41.422,"G",78.449,13.037,83.221,"Class5",19,44.053,31.607,"M",32
32.423,75.609,60.564,"K",34.885,21.124,52.582,"Class1",49,40.864,2.714,"K",78
62.989,77.177,60.131,"X",70.972,13.975,71.71,"Class5",24,58.345,8.408,"M",42
75.726,78.91,48.835,"V",60.083,8.89,71.976,"Class5",43,44.485,7.617,"F",38
60.705,32.265,25.819,"Q",31.078,45.039,4.63,"Class2",84,22.544,61.595,"E",55
82.382,67.525,45.999,"B",20.762,97.981,11.892,"Class3",51,80.117,61.646,"N",5
31.551,39.164,77.74,"R",53.796,59.279,38.412,"Class4",44,61.968,24.454,"U",43
62.88,37.792,44.002,"B",20.044,53.988,37.533,"Class3",44,65.235,61.624,NA,3
76.849,78.793,52.912,"G",72.258,15.337,74.788,"Class5",45,87.645,58.365,"G",40
68.895,50.355,43.963,"B",24.995,69.815,14.115,"Class3",45,45.885,73.441,"X",1
36.39,43.434,77.597,"R",44.416,71.09,29.004,"Class4",71,43.102,35.905,"W",31
33.902,12.866,56.894,"Y",89.466,26.925,54.387,"Class1",36,66.014,3.026,"U",73
84.201,33.35,24.107,"F",16.625,31.699,10.701,"Class2",80,47.955,41.805,"E",42
72.662,42.35,51.722,"B",17.641,55.458,35.347,"Class3",55,42.843,40.39,"D",9
34.059,38.077,77.071,"D",50.808,33.037,8.824,"Class4",69,55.94,22.216,"N",43
31.837,16.322,60.761,"N",29.599,56.689,55.496,"Class1",34,5.116,3.837,"E",61
31.32,37.826,77.174,"D",58.652,62.712,25.17,"Class4",46,62.69,29.242,"U",26
59.974,34.836,27.711,"U",29.571,16.753,8.064,"Class2",66,59.707,57.04,"A",94
30.946,61.392,60.434,"P",84.393,11.637,50.067,"Class1",44,21.75,2.618,"E",77
80.142,63.362,54.371,"L",23.453,36.494,11.211,"Class3",49,70.707,42.001,"Z",1
30.053,81.076,54.508,"Y",64.876,22.058,54.651,"Class1",32,13.433,2.102,"L",78
112.051,40.471,23.179,"F",34.878,61.848,4.667,"Class2",77,38.176,55.746,"E",37
32.826,50.253,77.314,"C",43.015,59.23,8.949,"Class4",74,45.174,46.888,"U",34
32.414,47.663,55.48,"Y",61.046,15.681,52.673,"Class1",57,20.365,2.145,"E",71
54.641,47.316,51.67,"P",16.265,64.264,35.72,"Class3",53,64.739,43.514,"N",9
72.816,78.271,57.897,"Z",75.118,14.771,72.051,"Class5",20,59.805,-6.352,"S",42
84.746,33.63,26.048,"F",23.329,17.221,7.78,"Class2",73,58.606,27.296,"Q",100
65.999,57.304,46.905,"P",19.08,57.352,17.802,"Class3",53,48.311,55.844,"G",1
111.403,34.17,27.299,"U",25.203,43.304,5.095,"Class2",75,36.63,36.065,"A",98
34.327,42.879,77.678,"C",44.241,75.985,28.497,"Class4",73,51.367,34.815,"O",26
35.144,46.908,54.533,"N",69.085,39.22,52.103,"Class1",53,72.323,1.458,"L",75
70.982,69.363,54.671,"A",21.954,53.851,25.263,"Class3",52,74.337,56.4,"Z",5
67.517,78.589,60.444,"V",71.5,14.582,76.542,"Class5",42,32.742,42.134,"S",40
65.638,77.355,45.768,"V",71.439,12.492,79.656,"Class5",56,51.508,45.84,"F",31
32.584,53.187,57.504,"P",54.436,30.92,49.941,"Class1",32,65.19,3.263,"K",61
93.169,59.013,53.679,"A",24.752,87.819,27.912,"Class3",56,93.944,67.836,"D",9
74.478,64.586,56.801,"P",21.77,73.105,-3.574,"Class3",49,55.723,70.637,"N",6
52.088,44.655,23.571,"F",40.5,71.391,12.648,"Class2",62,47.011,57.32,"F",54
42.083,41.575,25.14,"Q",31.78,22.985,8.195,"Class2",69,56.523,56.262,NA,59
50.415,40.184,53.87,"B",16.208,39.442,27.664,"Class3",57,88.005,68.573,"N",4
50.007,35.198,23.506,"F",16.56,78.352,8.623,"Class2",79,44.316,42.181,"F",100
32.263,49.964,77.758,"C",46.442,58.633,27.225,"Class4",71,58.075,24.528,"W",33
60.576,40.686,48.81,"P",24.622,52.326,25.448,"Class3",51,42.288,49.587,"D",3
32.74,43.264,26.305,"U",22.801,76.557,15.314,"Class2",64,45.894,71.67,"Q",71
76.963,78.665,38.344,"G",50.026,12.709,83.566,"Class5",57,83.836,59.705,"G",45
33.53,41.934,77.961,"D",51.4,55.388,32.438,"Class4",65,66.014,41.421,"N",33
34.506,NA,54.794,"K",37.951,24.622,53.581,"Class1",58,34.053,3.893,"N",78
55.827,71.171,49.344,"A",16.5,52.708,26.377,"Class3",57,45.242,61.568,"G",3
26.356,33.542,25.409,"H",34.996,65.971,15.369,"Class2",72,49.068,32.33,"X",22
35.862,21.392,57.357,"K",35.103,52.909,52.459,"Class1",35,2.953,4.653,"E",75
76.948,77.028,37.98,"V",52.414,12.436,75.99,"Class5",56,55.628,17.971,"M",41
55.1,42.829,23.844,"F",26.569,60.734,1.398,"Class2",73,41.192,57.91,"F",100
31,50.958,77.162,"R",53.33,45.368,59.489,"Class4",48,54.612,25.698,"O",44
38.496,46.305,77.177,"C",54.271,68.35,49.554,"Class4",43,42.555,39.899,"N",35
55.251,54.956,56.448,"U",15.752,41.608,12.646,"Class3",44,75.247,56.399,"G",7
55.259,51.482,44.064,"B",16.081,64.068,7.134,"Class3",44,85.349,63.339,"G",5
62.581,49.769,48.261,"U",20.525,68.296,8.12,"Class3",53,57.337,66.898,"Z",5
76.565,51.911,50.821,"U",24.837,72.291,13.814,"Class3",53,90.824,46.139,"X",1
28.556,43.807,77.196,"U",45.205,65.946,27.426,"Class4",41,60.471,22.064,"Q",33
37.369,37.268,77.731,"D",46.549,75.434,12.072,"Class4",68,58.608,32.406,"O",31
80.345,77.65,40.543,"N",48.878,13.478,85.409,"Class5",18,62.262,3.436,"F",30
37.875,61.637,57.374,"K",62.775,17.906,51.969,"Class1",46,60.882,2.55,"L",68
35.192,35.797,77.784,"D",58.4,59.599,24.667,"Class4",61,69.09,24.594,"N",33
73.664,78.529,38.136,"G",64.735,12.878,80.892,"Class5",10,57.773,26.986,"G",50
47.584,37.409,50.695,"P",19.332,39.357,29.744,"Class3",45,76.638,52.663,"N",3
66.406,NA,54.349,"Z",50.11,11.408,74.739,"Class5",16,42.541,70.096,"M",38
41.926,44.713,77.943,"C",58.6,53.757,45.303,"Class4",66,64.183,28.76,"O",33
29.521,49.148,77.59,"B",51.775,58.009,56.419,"Class4",42,51.355,37.522,NA,35
72.208,62.863,54.348,"L",25.678,58.423,18.701,"Class3",44,60.027,41.52,"D",9
39.265,35.624,77.069,"C",53.902,59.577,70.174,"Class4",70,68.195,22.14,"U",30
43.567,50.367,77.646,"C",42.544,78.093,30.055,"Class4",40,72.281,36.757,"Q",27
63.082,78.727,58.23,"N",55.454,10.944,67.159,"Class5",49,82.078,33.187,"G",29
33.91,NA,77.106,"U",51.59,70.147,21.966,"Class4",71,54.307,37.936,"Q",41
85.482,64.318,52.736,"B",16.931,65.285,2.797,"Class3",48,45.672,58.136,"G",1
60.654,66.051,54.106,"P",23.215,68.305,28.673,"Class3",43,80.751,64.367,"Z",7
33.975,34.818,55.877,"Y",54.595,2.781,52.554,"Class1",53,35.638,3.693,"K",62
63.708,77.852,49.783,"Z",52.745,7.121,72.468,"Class5",11,92.472,33.041,NA,47
35.324,17.546,55.343,"W",68.795,50.462,56.852,"Class1",35,85.216,2.915,"U",72
31.661,37.386,77.553,"U",49.035,79.482,44.763,"Class4",54,57.307,11.553,"O",38
80.355,46.906,52.944,"A",23.563,41.21,-3.291,"Class3",48,51.024,44.055,"D",8
74.792,77.389,60.348,"G",53.207,15.543,79.123,"Class5",52,90.432,45.813,"G",41
42.153,41.874,25.499,"R",17.782,66.87,10.504,"Class2",64,49.389,51.52,"A",27
73.463,43.098,24.911,"U",38.601,38.096,13.589,"Class2",69,60.638,53.344,"F",71
33.941,40.44,77.518,"U",51.462,75.293,60.841,"Class4",47,44.676,29.504,"N",38
32.364,NA,77.262,"B",51.254,55.901,44.739,"Class4",43,55.114,25.492,"W",27
27.78,NA,27.207,"H",45.104,25.249,10.859,"Class2",78,62.468,42.72,"F",74
33.789,14.033,57.158,"P",51.305,30.269,48.427,"Class1",48,35.648,3.852,NA,75
58.123,51.629,53.647,"U",24.46,60.754,33.913,"Class3",50,81.468,53.25,"X",6
84.984,NA,29.29,"U",45.621,9.817,12.111,"Class2",60,59.75,41.131,"F",89
57.603,42.789,28.892,"F",24.848,75.455,11.785,"Class2",66,38.867,57.052,"A",56
42.253,55.484,45.639,"A",20.56,56.374,1.121,"Class3",55,60.82,51.381,NA,3
33.048,15.332,55.013,"P",72.871,14.705,51.731,"Class1",40,71.407,1.269,"N",75
31.662,36.419,28.188,"R",28.367,52.867,8.779,"Class2",71,12.63,54.083,NA,75
29.34,37.395,77.548,"D",47.488,71.362,50.482,"Class4",54,59.575,37.337,"Q",34
35.504,13.012,60.226,"W",41.295,34.199,52.351,"Class1",47,86.733,4.799,"K",74
57.6,NA,42.848,"B",21.221,58.556,40.746,"Class3",55,86.907,42.136,"G",9
44.426,39.863,77.967,"R",57.085,72.195,53.841,"Class4",40,65.475,45.94,"N",39
56.956,70.518,42.652,"A",20.549,60.426,-7.296,"Class3",43,93.938,66.03,"D",7
31.571,NA,58.916,"W",52.838,33.052,51.111,"Class1",49,4.776,4.093,"L",62
80.514,77.805,57.737,"N",46.719,5.633,70.379,"Class5",20,82.507,11.281,"M",31
70.843,77.921,61.874,"N",71.941,11.02,74.033,"Class5",19,55.98,15.829,"M",43
32.667,85.03,59.04,"Y",53.285,19.739,52.925,"Class1",39,83.061,3.1,"U",76
32.701,43.767,77.484,"U",43.461,60.001,8.333,"Class4",58,49.224,32.467,"W",31
71.526,78.665,58.46,"V",67.303,11.769,78.29,"Class5",42,52.795,28.954,"F",50
37.937,37.053,77.261,"B",49.227,73.055,63.978,"Class4",44,47.5,39.008,"W",33
31.637,14.385,57.115,"P",57.286,20.291,52.186,"Class1",42,41.389,3.17,"N",64
59.968,64.235,56.225,"U",22.706,57.075,39.093,"Class3",43,78.277,61.046,"G",4
58.207,44.556,28.971,"F",15.317,53.569,10.792,"Class2",72,8.992,43.964,NA,22
57.301,77.727,46.515,"G",47.015,9.765,71.561,"Class5",40,66.164,51.41,"F",33
