"DAS1","INT2","DQG3","PQM4","PKA5","GOE6","Output12","OHJ7","BEG8","XFJ9","VOJ10","TED11"
76.486,29.712,"K","Y",31,76.977,"Class2",62.878,16.487,55.022,38,27.641
NA,13.353,"N","O",73,30.405,"Class1",61.1,25.904,86.547,43,7.321
64.4,56.389,"K","V",32,71.792,"Class2",67.043,22.493,56.07,34,66.81
NA,10.007,"N","W",80,32.217,"Class1",58.2,37.711,90.326,33,19.714
30.215,13.01,"Z","G",81,31.65,"Class1",87.865,12.806,86.284,45,12.942
13.386,12.275,"E","R",80,31.344,"Class1",55.202,43.59,89.741,33,10.879
67.042,68.044,"K","P",30,73.361,"Class2",61.779,23.427,57.418,33,59.996
69.718,25.837,"O","T",31,75.741,"Class2",61.502,19.543,55.157,31,60.176
2.704,14.832,"B","Z",87,33.33,"Class1",24.586,63.724,90.004,43,NA
81.611,36.199,"N","T",31,75.12,"Class2",63.662,23.432,56.513,37,54.746
64.22,44.191,"O","T",30,77.202,"Class2",56.539,30.371,57.71,30,NA
38.581,17.451,"Z","W",82,29.722,"Class1",66.636,37.878,90.793,44,31.811
77.037,13.53,"L","Z",84,30.286,"Class1",36.45,28.808,89.048,45,32.638
37.209,14.412,"E","G",80,32.663,"Class1",52.252,-15.588,90.784,44,15.781
74.986,6.932,"B","W",86,31.597,"Class1",86.577,15.112,89.275,39,33.418
74.371,47.177,"O","Y",31,75.147,"Class2",43.812,21.976,56.544,32,23.133
77.767,29.915,"O","V",29,77.947,"Class2",72.286,15.154,55.579,32,63.145
62.749,35.335,"M","E",31,73.604,"Class2",67.481,14.666,56.995,38,35.453
NA,24.187,"H","T",31,70.421,"Class2",60.048,22.531,56.137,35,54.341
70.032,53.607,"N","V",32,78.329,"Class2",66.664,17.399,58.032,39,66.542
70.843,11.19,"E","R",86,29.655,"Class1",70.716,17.48,85.638,42,33.442
49.5,22.274,"L","R",80,36.372,"Class1",92.414,61.828,92.464,39,20.436
77.725,69.292,"O","T",29,73.966,"Class2",70.389,15.181,56.214,37,25.022
2.089,18.335,"N","G",77,27.655,"Class1",43.334,70.233,86.604,44,14.527
82.562,14.614,"B","W",86,33.181,"Class1",20.045,17.465,91.571,32,37.241
70.963,20.267,"K","E",32,80.792,"Class2",64.93,28.899,56.919,36,29.532
53.215,17.315,"L","O",86,33.165,"Class1",86.804,29.38,89.991,30,17.829
NA,38.225,"N","Y",29,76.208,"Class2",55.426,40.235,55.801,31,20.036
12.861,20.497,"Z","G",73,32.505,"Class1",53.078,8.287,87.472,36,7.162
66.885,25.51,"K","P",30,74.269,"Class2",40.733,44.342,55.342,30,40.687
-36.823,11.903,"L","G",82,30.292,"Class1",67.395,32.854,90.09,38,28.701
77.068,70.872,"H","P",31,74.954,"Class2",54.248,16.64,55.296,37,24.43
36.517,18.9,"N","W",76,31.545,"Class1",83.946,49.006,86.367,36,25.141
34.618,14.061,"N","R",88,34.439,"Class1",56.812,1.856,88.012,42,33.342
78.706,49.388,"M","Y",31,73.862,"Class2",64.04,13.973,57.573,39,42.633
62.04,14.292,"L","R",88,24.062,"Class1",39.553,29.127,87.815,43,5.794
46.135,14.857,"Z","G",79,32.683,"Class1",82.053,28.011,85.813,40,40.98
67.109,28.173,"K","V",32,73.237,"Class2",40.489,24.332,58.237,29,27
68.801,37.625,"N","Y",30,74.603,"Class2",51.128,25.055,55.703,34,57.198
24.877,12.907,"B","R",81,31.009,"Class1",91.555,59.002,87.569,44,13.616
62.182,10.183,"N","G",85,25.89,"Class1",84.798,37.622,85.86,36,10.723
57.166,82.472,"H","E",31,78.653,"Class2",42.794,44.421,55.888,34,57.246
84.74,52.243,"K","T",29,71.909,"Class2",51.044,47.146,56.982,38,18.861
85.993,18.623,"O","P",29,77.093,"Class2",66.055,25.707,58.81,36,24.238
23.744,18.583,"N","R",79,34.205,"Class1",10.155,32.955,87.464,36,45.914
62.721,71.124,"O","P",29,74.04,"Class2",45.473,36.712,55.565,39,68.356
1.346,21.693,"B","O",74,30.171,"Class1",13.046,-11.417,85.535,39,13.834
94.748,66.74,"M","P",31,74.484,"Class2",54.696,19.21,55.555,34,48.404
14.631,12.666,"N","R",81,31.427,"Class1",83.9,67.44,88.128,41,34.289
90.269,49.673,"K","E",31,79.292,"Class2",68.721,39.118,56.727,35,65.383
56.165,15.364,"E","Z",82,29.843,"Class1",74.916,29.119,92.21,35,36.211
79.566,27.506,"N","V",29,77.449,"Class2",53.937,46.267,56.923,35,23.669
67.747,38.348,"K","T",32,75.284,"Class2",52.909,46.842,58.371,35,68.348
81.331,9.527,"L","R",83,29.085,"Class1",55.046,44.958,88.485,39,15.005
49.808,92.228,"M","P",31,75.228,"Class2",47.457,27.384,57.992,36,27.398
64.258,40.334,"O","Y",30,75.621,"Class2",60.119,25.957,56.163,31,20.846
71.741,55.57,"O","P",31,74.725,"Class2",41.346,31.689,56.775,29,NA
92.71,29.448,"H","E",32,74.419,"Class2",59.561,27.312,57.428,39,31.015
57.67,35.24,"H","E",31,76.394,"Class2",66.751,40.944,56.65,37,61.582
75.965,34.636,"K","P",29,78.77,"Class2",56.607,30.501,57.164,35,64.584
33.633,14.27,"E","R",73,36.365,"Class1",59.94,23.705,89.416,45,27.037
72.323,44.316,"M","E",29,77.532,"Class2",66.996,49.074,58.244,33,69.374
82.905,15.818,"L","R",77,29.826,"Class1",18.479,18.134,86.864,30,NA
79.377,70.782,"H","V",32,76.219,"Class2",56.351,39.695,56.716,34,NA
81.695,41.11,"K","T",30,78.987,"Class2",59.71,41.656,57.531,38,29.967
89.625,12.503,"N","O",83,33.335,"Class1",16.895,15.865,85.187,39,22.608
82.39,45.597,"M","E",31,74.389,"Class2",68.524,14.22,56.35,39,44.021
80.554,16.123,"Z","R",75,33.987,"Class1",13.269,33.329,87.064,30,31.236
78.339,56.25,"N","P",30,75.951,"Class2",50.65,34.747,55.359,36,52.1
69.246,33.625,"K","P",29,71.984,"Class2",63.002,24.153,58.609,38,49.031
60.806,35.217,"K","V",30,76.275,"Class2",62.554,30.189,58.73,39,18.184
26.6,10.331,"N","O",86,31.193,"Class1",31.665,75.161,90.879,44,NA
81.504,41.952,"N","Y",29,74.587,"Class2",45.675,39.956,58.535,32,46.835
66.188,56.905,"O","P",30,77.108,"Class2",42.16,38.273,56.303,37,42.906
77.877,13.831,"Z","W",83,33.064,"Class1",16.142,46.153,86.765,45,21.858
33.191,14.746,"Z","O",87,29.178,"Class1",71.723,47.044,88.108,40,17.356
68.729,32.226,"M","E",29,80.768,"Class2",41.491,24.991,57.549,34,45.885
54.452,41.573,"O","Y",29,78.611,"Class2",54.276,34.942,58.73,37,62.328
96.743,13.11,"Z","W",75,30.357,"Class1",40.679,47.616,91.978,44,42.343
56.031,14.835,"Z","Z",73,31.352,"Class1",68.07,26.267,85.33,41,29.311
69.943,53.983,"N","T",31,74.903,"Class2",41.545,37.702,56.11,34,23.097
75.396,62.968,"N","T",30,76.841,"Class2",55.776,25.556,58.469,30,21.244
80.191,65.983,"K","E",31,74.044,"Class2",66.192,29.584,55.458,31,54.262
58.076,24.815,"M","P",30,73.421,"Class2",65.875,34.054,57.547,34,17.129
88.908,43.693,"N","V",29,74.592,"Class2",48.84,36.865,56.92,39,66.651
76.981,13.073,"E","W",74,31.458,"Class1",10.77,52.484,91.406,45,13.235
62.956,77.133,"K","T",29,76.024,"Class2",59.556,19.73,56.897,32,21.759
79.743,74.974,"M","E",29,73.559,"Class2",49.293,43.473,56.661,34,66.221
68.957,17.64,"Z","W",73,32.793,"Class1",38.749,25.905,92.184,36,44.77
72.564,17.171,"B","Z",85,30.759,"Class1",34.153,34.169,88.19,35,17.314
80.583,13.144,"N","Z",73,32.679,"Class1",13.413,69.291,89.268,42,NA
101.305,14.067,"B","G",73,30.273,"Class1",88.164,50.519,85.566,33,33.497
58.892,7.909,"N","W",80,32.646,"Class1",9.004,41.178,86.549,31,27.98
49.354,20.494,"M","P",31,72.143,"Class2",57.689,28.414,57.261,30,55.408
82.371,54.434,"O","E",31,77.81,"Class2",61.65,40.783,58.444,32,45.921
68.334,14.44,"Z","G",78,31.052,"Class1",40.916,55.143,90.782,35,46.657
37.168,12.169,"Z","G",87,32.225,"Class1",58.07,32.245,88.658,32,43.401
75.602,32.041,"H","Y",29,76.94,"Class2",54.567,28.098,58.175,38,NA
41.582,15.751,"E","W",80,31.443,"Class1",20.837,24.766,91.441,44,43.82
86.911,7.882,"L","R",75,31.392,"Class1",87.431,7.203,88.264,36,27.637
56.741,15.908,"E","W",87,25.103,"Class1",88.773,26.995,87.012,30,30.841
73.724,42.469,"M","T",29,78.119,"Class2",54.567,26.543,58.416,36,51.116
58.416,52.666,"O","P",32,77.33,"Class2",66.629,26.982,58.994,30,19.233
70.382,47.562,"O","T",31,79.123,"Class2",57.092,28.332,57.871,37,54.997
32.124,13.241,"B","R",82,29.973,"Class1",42.373,40.884,91.921,36,41.195
82.326,57.611,"M","E",29,77.947,"Class2",42.373,38.307,57.775,36,37.465
72.016,17.825,"E","Z",76,29.897,"Class1",39.749,6.61,87.143,34,9.879
79.159,39.551,"O","V",31,73.644,"Class2",61.423,30.554,58.622,39,23.733
64.821,78.804,"N","P",31,75.538,"Class2",68.609,45.56,58.683,30,18.59
-7.727,12.144,"B","W",78,31.23,"Class1",53.224,25.336,87.818,32,15.475
82.808,50.844,"O","Y",31,80.073,"Class2",55.504,32.796,58.041,35,20.037
69.126,12.202,"E","G",73,24.177,"Class1",67.747,31.027,92.232,32,5.663
63.507,21.322,"E","W",81,29.319,"Class1",36.566,-3.031,92.091,43,13.46
65.69,48.233,"O","T",29,82.193,"Class2",48.63,22.402,55.647,34,37.31
85.643,12.797,"B","Z",74,31.449,"Class1",16.125,21.898,86.388,32,34.311
95.851,11.502,"L","W",86,32.876,"Class1",14.169,48.402,92.695,42,36.903
0.195,17.698,"L","G",73,32.238,"Class1",28.182,26.433,90.524,42,25.563
78.255,28.254,"H","Y",32,76.258,"Class2",69.912,34.686,56.208,29,53.573
59.423,20.566,"Z","O",87,35.3,"Class1",27.282,43.787,86.252,35,14.194
45.328,11.764,"N","W",84,29.807,"Class1",19.501,36.117,88.045,30,20.044
42.329,13.301,"N","G",87,35.479,"Class1",57.734,33.484,90.242,44,29.742
37.305,10.127,"N","W",88,30.194,"Class1",74.116,34.69,92.107,32,27.204
5.003,10.187,"E","Z",76,31.011,"Class1",81.723,12.706,88.583,42,5.361
65.041,37.258,"K","P",32,74.817,"Class2",42.18,14.71,55.223,34,33.416
67.97,57.466,"O","Y",29,72.404,"Class2",64.271,23.816,55.592,35,29.237
68.2,67.127,"M","E",30,73.541,"Class2",57.728,35.704,57.876,37,46.781
47.739,47.37,"O","E",32,78.023,"Class2",48.756,28.105,58.516,33,24.674
28.41,8.27,"B","O",86,27.857,"Class1",27.537,40.937,89.125,45,33.6
NA,38.751,"H","Y",30,77.467,"Class2",54.955,22.732,58.959,35,49.749
84.01,66.435,"O","P",29,72.353,"Class2",52.847,43.004,58.364,34,51.19
61.216,34.432,"M","P",29,76.028,"Class2",64.572,34.31,58.78,34,58.803
NA,51.674,"N","Y",32,75.617,"Class2",55.504,25.783,55.103,38,NA
87.946,52.774,"N","Y",29,81.869,"Class2",50.546,32.138,56.859,39,48.437
94.725,14.002,"L","Z",73,27.943,"Class1",90.57,52.39,90.357,39,14.08
84.196,12.507,"Z","O",73,30.976,"Class1",15.367,28.143,91.099,31,8.306
83.28,26.363,"N","P",30,76.888,"Class2",58.437,13.996,58.834,29,55.72
67.461,28.763,"H","T",31,73.574,"Class2",56.856,54.763,55.179,37,67.874
64.517,46.626,"M","Y",32,79.416,"Class2",54.216,31.214,58.468,34,36.878
61.385,25.532,"N","P",32,79.716,"Class2",64.318,24.715,57.122,33,56.314
21.498,15.872,"E","Z",75,32.217,"Class1",53.81,38.722,88.172,37,35.029
39.636,13.767,"B","G",86,33.571,"Class1",64.816,3.301,92.104,33,25.052
74.302,83.476,"O","E",30,77.635,"Class2",50.757,30.605,58.357,34,65.89
72.509,53.039,"M","P",30,71.064,"Class2",47.622,4.969,56.622,39,26.307
95.37,35.114,"N","Y",29,76.173,"Class2",54.603,37.827,56.104,35,44.136
52.714,46.06,"M","E",30,75.494,"Class2",40.813,17.131,57.608,32,50.9
58.946,35.674,"H","T",30,76.364,"Class2",43.446,25.842,58.576,30,32.776
113.901,12.941,"B","W",73,31.646,"Class1",16.377,25.499,89.439,34,NA
10.592,15.178,"L","G",80,31.619,"Class1",95.142,50.572,89.703,32,5.558
60.046,10.647,"E","Z",75,33.024,"Class1",44.406,6.502,91.939,32,15.565
67.704,22.694,"M","T",29,76.709,"Class2",59.411,24.326,56.296,38,28.042
58.988,60.811,"M","T",32,75.136,"Class2",50.658,24.514,56.909,32,25.889
-17.152,14.526,"N","G",82,30.31,"Class1",38.824,50.134,89.762,39,46.596
54.99,12.769,"N","Z",78,33.188,"Class1",22.188,28.032,87.269,30,24.973
95.023,14.51,"L","Z",86,29.342,"Class1",31.278,28.742,90.179,30,5.733
50.909,15.174,"L","G",86,33.085,"Class1",87.177,34.059,92.941,35,23.251
67.75,17.574,"B","G",78,33.606,"Class1",23.82,42.036,90.102,36,42.425
73.712,62.694,"K","P",32,73.656,"Class2",71.229,11.506,56.822,38,28.347
60.232,42.718,"M","P",30,75.615,"Class2",57.644,14.572,56.496,33,69.061
29.671,15.049,"E","W",85,27.954,"Class1",71.737,-10.002,92.868,38,10.726
29.89,14.388,"N","W",88,29.761,"Class1",71.734,1.864,92.039,32,32.587
21.601,15.155,"L","G",82,30.217,"Class1",30.061,24.861,87.101,39,38.015
40.835,15.423,"L","G",77,31.045,"Class1",14.421,14.63,87.171,32,6.448
53.735,6.549,"N","Z",84,31.64,"Class1",21.251,22.472,90.547,35,15.618
85.585,15.823,"Z","O",80,28.416,"Class1",49.342,-24.295,86.185,33,19.347
92.314,48.724,"H","Y",32,74.732,"Class2",42.288,34.54,55.027,32,57.446
64.369,66.286,"M","T",32,73.456,"Class2",58.333,16.318,56.105,37,19.972
56.222,34.559,"O","T",32,77.754,"Class2",41.369,39.767,55.734,37,47.433
71.236,61.071,"N","P",31,80.061,"Class2",45.089,29.07,55.92,30,65.972
44.368,32.406,"N","T",31,81.734,"Class2",52.542,39.576,56.791,30,48.99
63.481,11.727,"L","Z",80,33.121,"Class1",44.262,57.111,85.455,32,8.631
89.638,3.465,"N","V",29,78.547,"Class2",60.665,32.719,58.536,30,49.716
77.151,70.443,"O","P",29,74.161,"Class2",71.787,20.323,56.35,35,17.309
58.414,64.631,"H","P",30,78.119,"Class2",43.192,28.269,56.313,34,37.536
56.354,35.301,"K","T",31,78.269,"Class2",72.787,13.821,56.132,35,31.448
47.185,12.103,"E","Z",82,29.125,"Class1",71.676,36.895,86.441,35,43.334
50.509,102.685,"N","V",31,77.78,"Class2",67.323,33.157,55.841,35,37.196
74.577,82.003,"K","Y",30,73.321,"Class2",63.117,23.925,58.498,34,48.486
63.116,31.683,"O","Y",32,73.19,"Class2",65.166,26.738,57.67,33,36.739
71.225,65.481,"H","E",30,75.982,"Class2",57.314,24.334,57.912,31,59.782
8.122,13.95,"E","G",79,26.757,"Class1",29.422,57.132,86.034,41,4.043
55.408,61.649,"M","E",32,74.26,"Class2",45.636,16.408,56.06,34,66.585
88.323,65.488,"O","T",31,73.031,"Class2",63.524,35.184,57.61,37,31.557
82.649,75.332,"N","P",29,78.478,"Class2",60.083,20.796,56.773,37,NA
33.046,6.715,"E","Z",80,32.896,"Class1",48.327,22.431,90.309,33,8.578
69.032,26.278,"O","P",29,74.723,"Class2",59.283,30.901,57.708,29,54.779
NA,42.038,"N","P",30,74.705,"Class2",50.852,47.177,58.57,39,NA
NA,37.698,"K","T",30,76.538,"Class2",55.138,31.593,55.268,36,53.12
70.527,60.291,"O","V",30,74.798,"Class2",58.836,32.326,55.409,30,60.149
43.805,13.32,"B","O",81,27.165,"Class1",34.767,11.419,91.056,43,30.124
76.963,13.602,"B","R",81,29.098,"Class1",44.927,18.851,85.754,33,37.021
32.043,14.239,"E","W",79,30.355,"Class1",86.725,25.872,86.252,42,24.107
61.055,73.73,"H","Y",29,77.401,"Class2",61.688,10.341,57.504,33,70.316
82.039,58.277,"H","Y",32,79.077,"Class2",64.766,40.653,56.993,31,31.464
43.449,10.286,"B","O",88,28.944,"Class1",13.049,21.9,91.954,39,18.657
72.586,12.23,"K","E",29,73.952,"Class2",48.191,29.426,55.92,37,54.103
57.805,41.873,"M","E",30,71.29,"Class2",70.914,18.838,55.616,36,17.054
107.707,52.57,"N","E",32,75.39,"Class2",48.742,23.729,56.237,34,49.195
78.795,42.884,"M","P",29,79.206,"Class2",49.704,19.977,57.576,29,52.763
99.698,50.039,"O","E",29,78.84,"Class2",53.787,18.303,57.046,37,61.659
38.462,14.344,"Z","Z",82,31.328,"Class1",44.228,44.057,86.334,31,28.892
72.477,36.237,"O","T",31,78.798,"Class2",63.975,10.375,55.374,39,21.257
58.767,42.548,"N","T",30,76.742,"Class2",47.691,26.005,56.947,35,46.831
107.897,9.049,"B","G",86,29.553,"Class1",84.051,43.036,86.482,40,19.382
84.352,16.218,"B","W",79,34.23,"Class1",17.588,51.534,90.39,42,12.815
77.184,70.756,"O","P",29,78.759,"Class2",71.29,23.399,55.253,33,49.47
41.777,17.44,"E","O",77,28.71,"Class1",37.977,51.383,86.024,39,20.852
25.601,21.136,"L","G",87,30.623,"Class1",96.057,37.579,85.662,44,25.326
76.168,62.805,"O","E",30,73.948,"Class2",51.607,46.597,58.732,30,43.909
83.733,29.697,"N","E",32,79.591,"Class2",62.197,26.216,58.174,39,64.948
76.108,45.342,"M","P",30,76.197,"Class2",40.031,26.713,57.772,34,40.835
78.368,54.37,"O","P",29,77.188,"Class2",67.014,29.024,58.575,38,37.244
80.865,68.464,"H","E",30,76.572,"Class2",66.661,24.778,57.491,31,54.339
27.429,18.606,"Z","R",74,33.7,"Class1",53.83,31.166,89.398,43,24.443
85.029,62.539,"H","P",31,77.686,"Class2",71.77,29.619,58.294,34,61.452
56.484,51.007,"H","V",30,75.402,"Class2",40.075,23.802,57.717,29,NA
39.827,9.175,"E","W",86,30.832,"Class1",9.847,53.37,90.548,44,21.679
64.814,12.755,"Z","G",82,29.378,"Class1",94.518,3.596,87.314,33,5.545
37.649,12.667,"N","W",78,32.909,"Class1",35.31,61.463,90.715,41,44.988
NA,36.576,"M","T",32,71.416,"Class2",50.991,19.664,57.528,35,37.871
87.713,11.828,"Z","W",87,29.134,"Class1",61.845,39.006,86.632,38,13.7
43.596,10.731,"Z","Z",73,28.025,"Class1",78.656,55.475,87.332,35,34.116
47.123,38.384,"H","E",31,76.656,"Class2",42.688,32.867,57.09,39,52.833
64.967,16.05,"Z","G",84,33.602,"Class1",27.146,35.513,91.967,36,15.268
65.102,97.138,"K","P",30,77.613,"Class2",72.448,25.33,57.151,35,27.436
61.281,20.324,"M","P",31,74.354,"Class2",69.507,30.202,56.942,35,31.83
70.628,35.922,"N","Y",30,75.425,"Class2",51.909,37.926,58.784,30,63.579
66.817,53.667,"M","V",31,73.468,"Class2",48.964,18.538,57.544,36,48.119
43.956,18.669,"E","Z",78,35.14,"Class1",12.323,29.241,90.332,33,32.433
80.016,18.056,"Z","R",85,32.979,"Class1",25.313,34.205,85.65,32,40.183
85.568,13.202,"Z","G",80,30.338,"Class1",10.894,20.342,92.195,33,36.206
81.106,30.998,"N","E",32,77.831,"Class2",57.973,34.604,57.756,31,64.737
70.163,78.366,"M","E",32,80.154,"Class2",59.702,35.662,56.554,37,25.047
71.362,14.936,"L","G",85,33.909,"Class1",67.569,31.294,87.18,42,25.069
12.34,13.663,"N","G",84,28.846,"Class1",95.353,32.508,87.396,30,19.771
65.011,66.289,"H","V",32,72.278,"Class2",47.833,34.802,58.264,37,40.297
79.182,29.343,"K","P",29,80.566,"Class2",48.588,20.711,56.834,31,36.301
33.068,10.868,"E","W",85,33.245,"Class1",23.857,27.09,88.186,34,6.071
84.856,43.967,"N","E",31,74.392,"Class2",48.148,23.833,56.45,30,35.422
60.326,19.856,"L","R",78,25.848,"Class1",19.618,18.874,92.947,30,10.26
NA,7.695,"B","O",79,32.822,"Class1",12.298,55.86,87.356,44,32.211
27.241,10.483,"Z","G",77,32.355,"Class1",24.93,44.594,88.487,32,11.734
32.602,13.382,"E","R",82,31.783,"Class1",50.922,29.159,89.482,37,46.481
62.572,75.467,"M","Y",29,75.333,"Class2",59.331,28.261,55.53,30,19.543
77.608,51.336,"H","P",32,77.024,"Class2",59.401,41.723,56.229,37,51.378
99.264,13.91,"L","R",73,30.602,"Class1",64.086,34.486,85.094,39,7.377
63.926,45.648,"O","V",32,70.498,"Class2",68.274,39.808,55.916,29,57.096
NA,15.878,"N","R",86,29.985,"Class1",14.732,49.719,90.527,42,13.369
16.445,13.445,"B","R",80,31.593,"Class1",33.8,76.852,92.335,38,42.099
25.905,13.879,"L","G",81,33.198,"Class1",30.801,7.314,87.586,38,21.149
58.739,44.985,"K","Y",30,71.35,"Class2",43.078,19.361,55.247,31,69.653
76.531,35.753,"N","T",30,77.169,"Class2",43.777,34.485,55.283,37,20.39
72.393,59.278,"M","E",32,73.862,"Class2",54.642,31.825,57.778,38,26.865
83.578,72.51,"H","T",29,75.33,"Class2",62.198,23.605,58.073,38,39.993
65.584,30.166,"O","Y",30,78.374,"Class2",49.165,8.889,55.346,35,33.097
73.701,50.481,"M","V",32,72.749,"Class2",48.775,38.884,58.727,31,29.322
43.397,16.468,"L","O",87,31.805,"Class1",65.801,-7.177,90.798,38,10.356
35.485,9.523,"E","R",87,29.272,"Class1",94.303,20.021,90.489,41,37.823
65.402,16.485,"Z","W",75,25.614,"Class1",25.096,47.857,87.052,37,21.415
67.083,38.193,"H","E",30,73.583,"Class2",56.819,44.579,55.55,35,19.027
54.523,54.025,"O","P",30,79.487,"Class2",71.496,26.257,55.948,32,52.28
44.862,14.805,"N","R",75,32.825,"Class1",14.72,42.188,87.948,39,5.432
51.701,13.653,"N","Z",82,32.707,"Class1",96.663,5.207,85.764,45,NA
75.903,45.057,"H","E",31,75.601,"Class2",66.64,10.981,55.38,38,66.147
63.988,60.196,"M","E",30,76.022,"Class2",60.732,25.187,56.506,33,66.966
63.508,67.324,"O","V",32,77.539,"Class2",46.424,42.74,55.673,37,16.674
62.223,64.543,"M","E",32,69.918,"Class2",68.672,52.042,55.089,38,24.676
50.837,17.462,"N","W",75,30.881,"Class1",30.626,34.083,88.397,33,36.232
58.56,58.425,"K","P",32,81.275,"Class2",43.188,19.256,57.283,34,24.015
58.496,13.388,"L","Z",78,32.062,"Class1",64.015,61.071,86.956,31,11.729
26.778,14.888,"N","O",78,33.045,"Class1",46.564,51.897,88.07,45,9.186
73.326,47.569,"O","P",31,75.728,"Class2",58.893,25.625,58.963,32,57.262
73.924,55.378,"H","Y",30,74.465,"Class2",56.246,38.156,58.324,36,45.688
76.466,28.286,"H","T",32,77.352,"Class2",70.532,28.109,56.478,32,57.831
81.463,28.356,"N","P",32,77.446,"Class2",52.787,44.349,55.449,34,19.088
80.637,5.67,"H","P",30,78.772,"Class2",52.013,32.673,58.815,38,19.438
69.652,11.46,"L","O",73,33.455,"Class1",47.591,32.427,88.169,40,23.545
72.494,37.883,"K","E",31,77.62,"Class2",50.632,21.699,58.401,31,56.757
87.832,67.307,"O","E",30,75.66,"Class2",71.948,39.336,58.257,37,58.715
73.769,39.666,"N","Y",30,80.719,"Class2",62.855,21.23,57.368,30,56.818
79.769,5.291,"B","W",86,30.471,"Class1",54.447,33.625,92.686,42,4.783
31.175,17.784,"E","G",84,29.332,"Class1",65.466,20.26,91.442,39,32.737
45.228,11.278,"L","G",76,32.165,"Class1",49.675,40.382,92.823,43,15.578
64.883,61.512,"O","V",31,82.371,"Class2",63.014,40.711,55.899,31,56.206
100.461,17.388,"Z","O",82,33.343,"Class1",26.684,19.542,91.748,36,44.224
34.148,11.806,"L","R",76,33.984,"Class1",71.199,38.355,89.194,37,23.474
83.079,46.518,"M","E",32,81.794,"Class2",59.431,59.153,55.668,39,17.888
89.185,10.495,"Z","Z",76,34.012,"Class1",21.79,55.384,85.907,30,29.509
66.665,23.028,"K","E",31,81.358,"Class2",69.376,36.701,56.38,36,36.187
95.65,16.92,"N","G",79,30.694,"Class1",11.775,55.553,87.253,30,NA
75.807,55.443,"K","P",29,75.137,"Class2",57.794,25.482,55.422,37,69.638
100.967,11.787,"Z","G",87,30.554,"Class1",20.614,22.099,92.622,31,12.094
81.042,10.857,"N","Z",80,25.504,"Class1",49.958,23.102,85.604,40,6.965
41.612,13.02,"L","G",77,29.868,"Class1",44.618,40.442,92.338,32,45.589
73.817,61.808,"K","E",30,75.448,"Class2",54.792,34,55.185,32,NA
87.299,11.315,"N","O",87,28.473,"Class1",14.84,16.994,90.117,39,13.498
54.157,61.786,"K","V",32,78.091,"Class2",51.883,45.081,55.255,34,24.514
62.226,18.683,"N","Y",30,78.694,"Class2",59.434,14.362,58.584,35,30.222
72.217,79.971,"K","P",31,76.421,"Class2",41.759,34.78,56.75,33,48.873
63.368,37.795,"N","E",31,76.301,"Class2",49.622,22.308,57.096,34,42.081
119.735,3.812,"Z","Z",82,29.5,"Class1",20.893,19.525,90.856,32,35.794
105.333,8.986,"B","G",81,33.545,"Class1",89.526,-1.022,91.82,31,31.013
56.693,13.565,"L","O",76,34.092,"Class1",17.011,19.983,91.267,45,8.529
72.659,7.502,"E","R",81,30.102,"Class1",95.641,63.313,90.11,34,43.962
66.062,60.396,"H","T",29,77.005,"Class2",60.255,40.176,57.935,36,NA
63.429,17.53,"B","O",80,29.868,"Class1",65.555,40.772,91.468,32,8.652
74.246,65.077,"K","Y",32,71.893,"Class2",42.754,16.318,58.712,29,33.349
56.268,41.043,"M","E",31,79.358,"Class2",69.832,41.912,56.013,32,55.44
64.673,39.223,"O","V",31,71.958,"Class2",59.628,20,55.427,36,36.662
NA,65.096,"N","P",30,79.017,"Class2",49.222,40.312,57.741,39,41.355
95.032,31.231,"H","E",32,73.93,"Class2",70.978,36.74,55.391,29,61.773
72.2,34.559,"O","P",30,75.146,"Class2",49.633,40.612,58.186,39,18.188
10.594,16.223,"E","O",85,29.482,"Class1",10.141,31.478,90.015,36,32.139
84.281,27.481,"K","P",29,74.074,"Class2",67.344,34.145,55.602,37,56.934
84.493,32.645,"M","T",29,74.973,"Class2",42.829,41.123,56.917,31,48.561
80.667,56.718,"H","Y",31,72.407,"Class2",44.575,34.577,55.605,34,51.305
39.319,12.776,"B","W",84,32.435,"Class1",56.848,39.127,92.771,38,32.374
-10.21,12.588,"N","O",84,28.306,"Class1",76.048,15.001,85.673,35,28.81
57.416,10.206,"E","W",75,31.525,"Class1",45.778,19.789,92.93,36,28.318
48.273,16.688,"E","G",78,30.733,"Class1",65.771,28.119,90.466,42,22.104
38.334,16.581,"L","R",82,31.132,"Class1",66.044,23.636,89.735,40,15.029
44.279,9.857,"Z","G",78,28.533,"Class1",20.459,4.031,86.462,35,16.377
53.968,38.352,"M","V",31,74.923,"Class2",41.825,27.821,55.331,37,58.663
54.734,38.002,"K","P",32,75.357,"Class2",53.051,36.039,58.652,37,62.287
61.202,36.656,"O","Y",32,75.35,"Class2",55.623,41.667,58.005,32,NA
69.525,32.836,"O","E",32,76.48,"Class2",67.684,39.159,55.668,31,69.129
118.315,16.737,"Z","R",82,33.683,"Class1",93.579,13.012,85.134,40,44.783
65.913,38.132,"M","Y",30,76.324,"Class2",70.826,24.837,57.126,35,29.526
88.822,14.899,"L","R",73,29.025,"Class1",58.536,39.601,87.705,41,42.076
80.974,16.278,"M","E",32,78.308,"Class2",50.839,23.3,58.096,39,38.629
70.549,37.297,"K","Y",31,76.187,"Class2",62.813,32.356,57.776,34,38.41
