"FWS1","KXE2","AYC3","YFR4","GBL5","JUT6","WLV7","FJH8","HGF9","YZT10","Output1","COL11"
74.303,70,31.162,87.253,81.128,76,62.033,NA,49.515,-9.125,"Class1","U"
45.154,92,54.285,19.86,35.837,79,63.579,83.367,79.253,38.194,"Class2","C"
52.105,86,25.898,18.32,44.529,44,58.147,87.978,52.015,47.973,"Class2","G"
51.253,NA,17.726,30.565,35.003,72,41.789,62.537,62.265,75.701,"Class3","W"
81.286,36,35.445,86.845,74.425,75,62.139,NA,25.897,51.496,"Class1","V"
62.542,62,16.243,66.699,33.499,62,31.721,59.371,78.499,72.57,"Class3","I"
62.52,98,64.738,7.482,42.659,79,52.126,88.4,54.365,87.104,"Class2","G"
55.65,7,50.645,17.857,73.453,67,54.033,37.596,40.748,49.844,"Class4","F"
38.234,49,50.604,35.616,91.082,44,11.396,40.881,84.784,74.216,"Class5","G"
-32.21,67,15.786,48.525,33.422,92,53.483,60.262,47.921,66.957,"Class3","V"
37.306,66,10.449,82.256,34.948,78,38.6,60.197,37.336,66.497,"Class3","S"
12.983,44,59.139,33.847,15.501,62,42.002,34.356,69.794,44.32,"Class5","J"
30.748,66,3.313,90.336,32.877,54,39.324,60.987,78.6,78.905,"Class3","I"
71.717,43,31.503,86.319,46.919,67,68.609,27.86,37.059,45.527,"Class1","U"
109.47,67,15.216,78.309,34.73,63,23.189,62.945,36.972,66.303,"Class3","S"
55.312,5,49.997,49.312,74.565,63,14.966,46.164,57.119,39.965,"Class4","B"
81.984,66,33.812,86.442,48.236,67,81.8,24.665,38.775,47.599,"Class1","V"
87.702,50,33.975,86.248,75.905,78,87.167,27.785,44.457,5.848,"Class1","V"
60.424,66,38.848,39.223,91.233,49,57.911,32.802,87.738,39.846,"Class5","P"
54.118,6,40.832,48.225,69.132,49,51.052,18.595,85.57,58.885,"Class4","F"
14.682,NA,27.993,87.792,57.042,57,36.942,77.623,70.648,75.145,"Class5","P"
57.512,40,32.242,86.4,44.014,80,67.705,32.499,30.619,51.156,"Class1","V"
54.777,63,9.598,53.379,32.423,80,29.026,63.469,71.659,61.513,"Class3","W"
115.905,66,18.021,27.968,32.321,76,51.433,62.65,22.011,69.352,"Class3","W"
82.061,45,30.055,86.797,22.57,71,77.906,27.33,14.444,70.227,"Class1","V"
14.718,82,52.415,69.686,31.348,45,25.856,77.906,70.215,62.092,"Class5","T"
69.035,39,38.565,86.631,40.052,81,82.064,19.96,48.524,31.392,"Class1","U"
50.903,6,31.226,27.298,64.171,52,33.679,49.777,59.284,37.222,"Class4","F"
62.493,58,29.181,86.999,62.901,67,44.253,31.808,18.911,90.016,"Class1","U"
66.031,NA,29.494,86.428,85.755,66,43.997,30.164,21.749,92.531,"Class1","P"
51.836,NA,39.272,41.872,73.533,48,12.377,38.162,57.718,49.674,"Class4","B"
75.771,91,8.618,7.77,38.241,65,69.552,86.351,66.332,43.74,"Class2","M"
54.85,7,49.076,22.04,74.171,61,14.355,50.021,80.125,60.557,"Class4","L"
48.017,7,44.097,40.36,68.211,47,31.009,64.929,64.476,46.635,"Class4","F"
17.68,91,15.083,16.321,37.29,75,65.645,86.168,69.929,107.63,"Class2","S"
6.503,NA,14.694,46.171,36.186,89,30.338,61.687,63.043,71.396,"Class3","A"
26.389,82,29.387,36.751,46.463,61,38.932,68.668,91.415,75.714,"Class5","G"
41.098,67,22.406,24.31,32.832,55,27.35,61.105,44.317,63.635,"Class3","W"
58.715,88,18.54,29.931,34.043,73,49.321,85.003,55.694,64.653,"Class2","M"
92.672,69,31.332,86.475,57.444,81,65.625,38.493,37.643,65.191,"Class1","R"
20.063,51,47.246,43.48,88.336,46,64.794,60.804,83.456,69.67,"Class5","J"
89.045,78,83.967,34.906,43.273,53,71.007,NA,57.88,54.518,"Class2","T"
50.506,6,37.885,31.72,70.914,65,22.821,49.347,50.339,34.743,"Class4","E"
30.727,99,60.443,24.511,46.355,54,46.178,88.464,48.432,93.252,"Class2","C"
55.743,65,13.285,33.12,35.848,75,25.851,61.017,63.805,49.11,"Class3","W"
108.493,68,29.651,86.41,33.761,80,86.916,NA,50.261,94.82,"Class1","E"
101.345,96,57.599,19.863,42.067,47,76.071,82.488,71.128,61.874,"Class2","M"
54.917,68,12.309,77.148,34.043,63,38.428,60.348,66.878,60.846,"Class3","I"
63.195,58,34.586,86.316,73.546,54,61.917,23.147,14.896,57.032,"Class1","R"
27.558,66,22.067,87.778,33.312,74,55.466,60.175,27.108,40.511,"Class3","S"
57.105,64,19.202,51.586,32.889,60,22.214,61.912,24.382,83.25,"Class3","S"
72.26,63,31.759,86.591,23.323,76,93.453,29.407,30.022,53.106,"Class1","R"
53.949,5,40.361,41.891,70.161,40,46.833,57.638,70.338,62.662,"Class4","B"
47.511,84,13.402,18.207,38.315,76,56.821,86.274,52.124,37.549,"Class2","C"
59.832,6,57.132,27.267,65.285,51,39.48,62.188,82.514,54.636,"Class4","E"
10.966,89,65.972,18.995,37.284,64,66.887,86.305,73.883,42.954,"Class2","G"
99.274,93,49.157,31.585,45.388,46,55.88,81.198,49.212,25.534,"Class2","M"
26.115,86,30.044,23.837,37.155,66,41.912,80.523,55.015,29.246,"Class2","T"
53.049,7,48.976,23.226,67.929,66,16.067,53.98,73.968,55.284,"Class4","F"
47.608,65,20.463,68.911,32.316,82,50.597,61.338,40.329,49.557,"Class3","S"
46.912,45,42.454,45.954,94.782,45,49.246,71.66,76.185,49.686,"Class5","T"
66.455,85,83.012,19.19,39.473,57,57.044,80.425,76.458,60.916,"Class2","S"
97.372,44,37.238,85.981,77.427,63,79.955,33.688,8.625,58.991,"Class1","E"
12.549,64,10.721,39.619,36.116,84,22.233,60.158,40.186,75.754,"Class3","V"
73.904,68,14.299,59.134,33.879,72,21.462,62.346,38.027,85.247,"Class3","V"
63.851,50,41.035,55.137,37.466,57,14.095,36.863,73.154,72.21,"Class5","T"
79.767,57,36.366,86.718,73.398,83,45.484,33.589,41.038,33.785,"Class1","E"
2.08,62,4.399,87.706,36.167,84,26.373,62.727,37.909,67.395,"Class3","I"
90.261,48,28.573,86.388,45.058,67,56.021,31.493,36.701,35.106,"Class1","V"
47.638,74,14.861,21.645,36.496,48,72.316,82.918,54.143,50.838,"Class2","T"
71.523,59,28.912,86.543,52.093,82,50.634,38.853,10.079,41.524,"Class1","E"
74.681,41,32.492,86.416,49.286,83,75.367,35.163,23.098,40.707,"Class1","E"
76.233,62,10.402,59.722,32.224,89,55.422,60.625,40.912,72.625,"Class3","A"
26.852,NA,49.953,21.205,36.452,65,71.674,86.874,72.291,18.37,"Class2","M"
73.653,45,38.453,86.862,43.362,70,52.619,24.149,28.03,61.958,"Class1","E"
62.689,41,29.237,87.211,46.915,63,93.796,35.668,32.24,53.899,"Class1","R"
36.29,73,44.574,25.193,41.179,72,48.125,87.76,51.399,52.341,"Class2","C"
55.883,7,58.203,23.927,71.337,47,7.723,29.537,66.539,40.978,"Class4","E"
30.398,94,69.762,22.51,43.22,55,40.375,81.912,79.29,58.174,"Class2","C"
43.198,63,9.459,16.777,32.574,72,32.086,61.277,46.438,79.136,"Class3","S"
72.825,55,38.617,86.222,44.423,77,91.976,33.792,12.984,84.993,"Class1","V"
62.945,74,46.886,19.328,43.418,69,58.065,NA,73.903,48.512,"Class2","M"
58.242,87,9.794,10.696,43.044,67,63.328,86.753,72.289,30.851,"Class2","T"
91.975,37,44.609,42.756,62.544,47,12.123,27.395,96.972,84.163,"Class5","T"
67.06,74,28.698,24.937,47.51,58,45.599,NA,58.824,47.9,"Class2","G"
31.039,62,55.982,58.97,25.43,56,59.156,102.471,60.409,55.617,"Class5","T"
76.075,40,33.511,86.138,64.942,81,57.568,33.792,9.728,55.839,"Class1","U"
56.973,5,53.679,13.771,71.287,34,54.067,55.222,49.64,64.801,"Class4","F"
80.981,64,8.491,14.413,32.033,66,43.187,59.987,45.682,75.353,"Class3","W"
46.208,64,22.603,74.363,32.56,60,30.684,62.309,81.746,73.348,"Class3","W"
45.922,94,48.66,26.002,43.751,44,58.081,87.757,81.024,41.109,"Class2","S"
55.194,5,41.896,9.713,66.802,36,36.847,50.25,56.189,59.309,"Class4","B"
56.558,67,19.906,18.477,32.162,55,44.446,61.695,22.615,70.258,"Class3","S"
86.39,40,32.131,85.959,35.009,68,47.381,29.546,21.171,51.158,"Class1","P"
57.525,6,31.316,39.453,71.03,55,43.526,56.161,39.219,47.027,"Class4","E"
66.523,91,75.921,16.846,43.296,61,74.177,85.32,54.598,21.518,"Class2","M"
70.86,57,26.529,45.821,24.228,65,57.701,33.913,64.7,76.823,"Class5","G"
52.508,5,53.294,20.532,70.306,64,42.128,62.424,83.593,48.596,"Class4","L"
53.553,5,56.928,19.664,71.675,33,45.084,35.043,47.812,51.091,"Class4","B"
44.688,64,40.258,27.1,51.698,48,20.83,76.499,60.351,70.029,"Class5","T"
44.721,90,29.627,21.553,38.008,78,71.54,81.495,48.041,27.652,"Class2","G"
54.127,6,32.785,31.63,67.411,51,39.69,79.665,49.977,31.241,"Class4","F"
16.837,42,38.07,48.47,69.059,48,53.429,40.528,87.005,69.63,"Class5","Y"
79.064,67,28.985,86.447,69.17,66,52.12,24.788,36.803,3.32,"Class1","P"
71.358,45,35.591,86.218,74.69,74,66.991,33.341,26.821,101.226,"Class1","P"
51.303,6,57.847,23.541,63.869,52,45.199,NA,47.867,39.275,"Class4","L"
8.365,98,84.767,21.526,40.378,71,57.424,86.808,55.376,80.624,"Class2","T"
76.315,88,33.205,11.299,39.935,61,73.509,89.479,48.227,9.83,"Class2","M"
79.14,37,31.698,86.527,73.13,64,61.106,34.239,21.099,51.025,"Class1","V"
67.896,63,21.755,79.034,34.504,91,26.012,61.206,26.824,67.827,"Class3","S"
52.577,86,45.045,20.132,34.562,76,43.155,84.843,67.516,57.625,"Class2","G"
53.91,5,48.414,27.402,65.538,66,29.464,69.554,62.191,36.851,"Class4","B"
52.668,7,33.352,31.229,68.189,66,49.062,55.375,74.62,43.428,"Class4","J"
54.414,5,48.967,44.567,74.288,36,34.371,41.952,63.445,45.835,"Class4","B"
47.975,54,48.354,62.798,82.427,61,40.667,37.78,78.169,59.123,"Class5","P"
71.127,74,37.184,54.97,84.798,42,75.361,78.726,83.205,71.094,"Class5","T"
50.238,75,51.549,39.12,38.92,60,37.044,82.435,84.389,82.824,"Class5","J"
27.478,84,19.241,25.624,38.936,70,65.647,88.815,55.617,16.531,"Class2","M"
88.89,74,37.601,22.039,39.03,70,53.436,87.23,57.815,70.289,"Class2","G"
76.331,46,33.734,86.729,62.709,71,63.185,32.9,35.117,31.764,"Class1","V"
61.272,55,38.898,86.337,23.705,75,54.152,30.28,32.392,64.459,"Class1","P"
15.773,NA,57.231,23.546,39.976,78,73.709,85.574,65.792,37.967,"Class2","C"
56.625,7,35.842,18.868,68.586,26,13.809,54.963,69.597,44.193,"Class4","J"
50.15,6,30.66,47.257,74.656,26,37.332,52.695,69.525,63.423,"Class4","L"
42.588,63,42.831,56.584,82.915,48,53.594,71.225,88.972,76.258,"Class5","T"
53.226,5,40.853,19.303,72.901,36,46.71,22.43,41.014,41.012,"Class4","J"
54.467,5,31.118,29.11,63.3,56,20.262,44.579,55.088,59.751,"Class4","J"
82.89,73,49.824,23.524,42.131,61,75.728,NA,77.751,65.906,"Class2","M"
70.925,41,31.901,86.658,63.724,71,72.676,24.22,33.327,75.377,"Class1","E"
43.566,96,53.783,27.714,43.61,45,70.585,78.612,69.762,65.798,"Class2","M"
42.114,63,18.745,98.722,33.772,86,49.847,61.84,71.059,68.647,"Class3","A"
61.928,46,32.867,86.348,72.23,56,68.12,29.38,30.832,95.669,"Class1","U"
23.22,90,35.142,6.626,39.224,69,43.385,85.047,63.253,32.884,"Class2","G"
77.974,66,29.807,86.462,31.433,75,80.117,35.581,28.191,69.991,"Class1","P"
25.868,81,35.694,15.619,36.867,58,69.785,84.695,66.187,42.774,"Class2","G"
50.553,7,48.733,19.37,69.344,27,29.707,NA,52.706,51.945,"Class4","B"
13.987,94,25.064,17.764,36.076,65,57.048,82.789,78.463,49.021,"Class2","C"
81.186,87,75.913,29.953,37.76,60,58.288,NA,65.81,92.068,"Class2","S"
68.681,67,15.66,66.721,33.477,84,54.087,NA,62.745,61.391,"Class3","V"
14.265,62,21.357,37.246,33.387,87,38.923,60.878,56.57,77.953,"Class3","V"
75.185,37,38.359,86.516,44.967,75,61.3,31.579,31.645,28.817,"Class1","U"
40.198,79,49.793,61.579,7.599,59,48.793,77.933,96.443,60.853,"Class5","T"
25.897,64,21.881,54.262,32.521,86,33.644,60.452,20.11,72.316,"Class3","I"
77.38,NA,71.49,23.713,38.858,61,68.738,85.599,77.498,51.581,"Class2","C"
53.006,89,36.376,9.656,40.182,49,56.402,85.989,55.312,41.306,"Class2","S"
50.675,88,68.136,28.356,43.635,55,66.164,83.189,80.356,66.867,"Class2","S"
93.818,85,8.575,14.521,39.868,44,44.213,91.15,62.295,54.747,"Class2","M"
74.051,NA,37.288,86.853,45.059,71,56.012,28.641,34.776,79.091,"Class1","R"
58.341,83,30.551,37.263,38.913,67,15.757,31.258,80.301,67.727,"Class5","Y"
73.803,82,13.99,29.204,35.407,64,51.19,80.132,66.4,98.674,"Class2","G"
42.258,68,5.956,23.154,36.942,75,40.135,61.225,71.539,58.38,"Class3","S"
13.403,73,58.942,31.417,32.781,44,66.224,85.689,87.85,85.054,"Class5","P"
56.972,53,58.007,69.298,20.93,58,60.533,108.17,85.392,51.99,"Class5","J"
59.108,90,79.546,24.794,42.606,70,59.355,83.203,49.161,77.443,"Class2","M"
44.726,58,54.115,34.681,66.487,48,25.222,71.874,68.904,77.314,"Class5","P"
40.041,58,33.568,61.933,70.225,58,63.234,87.274,71.997,70.161,"Class5","Y"
57.741,51,60.056,61.507,7.574,52,42.015,18.981,99.462,56.541,"Class5","G"
57.891,5,45.953,34.076,65.13,32,9.182,37.368,79.177,43.806,"Class4","L"
3.224,51,38.756,69.804,90.593,42,15.64,31.279,96.254,53.225,"Class5","G"
36.942,80,32.488,24.837,43.619,64,56.377,NA,68.863,36.674,"Class2","M"
72.482,68,14.253,-4.095,35.709,79,22.144,60.266,26.721,74.681,"Class3","I"
13.826,62,13.296,25.983,33.564,58,41.536,62.457,63.888,70.652,"Class3","I"
75.999,35,33.234,86.039,65.564,54,81.329,NA,46.729,108.068,"Class1","E"
55.952,6,29.611,37.606,71.94,52,48.035,63.29,76.963,38.647,"Class4","B"
64.546,63,4.645,29.62,35.644,86,48.582,61.309,38.064,55.399,"Class3","S"
24.073,74,43.234,29.303,35.488,81,67.912,90.384,79.456,94.695,"Class2","T"
89.043,67,9.644,65.152,32.382,64,39.921,60.984,70.498,58.435,"Class3","V"
80.009,63,5.291,70.86,32.892,77,48.178,60.14,38.668,66.988,"Class3","W"
53.136,5,36.585,30.945,71.17,39,9.059,49.205,44.616,62.488,"Class4","L"
87.284,70,36.011,87.101,56.726,66,60.931,NA,41.363,56.996,"Class1","V"
74.267,63,13.384,28.639,34.675,76,40.767,61.941,57.653,76.171,"Class3","S"
53.104,5,56.876,40.167,68.081,36,23.113,NA,85.062,55.561,"Class4","B"
18.051,63,52.214,67.677,2.422,58,53.004,50.691,67.638,80.373,"Class5","J"
55.524,6,38.01,24.961,64.122,66,9.165,38.515,43.416,50.755,"Class4","J"
67.872,65,5.335,64.665,35.239,66,40.852,61.608,81.705,60.577,"Class3","S"
78.793,87,64.504,29.525,46.395,44,69.179,82.357,73.02,35.357,"Class2","G"
63.206,68,10.112,76.326,34.108,72,49.528,62.261,28.75,60.256,"Class3","V"
62.844,44,31.767,86.64,77.456,69,80.988,33.226,23.619,39.482,"Class1","V"
49.194,32,30.663,86.479,77.833,81,47.584,24.871,39.691,71.706,"Class1","R"
26.826,67,3.028,54.747,36.102,90,56.381,62.31,60.075,71.576,"Class3","W"
51.955,NA,33.778,35.636,74.467,65,7.291,35.561,44.232,49.364,"Class4","F"
61.007,82,23.248,27.803,43.871,58,71.385,84.8,77.201,48.74,"Class2","C"
57.964,82,10.181,14.464,37.208,81,69.831,83.984,53.588,57.498,"Class2","T"
80.888,88,23.717,11.128,44.099,51,57.593,78.63,80.827,7.309,"Class2","T"
48.607,7,54.956,32.219,64.142,44,31.917,69.982,85.647,34.445,"Class4","L"
82.866,52,31.953,86.714,21.182,71,74.698,36.006,9.307,56.21,"Class1","R"
11.333,74,32.673,63.067,23.744,42,46.111,69.653,87.881,67.393,"Class5","G"
-15.982,64,6.605,49.446,36.902,77,31.884,62.928,34.404,62.561,"Class3","A"
20.739,67,15.918,33.028,33.111,55,50.905,NA,59.816,62.175,"Class3","V"
27.08,68,18.593,69.018,36.76,60,23.58,62.339,55.354,76.983,"Class3","V"
58.946,81,80.351,15.865,45.403,63,65.979,82.269,69.904,44.973,"Class2","C"
55.549,6,55.232,18.179,63.073,51,8.757,38.211,51.328,44.178,"Class4","B"
106.759,56,57.571,60.159,87.608,67,49.43,100.061,79.764,57.336,"Class5","T"
36.624,83,42.675,19.16,34.414,79,49.243,86.043,53.364,74.481,"Class2","S"
15.687,65,13.853,67.798,32.132,77,33.878,60.153,69.149,70.293,"Class3","W"
50.159,98,53.629,17.914,39.624,50,47.96,90.315,65.38,48.34,"Class2","S"
67.706,47,32.496,86.405,54.932,64,58.271,25.444,48.482,63.038,"Class1","P"
77.616,32,36.675,86.518,61.308,55,75.119,28.738,21.94,16.24,"Class1","P"
5.239,NA,47.83,64.018,17.696,53,63.019,7.493,88.364,52.037,"Class5","Y"
56.679,55,35.977,86.685,59.666,54,60.32,24.457,35.561,46.007,"Class1","P"
35.666,79,37.234,21.001,34.58,69,45.165,77.933,52.143,99.259,"Class2","M"
86.181,65,11.251,48.062,36.213,89,40.591,62.339,63.629,75.632,"Class3","A"
36.971,65,33.187,52.8,94.08,67,44.135,30.974,75.126,62.83,"Class5","P"
40.155,65,21.441,38.184,33.811,62,43.404,63.103,77.147,67.107,"Class3","I"
86.718,88,17.256,9.083,34.636,75,68.279,NA,48.71,49.351,"Class2","T"
70.144,83,25.694,26.324,47.077,60,67.462,86.561,51.615,81.147,"Class2","C"
59.568,77,48.284,73.198,16.49,48,16.616,24.893,63.506,57.362,"Class5","J"
30.155,76,36.449,47.53,27.973,70,37.564,54.783,62.489,77.734,"Class5","Y"
50.2,6,53.582,43.286,67.657,63,52.398,45.652,76.741,50.887,"Class4","J"
74.882,86,21.132,14.059,37.577,60,71.771,84.332,52.633,74.765,"Class2","C"
50.922,6,36.07,17.541,71.458,49,54.907,23.964,49.05,39.43,"Class4","J"
77.813,NA,58.884,8.285,37.584,79,69.677,83.78,72.44,45.612,"Class2","S"
85.588,99,17.551,14.563,34.408,55,66.923,86.322,80.056,63.309,"Class2","M"
52.462,5,45.279,50.228,68.863,66,43.26,68.59,63.531,71.821,"Class4","F"
86.178,86,43.764,28.464,43.982,68,53.857,85.873,74.892,22.305,"Class2","G"
53.564,7,42.771,27.622,74.377,53,38.621,63.518,40.634,45.804,"Class4","J"
75.368,87,28.719,23.041,40.284,57,56.272,85.754,49.354,76.927,"Class2","C"
67.967,67,10.083,20.548,33.82,75,39.261,61.13,43.247,66.577,"Class3","S"
86.127,68,9.159,48.63,34.161,76,35.245,60.73,27.889,82.849,"Class3","V"
18.645,67,34.209,57.72,29.66,65,37.159,62.689,64.952,71.556,"Class5","Y"
64.91,53,32.345,86.338,53.326,53,56.299,37.879,30.971,-2.176,"Class1","V"
37.647,62,8.344,11.862,33.078,59,50.767,NA,51.854,56.758,"Class3","A"
80.678,45,35.098,86.538,70.778,75,89.598,32.56,28.961,21.452,"Class1","E"
49.842,62,17.896,-4.148,34.351,79,25.812,62.586,71.379,67.042,"Class3","A"
54.486,5,45.611,41.221,74.154,49,53.484,54.336,71.214,59.376,"Class4","L"
55.952,7,46.422,49.95,69.287,47,24.494,56.036,76.935,48.573,"Class4","L"
76.289,68,32.604,86.497,45.835,60,57.016,27.734,23.131,23.083,"Class1","V"
47.988,80,49.721,51.825,74.633,42,25.297,38.598,75.792,77.1,"Class5","G"
24.137,68,22.05,25.611,32.52,71,56.856,62.474,45.053,66.307,"Class3","I"
64.113,58,32.772,87.005,55.636,83,60.307,30.879,43.504,8.439,"Class1","U"
40.954,62,48.487,43.097,73.585,53,37.972,-9.474,59.795,63.488,"Class5","J"
72.102,NA,9.485,61.237,34.54,77,43.822,62.363,32.887,77.024,"Class3","I"
48.725,96,77.626,18.969,38.908,81,66.419,84.275,64.282,24.132,"Class2","G"
49.977,7,29.71,30.621,69.21,59,37.267,62.326,68.531,49.462,"Class4","B"
54.288,5,55.807,3.869,69.135,46,48.783,31.926,54.348,58.97,"Class4","F"
57.463,65,35.836,86.181,45.679,68,66.742,30.226,27.408,47.9,"Class1","P"
52.605,68,35.366,86.639,38.277,80,54.728,NA,10.701,107.849,"Class1","U"
94.52,36,32.494,86.272,24.813,53,52.45,NA,50.965,37.332,"Class1","E"
57.3,45,31.768,86.425,25.896,63,79.329,26.392,31.337,30.272,"Class1","V"
38.113,NA,52.208,25.926,41.771,65,65.919,83.266,58.596,68.972,"Class2","M"
48.627,77,37.217,27.527,44.914,46,62.319,NA,56.136,68.43,"Class2","S"
36.29,44,43.051,41.211,0.69,63,58.475,85.271,63.286,80.334,"Class5","P"
108.278,NA,8.875,5.549,35.338,77,56.215,NA,60.772,73.066,"Class3","W"
72.455,86,52.954,18.403,45.549,81,72.977,85.936,63.941,35.805,"Class2","M"
26.891,60,43.871,78.246,26.379,66,23.587,56.905,71.704,65.22,"Class5","G"
51.622,6,57.33,37.32,66.071,35,16.565,39.456,42.125,41.751,"Class4","B"
40.531,74,14.851,19.793,37.252,81,40.038,85.914,76.473,27.257,"Class2","G"
52.342,5,38.613,41.087,74.827,53,29.212,55.253,77.571,40.878,"Class4","B"
57.307,NA,44.952,43.129,78.61,66,26.79,75.951,70.27,24.691,"Class5","T"
76.191,66,19.47,55.141,36.488,89,29.516,60.976,24.411,69.311,"Class3","S"
73.569,62,28.745,86.509,78.117,60,88.657,NA,37.123,50.34,"Class1","R"
48.761,5,36.126,39.457,67.395,44,46.942,31.247,75.282,41.707,"Class4","E"
16.217,66,6.233,131.671,33.817,69,37.491,62.387,72.355,65.137,"Class3","I"
56.501,68,8.984,37.152,35.67,62,38.693,61.613,24.804,54.089,"Class3","I"
61.422,50,32.574,86.371,31.213,56,48.637,28.897,47.088,23.937,"Class1","U"
71.153,68,22.412,53.242,32.653,66,27.671,62.673,69.151,59.2,"Class3","W"
32.461,56,31.618,68.313,79.337,59,27.308,30.488,68.421,79.018,"Class5","Y"
36.058,87,36.581,27.247,42.719,68,73.901,83.085,58.063,47.711,"Class2","C"
25.726,38,36.459,38.457,36.583,56,20.702,61.525,84.449,52.413,"Class5","T"
86.414,65,38.353,85.984,51.958,66,54.486,38.232,51.438,19.786,"Class1","R"
21.6,64,8.256,17.44,32.756,75,46.24,61.186,26.564,63.566,"Class3","A"
53.886,7,52.743,15.655,73.853,54,26.319,17.552,75.014,44.667,"Class4","J"
37.614,70,39.988,54.329,67.857,69,41.253,81.585,98.366,80.11,"Class5","T"
63.716,7,51.219,30.06,70.253,61,54.304,49.635,52.891,52.519,"Class4","B"
56.804,7,50.87,27.728,65.13,59,51.433,53.254,50.253,51.284,"Class4","E"
62.905,5,53.178,15.964,72.515,52,54.021,34.655,71.274,51.126,"Class4","J"
56.018,67,16.762,13.706,34.185,54,31.71,63.413,70.353,62.734,"Class3","V"
68.271,68,49.44,44.22,26.449,44,42.431,56.006,90.56,77.188,"Class5","T"
53.708,5,33.36,20.535,63.224,64,41.914,59.408,74.308,61.41,"Class4","L"
73.087,89,79.663,23.478,47.732,80,54.807,82.837,74.116,66.163,"Class2","M"
66.748,88,67.731,11.524,42.946,57,45.24,92.739,73.932,81.102,"Class2","S"
84.504,53,32.685,86.626,69.271,54,70.565,31.507,33.685,70.249,"Class1","U"
79.071,67,36.518,86.048,81.185,77,68.551,40.289,43.229,12.845,"Class1","R"
67.502,62,30.99,86.872,27.12,62,56.699,23.038,45.106,-0.654,"Class1","V"
72.373,47,33.071,86.33,55.313,74,89.36,34.098,39.872,60.878,"Class1","R"
51.633,66,5.389,20.619,35.3,90,51.258,61.1,56.923,74.236,"Class3","A"
70.207,63,10.838,43.652,34.504,56,25.391,61.248,28.882,67.167,"Class3","V"
56.669,7,35.912,16.993,72.532,64,40.113,55.488,64.237,23.771,"Class4","L"
56.607,7,31.63,35.216,69.802,37,36.55,54.042,66.699,49.475,"Class4","J"
64.538,65,34.378,86.375,47.18,81,88.155,27.346,7.678,2.633,"Class1","V"
31.189,86,35.01,23.272,41.656,46,55.841,82.157,54.649,50.951,"Class2","M"
69.034,66,6.88,7.449,34.295,68,50.181,61.266,43.232,63.3,"Class3","S"
70.732,67,21.504,58.44,33.868,93,36.721,63.114,41.126,67.229,"Class3","S"
39.345,86,56.062,12.644,39.573,48,61.187,86.574,61.206,27.502,"Class2","S"
65.912,83,58.014,12.197,39.153,80,45.678,91.079,60.217,69.855,"Class2","T"
22.707,58,25.656,53.926,41.03,55,10.357,39.928,70.999,82.387,"Class5","P"
95.998,77,38.243,55.986,71.164,57,21.844,77.246,62.049,77.536,"Class5","P"
72.963,45,31.32,87.246,60.298,69,55.449,27.963,39.379,51.92,"Class1","R"
53.123,7,42.172,18.031,63.028,32,35.927,4.162,55.06,45.866,"Class4","B"
84.872,67,35.606,86.612,77.603,65,42.86,26.816,18.504,11.531,"Class1","E"
35.069,60,58.272,57.95,33.887,44,75.79,58.18,72.352,87.634,"Class5","P"
65.717,36,36.321,86.755,43.097,81,75.65,27.084,11.145,135.431,"Class1","R"
51.16,7,40.533,32.158,65.949,61,53.201,44.108,61.241,51.221,"Class4","F"
56.434,5,30.237,33.204,74.639,55,36.886,43.268,47.607,35.945,"Class4","J"
58.682,7,46.702,23.582,68.149,29,54.802,40.902,41.095,44.376,"Class4","L"
73.61,91,44.443,10.162,39.833,46,43.563,86.194,76.664,48.609,"Class2","M"
75.7,62,33.486,86.199,70.699,69,50.213,32.425,22.648,40.032,"Class1","R"
75.22,32,32.32,86.641,43.177,58,50.964,31.536,31.32,79.956,"Class1","E"
91.539,65,10.812,37.806,32.177,79,56.263,60.874,59.926,61.318,"Class3","S"
87.816,65,30.822,86.5,66.747,67,84.576,13.96,11.861,44.344,"Class1","P"
74.02,41,29.731,86.055,72.737,59,69.316,27.249,48.931,84.982,"Class1","V"
73.857,64,3.935,-4.432,36.74,83,41.735,61.048,58.025,68.318,"Class3","S"
67.691,54,36.678,86.298,78.489,64,56.578,21.041,40.273,60.821,"Class1","E"
71.755,34,33.747,85.967,22.59,56,74.475,21.634,25.795,38.59,"Class1","R"
54.057,7,35.367,38.976,65.38,36,13.42,68.143,61.204,54.193,"Class4","F"
42.059,89,33.141,12.795,34.206,68,71.124,86.462,61.699,39.538,"Class2","G"
63.495,62,13.863,59.103,36.927,81,52.577,60.723,18.441,50.062,"Class3","S"
2.554,76,37.596,42.395,37.889,47,16.651,70.647,89.908,85.15,"Class5","Y"
38.96,60,36.097,52.267,79.434,62,54.744,77.178,61.67,57.335,"Class5","G"
18.819,45,53.367,41.683,70.812,44,68.329,43.131,87.939,77.716,"Class5","J"
53.678,96,9.265,21.683,44.27,56,50.438,86.705,67.841,-8.519,"Class2","C"
59.351,5,32.432,38.896,72.683,30,40.269,74.547,83.765,55.594,"Class4","J"
76.005,58,36.203,86.923,73.69,70,76.193,32.424,6.06,22.072,"Class1","R"
73.638,59,36.845,86.414,70.915,66,77.316,30.291,8.554,28.937,"Class1","E"
30.831,45,28.154,66.458,90.699,43,24.322,51.733,82.697,68.978,"Class5","Y"
40.454,62,35.496,86.402,49.231,74,67.905,21.996,39.181,65.605,"Class1","P"
