"XAV1","FJW2","AFV3","Output6","PNS4","UXD5","QSY6","XGK7","LBV8","HGE9","WSX10","PVB11","TXH12"
21.123,15.419,34.27,"Class5","S","F",54,85,67.572,29.728,18.207,34.48,24.331
77.372,42.527,28.325,"Class3","S","J",39,24,80.406,20.627,26.043,28.616,73.979
60.128,26.264,67.894,"Class4","H","J",61,51,22.396,51.03,64.343,39.579,1.51
25.745,20.76,58.908,"Class5","Y","Z",53,86,44.384,9.841,22.632,32.43,26.405
72.634,52.944,72.924,"Class1","D","L",71,47,62.614,29.537,55.488,48.596,82.616
73.204,7.493,35.811,"Class5","I","Z",49,88,46.644,48.081,31.365,31.676,3.15
55.494,52.358,50.542,"Class4","G","J",63,47,48.886,51.746,57.709,32.909,3.618
73.796,68.741,60.768,"Class1","G","D",44,49,51.506,28.01,50.644,33.751,80.812
66.31,42.174,23.906,"Class3","S","F",44,18,85.813,20.65,29.667,50.299,85.922
57.5,80.866,47.473,"Class1","D","Q",63,48,48.771,28.732,44.243,49.952,68.921
58.218,39.835,93.906,"Class4","G","Z",63,43,76.216,55.116,100.327,60.564,0.606
71.807,54.219,74.067,"Class1","X","K",75,51,30.225,27.734,27.793,40.375,81.622
51.988,47.589,48.96,"Class4","F","J",64,55,27.463,55.617,53.416,81.501,2.55
19.444,50.504,47.84,"Class2","K","P",24,77,50.815,58.031,69.833,6.483,57.282
32.465,61.987,21.319,"Class2","H","Y",21,45,43.896,46.045,88.587,34.736,65.28
60.105,NA,16.11,"Class3","K","J",46,46,81.99,45.9,24.378,58.388,76.057
82.834,36.001,30.693,"Class3","K","S",41,22,81.45,39.661,50.195,55.25,82.92
29.565,18.815,44.842,"Class5","S","X",49,88,43.008,9.456,36.71,31.96,21.474
65.597,54.164,19.411,"Class3","S","O",38,17,84.933,33.668,72.872,61.473,87.884
61.348,58.867,42.645,"Class1","L","L",58,49,47.554,28.737,42.923,50.839,72.98
12.368,10.078,35.751,"Class5","D","K",53,86,62.298,37.044,26.584,35.572,54.953
45.315,18.975,57.809,"Class5","Y","F",50,86,9.869,19.355,45.589,30.123,12.434
52.289,39.563,90.387,"Class4","S","S",64,42,27.515,55.957,43.577,65.588,1.534
57.695,54.397,74.041,"Class1","X","Q",58,51,52.354,26.852,13.225,8.095,83.577
67.827,35.701,67.913,"Class4","F","I",63,41,13.211,52.249,61.115,45.353,2.999
36.589,85.46,24.385,"Class2","D","P",22,63,49.632,23.343,59.797,81.997,59.872
27.489,5.757,56.108,"Class5","Y","K",54,89,14.461,12.438,33.055,36.488,49.989
79.834,33.046,28.569,"Class3","K","F",41,20,81.783,38.627,52.892,45.711,82.693
54.194,62.112,52.943,"Class1","U","L",78,49,50.967,27.14,39.733,41.387,79.523
56.85,39.623,25.316,"Class3","Q","S",40,23,80.675,25.466,-9.262,42.108,73.155
13.773,13.406,32.967,"Class5","Y","X",53,88,9.185,23.997,40.819,30.104,25.956
30.594,55.89,10.343,"Class2","F","J",25,38,37.62,50.571,78.045,39.563,58.893
56.838,53.993,28.043,"Class3","Q","J",38,47,86.417,18.949,9.606,37.099,90.155
41.367,14.032,32.058,"Class5","S","Z",49,87,23.215,31.286,16.767,33.565,20.912
57.17,92.303,72.482,"Class1","U","D",51,48,55.32,27.855,51.649,28.775,75.448
68.098,12.276,37.994,"Class5","I","F",49,86,67.874,45.506,21.804,35.658,28.568
52.76,NA,81.187,"Class4","F","I",66,52,19.335,53.995,73.117,57.416,1.443
43.884,16.027,35.095,"Class5","S","Z",54,88,57.849,18.42,33.166,32.188,17.17
NA,34.398,55.783,"Class4","F","J",66,59,34.518,53.283,56.101,50.396,1.598
62.778,22.405,50.146,"Class5","N","X",52,88,23.163,16.286,28.29,32.172,31.234
54.374,81.932,89.362,"Class1","D","N",62,48,21.555,26.563,36.272,83.616,81.054
78.479,52.125,24.341,"Class3","K","Y",43,17,84.918,31.25,-17.93,39.008,86.495
43.362,28.126,60.684,"Class2","D","Y",10,25,46.635,26.274,57.405,66.846,57.762
83.474,38.067,16.071,"Class3","K","J",37,41,83.739,38.455,63.854,27.161,87.323
43.336,8.255,15.545,"Class2","D","Y",8,26,50.806,52.408,70.632,76.65,43.104
72.685,39.003,30.87,"Class3","C","S",43,21,87.1,46.971,80.316,24.411,78.198
56.812,56.165,78.736,"Class1","D","L",39,48,22.674,29.591,20.976,20.47,79.323
67.72,31.944,93.645,"Class4","G","Z",63,43,53.17,52.378,62.115,40.887,4.112
39.228,37.862,84.479,"Class2","K","J",23,74,41.581,23.422,69.731,88.907,51.751
77.891,9.015,39.883,"Class5","Y","P",50,86,30.012,40.709,42.306,34.063,32.312
15.673,41.813,86.312,"Class2","F","S",20,69,44.914,54.569,68.568,88.127,48.797
70.807,50.606,83.762,"Class1","G","Q",49,47,29.622,29.859,22.97,12.584,77.853
5.884,14.373,48.454,"Class5","D","K",49,86,24.3,39.667,31.971,32.696,30.411
40.07,11.11,55.291,"Class5","N","F",52,89,14.618,21.454,30.674,39.212,18.562
24.296,65.858,53.411,"Class2","K","Z",11,67,46.938,33.915,67.423,74.572,48.846
NA,13.003,32.554,"Class5","I","F",54,89,75.569,8.49,8.681,32.77,31.116
40.745,9.859,36.031,"Class5","I","K",51,85,42.44,21.242,20.167,34.871,32.517
41.897,13.642,68.15,"Class2","F","J",26,22,40.262,54.038,94.876,71.975,55.471
79.723,45.605,23.088,"Class3","Q","O",46,37,81.534,46.32,25.271,39.214,62.799
59.455,19.269,48.868,"Class5","Y","K",51,88,32.179,23.94,42.219,31.434,18.828
78.587,29.585,45.36,"Class1","G","N",48,52,31.799,27.762,43.586,8.256,82.508
46.376,50.687,79.379,"Class2","J","S",27,75,42.774,27.108,85.863,49.216,49.293
38.969,18.993,49.272,"Class5","N","F",53,89,30.85,22.051,16.749,32.656,42.831
17.234,6.412,34.144,"Class2","F","J",8,73,44.328,41.697,68.717,75.756,52.321
48.154,5.739,31.635,"Class5","N","F",52,87,73.901,28.925,21.982,30.359,45.201
70.706,60.61,40.459,"Class1","G","K",67,50,41.981,27.244,63.783,46.23,80.211
65.04,45.656,90.968,"Class4","S","B",66,45,36.065,55.574,43.264,27.098,2.986
74.012,85.608,90.234,"Class1","G","D",54,47,50.198,27.484,59.673,83.301,82.668
NA,38.936,82.839,"Class4","H","I",63,51,53.722,54.099,81.514,70.502,0.98
56.85,38.783,84.295,"Class4","H","B",64,55,73.441,52.723,41.318,14.89,1.645
73.492,57.071,32.615,"Class3","S","J",44,33,85.623,45.454,19.178,29.292,90.37
68.648,45.09,80.27,"Class4","U","J",64,46,49.866,55.977,60.541,11.341,1.779
53.994,37.56,60.46,"Class4","G","Z",66,55,43.158,53.062,63.802,24.942,3.238
46.493,11.603,47.362,"Class5","N","F",53,88,66.898,46.253,45.923,33.081,28.635
59.838,31.338,25.887,"Class3","Q","S",38,42,79.191,42.198,29.326,37.326,71.809
7.756,20.842,48.992,"Class5","D","P",54,89,43.51,34.102,30.814,36.429,25.372
8.268,19.119,58.497,"Class5","N","Z",51,85,20.736,40.447,16.343,31.06,33.05
56.595,50.708,28.342,"Class3","C","Y",46,47,79.38,39.812,31.546,49.744,73.542
30.579,NA,30.208,"Class2","D","J",22,31,46.946,57.464,52.836,59.648,56.333
59.982,40.163,97.367,"Class4","H","Z",67,50,72.513,53.907,58.821,37.323,3.72
42.723,12.807,48.9,"Class5","Y","P",49,88,75.081,27.426,40.198,36.821,35.164
75.385,37.899,17.402,"Class3","K","J",40,35,80.503,17.908,46.953,57.427,88.443
64.561,68.391,82.763,"Class1","L","N",46,50,37.787,27.594,44.213,-26.838,78.289
80.369,34.412,21.536,"Class3","C","F",39,39,81.217,46.85,44.778,47.453,76.925
76.029,45.384,28.928,"Class3","S","J",41,24,81.589,25.726,74.626,49.182,85.73
55.574,64.63,71.887,"Class1","U","N",74,47,41.126,27.797,15.61,27.107,83.495
70.473,55.005,21.523,"Class3","K","F",39,38,87.909,22.162,36.902,12.69,81.397
13.158,10.877,56.018,"Class5","S","F",50,87,15.394,43.708,38.761,32.174,32.522
43.011,11.484,58.376,"Class5","Y","F",53,87,25.6,19.801,23.458,32.913,13.039
37.752,13.33,51.764,"Class5","D","P",50,87,56.028,14.103,23.816,29.492,30.099
56.009,47.435,61.364,"Class4","U","B",66,58,23.534,53.155,44.644,80.965,1.757
59.173,4.074,50.016,"Class5","Y","X",54,87,40.852,35.264,33.798,31.51,16.775
42.498,10.125,42.251,"Class5","I","Z",51,87,52.187,15.983,21.352,35.381,30.68
73.59,37.936,23.643,"Class3","K","F",37,29,84.945,48.338,58.226,64.744,86.355
55.945,48.446,85.536,"Class4","G","S",62,50,60.92,54.89,87.728,116.086,1.601
48.62,23.506,58.549,"Class5","S","Z",54,85,59.961,46.931,24.889,33.853,40.395
NA,41.457,69.526,"Class4","F","J",66,55,30.82,55.846,51.902,54.351,3.013
57.587,42.032,20.364,"Class3","S","O",43,17,78.241,38.393,35.936,37.812,99.993
74.354,71.693,37.251,"Class1","U","Q",84,50,48.207,27.254,31.389,49.904,85.034
57.797,45.31,63.483,"Class4","G","S",64,54,57.744,52.507,48.063,24.02,1.91
NA,68.784,39.329,"Class1","X","K",50,50,42.156,25.073,54.366,53.635,77.896
55.584,39.199,79.78,"Class4","G","Z",62,44,74.174,54.517,57.374,62.46,4.843
39.73,-12.121,17.33,"Class2","H","Y",19,65,49.072,44.42,61.143,23.242,56.825
NA,15.473,58.191,"Class5","Y","X",52,87,34.583,27.984,39.749,33.103,25.409
33.733,9.144,57.89,"Class5","S","F",54,87,41.878,23.489,25.082,31.578,19.239
71.682,40.859,45.148,"Class1","D","L",81,52,61.734,29.331,16.99,16.931,84.264
18.908,13.866,58.642,"Class5","S","F",49,89,27.388,30.705,38.742,38.183,30.885
54.936,40.945,89.765,"Class4","H","I",64,41,63.478,55.928,70.69,52.323,2.506
57.888,40.599,94.027,"Class4","U","Z",65,57,18.693,55.964,56.198,51.536,1.156
60.549,40.731,57.752,"Class4","F","I",66,47,52.642,55.477,56.371,127.914,2.741
38.8,10.801,52.971,"Class5","S","F",50,89,43.208,49.364,23.272,33.671,27.221
55.055,15.134,47.128,"Class5","S","X",54,89,28.26,33.006,11.132,33.021,54.938
56.035,40.251,90.273,"Class4","F","B",62,61,71.006,54.276,57.003,56.319,4.437
65.094,34.336,25.913,"Class3","C","O",41,36,86.926,41.848,84.566,37.285,72.202
69.093,43.034,15.973,"Class3","Q","Y",47,16,83.181,50.082,20.887,33.776,104.795
75.45,24.061,52.63,"Class5","I","X",49,89,29.411,42.678,31.257,33.324,26.629
64.848,54.063,50.737,"Class1","D","D",65,49,38.334,28.834,60.701,62.948,75.92
41.128,45.051,37.277,"Class2","D","J",12,65,43.598,37.902,78.558,69.231,62.352
NA,NA,27.325,"Class2","J","P",16,48,37.977,58.706,43.998,55.321,65.652
58.681,75.367,50.071,"Class1","X","D",70,48,25.32,26.961,61.89,73.229,88.152
60.058,48.357,78.223,"Class1","L","Q",59,47,24.413,28.315,46.334,14.339,75.289
54.311,NA,55.961,"Class4","S","J",65,42,27.914,53.086,77.592,103.592,2.506
58.705,61.822,41.053,"Class1","U","Q",84,52,34.008,29.091,52.49,18.731,84.32
29.34,24.128,71.159,"Class2","K","Z",18,32,40.412,25.78,69.81,54.573,56.876
21.526,35.026,92.37,"Class2","J","P",13,28,39.329,49.767,71.16,17.677,56.382
24.706,17.087,77.949,"Class2","K","Y",20,63,41.324,37.013,72.288,44.268,59.951
41.734,3.386,59.926,"Class5","D","F",51,88,12.863,14.939,21.642,33.617,18.771
65.416,53.278,63.708,"Class4","S","J",66,57,67.305,55.382,58.797,40.933,2.319
68.068,45.474,28.939,"Class3","K","Y",39,43,80.039,45.736,1.159,33.262,83.014
28.087,11.521,86.243,"Class2","H","Y",20,65,42.968,47.246,91.733,28.97,47.078
62.437,50.622,85.56,"Class1","U","L",58,51,30.021,25.969,21.972,13.35,76.187
30.441,42.16,78.437,"Class2","H","Z",24,39,40.336,41.17,58.873,31.496,44.426
61.005,41.49,61.463,"Class4","F","B",61,41,34.229,51.64,66.134,34.643,2.467
65.406,39.872,88.429,"Class4","S","S",65,40,67.794,52.55,89.985,79.898,1.939
61.918,21.894,31.642,"Class5","S","F",52,89,66.433,19.891,24.988,30.971,25.356
64.869,71.299,78.381,"Class1","X","L",57,47,55.812,25.117,68.464,71.888,74.566
51.377,4.973,33.061,"Class5","N","Z",54,86,17.07,18.851,35.15,36.602,18.363
33.2,NA,86.835,"Class2","K","J",14,48,36.888,55.719,78.901,51.121,55.984
59.813,49.266,28.65,"Class3","I","Y",39,30,83.211,45.75,26.469,34.096,88.366
51.196,NA,61.668,"Class4","U","S",63,40,19.014,54.909,55.496,71.998,1.896
61.78,57.472,50.518,"Class1","X","D",77,48,37.971,27.091,86.994,33.847,88.853
60.29,14.939,33.848,"Class5","N","K",52,88,10.409,22.976,28.998,35.097,57.966
42.819,36.615,87.149,"Class2","H","Z",8,76,41.662,52.251,58.062,51.921,61.885
42.292,NA,4.884,"Class2","F","Y",11,74,41.286,33.747,72.147,63.763,65.785
66.771,79.99,55.111,"Class1","X","D",50,51,44.985,27.197,22.823,60.681,83.501
81.982,48.393,28.253,"Class3","K","F",37,21,78.504,36.259,1.384,52.767,68.281
57.5,NA,68.722,"Class4","F","J",63,53,20.04,52.494,58.622,27.33,3.096
9.441,17.797,57.024,"Class5","Y","X",52,87,62.348,14.133,38.196,35.976,15.886
55.695,41.974,60.163,"Class4","U","B",63,56,70.647,54.789,82.738,39.607,1.364
19.914,6.626,54.1,"Class5","S","P",53,86,12.874,51.189,33.447,31.521,26.662
NA,51.407,79.018,"Class2","D","Z",19,46,36.064,52.063,59.472,87.798,58.223
42.518,37.745,24.478,"Class2","K","Y",13,56,41.471,51.463,44.157,81.514,43.697
70.143,81.859,89.33,"Class1","U","L",62,52,34.754,26.903,17.746,39.305,86.723
60.413,37.189,61.624,"Class4","S","I",64,57,67.163,55.814,65.841,59.927,3.243
56.892,55.375,36.229,"Class1","D","N",65,51,23.903,26.218,65.484,3.892,85.517
51.48,35.599,71.747,"Class4","H","B",61,52,66.557,55.901,77.026,89.056,2.757
22.358,12.736,45.116,"Class5","N","Z",54,85,30.387,10.257,45.211,34.359,5.575
60.583,47.156,24.876,"Class3","C","S",43,21,82.06,37.462,50.601,44.889,87.505
78.851,67.091,24.824,"Class3","Q","J",45,28,84.425,26.615,15.326,32.222,85.211
NA,35.443,74.486,"Class4","G","I",64,56,31.846,53.618,60.446,48.009,2.698
41.387,NA,54.611,"Class2","J","P",9,61,37.433,26.392,96.82,97.482,64.631
48.456,13.676,43.99,"Class5","I","K",52,86,33.153,23.523,30.943,29.335,16.39
38.733,43.939,34.706,"Class2","F","Z",24,24,39.619,22.715,65.057,37.267,63.169
69.125,55.559,61.695,"Class1","U","K",44,52,33.6,26.162,18.675,111.105,77.307
55.823,80.893,62.331,"Class1","G","L",86,50,61.741,28.779,12.605,72.733,81.656
53.268,37.109,48.262,"Class4","H","J",66,59,40.045,53.31,67.343,63.449,2.142
40.533,36.204,51.499,"Class2","H","Z",17,59,36.955,28.186,86.77,102.682,49.977
34.036,60.106,21.256,"Class2","H","Y",22,22,38.78,38.519,77.989,44.179,64.487
NA,58.905,57.374,"Class1","X","K",45,50,62.172,27.087,-8.301,50.645,76.839
64.421,43.551,30.842,"Class3","S","Y",38,27,78.877,18.474,58.423,-0.946,95.655
NA,40.644,27.018,"Class3","Q","J",39,34,78.308,40.108,25.626,34.36,74.089
77.069,NA,74.358,"Class1","X","L",80,52,49.757,28.931,27.734,41.426,78.425
51.539,45.241,49.044,"Class4","H","S",65,43,22.284,54.969,67.357,48.333,2.698
37.362,15.847,41.146,"Class5","Y","K",52,87,59.173,39.494,23.466,33.359,60.163
NA,30.366,25.453,"Class3","S","S",40,37,84.709,17.442,21.799,30.788,87.399
52.315,47.53,69.01,"Class4","F","I",61,45,61.543,51.106,70.302,55.636,2.918
29.692,24.371,11.189,"Class2","K","J",8,56,47.934,33.679,96.689,85.718,55.321
16.881,57.639,40.962,"Class2","K","S",23,44,37.511,30.345,70.631,45.31,64.175
74.045,NA,57.629,"Class5","I","K",54,88,24.008,20.021,9.741,34.324,30.654
NA,10.705,53.948,"Class5","D","K",53,85,51.515,47.639,24.109,35.709,42.379
29.575,4.791,51.735,"Class5","I","Z",51,88,65.703,48.913,35.173,31.456,20.244
10.15,13.469,54.558,"Class5","S","F",54,89,40.262,37.358,28.188,31.614,21.393
NA,40.549,41.424,"Class2","D","Z",20,71,50.728,25.105,62.758,86.723,57.282
66.011,40.387,15.834,"Class3","S","S",45,25,79.01,48.042,34,36.626,84.269
71.487,49.261,19.082,"Class3","I","O",43,44,83.166,18.765,77.283,15.279,65.224
66.747,37.902,56.608,"Class4","G","Z",67,56,11.04,52.639,80.973,42.185,2.679
19.825,49.556,42.307,"Class2","K","Z",17,77,43.41,24.236,80.912,52.349,55.875
67.439,NA,60.452,"Class4","S","S",62,47,73.057,55.758,51.346,53.488,2.206
80.961,61.713,53.078,"Class1","D","D",51,51,26.623,26.224,46.774,49.175,79.971
74.951,42.068,15.906,"Class3","S","O",41,28,79.516,37.806,26.841,30.797,83.944
36.458,46.011,48.548,"Class2","D","S",25,18,37.287,42.215,46.453,82.652,52.946
59.124,46.049,71.81,"Class4","S","B",64,47,61.831,52.294,66.997,36.274,1.709
26.891,49.247,92.251,"Class2","J","Y",22,50,37.661,27.014,74.474,92.317,55.228
75.024,9.518,60.677,"Class5","Y","K",52,86,56.763,19.834,49.28,31.736,25.074
72.168,9.624,39.459,"Class5","I","F",54,85,41.045,23.772,30.501,34.995,7.736
71.123,18.412,59.267,"Class5","I","Z",54,85,72.917,17.209,24.568,33.941,36.765
63.608,56.892,29.195,"Class3","K","J",37,16,81.398,40.991,41.424,40.078,71.877
60.827,15.696,46.285,"Class5","I","X",54,85,9.953,42.024,41.417,32.447,20.317
68.87,41.809,93.708,"Class4","S","B",63,53,11.17,53.305,52.573,78.533,2.485
33.859,59.995,60.557,"Class2","K","Y",20,74,44.644,22.317,69.975,80.896,57.909
58.179,NA,69.596,"Class4","H","I",61,43,67.642,54.458,42.602,62.168,2.305
74.823,101.203,59.377,"Class1","L","L",78,50,61.44,29.043,35.759,86.642,79.158
75.251,55.732,16.439,"Class3","Q","F",41,20,78.109,23.085,42.427,27.956,91.098
62.987,56.549,27.782,"Class3","Q","F",43,36,80.402,28.921,36.509,28.232,73.71
61.776,42.973,26.891,"Class3","I","Y",38,19,86.017,49.745,48.667,-9.475,77.433
59.452,46.794,40.649,"Class1","D","D",70,48,24.741,29.209,66.904,40.808,82.938
60.841,44.463,76.355,"Class4","S","S",66,41,15.053,51.672,95.426,84.843,2.615
73.868,54.754,24.57,"Class3","K","O",42,35,87.94,42.645,16.999,53.598,81.479
43.827,48.547,67.6,"Class2","F","Y",22,80,39.335,35.584,64.089,33.331,62.25
70.046,33.48,29.414,"Class3","C","O",44,32,84.564,27.315,64.608,24.421,91.04
13.349,56.24,43.394,"Class2","H","J",24,19,36.73,46.162,69.142,83.923,51.978
60.406,75.798,84.256,"Class1","D","N",68,47,36.547,29.289,46.225,95.578,72.283
71.142,48.152,24.818,"Class3","I","F",39,29,87.617,17.151,49.28,49.222,92.345
65.797,46.397,76.14,"Class4","U","Z",65,41,50.526,51.406,51.156,60.069,2.849
77.562,52.286,53.77,"Class1","U","Q",71,49,46.531,25.764,41.244,23.541,76.698
65.207,54.266,36.379,"Class1","L","Q",45,52,36.924,26.273,44.029,45.613,78.035
69.534,20.837,31.645,"Class5","Y","F",51,85,9.728,10.197,37.254,33.121,35.614
29.566,11.604,36.237,"Class5","Y","K",53,85,41.316,32.742,33.028,36.133,16.037
35.364,13.241,68.953,"Class2","D","Z",23,27,37.041,24.85,63.874,40.661,58.768
70.396,61.436,91.393,"Class1","G","N",85,47,52.996,25.433,60.481,20.653,80.238
52.637,37.773,83.795,"Class4","F","I",62,49,70.652,55.278,57.428,67.787,2.571
64.824,45.477,80.848,"Class4","S","I",63,52,64.887,52.471,75.795,23.084,3.297
51.541,17.425,33.35,"Class5","Y","P",54,89,10.062,29.425,26.77,36.33,23.939
35.762,19.786,54.361,"Class5","D","F",53,87,69.102,52.438,-2.455,33.474,32.591
NA,56.189,21.14,"Class3","S","J",38,47,85.784,31.304,19.881,39.844,80.069
61.595,48.825,92.238,"Class4","F","I",66,43,54.145,54.488,60.813,50.79,3.356
41.095,20.027,60.581,"Class5","I","Z",49,88,12.996,36.921,33.002,37.651,23.01
77.441,72.918,91.28,"Class1","X","L",44,52,52.823,26.066,17.234,30.686,77.592
79.803,37.046,28.871,"Class3","I","S",37,32,79.438,42.369,4.404,53.968,74.497
73.722,16.95,42.381,"Class5","S","F",54,86,17.996,36.917,33.359,37.455,29.764
63.852,46.079,56.704,"Class4","S","I",62,57,61.316,54.175,58.402,3.262,2.897
25.723,7.616,54.351,"Class5","Y","K",51,89,57.401,31.463,24.957,31.569,26.586
59.182,40.768,68.73,"Class4","F","I",65,50,37.228,52.997,38.863,75.581,3.631
84.886,NA,22.835,"Class3","Q","O",44,35,82.225,47.537,29.589,39.734,88.976
32.726,11.711,46.67,"Class5","N","K",49,87,69.313,29.529,22.296,35.337,42.926
NA,9.665,39.61,"Class5","I","F",50,89,42.628,35.516,16.157,34.674,10.643
78.218,50.035,28.885,"Class3","K","Y",40,20,86.202,47.65,64.598,30.44,67.046
30.278,21.289,51.919,"Class2","H","S",11,56,47.236,38.246,76.423,79.62,48.387
76.04,11.699,35.626,"Class5","S","F",53,86,45.723,51.026,31.838,33.627,32.428
58.649,32.669,15.253,"Class3","C","J",44,31,86.211,33.416,31.675,52.242,80.165
62.94,10.288,37.65,"Class5","I","X",50,86,19.271,40.663,33.755,30.968,15.708
77.952,68.965,58.457,"Class1","D","N",83,52,64.631,27.787,8.536,56.92,79.293
59.27,38.233,48.124,"Class4","U","Z",64,50,44.547,53.8,52.919,43.907,3.641
64.427,NA,34.178,"Class1","G","N",69,47,60.841,27.108,17.561,73.582,77.355
NA,40.127,26.018,"Class3","S","O",39,20,83.512,32.298,8.671,34.118,95.433
56.337,39.816,73.029,"Class4","H","J",65,57,72.607,51.713,68.173,85.295,2.327
47.264,7.225,54.157,"Class5","I","X",53,88,21.577,16.985,57.871,32.203,29.35
76.435,62.216,49.895,"Class1","U","N",75,50,59.729,29.039,56.82,36.058,81.697
26.701,11.343,56.068,"Class5","I","X",52,86,13.305,53.676,39.32,34.976,43.199
65.522,16.308,54.498,"Class5","I","F",49,89,36.677,50.956,9.949,29.702,34.032
25.993,10.623,37.592,"Class5","Y","K",49,85,59.023,10.349,25.015,32.898,55.898
67.446,88.665,35.531,"Class1","D","D",64,47,61.013,25.487,-3.938,67.582,71.938
46.242,11.843,35.488,"Class5","Y","P",51,88,52.388,54.121,41.255,31.248,26.048
21.57,17.005,34.078,"Class5","Y","P",49,88,17.53,10.669,39.264,33.216,23.062
27.009,23.571,38.977,"Class2","D","S",8,74,49.363,22.776,75.616,55.231,74.31
25.822,26.988,22.074,"Class2","K","S",17,50,36.58,32.254,98.349,109.612,54.056
22.264,8.1,43.294,"Class5","D","Z",53,89,27.494,11.371,38.867,35.231,34.301
58.865,13.367,34.686,"Class5","I","Z",54,86,69.135,12.525,24.282,34.624,34.085
62.916,40.819,55.068,"Class4","H","B",62,59,37.938,53.77,66.221,52.924,1.251
70.321,11.857,40.052,"Class5","D","F",53,85,10.543,37.283,22.686,36.358,17.474
59.63,41.32,90.71,"Class4","S","S",67,44,33.166,53.698,74.565,90.596,1.382
57.502,68.315,42.774,"Class1","D","N",84,49,55.346,28.256,57.664,82.935,79.353
33.799,42.845,45.178,"Class2","H","P",12,29,43.779,28.862,75.545,48.078,53.506
68.998,41.893,56.948,"Class4","H","S",65,40,74.193,52.852,68.982,45.076,2.507
75.445,46.536,29.122,"Class3","Q","J",46,33,84.218,23.52,0.048,51.496,78.339
40.22,36.486,94.243,"Class2","H","P",27,23,47.368,51.379,40.94,91.331,54.384
60.144,50.509,56.402,"Class4","G","S",66,41,27.794,51.706,64.982,50.664,2.597
40.094,12.297,50.388,"Class5","N","Z",51,88,69.597,15.228,37.602,32.827,27.644
40.553,36.918,74.588,"Class2","J","J",14,35,47.333,59.672,50.786,83.726,59.67
51.843,39.908,60.735,"Class4","G","J",67,40,70.813,51.57,62.245,53.602,3.367
NA,20.356,69.669,"Class2","K","Y",21,24,36.84,26.478,58.218,85.011,54.571
69.697,35.359,27.988,"Class3","Q","J",38,26,79.212,25.606,23.597,47.779,69.891
68.652,37.785,71.896,"Class4","F","S",63,41,28.42,53.511,52.694,31.895,3.713
NA,44.021,50.249,"Class4","U","J",67,50,47.298,53.91,55.056,51.28,3.376
72.037,55.891,77.708,"Class1","U","Q",68,51,24.787,25.774,43.588,1.512,79.355
24.961,46.71,54.21,"Class2","H","S",24,39,40.156,27.606,58.021,39.5,59.954
47.953,14.146,48.127,"Class5","I","Z",49,89,50.671,24.199,43.176,34.923,18.363
62.983,40.357,25.537,"Class3","K","S",43,34,81.635,30.118,-6.287,81.887,75.098
55.207,16.407,60.908,"Class5","N","K",51,88,69.689,26.751,20.465,34.05,40.95
62.508,67.542,67.761,"Class1","L","Q",84,51,42.547,26.992,48.159,70.811,83.096
38.705,47.326,35.099,"Class2","K","Y",16,43,46.114,58.963,46.961,73.519,52.688
60.239,44.807,18.68,"Class3","C","S",47,37,79.928,43.45,16.268,37.965,84.28
70.547,68.363,38.206,"Class1","X","N",52,47,52.162,29.108,78.653,40.085,78.177
40.479,12.7,37.152,"Class5","Y","F",52,88,14.537,24.758,22.644,34.973,49.997
61.152,13.401,31.376,"Class5","I","P",52,89,46.762,9.229,34.507,33.164,39.503
25.474,82.308,72.207,"Class2","F","Z",23,66,46.785,24.353,66.748,84.305,57.027
25,22.029,56.531,"Class2","D","Y",26,67,39.16,40.162,87.028,56.92,53.37
22.645,75.489,28.308,"Class2","K","J",17,41,49.579,23.175,85.774,23.217,49.961
81.339,93.411,41.994,"Class1","L","Q",41,52,58.87,29.494,77.01,22.536,80.92
82.591,45.347,29.246,"Class3","C","O",40,29,86.262,15.3,40.633,11.871,79.983
6.756,19.068,47.949,"Class5","S","Z",53,86,52.211,44.015,39.538,32.636,32.651
21.308,5.312,53.236,"Class5","D","F",51,85,19.307,25.26,47.619,31.296,22.647
57.1,62.88,37.54,"Class1","G","N",75,48,26.534,25.488,98.194,32.472,78.848
44.542,47.033,27.284,"Class2","J","Y",10,76,50.129,58.017,54.142,32.521,58.159
23.128,NA,14.772,"Class2","K","Z",13,48,45.713,46.074,47.325,55.251,55.786
53.217,29.634,73.103,"Class4","H","J",63,49,60.103,53.161,74.485,53.77,2.511
14.133,77.217,15.878,"Class2","K","Y",11,72,44.055,33.706,50.379,58.568,66.931
61.019,72.516,88.989,"Class1","X","L",38,48,53.385,29.365,40.986,67.705,75.457
39.27,19.12,54.715,"Class5","Y","Z",54,88,40.886,27.059,27.121,31.794,16.325
NA,67.439,61.748,"Class1","G","L",72,48,56.548,25.984,19.173,84.642,78.012
NA,52.73,69.66,"Class1","X","K",84,50,56.824,28.17,70.506,-0.512,78.879
76.475,NA,89.903,"Class1","U","N",39,51,53.946,29.394,62.519,7.346,76.802
42.027,16.496,51.645,"Class5","N","X",52,85,9.23,32.457,39.461,36.147,25.231
51.499,44.974,85.538,"Class4","S","S",61,47,46.669,51.906,55.861,57.807,2.47
62.867,94.036,65.38,"Class1","G","K",49,52,29.343,28.592,33.67,27.753,79.898
61.362,40.007,66.413,"Class4","U","I",63,47,11.852,54.392,51.852,88.263,3.543
63.496,NA,53.131,"Class4","S","S",65,60,53.177,52.73,56.275,63.475,1.012
